hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
广告,guǎng gào,to advertise; a commercial,โฆษณา,60,4,โฆษณา,
朋友,péng yǒu,friend,เพื่อน,60,1,เพื่อน,
如果,rú guǒ,if; in case,"ถ้า, หาก",59,3,ถ้า; หาก,
发现,fā xiàn,to notice; to become aware of,"ค้นพบ, พบว่า",58,3,พบว่า; สังเกตเห็น,EN 'notice/become aware' is narrower than 发现 (also = discover); led with พบว่า
开始,kāi shǐ,to begin; beginning,"เริ่ม, เริ่มต้น",58,2,เริ่ม; เริ่มต้น,
您,nín,you,คุณ (สุภาพ),58,2,คุณ (สุภาพ),
时候,shí hòu,time; length of time,"เวลา, ตอน, ช่วง",58,1,ตอน; เวลา,
知道,zhī dào,to know; to become aware of,รู้,58,2,รู้,
这儿,zhè ér,here,ที่นี่,58,1,ที่นี่,
于,yú,at; in (literary),"ที่, ใน, ณ (บุพบทภาษาเขียน)",56,4,ณ (บุพบทภาษาเขียน); ที่,
吃,chī,to eat; to consume,กิน,56,1,กิน,
重要,zhòng yào,important; significant,สำคัญ,56,3,สำคัญ,
非常,fēi cháng,very; really,"อย่างยิ่ง, มากๆ",56,2,มากๆ; อย่างยิ่ง,
大家,dà jiā,everyone; influential family,ทุกคน,55,2,ทุกคน,
许多,xǔ duō,many; a lot of,มากมาย,55,4,มากมาย,
因为,yīn wèi,because; owing to,เพราะว่า,54,2,เพราะว่า,
当,dāng,to act as; when,"เป็น, ทำหน้าที่; เมื่อ; ควร",54,4,เป็น (ทำหน้าที่); เมื่อ,
买,mǎi,to buy; to purchase,ซื้อ,53,1,ซื้อ,
明天,míng tiān,tomorrow,พรุ่งนี้,53,1,พรุ่งนี้,
少,shǎo,few; less,น้อย,52,1,น้อย,
比,bǐ,to compare; than,กว่า; เปรียบเทียบ,52,2,กว่า; เปรียบเทียบ,
别,bié,don't; other,อย่า; อื่น,51,2,อย่า; อื่น,
年,nián,year,ปี,51,1,ปี,
这样,zhè yàng,this way; like this,"แบบนี้, เช่นนี้",51,2,แบบนี้; อย่างนี้,
银行,yín háng,bank,ธนาคาร,50,3,ธนาคาร,
却,què,but; yet,"แต่กลับ, ทว่า",49,4,แต่กลับ; ทว่า,
点,diǎn,o’clock; a little,โมง (นาฬิกา); จุด; นิดหน่อย,49,1,โมง (นาฬิกา); นิดหน่อย,
画,huà,to draw; to paint,วาด; ภาพวาด,49,3,วาด,"Thai has no crisp draw/paint split; วาด=draw, ระบายสี=paint/apply color"
老板,lǎo bǎn,boss; shop owner,"เจ้านาย, เถ้าแก่",49,5,เจ้านาย; เถ้าแก่,
不管,bù guǎn,not to be concerned; regardless of,ไม่ว่า...ก็ตาม,48,4,ไม่ว่า...ก็ตาม,
会议,huì yì,meeting; conference,การประชุม,48,3,การประชุม,
下午,xià wǔ,afternoon; p.m.,ตอนบ่าย,47,1,ตอนบ่าย,
出,chū,to go out; to come out,ออก; ออกไป,47,2,ออก; ออกไป,
小时,xiǎo shí,hour,ชั่วโมง,47,2,ชั่วโมง,
影响,yǐng xiǎng,influence; effect,"อิทธิพล, ผลกระทบ; ส่งผลต่อ",47,3,อิทธิพล; ผลกระทบ,
成为,chéng wéi,to become; to turn into,กลายเป็น,47,4,กลายเป็น,
机场,jī chǎng,airport; airfield,สนามบิน,47,2,สนามบิน,
认为,rèn wéi,to believe; to think,"เห็นว่า, คิดว่า",46,3,คิดว่า; เห็นว่า,
问题,wèn tí,question; problem,"คำถาม, ปัญหา",46,2,คำถาม; ปัญหา,
再,zài,again; once more,อีกครั้ง; แล้วค่อย,45,2,อีกครั้ง; อีกที,
只,zhǐ,only; merely,"เพียง, แค่",45,3,เพียง; แค่,
向,xiàng,toward; direction,"ไปทาง, มุ่งสู่; ต่อ",45,2,ไปทาง; มุ่งสู่,
起,qǐ,to rise; to start,ลุก; เริ่ม,45,2,ลุก; เริ่ม,
一直,yì zhí,straight; continuously,"ตลอด, เรื่อยมา; ตรงไป",44,3,ตลอด; ตรงไป,
下,xià,down; downwards,"ลง, ข้างล่าง; ลง(รถ)",44,1,ลง; ข้างล่าง,
为什么,wèi shén me,why?; for what reason?,ทำไม,44,3,ทำไม,
冷,lěng,cold,"หนาว, เย็น",44,1,หนาว; เย็น,
公司,gōng sī,company; firm,บริษัท,43,2,บริษัท,
新,xīn,new,ใหม่,43,2,ใหม่,
水,shuǐ,water,น้ำ,43,1,น้ำ,
不同,bù tóng,different; distinct,แตกต่าง,42,3,แตกต่าง,
事情,shì qíng,affair; matter,"เรื่อง, ธุระ",42,2,เรื่อง; ธุระ,
作用,zuò yòng,effect; role,"บทบาท, ผล, การออกฤทธิ์",42,3,ผล; บทบาท,EN gloss fixed at product source per Jordan (2026-07-24)
写,xiě,to write,เขียน,42,1,เขียน,
快,kuài,rapid; quick,เร็ว; ไว; ใกล้จะ,42,2,เร็ว,
找,zhǎo,to try to find; to look for,หา,42,2,หา,
不错,bù cuò,pretty good; not bad,"ดีทีเดียว, ไม่เลว",41,2,ดีทีเดียว,EN gloss fixed at product source per Jordan (2026-07-24)
像,xiàng,to resemble; to be like,"เหมือน, คล้าย",41,3,เหมือน,
听,tīng,to listen to; to hear,ฟัง,41,1,ฟัง,
呢,ne,(question particle),คำลงท้ายคำถาม (ล่ะ),41,1,คำลงท้ายคำถาม (ล่ะ),
坚持,jiān chí,to persevere with; to persist in,"ยืนหยัด, ยึดมั่น, ทำต่อเนื่อง",41,4,ยืนหยัด,
海,hǎi,sea; ocean,"ทะเล, มหาสมุทร",41,6,ทะเล,
可能,kě néng,might; possible,"อาจจะ, เป็นไปได้",40,2,อาจจะ; เป็นไปได้,
成功,chéng gōng,success; to succeed,"ความสำเร็จ, สำเร็จ",40,4,สำเร็จ; ความสำเร็จ,
月,yuè,moon; month,เดือน; พระจันทร์,40,1,เดือน; พระจันทร์,
身体,shēn tǐ,the body; one's health,"ร่างกาย, สุขภาพ",40,2,ร่างกาย; สุขภาพ,
钱,qián,money,เงิน,40,1,เงิน,
东西,dōng xi,thing; object,"สิ่งของ, ของ",39,1,ของ,
儿子,ér zi,son,ลูกชาย,39,1,ลูกชาย,
加油站,jiā yóu zhàn,gas station,ปั๊มน้ำมัน,39,4,ปั๊มน้ำมัน,
快乐,kuài lè,happy; joyful,มีความสุข,39,2,มีความสุข,
或,huò,or; maybe; perhaps,หรือ; อาจจะ,39,4,หรือ; อาจจะ,
由,yóu,from; by; due to,โดย; จาก; เนื่องจาก,39,4,โดย; จาก,
电视,diàn shì,television; TV,โทรทัศน์,39,1,โทรทัศน์,
越,yuè,to exceed; increasingly,"ยิ่ง...(ยิ่ง); ข้าม, เกิน",39,3,ยิ่ง...ยิ่ง; ข้าม,
这些,zhè xiē,these,เหล่านี้,39,1,เหล่านี้,
关于,guān yú,pertaining to; concerning,เกี่ยวกับ,38,3,เกี่ยวกับ,
其,qí,his; her,ของเขา/มัน; นั้น,38,4,ของเขา/มัน; นั้น,
带来,dài lái,to bring,"นำมา, ก่อให้เกิด",38,3,นำมา; ก่อให้เกิด,
座,zuò,seat; (measure word for large or solid objects),ที่นั่ง; ลักษณนาม(สิ่งใหญ่ตั้งอยู่),38,4,ที่นั่ง; ลักษณนาม(สิ่งใหญ่ตั้งอยู่),
生命,shēng mìng,life; living being,"ชีวิต, สิ่งมีชีวิต",38,4,ชีวิต; สิ่งมีชีวิต,
缺点,quē diǎn,weak point; fault,"ข้อเสีย, จุดด้อย",38,4,ข้อเสีย,
较,jiào,comparatively; to compare,ค่อนข้าง; เปรียบเทียบ,38,3,ค่อนข้าง; เปรียบเทียบ,
那么,nà me,like that; in that way,"เช่นนั้น, ขนาดนั้น; งั้น",38,3,"แบบนั้น, อย่างนั้น",
具有,jù yǒu,to have; to possess,"มี, ประกอบด้วย",37,4,มี,
告诉,gào su,to tell; to inform,บอก,37,2,บอก,
地球,dì qiú,the earth,โลก (ดาวเคราะห์),37,4,โลก (ดาวเคราะห์),
已经,yǐ jīng,already,"...แล้ว, เรียบร้อยแล้ว",37,2,"แล้ว, เรียบร้อยแล้ว",
桥,qiáo,bridge,สะพาน,37,4,สะพาน,
点心,diǎn xīn,light refreshments; pastry,"ของว่าง, ขนม",37,6,ของว่าง; ขนม,
老人,lǎo rén,old man or woman; the elderly,"คนแก่, ผู้สูงอายุ",37,3,ผู้สูงอายุ,
长,zhǎng,to grow up; chief,ยาว; เติบโต,37,2,เติบโต; หัวหน้า,pinyin zhang3 = grow up/chief; current Thai 'ยาว' was the chang2 'long' reading. Translated the EN sense
马,mǎ,horse,ม้า,37,3,ม้า,
事,shì,matter; thing,"เรื่อง, ธุระ",36,2,เรื่อง; ธุระ,
发展,fā zhǎn,development; growth,พัฒนา; การพัฒนา,36,4,พัฒนา; การพัฒนา,
地方,dì fāng,place; local,"สถานที่, ที่; ท้องถิ่น",36,3,สถานที่; ท้องถิ่น,EN gloss fixed at product source per Jordan (2026-07-24)
爱,ài,to love; to be fond of,รัก,36,1,รัก,
前,qián,front; forward,"หน้า, ข้างหน้า; ก่อน",35,1,ข้างหน้า,
提高,tí gāo,to raise; to increase,"ยกระดับ, เพิ่มขึ้น",35,3,ยกระดับ; เพิ่มขึ้น,
