hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
劳动,láo dòng,work; toil,การงาน,2,5,แรงงาน,current การงาน = occupation; 劳动 leans labor
勉强,miǎn qiǎng,reluctantly; to force,บังคับ,2,6,ฝืนใจ,current บังคับ = force; 勉强 = do reluctantly/barely
勿,wù,do not,อย่า,2,6,อย่า,
包子,bāo zi,baozi; bao,ซาลาเปา,2,4,ซาลาเปา,
包容,bāo róng,to pardon; to forgive,"อภัย, ยอม",2,5,"อภัย, ยอม",
包袱,bāo fú,wrapping cloth; a bundle wrapped in cloth,หีบห่อ,2,6,หีบห่อ,
化妆,huà zhuāng,to put on makeup,แต่งหน้า,2,6,แต่งหน้า,
化肥,huà féi,chemical fertilizer,ปุ๋ยเคมี,2,6,ปุ๋ยเคมี,
北边,běi biān,north; north side,ทางเหนือ,2,4,ทางเหนือ,
升级,shēng jí,to go up by one grade; to be promoted,ขึ้นระดับ,2,5,ขึ้นระดับ,
午睡,wǔ shuì,to take a nap in the afternoon,นอนเที่ยงวัน,2,6,นอนกลางวัน,more natural than นอนเที่ยงวัน
午餐,wǔ cān,lunch; luncheon,อาหารเที่ยง,2,5,อาหารเที่ยง,
半年,bàn nián,half a year,ครึ่งปี,2,3,ครึ่งปี,
华人,huá rén,ethnic Chinese person or people,ชาวจีน,2,6,ชาวจีน,
卓越,zhuó yuè,outstanding; surpassing,เลิศเด่น,2,6,"ยอดเยี่ยม, เป็นเลิศ",current เลิศเด่น uncommon compound
单位,dān wèi,unit; work unit,หน่วย,2,5,หน่วย; หน่วยงาน,added work-unit sense
单独,dān dú,alone; by oneself,คนเดียว,2,5,คนเดียว,
单调,dān diào,monotonous,น่าเบื่อ,2,5,ซ้ำซากจำเจ,current น่าเบื่อ = boring; 单调 = monotonous
南瓜,nán guā,pumpkin,ฟักทอง,2,6,ฟักทอง,
占用,zhàn yòng,to occupy,ยึดครอบ,2,5,ใช้ (พื้นที่/เวลา),current typo ยึดครอบ; 占用 = take up (time/space)
卡,kǎ,to stop; to block,ติด,2,4,ติด,
印,yìn,to print; seal,พิมพ์,2,4,พิมพ์; ตราประทับ,added distinct seal sense
印证,yìn zhèng,to confirm; to corroborate,ยืนยัน,2,6,ยืนยัน,
即便,jí biàn,even if; even though,แม้ว่า,2,5,แม้ว่า,
卷,juǎn,to roll up; to sweep up,ม้วน,2,5,ม้วน,
历程,lì chéng,course; process,ขั้นตอน,2,6,เส้นทาง; กระบวนการ,"current ขั้นตอน = steps, off"
压,yā,to press; to push down,กด,2,5,กด,
压抑,yā yì,to constrain or repress emotions; oppressive,"กดข่มความรู้สึก, กดดัน",2,6,"กดข่มความรู้สึก, กดดัน",
厕所,cè suǒ,toilet; lavatory,ห้องน้ำ,2,5,ห้องน้ำ,
厘米,lí mǐ,centimeter,เซนติเมตร,2,5,เซนติเมตร,
原先,yuán xiān,originally; original,ตั้งแต่เดิม,2,5,ตั้งแต่เดิม,
原地,yuán dì,in place; on the spot,สถานที่เดิม,2,5,อยู่กับที่,"current สถานที่เดิม = former place, off"
双,shuāng,pair; both,คู่,2,3,คู่,
双向,shuāng xiàng,bidirectional; two-way,สองทาง,2,6,สองทาง,
双重,shuāng chóng,double,"สองชั้น, ทวิภาค",2,6,สองชั้น; ซ้อนสอง,second opinion: current ทวิภาค odd for 'double/dual'
反,fǎn,contrary; in reverse,ตรงกันข้าม,2,4,ตรงกันข้าม,
反思,fǎn sī,to think back over something; to review,พิจารณาย้อนกลับ,2,6,ทบทวนตัวเอง,current พิจารณาย้อนกลับ literal; 反思 = self-reflect
反感,fǎn gǎn,to be disgusted with; to dislike,ไม่ชอบ,2,6,รังเกียจ,current ไม่ชอบ mild; 反感 stronger aversion
