hanzi,pinyin,english,thai_current,freq,level
铺,pù,store,"ร้าน, ปูลง",1,5
销,xiāo,to sell; to cancel,"ขาย, ยกเลิก",1,6
错觉,cuò jué,misconception; illusion,ภาพหลวง,1,6
镇定,zhèn dìng,calm; unperturbed,ใจเย็น,1,6
镜头,jìng tóu,camera lens; camera shot,เลนส์กล้อง,1,6
长度,cháng dù,length,ความยาว,1,4
长期以来,cháng qī yǐ lái,for a long time,มาเป็นเวลานาน,1,5
长跑,cháng pǎo,long-distance running,วิ่งไกล,1,5
长远,cháng yuǎn,long-term; long-range,ระยะยาว,1,6
门槛,mén kǎn,doorstep; sill,เกณฑ์เข้า,1,6
门票,mén piào,ticket,ตั๋วเข้า,1,3
门诊,mén zhěn,outpatient service,คลินิก,1,6
闭幕式,bì mù shì,closing ceremony,พิธีปิด,1,5
问世,wèn shì,to be published; to come out,ตีพิมพ์,1,6
间隔,jiàn gé,gap; interval,ระยะห่าง,1,6
闻名,wén míng,well-known; famous,มีชื่อเสียง,1,5
阅览室,yuè lǎn shì,reading room,ห้องอ่านหนังสือ,1,5
队,duì,team; group,กองหรือทีม,1,4
防,fáng,to protect; to defend,ป้องกัน,1,6
防治,fáng zhì,to prevent and cure; prevention and cure,ป้องกันรักษา,1,6
防疫,fáng yì,to prevent epidemics,ป้องกันโรค,1,6
阴影,yīn yǐng,shadow,"เงา, ความมืด",1,5
阴暗,yīn àn,dim; dark,มืด,1,6
阶层,jiē céng,social class,"ชั้นหนึ่ง, ลำดับชั้น",1,5
阻力,zǔ lì,resistance; drag,แรงต้าน,1,6
陈列,chén liè,to display; to exhibit,จัดแสดง,1,6
陈述,chén shù,to state; to declare,ประกาศ,1,6
降临,jiàng lín,to descend; to arrive,มาถึง,1,6
限,xiàn,to limit; to restrict,"ขีดจำกัด, เขต",1,5
院,yuàn,courtyard; institution,สถาบัน,1,6
陨石,yǔn shí,meteorite; aerolite,อุกาบาต,1,5
陪同,péi tóng,to accompany,"ไปเป็นเพื่อน, ไปด้วยกัน",1,4
陷,xiàn,pitfall; trap,"บ่อ, กับดัก",1,5
随处可见,suí chù kě jiàn,can be seen everywhere,เห็นได้ทั่วไป,1,6
随手,suí shǒu,conveniently; without extra trouble,"อย่างสะดวก, โดยไม่ต้องใช้ความพยายามเพิ่ม",1,5
随时随地,suí shí suí dì,anytime and anywhere,ทุกที่ทุกเวลา,1,6
随身,suí shēn,to carry on one's person; portable,พกพา,1,6
隐蔽,yǐn bì,to conceal; to hide,"ซ่อน, ปกปิด",1,5
隐藏,yǐn cáng,to hide; to conceal,"ซ่อน, ลับ",1,5
隔离,gé lí,to separate; to isolate,แยก,1,6
隔阂,gé hé,misunderstanding; estrangement,ความเข้าใจผิด,1,6
难以,nán yǐ,hard to,"ยาก, ลำบาก",1,5
难以想象,nán yǐ xiǎng xiàng,hard to imagine,ยากที่จะนึกออก,1,6
难听,nán tīng,unpleasant to hear; coarse,เสียงแหลว,1,4
难忘,nán wàng,unforgettable,ไม่ลืมง่ายๆ,1,3
难怪,nán guài,it's no wonder; it's not surprising,ไม่แปลก,1,5
难看,nán kàn,ugly; unsightly,ไม่สวย,1,4
雄伟,xióng wěi,grand; imposing,"งดงาม, ยิ่งใหญ่",1,5
集团,jí tuán,group; bloc,กลุ่ม,1,6
雪上加霜,xuě shàng jiā shuāng,to make matters worse,ทำให้แย่ลง,1,6
零食,líng shí,snack; nibbles,"ขนม, ขนมขบเคี้ยว",1,5
雾,wù,fog; mist,หมอก,1,5
震,zhèn,to shake; to vibrate,สั่น,1,6
震惊,zhèn jīng,to shock; to astonish,ตกใจ,1,6
青蛙,qīng wā,frog; old ugly guy,กบ,1,6
静,jìng,still; calm,"นิ่ง, สงบ",1,5
静止,jìng zhǐ,still; immobile,นิ่ง,1,6
非凡,fēi fán,out of the ordinary; unusually,พิเศษ,1,6
面向,miàn xiàng,to face; geared toward,"หันไป, เผชิญ",1,5
革命,gé mìng,to withdraw the mandate of heaven; revolution,การปฏิวัติ,1,6
韧性,rèn xìng,toughness,ความยืดหยุ่น,1,5
音乐会,yīn yuè huì,concert,คอนเสิร์ต,1,4
音像,yīn xiàng,audio and video; audiovisual,เสียงภาพ,1,6
顶级,dǐng jí,top-notch; first-rate,ระดับสูง,1,6
项链,xiàng liàn,necklace,สร้อยคอ,1,5
顺其自然,shùn qí zì rán,to let nature take its course,ตามธรรมชาติ,1,5
顺手,shùn shǒu,conveniently; in passing,อย่างไม่เสียหาย,1,4
须,xū,must; to have to,ต้องจำเป็น,1,4
顽强,wán qiáng,tenacious; hard to defeat,ดื้อ,1,6
顾,gù,to look after; to consider,ดูแล,1,6
颁布,bān bù,to issue; to proclaim,ประกาศใช้,1,6
预料,yù liào,to forecast; to anticipate,คาดการณ์,1,6
预期,yù qī,to expect; to anticipate,คาดการณ์,1,5
预约,yù yuē,booking; reservation,จองล่วงหน้า,1,6
预见,yù jiàn,to foresee; to predict,"คาดการณ์ล่วงหน้า, มองเห็นล่วงหน้า",1,6
预计,yù jì,to forecast; to predict,"คาดการณ์, ประมาณการ",1,5
颇,pǒ,quite; rather,ค่อนข้าง,1,6
频道,pín dào,frequency; television channel,"ช่อง, ความถี่",1,5
风光,fēng guāng,scene; view,ทิวทัศน์,1,5
风范,fēng fàn,air; manner,"ท่าที, ความสง่างาม",1,6
风貌,fēng mào,style; manner,"ลักษณะ, รูปแบบ",1,5
风趣,fēng qù,charm; humor,ความเสน่ห์,1,6
风采,fēng cǎi,svelte; elegant manner,ความงดงาม,1,5
飞行,fēi xíng,of planes etc to fly; flying,บิน,1,4
餐桌,cān zhuō,dining table; dinner table,โต๊ะรับประทาน,1,5
餐饮,cān yǐn,food and beverage; catering,ธุรกิจอาหาร,1,6
饭碗,fàn wǎn,rice bowl,"อาชีพ, งาน",1,5
饲养,sì yǎng,to raise; to rear,เลี้ยงสัตว์,1,6
馒头,mán tou,steamed bun,หมั่นโถว,1,5
首府,shǒu fǔ,capital city of an autonomous region,เมืองหลวง,1,6
首都,shǒu dū,capital,เมืองหลวง,1,4
马路,mǎ lù,street; road,ถนน,1,4
驱动,qū dòng,to drive; to propel,ขับเคลื่อน,1,6
驱逐,qū zhú,to expel; to deport,ไล่ออก,1,6
骚扰,sāo rǎo,to disturb; to cause a commotion,รบกวน,1,6
骤然,zhòu rán,suddenly; abruptly,ทันที,1,6
高于,gāo yú,greater than; to exceed,"มากกว่า, เกิน",1,5
高原,gāo yuán,plateau,ที่สูง,1,6
高尚,gāo shàng,noble; lofty,สูงส่วน,1,6
高峰,gāo fēng,peak; summit,จุดสูงสุด,1,6
高手,gāo shǒu,expert; past master,ผู้เชี่ยวชาญ,1,4
高昂,gāo áng,to hold high; expensive,แพง,1,6
高贵,gāo guì,grandeur; noble,สูงส่วน,1,6
高超,gāo chāo,excellent; superlative,ยอดเยี่ยม,1,6
高速,gāo sù,high speed; expressway,ความเร็วสูง,1,6
高龄,gāo líng,elderly,สูงอายุ,1,5
鲜美,xiān měi,fresh and delicious; tasty,สดชื่นอร่อย,1,6
鲜花,xiān huā,flower; fresh flowers,ดอกไม้สด,1,3
鸟巢,niǎo cháo,bird's nest (Beijing stadium),รังนก,1,6
鸦雀无声,yā què wú shēng,dead silence; not a sound,นิ่งเงียบ,1,5
麻木,má mù,numb; insensitive,"ชา, มึนชา",1,6
黑白,hēi bái,black and white; right and wrong,"ดำขาว, ถูกผิด",1,5
默契,mò qì,tacit understanding; mutual understanding,ความเข้าใจกันทั่ว,1,6
默读,mò dú,to read in silence,อ่านเงียบ,1,6
默默,mò mò,in silence; not speaking,เงียบ,1,6
鼠标,shǔ biāo,computing mouse,เมาส์,1,5
龙舟,lóng zhōu,dragon boat; imperial boat,เรือมังกร,1,5
