hanzi,pinyin,english,thai_current,freq,level
面条儿,miàn tiáo ér,noodles,"ก๋วยเตี๋ยว, บะหมี่",3,2
面部,miàn bù,face,หน้า,3,6
页,yè,page,หน้า,3,4
项,xiàng,item; (classifier for items),"ข้อ, รายการ",3,6
顿,dùn,to stop; to pause,หยุด,3,6
顿时,dùn shí,immediately; suddenly,ทันที,3,5
预测,yù cè,to forecast; to predict,คาดการณ์,3,5
领带,lǐng dài,necktie,เนคไท,3,5
频繁,pín fán,frequently; often,บ่อย,3,6
颗,kē,classifier: small round items,เม็ด,3,5
风沙,fēng shā,sand blown by wind; sandstorm,ลมทราย,3,6
飘,piāo,to float; to flutter,ลอย,3,6
饥饿,jī è,hunger; starvation,หิว,3,6
饼,bǐng,flatbread; cake,ขนมปัง,3,6
首次,shǒu cì,first; first time,ครั้งแรก,3,6
香味,xiāng wèi,fragrance; bouquet,กลิ่นหอม,3,4
香蕉,xiāng jiāo,banana,กล้วย,3,3
驾驶,jià shǐ,to drive; to pilot,ขับ,3,5
骂,mà,to scold; to abuse,"ด่า, ว่ากล่าว",3,5
骑车,qí chē,to ride a bike,ขี่จักรยาน,3,3
骨头,gǔ tou,bone; moral character,กระดูก,3,6
高价,gāo jià,high price,ราคาสูง,3,4
高低,gāo dī,height; level,"ความสูง, ความต่ำ",3,5
高雅,gāo yǎ,elegant; refined,สง่างาม,3,6
鬼,guǐ,ghost; spirit,ผี,3,6
鲜,xiān,fresh; bright,"สดใจ, สดชื่น",3,4
鲜明,xiān míng,of colors bright; fresh and clear,สว่าง,3,6
齐,qí,neat; tidy; together,เรียบร้อย,3,5
一不小心,yí bù xiǎo xīn,to be a little bit careless,โดยไม่ระวัง,2,5
一个劲儿,yí gè jìn ér,"continuously, persistently",ต่อเนื่อง,2,6
一代,yí dài,an era; an age,รุ่น,2,5
一大早,yī dà zǎo,at dawn; at first light,ตั้งแต่เช้า,2,6
一头,yī tóu,one head; a head full of something,ศีรษะเต็ม,2,4
一家人,yī jiā rén,one family; family members,ครอบครัว,2,5
一帆风顺,yī fān fēng shùn,smooth sailing; go smoothly,เรียบร้อยสะดวก,2,6
一带,yī dài,region; area,เขตหนึ่ง,2,6
一律,yī lǜ,same; identical,เหมือนกันหมด,2,5
一心,yī xīn,wholeheartedly; heart and soul,เต็มใจ,2,6
一旁,yī páng,aside; to the side of,ข้างเคียง,2,5
一番,yī fān,a round of; quite some,"ครั้งหนึ่ง, พอสมควร",2,5
一眼,yī yǎn,a glance; a quick look,มองแวบเดียว,2,4
一贯,yí guàn,consistent; constant,สม่ำเสมอ,2,6
一阵,yī zhèn,a burst; a fit,ช่วงเวลา,2,5
一面,yí miàn,one side; one aspect,ด้านหนึ่ง,2,4
七,qī,seven; 7,เจ็ด,2,1
万分,wàn fēn,very much; extremely,มากมายนัก,2,6
万能,wàn néng,omnipotent; all-purpose,ซ่อมแซมได้ทุกอย่าง,2,6
上台,shàng tái,to rise to power; to go on stage,ขึ้นเวที,2,4
上学,shàng xué,to go to school; to attend school,ไปโรงเรียน,2,6
上来,shàng lái,to come up; to approach,ขึ้นมา,2,5
上车,shàng chē,to get on or into,ขึ้นรถ,2,5
下周,xià zhōu,next week,สัปดาห์หน้า,2,3
下次,xià cì,next time,คราวหน้า,2,3
不值,bù zhí,not worth,ไม่คุ้มค่า,2,6
不光,bù guāng,not the only one; not only,ไม่ใช่แค่,2,4
不准,bù zhǔn,not to allow; to forbid,ห้าม,2,4
不利,bù lì,unfavorable; disadvantageous,ไม่เป็นประโยชน์,2,5
不可思议,bù kě sī yì,inconceivable; unimaginable,ไม่น่าเชื่อ,2,5
不妨,bù fáng,there is no harm in; might as well,ไม่เป็นไร,2,5
不屑,bù xiè,to disdain; to think unworthy,ดูถูก,2,5
不怎么样,bù zěn me yàng,not up to much; very indifferent,ไม่ค่อย,2,4
不时,bù shí,from time to time; now and then,เป็นครั้งคราว,2,6
不止,bù zhǐ,incessantly; without end,ไม่หยุด,2,6
不禁,bù jīn,can't help; can't refrain from,อดไม่ได้,2,5
不通,bù tōng,to be obstructed; to be blocked up,อุดตัน,2,4
不难,bù nán,not difficult,ไม่ยาก,2,3
与其,yǔ qí,rather than...,แทนที่จะ,2,5
与日俱增,yǔ rì jù zēng,to grow with each passing day,เพิ่มขึ้นทีละวัน,2,6
专注,zhuān zhù,to focus,มุ่งเน้น,2,6
世故,shì gù,the ways of the world,รู้เรื่องหลายๆ ด้าน,2,6
业务,yè wù,business; professional work,"ธุรกิจ, งานวิชาชีพ",2,5
东南,dōng nán,southeast,ตะวันออกเฉียงใต้,2,6
