hanzi,pinyin,english,thai_current,freq,level
抄写,chāo xiě,to copy; to transcribe,คัดลอก,1,6
把手,bǎ shǒu,handle; grip,มือจับ,1,5
抑郁,yì yù,depressed; despondent,อารมณ์ชำรุด,1,6
抑郁症,yì yù zhèng,clinical depression,ซึมเศร้า,1,6
投,tóu,to throw; to cast,ส่ง,1,5
投机,tóu jī,congenial; agreeable,"ถูกคอ, เข้ากันได้",1,6
投票,tóu piào,to vote; to cast a vote,ลงคะแนน,1,6
抚摸,fǔ mō,to gently caress and stroke; to pet,"ลูบไล้, ลูบคลำ",1,6
护,hù,to protect,ปกป้อง,1,6
报告,bào gào,to inform; to report,รายงาน,1,5
抵御,dǐ yù,to resist; to withstand,ยับยั้ง,1,6
抵达,dǐ dá,to arrive; to reach,เดินทางถึง,1,5
抹,mǒ,to smear; to wipe,เช็ด,1,5
押,yā,to mortgage; to pawn,นำวามตั้ง,1,6
押金,yā jīn,deposit; down payment,เงินประกัน,1,5
抽屉,chōu tì,drawer,ลิ้นชัก,1,5
拄,zhǔ,to lean on; to prop on,พิงพิงข้อม,1,6
担保,dān bǎo,to guarantee; to vouch for,รับประกัน,1,6
担忧,dān yōu,to worry; to be concerned,เป็นห่วง,1,6
担负,dān fù,to shoulder; to bear,แบกรับ,1,6
拍照,pāi zhào,to take a picture,ถ่ายรูป,1,6
拖延,tuō yán,to delay; to put off,ชะลอ,1,6
拘束,jū shù,to restrict; to restrain,"จำกัด, ยับยั้ง",1,6
招,zhāo,to recruit; to provoke,เรียก/ยั่วยุ,1,4
招收,zhāo shōu,to hire; to recruit,สรรหา,1,6
招牌,zhāo pái,signboard; shop sign,ป้ายร้าน,1,5
拜托,bài tuō,to request someone to do something; please!,ขอให้,1,6
拜见,bài jiàn,to pay a formal visit,เข้าเยี่ยม,1,6
拥抱,yōng bào,to embrace; to hug,โอบกอด,1,5
拦,lán,to block someone's path; to obstruct,"ขวาง, กั้น",1,5
拨通,bō tōng,to get through to someone on the phone,โทรออก,1,6
拯救,zhěng jiù,to save; to rescue,ช่วยชีวิต,1,6
拼搏,pīn bó,to struggle; to wrestle,พยายามสู้,1,6
拾,shí,to pick up; to collate or arrange,เก็บ,1,5
拿手,ná shǒu,expert in; good at,เชี่ยวชาญ,1,5
拿走,ná zǒu,to take away,พากว่นไป,1,5
持久,chí jiǔ,lasting; enduring,ยาวนาน,1,6
指定,zhǐ dìng,to appoint; to assign,กำหนด,1,6
指数,zhǐ shù,"numerical, statistical index; math. exponent","ดัชนี, เลขชี้กำลัง",1,5
指示,zhǐ shì,to point out; to indicate,บอกสั่ง,1,6
指责,zhǐ zé,to criticize; to find fault with,ตำหนิ,1,6
挡,dǎng,to resist; to obstruct,"กั้น, บัง",1,5
挣钱,zhèng qián,to make money,หาเงิน,1,5
振兴,zhèn xīng,to revive,ฟื้นฟูพัฒนา,1,6
振动,zhèn dòng,to vibrate; to shake,สั่น,1,6
挽回,wǎn huí,to retrieve; to redeem,กู้คืน,1,6
捂,wǔ,to enclose; to cover with the hand,ปิดความ,1,6
捆,kǔn,a bunch; to tie together,มัด,1,6
捉,zhuō,to clutch; to grab,จับได,1,6
捐款,juān kuǎn,to donate money; to contribute funds,บริจาคเงิน,1,6
损,sǔn,to diminish; to damage,เสีย,1,6
换取,huàn qǔ,to obtain in exchange; to exchange for,แลกเอา,1,5
换言之,huàn yán zhī,in other words,กล่าวอีกนัยหนึ่ง,1,5
捧,pěng,to hold up; to flatter,"ประคอง (ถือด้วยสองมือ), ยกยอ",1,5
掀起,xiān qǐ,to lift; to raise,ยกขึ้น,1,6
掉队,diào duì,to fall behind; to drop out,ออกจากหมู่คณะ,1,6
掌管,zhǎng guǎn,in charge of; to control,บริหาร,1,5
掐,qiā,to pick; to pinch,บีบ,1,6
排除,pái chú,to eliminate; to remove,เอาออก,1,6
探,tàn,to explore; to search out,หาหาดู,1,6
探望,tàn wàng,to visit; to call on someone,เยี่ยมเยือน,1,6
探测,tàn cè,to probe; to survey,"สำรวจ, ตรวจหา",1,6
探讨,tàn tǎo,to investigate; to probe,พูดคุยกัน,1,6
接听,jiē tīng,to answer the phone,รับสายโทรศัพท์,1,6
推开,tuī kāi,to push open; to push away,ผลักเปิด,1,4
推断,tuī duàn,to infer; to deduce,"อนุมาน, สันนิษฐาน",1,6
推行,tuī xíng,to implement; to carry out,ดำเนินการ,1,6
推进,tuī jìn,to impel; to carry forward,ส่งต่อ,1,6
推销,tuī xiāo,to market; to sell,ขาย,1,6
掩饰,yǎn shì,to cover up; to conceal,"ปกปิด, ปิดบัง",1,6
掰,bāi,to break off (with hands),หักออก,1,5
揉,róu,to knead; to massage,นวด,1,6
提倡,tí chàng,to promote; to advocate,เสนอแนะ,1,5
提到,tí dào,to mention; to raise,กล่าวถึง,1,4
提拔,tí bá,to promote (to a higher post),เลื่อนตำแหน่ง,1,6
提炼,tí liàn,to extract; to refine,กลั่น,1,6
提示,tí shì,to point out; to remind,บอกเตือน,1,5
提问,tí wèn,to question; to quiz,ถามคำถาม,1,6
插嘴,chā zuǐ,to interrupt; to butt in,แทรกความ,1,6
插图,chā tú,illustration,ภาพประกอบ,1,5
握,wò,to hold; to grasp,"กำ, จับ",1,4
揣摩,chuǎi mó,to analyze; to try to figure out,พิจารณา,1,6
揭露,jiē lù,to expose; to unmask,เปิดเผย,1,6
搜集,sōu jí,to gather; to collect,สะสมรวบรวม,1,6
搞,gǎo,to do; to make,ทำ,1,5
搞鬼,gǎo guǐ,to make mischief; to play tricks,ลวงลวน,1,6
搬迁,bān qiān,to move; to relocate,ย้ายที่อยู่,1,6
搭,dā,to put up; to build,สร้างคณะ,1,6
搭配,dā pèi,to pair up; to match,จับคู่,1,5
摄像机,shè xiàng jī,video camera,กล้องวิดีโอ,1,6
摆,bǎi,to arrange; to exhibit,"จัดวาง, ตั้ง",1,5
摆脱,bǎi tuō,to break away from; to cast off,"สลัดพ้น, หลุดพ้น",1,5
摇晃,yáo huàng,to rock; to shake,"โยกคลอน, สั่นไหว",1,5
摇滚,yáo gǔn,rock 'n' roll; to rock,เพลงร็อก,1,6
摇篮,yáo lán,cradle,เปลสั่น,1,6
摘,zhāi,to take; to select,เก็บ,1,6
摩擦,mó cā,friction; rubbing,การเสียดสี,1,5
摸索,mō suǒ,to feel about; to grope about,สำรวจด้วยการสัมผัส,1,6
撒,sā,to let go; to cast,ปล่อย,1,5
撕,sī,to tear,ฉีก,1,5
撰写,zhuàn xiě,to write; to compose,เขียน,1,6
操纵,cāo zòng,to operate; to control,จัดการ,1,6
攀,pān,to climb; to implicate,ปีนขึ้น,1,5
支付,zhī fù,to pay,จ่ายเงิน,1,5
支票,zhī piào,check; cheque,เช็ค,1,5
收回,shōu huí,to regain; to retake,นำกลับ,1,6
收看,shōu kàn,to watch,ชม,1,4
收视率,shōu shì lǜ,ratings,อัตราการดู,1,6
收费,shōu fèi,to charge a fee,เก็บค่าธรรมเนียม,1,4
改动,gǎi dòng,to alter; to modify,เปลี่ยนแปลง,1,6
改编,gǎi biān,to adapt; to rearrange,ดัดแปลง,1,6
攻,gōng,to attack; to accuse,โจมตี,1,6
攻击,gōng jī,to attack; to accuse,โจมตี,1,5
放大,fàng dà,to enlarge; to magnify,ขยายใหญ่,1,6
政府,zhèng fǔ,government,รัฐบาล,1,5
政策,zhèng cè,policy,นโยบาย,1,5
敏锐,mǐn ruì,keen; sharp,"เฉียบแหลม, ไวต่อการรับรู้",1,6
救援,jiù yuán,to save; to support,ช่วยเหลือ,1,5
教养,jiào yǎng,to educate; to bring up,"อบรมเลี้ยงดู, การมีมารยาทดี",1,5
散布,sàn bù,to disseminate,ระบาย,1,5
敬礼,jìng lǐ,to salute; salute,"ทำความเคารพ, วันทยหัตถ์",1,5
敬而远之,jìng ér yuǎn zhī,to keep a respectful distance,เคารพจากไกล,1,6
敬重,jìng zhòng,to respect deeply; to revere,"เคารพนับถือ, เคารพยำเกรง",1,6
敲门,qiāo mén,to knock on a door,เคาะประตู,1,4
整合,zhěng hé,to conform; to integrate,บูรณาการ,1,5
整天,zhěng tiān,all day long; whole day,ทั้งวัน,1,6
整洁,zhěng jié,neatly; tidy,เรียบร้อย,1,6
整顿,zhěng dùn,to tidy up; to reorganize,ปรับปรุง,1,6
文献,wén xiàn,reference material,เอกสารอ้างอิง,1,5
断定,duàn dìng,to conclude; to determine,"สรุปชี้ขาด, ฟันธง",1,5
断断续续,duàn duàn xù xù,intermittent; off and on,"ขาด ๆ หาย ๆ, เป็นพัก ๆ",1,5
断裂,duàn liè,fracture; rupture,แตกหัก,1,6
新型,xīn xíng,new type; new kind,ประเภทใหม่,1,6
新房,xīn fáng,brand new house; bridal chamber,บ้านใหม่,1,6
新款,xīn kuǎn,new style; latest fashion,แบบใหม่,1,5
新生,xīn shēng,new; newborn,นักเรียนใหม่,1,4
方向盘,fāng xiàng pán,steering wheel,พวงมาลัย,1,6
施行,shī xíng,to put in place; to put into practice,ใช้บังคับ,1,5
旅客,lǚ kè,traveler; tourist,นักท่องเที่ยว,1,6
旅程,lǚ chéng,journey; trip,การเดินทาง,1,5
旅行社,lǚ xíng shè,travel agency,บริษัทท่องเที่ยว,1,5
旋律,xuán lǜ,melody,ทำนอง,1,6
旗帜,qí zhì,ensign; flag,ธง,1,6
无关紧要,wú guān jǐn yào,indifferent; insignificant,ไม่สำคัญ,1,5
无形,wú xíng,incorporeal; virtual,ไร้ตัวตน,1,5
无形中,wú xíng zhōng,imperceptibly; virtually,โดยไม่รู้ตัว,1,5
无忧无虑,wú yōu wú lǜ,idiom carefree; without worries,ไม่มีความกังวล,1,6
无意,wú yì,inadvertent; accidental,โดยไม่ตั้งใจ,1,5
无所作为,wú suǒ zuò wéi,to achieve nothing; ineffective,ไม่มีความพยายาม,1,6
