hanzi,pinyin,english,thai_current,freq,level
贺卡,hè kǎ,greeting card; congratulation card,การ์ดอวยพร,4,6
赛,sài,to compete; competition,แข่งขัน,4,6
跪,guì,to kneel,คุกเข่า,4,6
踩,cǎi,to step on; to tread,เหยียบ,4,5
转折,zhuǎn zhé,shift in the trend of events; turnaround,"จุดเปลี่ยน, หักเห",4,6
辐射,fú shè,to radiate; radiation,รังสี,4,6
辞职,cí zhí,to resign,ลาออก,4,5
辣椒,là jiāo,hot pepper; chili,พริกขี้หนู,4,5
过期,guò qī,to be overdue; to exceed the time limit,หมดอายุ,4,5
适度,shì dù,moderately; appropriate,พอเหมาะ,4,6
逐步,zhú bù,progressively; step by step,"ทีละขั้น, ค่อยเป็นค่อยไป",4,5
造,zào,to make; to build,สร้าง,4,5
造纸术,zào zhǐ shù,papermaking process,ศิลปะทำกระดาษ,4,6
遗传,yí chuán,heredity; to inherit,ทางพันธุกรรม,4,6
遗憾,yí hàn,regret; to regret,"เสียดาย, เสียใจ",4,5
邮局,yóu jú,post office,ที่ทำการไปรษณีย์,4,4
部门,bù mén,department; branch,"แผนก, ฝ่าย",4,6
鉴定,jiàn dìng,to appraise; to authenticate,ตัดสิน,4,6
针对,zhēn duì,to target,ตั้งเป้าหมาย,4,5
钓鱼,diào yú,to fish; to angle,ตกปลา,4,5
销售,xiāo shòu,to sell; to market,"ขาย, การขาย",4,5
长久,cháng jiǔ,long-time; long-term,"ยาวนาน, ยั่งยืน",4,5
长寿,cháng shòu,longevity; long-lived,อายุยืนยาว,4,5
闻,wén,to smell; to hear; news,ได้ยิน; ข่าว,4,3
队员,duì yuán,team member,สมาชิกทีม,4,5
阳台,yáng tái,balcony; porch,ระเบียง,4,5
阴,yīn,cloudy; overcast; shady,(ท้องฟ้า)มืดครึ้ม,4,2
阻碍,zǔ ài,to obstruct; to hinder,"ขัดขวาง, กีดขวาง",4,6
陆续,lù xù,in turn; successively,"ทยอย, ต่อเนื่องกัน",4,5
降温,jiàng wēn,to become cooler; to lower the temperature,"เย็นลง, ลดอุณหภูมิ",4,4
限度,xiàn dù,limitation; limit,ขีดจำกัด,4,5
陷入,xiàn rù,to sink into; to get caught up in,จมลงไป,4,5
随,suí,to follow; along with,ตามไป,4,6
随即,suí jí,immediately; presently,ทันทีทันใด,4,5
隐患,yǐn huàn,hidden danger; hazard,อันตรายแอบซ่อน,4,6
隔,gé,to separate; to partition,แยก,4,6
难题,nán tí,difficult problem,ปัญหายาก,4,4
雨水,yǔ shuǐ,rainwater; (solar term),น้ำฝน,4,4
顺便,shùn biàn,conveniently; in passing,"ถือโอกาส, เผื่อ",4,4
领导,lǐng dǎo,lead; leading,นำหนา,4,5
风暴,fēng bào,storm; violent commotion,พายุ,4,5
风险,fēng xiǎn,risk; hazard,ความเสี่ยง,4,5
食欲,shí yù,appetite,ความอยากกิน,4,6
首,shǒu,first; chief,อันดับแรก; (ลักษณนามเพลง/บทกวี),4,5
验,yàn,to examine; to test,สอบเทียบ,4,5
骗人,piàn rén,to cheat someone; a scam,"ลวง, การหลอก",4,4
高大,gāo dà,tall; lofty,สูงใหญ่,4,4
高明,gāo míng,brilliant; superior,ฉลาด,4,6
鸽子,gē zi,pigeon; dove,นกพิราบ,4,6
黄金,huáng jīn,gold; golden,ทอง,4,5
黑,hēi,black; dark,สีดำ,4,2
黑暗,hēi àn,dark; darkly,มืด,4,4
鼓掌,gǔ zhǎng,to applaud; to clap,ปรบมือ,4,4
一下子,yī xià zi,in a short while; all at once,ทันใดนั้น,3,4
一半,yí bàn,half,ครึ่ง,3,5
一口气,yì kǒu qì,one breath; in one breath,ครั้งเดียวจบ,3,5
一味,yī wèi,persistently; stubbornly,"ดื้อดึง, ยืนกราน",3,6
一点点,yì diǎn diǎn,a little bit,นิดหน่อย,3,5
一瞬间,yī shùn jiān,split second,ชั่วพริบตา,3,5
一系列,yī xì liè,a series of; a string of,อนุกรม,3,6
一般来说,yì bān lái shuō,generally speaking,โดยทั่วไป,3,4
一身,yī shēn,whole body; from head to toe,ทั้งตัว,3,5
一连串,yī lián chuàn,a succession of; a series of,ลำดับต่อเนื่อง,3,6
上升,shàng shēng,to rise; to go up,ขึ้น,3,5
上去,shàng qù,to go up,ขึ้นไป,3,4
下个月,xià gè yuè,next month,เดือนหน้า,3,5
不以为然,bù yǐ wéi rán,not to accept as correct; to object,ไม่เห็นด้วย,3,5
不好意思,bù hǎo yì sī,to feel embarrassed; to find it embarrassing,อายใจ,3,4
不幸,bù xìng,misfortune; adversity,โชคร้าย,3,4
不必,bù bì,need not; does not have to,ไม่จำเป็น,3,4
不成,bù chéng,won't do; unable to,ไม่สำเร็จ,3,5
不易,bù yì,not easy to do something; difficult,ยาก,3,4
不景气,bù jǐng qì,slack; in a slump,ตก,3,6
不满,bù mǎn,dissatisfied; discontented,ไม่พอใจ,3,4
不耐烦,bù nài fán,impatient; to lose patience,อีดอี้,3,5
不肯,bù kěn,unwilling to,ปฏิเสธ,3,5
不能不,bù néng bù,have to; cannot but,ต้อง,3,6
不适,bù shì,unwell; indisposed,ป่วย,3,6
世代,shì dài,for many generations; generation,รุ่น,3,6
东方,dōng fāng,the East; the Orient,ตะวันออก,3,6
丢弃,diū qì,to discard; to abandon,ทิ้ง,3,5
丢掉,diū diào,to lose; to throw away,สูญหาย,3,4
两边,liǎng biān,either side; both sides,สองข้าง,3,3
中秋节,zhōng qiū jié,Mid-Autumn Festival,เทศกาลไหว้พระจันทร์,3,4
为何,wèi hé,why,ทำไม,3,5
为此,wèi cǐ,for this reason; with regards to this,เพื่อเหตุนี้,3,5
主持,zhǔ chí,to take charge of; to manage or direct,จัดการ,3,5
主观,zhǔ guān,subjective,ส่วนตัว,3,6
主食,zhǔ shí,staple food,อาหารหลัก,3,5
之下,zhī xià,under; beneath,ล่าง,3,5
乐趣,lè qù,delight; pleasure,ความสุข,3,5
也好,yě hǎo,that's fine; may as well,ก็ดี,3,4
也就是说,yě jiù shì shuō,in other words; that is to say,นั่นคือ,3,5
乡,xiāng,country or countryside; native place,ชนบท,3,6
书房,shū fáng,study; studio,"ห้องหนังสือ, ห้องทำงาน",3,5
书籍,shū jí,books; works,หนังสือ,3,5
了不起,liǎo bù qǐ,amazing; terrific,"เยี่ยมยอด, ยิ่งใหญ่",3,5
事先,shì xiān,in advance; before the event,ล่วงหน้า,3,5
事实,shì shí,fact,ความจริง,3,5
事实上,shì shí shàng,in fact; in reality,ในความเป็นจริง,3,5
井,jǐng,well (for water),บ่อ,3,5
交往,jiāo wǎng,to associate; to have contact,มีสัมพันธ์,3,5
交警,jiāo jǐng,traffic police,ตำรวจจราจร,3,4
交谈,jiāo tán,to discuss; to converse,คุยกัน,3,5
亦,yì,also,เช่นกัน,3,6
人口,rén kǒu,population; people,ประชากร,3,5
人士,rén shì,person; figure,บุคคล,3,5
人工,rén gōng,artificial; manpower,ประดิษฐ์,3,6
人造,rén zào,man-made; artificial,ประดิษฐ์,3,6
仅仅,jǐn jǐn,barely; only,เพียงแค่,3,4
从容,cóng róng,to go easy; unhurried,อย่างสงบ,3,5
从未,cóng wèi,never,ไม่เคยมี,3,5
从来不,cóng lái bù,never,ไม่เคย,3,4
以便,yǐ biàn,so that; so as to,เพื่อให้,3,6
以免,yǐ miǎn,in order to avoid; so as not to,เพื่อหลีกเลี่ยง,3,6
以外,yǐ wài,apart from; other than,นอกเหนือจาก,3,4
仿佛,fǎng fú,to seem; as if,เหมือนว่า,3,5
休闲,xiū xián,leisure; relaxation,พักผ่อน,3,5
优惠,yōu huì,privilege; favorable,สิทธิพิเศษ,3,5
会计,kuài jì,accountant; accountancy,บัญชี,3,5
传奇,chuán qí,legendary; fantasy saga,"ตำนาน, นิยายอิงตำนาน",3,6
传达,chuán dá,to pass on; to convey,ส่งสารถึง,3,6
低头,dī tóu,to bow the head; to yield,"ก้มหัว, ยอมจำนน",3,4
体温,tǐ wēn,body temperature,อุณหภูมิ,3,5
何时,hé shí,when,เมื่อไร,3,5
例子,lì zi,case; for instance,ตัวอย่าง,3,5
便于,biàn yú,easy to; convenient for,สะดวก,3,6
便是,biàn shì,namely; precisely,คือ,3,5
保养,bǎo yǎng,to maintain; to take care of,บำรุงรักษา,3,6
保留,bǎo liú,to keep; to retain,เก็บไว้,3,5
信封,xìn fēng,envelope,ซองจดหมาย,3,4
俱乐部,jù lè bù,loanword club,สโมสร,3,5
借口,jiè kǒu,to use as an excuse; excuse,ข้ออ้าง,3,5
元素,yuán sù,element; chemistry element,องค์ประกอบ,3,6
兄弟,xiōng dì,brothers; younger brother,"พี่ชาย, น้องชาย",3,6
光盘,guāng pán,compact disc; DVD,แผ่นซีดี,3,5
光线,guāng xiàn,light ray; light,แสง,3,5
克,kè,gram,กรัม,3,5
全球,quán qiú,the whole world; worldwide,ทั่วโลก,3,5
全都,quán dōu,all; without exception,ทั้งหมด,3,5
公众,gōng zhòng,public,สาธารณชน,3,6
其间,qí jiān,in between; within that interval,ระหว่าง,3,5
具体,jù tǐ,concrete; specific,ชัดเจน,3,5
内部,nèi bù,interior; inside,ภายใน,3,6
再三,zài sān,over and over again; again and again,ซ้ำแล้วซ้ำเล่า,3,5
冠军,guàn jūn,champion,"แชมป์, ผู้ชนะเลิศ",3,5
冰雪,bīng xuě,ice and snow,น้ำแข็งและหิมะ,3,6
冲击,chōng jī,to attack; to batter,"โจมตี, กระแทก",3,6
决赛,jué sài,finals,ชิงชนะเลิศ,3,5
冷冻,lěng dòng,to freeze; of weather freezing,แช่แข็ง,3,5
净,jìng,clean; completely,สะอาด,3,6
净化,jìng huà,to purify,ทำให้บริสุทธิ์,3,6
凉爽,liáng shuǎng,cool and refreshing,เย็นสบาย,3,6
凡是,fán shì,each and every; every,ทุกคน,3,5
凳子,dèng zi,stool; small seat,ม้านั่ง,3,5
出版社,chū bǎn shè,publishing house,บ้านพิมพ์,3,5
出自,chū zì,to come from,มาจาก,3,5
分散,fēn sàn,to scatter; to disperse,กระจาย,3,6
分明,fēn míng,clear; distinct,แจ่มแจ้ง,3,5
分歧,fēn qí,divergent; difference,เห็นต่างกัน,3,6
分离,fēn lí,to separate,แยก,3,5
列车,liè chē,railway train,รถไฟ,3,6
利,lì,sharp; profit,คม,3,5
刮,guā,to scrape; to blow,(ลม)พัด; ขูด,3,3
