hanzi,pinyin,english,thai_current,freq,level
选用,xuǎn yòng,to choose for some purpose; to select and use,เลือกใช้,2,6
途径,tú jìng,way; means,"เส้นทาง, ช่องทาง",2,6
通往,tōng wǎng,to lead to,นำถึง,2,4
通风,tōng fēng,airy; ventilation,การปล่อยอากาศ,2,5
逛,guàng,to stroll; to visit,เดินเที่ยว,2,4
逻辑,luó jí,loanword logic,ตรรกศาสตร์,2,5
逼真,bī zhēn,lifelike; true to life,ดูเหมือนจริง,2,6
遇见,yù jiàn,to meet,พบเจอ,2,3
遍,biàn,everywhere; all over,"ทั่ว, ทั่วไป",2,4
遵守,zūn shǒu,to comply with; to abide by,ปฏิบัติตาม,2,5
遵循,zūn xún,to follow; to abide by,"ปฏิบัติตาม, ทำตาม",2,5
遵照,zūn zhào,in accordance with; to follow,"ตามสัญญา, ตามข้อกำหนด",2,6
酒楼,jiǔ lóu,restaurant,ภัตตาคาร,2,6
酒水,jiǔ shuǐ,alcoholic and non-alcoholic beverages,เครื่องดื่ม,2,6
酒精,jiǔ jīng,ethanol; ethyl alcohol,แอลกอฮอล์,2,6
醒,xǐng,to wake up; to be awake,ตื่น,2,4
醒来,xǐng lái,to waken,ตื่น,2,5
采纳,cǎi nà,to accept; to adopt,"ยอมรับ, นำมาใช้",2,6
重复,chóng fù,to repeat; to duplicate,ซ้ำ,2,5
重心,zhòng xīn,center of gravity; central core,จุดศูนย์ถ่วง,2,6
野外,yě wài,countryside; areas outside the city,"ชนบท, เขตนอกเมือง",2,6
金子,jīn zi,gold,ทองคำ,2,5
金属,jīn shǔ,metal,โลหะ,2,6
针,zhēn,needle; pin,"เข็ม, เข็มหมุด",2,5
钟,zhōng,clock; bell; o'clock,"นาฬิกา, ระฆัง",2,5
长处,cháng chù,good aspects; strong points,"จุดแข็ง, ข้อดี",2,6
门铃,mén líng,doorbell,กระดิ่งประตู,2,5
闪,shǎn,to dodge; to flash (light),หลบเลี่ยง,2,6
闪烁,shǎn shuò,to glisten; to be evasive,"กระพริบ, เงาระยิบ",2,6
闭幕,bì mù,the curtain falls; lower the curtain,"ลดจอ, ปิดหมาก",2,6
闯,chuǎng,to rush; to charge,พุ่งไป,2,6
闹,nào,noisy; cacophonous,เสียงดัง,2,5
队伍,duì wǔ,ranks; troops,"กองทัพ, กลุ่ม",2,6
防御,fáng yù,defense; to defend,การป้องกัน,2,6
阻拦,zǔ lán,to stop; to obstruct,"ขวางกั้น, อุดตัน",2,6
阻挡,zǔ dǎng,to stop; to resist,"ขวาง, ต้านทาน",2,6
降落,jiàng luò,to descend; to land,ลงจอด,2,4
院子,yuàn zi,courtyard; garden,บ้านสน,2,4
院长,yuàn zhǎng,dean; head of an institute; director,ผู้อำนวยการ,2,4
除非,chú fēi,only if; only when,"เว้นแต่, มิฉะนั้น",2,6
险,xiǎn,danger; dangerous,อันตราย,2,6
陪伴,péi bàn,to accompany,มาพร้อมกับ,2,5
隆重,lóng zhòng,grand; prosperous,"อย่างอาวุโส, สำคัญ",2,6
随心所欲,suí xīn suǒ yù,idiom to follow one's heart's desires,ตามใจชอบ,2,6
集,jí,to gather; to collect,รวม,2,4
集合,jí hé,to gather; to assemble,รวมกลุ่ม,2,4
雇,gù,to employ; to hire,ว่าจ้าง,2,5
雪山,xuě shān,snow-capped mountain,ภูเขาหิมะ,2,4
零下,líng xià,below zero,ต่ำกว่าศูนย์,2,5
零件,líng jiàn,part; component,ชิ้นส่วน,2,5
零钱,líng qián,change; small change,เหรียญสด,2,3
震动,zhèn dòng,to shake; to vibrate,สั่นไหว,2,5
霜,shuāng,"frost; powder, cream","น้ำค้างแข็ง, ครีม",2,6
露,lù,"dew; to reveal, expose",เปิดเผย,2,5
青,qīng,blue-green; young,"เขียว, สีน้ำเงิน",2,5
青少年,qīng shào nián,adolescent; youth,"วัยหนุ่มสาว, เยาวชน",2,5
青春,qīng chūn,youth; youthfulness,วัยหนุ่มสาว,2,5
青春期,qīng chūn qī,puberty; adolescence,วัยรุ่นและเยาวชน,2,6
面貌,miàn mào,face; features,"ลักษณะ, หน้าตา",2,6
革新,gé xīn,to innovate; innovation,ทำให้ทันสมัยและปรับปรุง,2,6
鞭策,biān cè,to spur on; to urge on,"กระตุ้น, ปลุกใจ",2,6
顺理成章,shùn lǐ chéng zhāng,logical; only to be expected,ตามลำดับตรรกะ,2,6
顺畅,shùn chàng,smooth and unhindered; fluent,ลื่นไหล,2,5
顺着,shùn zhe,to follow; following,ตามลำดับ,2,5
领,lǐng,neck; collar,คอ,2,5
领袖,lǐng xiù,leader,ผู้นำ,2,6
频率,pín lǜ,frequency,ความถี่,2,6
风力,fēng lì,wind force; wind power,"กำลังลม, แรงลม",2,6
风味,fēng wèi,distinctive flavor; distinctive style,"รสชาติพิเศษ, ลักษณะพิเศษ",2,6
风浪,fēng làng,wind and waves; rough waters,คลื่นลม,2,5
飞往,fēi wǎng,to fly to,บินไปยัง,2,4
食用,shí yòng,to eat; to consume,"สำหรับบริโภค, ใช้เป็นอาหาร",2,5
饱,bǎo,to eat till full; satisfied,อิ่มอยากกว่า,2,3
饶恕,ráo shù,to forgive; to pardon,ให้อภัย,2,6
驾,jià,to drive (a vehicle),ขับ,2,5
驾照,jià zhào,driver's license,ใบอนุญาตขับรถ,2,5
驾车,jià chē,to drive a vehicle,ขับรถ,2,6
骏马,jùn mǎ,fine horse; steed,ม้าแข่งดี,2,6
高中,gāo zhōng,senior high school,โรงเรียนมัธยมปลาย,2,4
高层,gāo céng,high-rise; high level,ระดับสูง,2,5
高山,gāo shān,high mountain; alpine mountain,ภูเขาสูง,2,5
高档,gāo dàng,superior quality; high grade,คุณภาพสูง,2,5
高温,gāo wēn,high temperature,อุณหภูมิสูง,2,4
鲜艳,xiān yàn,bright-colored; gaily-colored,"สีสดใส, สีสันสวยงาม",2,5
鹰,yīng,eagle; hawk,นกอินทรีย์,2,5
麻,má,hemp,กัญชา,2,5
黑夜,hēi yè,night,ค่ำคืน,2,6
鼓,gǔ,drum; to drum,กลอง,2,5
鼓舞,gǔ wǔ,to inspire,ให้กำลังใจ,2,5
鼻涕,bí tì,nasal mucus; snivel,ของไหลจากจมูกคน,2,6
齐全,qí quán,complete; comprehensive,"ครบสมบูรณ์, สมบูรณ์",2,6
一一,yī yī,one by one; one after another,ทีละตัว,1,6
一举,yī jǔ,a move; an action,การกระทำ,1,6
一动不动,yī dòng bù dòng,motionless,นิ่งเฉยไม่ขยับ,1,5
一同,yī tóng,together,"ร่วมกัน, พร้อมกัน",1,6
一向,yí xiàng,always; all along; consistently,"เสมอ, เป็นปกติ",1,6
一天到晚,yī tiān dào wǎn,all day long; the whole day,ตั้งแต่เช้าจนเย็น,1,6
一如既往,yì rú jì wǎng,idiom just as in the past,เหมือนเดิม,1,6
一手,yī shǒu,a skill; mastery of a trade,ฝีมือ,1,6
一技之长,yī jì zhī cháng,a particular skill; expertise,ความชำนาญ,1,6
