hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
依照,yī zhào,according to; in light of,ตามที่,1,5,ตามที่,
侧面,cè miàn,lateral side; side,"ด้านข้าง, มุมมองอื่น",1,6,ด้านข้าง; แง่มุมหนึ่ง,
侵占,qīn zhàn,to invade and occupy,"บุกรุก, ยึดครอง",1,6,"บุกรุก, ยึดครอง",
便捷,biàn jié,convenient and fast,สะดวกเร็ว,1,6,สะดวกรวดเร็ว,
促销,cù xiāo,to promote sales,"โปรโมชั่น, ส่งเสริมการขาย",1,6,"โปรโมชั่น, ส่งเสริมการขาย",
俗,sú,custom; convention,"ธรรมเนียมประเพณี, นิยม",1,6,"ธรรมเนียม, ประเพณี",
俗话,sú huà,common saying; proverb,"สำนวนสมัยนิยม, คำพูดทั่วไป",1,6,คำพังเพย; สุภาษิต,
俗话说,sú huà shuō,as the proverb says; as they say...,อย่างที่กล่าวกันทั่วไป,1,6,อย่างที่เขาว่ากันว่า,
俗语,sú yǔ,common saying; proverb,"สำนวนธรรมชาติ, คำพูดทั่วไป",1,6,สำนวน; คำพังเพย,
保守,bǎo shǒu,conservative; to guard,"อนุรักษ์นิยม, เก็บไว้",1,6,อนุรักษ์นิยม; รักษา(ความลับ),
信号,xìn hào,signal,สัญญาณ,1,5,สัญญาณ,
信念,xìn niàn,faith; belief,"ความเชื่อ, ศรัทธา",1,6,"ความเชื่อ, ศรัทธา",
信用,xìn yòng,trustworthiness; commerce credit,ความเชื่อถือ,1,4,ความน่าเชื่อถือ; เครดิต,
信誉,xìn yù,prestige; distinction,"ชื่อเสียง, เครดิต",1,6,"ชื่อเสียง, ความน่าเชื่อถือ",
修养,xiū yǎng,accomplishment; training,การฝึกฝนจิตใจ,1,5,การอบรมบ่มนิสัย,
修复,xiū fù,to restore; to renovate,ซ่อมแซม,1,5,ซ่อมแซม,
修路,xiū lù,to repair a road,ซ่อมถนน,1,5,ซ่อมถนน,
倒下,dǎo xià,to collapse; to topple over,"หล่นล้ม, ล้มสลาย",1,6,ล้มลง,
候选人,hòu xuǎn rén,candidate,ผู้สมัครหรือตัวเลือก,1,5,ผู้สมัครรับเลือก,
倚,yǐ,to lean on; to rely upon,พิง,1,5,พิง; พึ่งพา,
借用,jiè yòng,to borrow (for another use),"ยืมมา, นำมาใช้เพื่อใช้ประโยชน์",1,6,ยืมมาใช้,
值班,zhí bān,to work a shift; on duty,"ยึดหลัง, ระหว่างเวรยาม",1,6,"เข้าเวร, อยู่เวร",
值钱,zhí qián,valuable; costly,"มีค่า, แพง",1,6,"มีค่า, แพง",
倾向,qīng xiàng,trend; tendency,"แนวโน้ม, ความมีแนวโน้ม",1,6,แนวโน้ม,
倾斜,qīng xié,to incline; to lean,เอียง,1,5,เอียง,
假定,jiǎ dìng,to assume; to suppose,"สมมติ, เดาว่า",1,6,สมมติว่า,
假设,jiǎ shè,to suppose; to presume,สมมติ,1,5,สมมติ,
偏偏,piān piān,contrary to expectations; just,โดยไม่ตั้งใจ,1,5,ดันจะ,second opinion: 偏偏 = contrary to one's wishes/expectations; hard to gloss in one word
偏见,piān jiàn,prejudice; bias,"อคติ, ความเห็นไม่เป็นธรรม",1,6,"อคติ, ความเห็นไม่เป็นธรรม",
偏远,piān yuǎn,remote; far from civilization,"ห่างไกล, ห้วน",1,6,"ห่างไกล, ทุรกันดาร",
停下,tíng xià,to stop,หยุด,1,4,หยุด,
健全,jiàn quán,robust; sound,"สมบูรณ์, แข็งแรง",1,6,"สมบูรณ์, แข็งแรง",
健壮,jiàn zhuàng,robust; healthy,"มีสุขภาพดี, แข็งแรง",1,6,"มีสุขภาพดี, แข็งแรง",
偶像,ǒu xiàng,idol,"รูปปั้น, ดาวคนดัง",1,6,ไอดอล; รูปเคารพ,
偷偷,tōu tōu,stealthily; secretly,ลับๆ,1,5,แอบๆ,
储存,chǔ cún,stockpile; to store,สะสมเก็บ,1,5,เก็บสะสม,
催,cuī,to urge; to press,เร่ง,1,5,เร่ง,
催促,cuī cù,to urge,ผลักดัน,1,5,เร่งรัด,
催眠,cuī mián,to lull to sleep; to hypnotize,"นอนลึก, สะบายใจ",1,6,สะกดจิต; กล่อมให้หลับ,
傲慢,ào màn,arrogant; haughty,"หยิ่ง, จองหอง",1,6,"หยิ่ง, จองหอง",
