hanzi,pinyin,english,thai_current,freq,level
贿赂,huì lù,to bribe; a bribe,ดำเนินการประพฤติมิชอบ,1,6
资本,zī běn,capital,ทุนสินค้า,1,6
赔偿,péi cháng,to compensate,ชดใช้,1,5
赞助,zàn zhù,to support; to assist,สนับสนุน,1,5
赞叹不已,zàn tàn bù yǐ,idiom to be full of praise and admiration,"ชื่นชมไม่หยุด, สรรเสริญไม่ขาดปาก",1,6
赫然,hè rán,with astonishment; with a shock,"อย่างน่าตกใจ, อย่างประหลาดใจ",1,6
走近,zǒu jìn,to approach; to draw near to,เข้าใกล้,1,5
赶,gǎn,to overtake; to catch up with,ตามทัน,1,4
赶不上,gǎn bù shàng,can't keep up with; can't catch up with,ตามไม่ทัน,1,6
赶到,gǎn dào,to hurry,ไปถึงเร็ว,1,6
赶忙,gǎn máng,to hurry; to hasten,รีบไป,1,5
赶快,gǎn kuài,quickly; at once,รีบด่วน,1,6
起步,qǐ bù,to set out; to set in motion,เริ่มต้น,1,6
起点,qǐ diǎn,starting point,จุดเริ่มต้น,1,5
起码,qǐ mǎ,at the minimum; at the very least,อย่างน้อยที่สุด,1,6
趁,chèn,to take advantage of,ใช้โอกาส,1,5
趁早,chèn zǎo,as soon as possible; at the first opportunity,โดยเร็ว,1,5
趁机,chèn jī,to seize an opportunity,ใช้โอกาส,1,6
超,chāo,to exceed; to overtake,"เกิน, เหวี่ยงจม",1,6
超出,chāo chū,to exceed; to overstep,เกิน,1,4
超标,chāo biāo,to exceed the limit,เกินเกณฑ์,1,6
超级,chāo jí,super-; ultra-,ระดับสูง,1,5
超车,chāo chē,to overtake,แซง,1,4
超速,chāo sù,to exceed the speed limit; to speed,ขับเร็วเกิน,1,4
越发,yuè fā,increasingly; more and more,มากขึ้นเรื่อยๆ,1,6
趋势,qū shì,trend; tendency,แนวโน้ม,1,5
趟,tàng,classifier for a trip,เที่ยว (ลักษณนาม),1,5
趣味,qù wèi,fun; interest,ความสนใจ,1,6
跌,diē,to fall; to tumble,ตกลงมา,1,5
跟前,gēn qián,the front; in front,ด้านหน้า,1,6
路况,lù kuàng,road condition,สภาพถนน,1,4
路段,lù duàn,stretch/section of road,ช่วงถนน,1,4
路程,lù chéng,route; path traveled,เส้นทาง,1,6
路线,lù xiàn,itinerary; route,เส้นทางที่ไป,1,6
路过,lù guò,to pass by or through,ผ่านไป,1,4
路面,lù miàn,road surface,พื้นถนน,1,5
跳远,tiào yuǎn,long jump,กระโดดยาว,1,6
踊跃,yǒng yuè,to leap; to jump,กระโดดลุกขึ้น,1,6
踏上,tà shàng,to set foot on; to step on or into,เหยียบขึ้นไป,1,5
蹦,bèng,to jump; to bounce,ตุยกระดด,1,6
蹭,cèng,to rub against; to walk slowly,"ถู, เดินอืดอาด",1,6
蹲,dūn,to crouch; to squat,บั่นลง,1,5
身份,shēn fèn,identity,อัตถภาพ,1,5
身子,shēn zi,body; pregnancy,กาย,1,4
身心,shēn xīn,body and mind; mental and physical,ตัวและจิตใจ,1,6
身躯,shēn qū,body,ร่างกาย,1,5
身高,shēn gāo,a person's height,ส่วนสูง,1,4
躲藏,duǒ cáng,to conceal oneself; to go into hiding,ซ่อนตัว,1,5
躲避,duǒ bì,to hide; to evade,หลบหนี,1,5
车厢,chē xiāng,carriage,"ตู้รถไฟ, ห้องโดยสาร",1,5
车票,chē piào,ticket,บัตรโดยสาร,1,4
车速,chē sù,vehicle speed,ความเร็วรถ,1,4
车间,chē jiān,workshop,โรงงาน,1,5
转化,zhuǎn huà,to change; to turn,เปลี่ยนรูปแบบ,1,6
转向,zhuǎn xiàng,to change direction,เปลี่ยนทิศทาง,1,5
转换,zhuǎn huàn,to change; to switch,"สลับ, เปลี่ยน",1,5
转让,zhuǎn ràng,to transfer,ถ่ายโอน,1,6
转身,zhuǎn shēn,of a person to turn round; to face about,หันตัว,1,5
轮子,lún zi,wheel,ล้อ,1,6
轮流,lún liú,to alternate; to take turns,สลับกัน,1,5
轰动,hōng dòng,to cause a sensation; to create a stir in,ก่อความตื่นตระหนก,1,5
轻微,qīng wēi,slight; light,"เบา, เล็กน้อย",1,6
轻而易举,qīng ér yì jǔ,easy; with no difficulty,ง่ายมาก,1,6
载体,zài tǐ,carrier; vector,ตัวพาสิ่งของ,1,6
较量,jiào liàng,to compete; to contend,"แข่งขัน, ประลอง",1,5
输入,shū rù,to import; to input,นำเข้า,1,5
输送,shū sòng,to transport; to convey,ขนส่ง,1,5
辞去,cí qù,to resign; to quit,ลาออก,1,6
辩解,biàn jiě,to explain; to justify,อธิบายให้เข้าใจ,1,6
辩论,biàn lùn,debate; argument,โต้เถียง,1,5
边界,biān jiè,boundary; border,เขตแดน,1,6
边缘,biān yuán,edge; fringe,ขอบริ่ม,1,6
迄今为止,qì jīn wéi zhǐ,so far; up to now,ถึงจนถึงนี้,1,6
过不去,guò bù qù,to make life difficult for; to embarrass,ไม่สามารถผ่านไป,1,4
过半,guò bàn,over fifty percent; more than half,มากกว่าครึ่ง,1,6
过后,guò hòu,after the event,หลังจากเหตุการณ์,1,6
过失,guò shī,error; fault,ความผิดพลาด,1,6
过头,guò tóu,to overdo it; to overstep the limit,เกินอยู่เกิน,1,6
过奖,guò jiǎng,to overpraise; to flatter,ชมเกินไป,1,4
过往,guò wǎng,to come and go; to interact,"ติดต่อ, มาไป",1,5
过滤,guò lǜ,to filter,กรอง,1,5
过瘾,guò yǐn,to satisfy a craving; thrilling,คลายความหิวของหา,1,6
过硬,guò yìng,to be highly skilled; solid,มีความชำนาญเต็มที่,1,6
过节,guò jié,to celebrate a festival,ฉลองเทศกาล,1,3
过错,guò cuò,mistake; fault,ความผิด,1,6
迈,mài,to take a step; to stride,ก้าว,1,6
迎合,yíng hé,to cater to; to pander to,พาง่วนพนันให้,1,6
迎来,yíng lái,to welcome,ต้อนรับความมา,1,6
运作,yùn zuò,to operate; operations,ดำเนินการ,1,6
运动会,yùn dòng huì,sports competition,งานการแข่งขันกีฬา,1,6
近代,jìn dài,modern times; recent era,เวลาใกล้เคียง,1,6
近来,jìn lái,recently; lately,ตั้งแต่เมื่อไม่นาน,1,6
近视,jìn shì,myopic; nearsighted,เห็นใกล้ไม่ไกล,1,6
这就是说,zhè jiù shì shuō,in other words; that is to say,นั่นคือการบอก,1,5
进出,jìn chū,to enter and exit,เข้าออก,1,4
进口,jìn kǒu,to import; imported,นำเข้า,1,6
进展,jìn zhǎn,to make headway; to make progress,ความก้าวหน้า,1,6
进度,jìn dù,rate of progress,ความก้าวหน้า,1,5
远处,yuǎn chù,distant place,ห่างไกล,1,5
远近闻名,yuǎn jìn wén míng,to be known far and wide; to be well-known,เป็นที่รู้จักใกล้ไกล,1,6
违反,wéi fǎn,to violate,ขัดต่อ,1,5
违背,wéi bèi,to go against; to be contrary to,ขัดต่อ,1,6
连续剧,lián xù jù,serialized drama; dramatic series,"ละครต่อเนื่อง, ซีรี่ย์ละคร",1,5
迫使,pò shǐ,to force; to compel,บังคับให้,1,6
迫害,pò hài,to persecute,ทำให้ทรมาน,1,6
迷,mí,to bewilder; crazy about,"หลงใหล, บ้าคลั่ง",1,5
迷恋,mí liàn,to be infatuated with; to be enchanted by,หมกมุ่นชัด,1,6
追赶,zhuī gǎn,to pursue; to chase after,"ไล่ตาม, ตามติด",1,5
追踪,zhuī zōng,to track; to trace,"ติดตาม, สะกดรอย",1,6
追逐,zhuī zhú,to chase; to pursue vigorously,ไล่ตามอย่างหลง,1,6
追问,zhuī wèn,to question closely; to investigate in detail,"ถามรายละเอียด, สอบสวน",1,5
退票,tuì piào,to bounce; to return a ticket,คืนตั๋ว,1,5
送到,sòng dào,to deliver to,ส่งถึง,1,3
送行,sòng xíng,to see someone off,ไปส่ง (ผู้เดินทาง),1,5
逃,táo,to escape; to run away,"หนี, หลบหนี",1,5
逃走,táo zǒu,to escape; to flee,"หนีไป, หลบหนี",1,5
选手,xuǎn shǒu,athlete; contestant,นักกีฬา,1,6
选拔,xuǎn bá,to select the best,คัดเลือกที่ดีที่สุด,1,6
透过,tòu guò,to pass through; to penetrate,ผ่านไป,1,6
逐年,zhú nián,year after year; with each passing year,"ปีต่อปี, ทีละปี",1,5
途中,tú zhōng,en route,ระหว่างทางเดิน,1,6
逗,dòu,to tease; to entice,"หยอกล้อ, ล่อ",1,5
通信,tōng xìn,to communicate; correspond,โต้ตอบจดหมาย,1,6
通行,tōng xíng,to go through; to pass through,เดินผ่านไป,1,6
通话,tōng huà,to talk on the phone,คุยโทรศัพท์,1,6
造价,zào jià,construction cost,ค่าก่อสร้าง,1,6
逼,bī,to compel; to pressure,บังคับ,1,6
逼迫,bī pò,to force; to compel,"บังคับ, บีบบังคับ",1,6
遇,yù,to meet; to encounter,พบเจอ,1,6
遇上,yù shàng,to come across; to run into,"พบเจอ, บังเอิญเจอ",1,5
遍布,biàn bù,to cover the whole; to be found throughout,"กระจายทั่ว, ปกคลุม",1,5
遏制,è zhì,to check; to contain,ยับยั้ง,1,6
道具,dào jù,theater prop; paraphernalia,อุปกรณ์ประกอบฉากเวที,1,6
遥远,yáo yuǎn,distant; remote,"ไกลโพ้น, ห่างไกล",1,5
遭遇,zāo yù,to meet with; to encounter,"พบเจอ, ประสบ",1,5
避,bì,to avoid; to shun,"หลีกเลี่ยง, หนีไป",1,5
避暑,bì shǔ,to escape summer heat,หนีความร้อน,1,6
邪恶,xié è,sinister; vicious,"ร้าย, ชั่ว",1,5
邮件,yóu jiàn,mail; post,จดหมาย,1,3
邮箱,yóu xiāng,mailbox; post office box,กล่องจดหมาย,1,4
郊外,jiāo wài,outskirts,ชานเมือง,1,5
部位,bù wèi,part,ตำแหน่ง,1,6
