hanzi,pinyin,english,thai_current,freq,level
球场,qiú chǎng,stadium; sports ground,สนามกีฬา,1,5
球迷,qiú mí,fan,แฟนเบสบอล,1,5
球队,qiú duì,sports team,ทีมกีฬา,1,5
理所当然,lǐ suǒ dāng rán,naturally; as it should be,ควรจะเป็นเช่นนั้น,1,5
理睬,lǐ cǎi,to heed; to pay attention to,ใส่ใจ,1,6
瓷器,cí qì,chinaware; porcelain,"เครื่องกระเบื้อง, พอร์ซเลน",1,6
甜美,tián měi,sweet; pleasant,หวาน,1,5
甜蜜,tián mì,sweet; happy,"หวาน,มีความสุข",1,6
生态,shēng tài,ecology; ecological state,นิเวศวิทยา,1,5
生怕,shēng pà,to fear; afraid,กลัว,1,6
生成,shēng chéng,to generate; to be born with,สร้าง,1,5
生机,shēng jī,opportunity to live; hope of success,โอกาสที่จะมีชีวิต,1,6
生硬,shēng yìng,rigid,เข้มงวด,1,5
生育,shēng yù,to give birth to; to bear,เลี้ยงลูก,1,6
用不着,yòng bù zhe,not need; have no use for,ไม่ต้องใช้,1,4
用人,yòng rén,servant; to employ someone for a job,คนรับใช้,1,5
用得着,yòng dé zhe,to be useful; to need,ใช้ได้,1,5
用意,yòng yì,intention; purpose,จุดประสงค์,1,6
用法,yòng fǎ,usage,วิธีใช้,1,4
用餐,yòng cān,to eat a meal,ทานอาหาร,1,5
甩,shuǎi,to throw; to fling,โยน,1,5
田径,tián jìng,track and field,กรีฑา,1,6
电视台,diàn shì tái,television station,สถานีโทรทัศน์,1,5
男生,nán shēng,schoolboy; male student,เด็กชาย,1,4
界限,jiè xiàn,boundary,แนวเขต,1,6
留恋,liú liàn,reluctant to leave; to hate to have to go,"ลังเล,ไม่อยากไป",1,6
略,lüè,strategy; slightly,"แผน,กลยุทธ์",1,6
略微,lüè wēi,a little bit; slightly,เล็กน้อย,1,5
番,fān,foreign; a turn (classifier),ชาติต่างประเทศ,1,6
疑问,yí wèn,question; interrogation,คำถาม,1,5
疗效,liáo xiào,healing efficacy; healing effect,ผลการรักษา,1,6
疯,fēng,insane; mad,บ้า,1,5
疯狂,fēng kuáng,crazy; frenzied,บ้าคลั่ง,1,6
疲惫不堪,pí bèi bù kān,exhausted; fatigued to the extreme,เหนื่อยหนัก,1,5
病症,bìng zhèng,disease; illness,โรค,1,5
痒,yǎng,itchy; to itch,คัน,1,5
痛快,tòng kuài,delighted; to one's heart's content,ปลื้ม,1,5
痰,tán,phlegm; spittle,น้ำลายเสลด,1,6
癌,ái,cancer,มะเร็ง,1,6
皇后,huáng hòu,empress; imperial consort,พระราชนี,1,6
皇室,huáng shì,royal family; imperial household,พระราชสำนัก,1,6
皱,zhòu,to wrinkle; wrinkled,ย่น,1,5
益处,yì chù,benefit,ประโยชน์,1,5
盏,zhǎn,classifier for lamps,อัน (ตัววัด),1,5
监督,jiān dū,to supervise; to oversee,คุมความถูกต้อง,1,6
监视,jiān shì,to monitor; to keep a close watch over,"เฝ้าดู,ตรวจสอบ",1,6
盒,hé,small box; case,กล่อง,1,4
盛行,shèng xíng,to be in vogue,"นิยม,แพร่หลาย",1,6
目光,mù guāng,gaze; attention,การมอง,1,6
直,zhí,straight; directly,ตรง,1,4
直奔,zhí bēn,to go straight to; to make a beeline for,ไปตรง,1,6
直径,zhí jìng,diameter,เส้นผ่านศูนย์กลาง,1,6
相传,xiāng chuán,to pass on; to hand down,"สืบทอด, เล่าต่อกันมา",1,5
相伴,xiāng bàn,to accompany someone; to accompany each other,ติดตามไป,1,6
相当于,xiāng dāng yú,equivalent to,เทียบเท่า,1,6
相比之下,xiāng bǐ zhī xià,by comparison,เมื่อเทียบกัน,1,5
相约,xiāng yuē,to agree; to reach agreement,นัดหมาย,1,4
相识,xiāng shí,to get to know each other; acquaintance,รู้จักกัน,1,4
相通,xiāng tōng,interlinked; connected,"เชื่อมต่อ,บ่งบอก",1,6
相遇,xiāng yù,to meet; to encounter,พบปะ,1,5
省事,shěng shì,to simplify matters; to save trouble,"ประหยัดความยุ่งยาก, สะดวก",1,5
眉开眼笑,méi kāi yǎn xiào,beaming with joy; all smiles,ยิ้มแย้มแต่งตัว,1,5
看不起,kàn bù qǐ,to look down upon; to despise,ดูถูก,1,5
看中,kàn zhòng,to have a preference for; to fancy,"ชอบ,หลงรัก",1,6
看作,kàn zuò,to look upon as; to regard as,ถือว่า,1,6
看好,kàn hǎo,to keep an eye on,มองดี,1,4
看成,kàn chéng,to regard as,มองว่า,1,5
看样子,kàn yàng zi,it seems; it looks as if,ดูเหมือนว่า,1,4
真假,zhēn jiǎ,genuine or fake; true or false,จริงหรือปลอม,1,6
真挚,zhēn zhì,sincere; sincerity,จริงใจ,1,6
真诚,zhēn chéng,sincere; genuine,"สัตย์จริง, จริงใจ",1,5
眼下,yǎn xià,now; at present,"ตอนนี้,ปัจจุบัน",1,6
眼神,yǎn shén,expression in one's eyes,การมองตาสัญญา,1,6
眼色,yǎn sè,meaningful glance; a look,ท่าทางตา,1,6
眼里,yǎn lǐ,in one's eyes,ในสายตา,1,3
着火,zháo huǒ,to catch fire,"จุดไฟ,ติดไฟ",1,6
着眼,zhuó yǎn,to focus on; to keep in mind,มองการณ์,1,6
着眼于,zhuó yǎn yú,to focus on,กำหนดเป้าหมาย,1,6
睡着,shuì zháo,to fall asleep,หลับไป,1,3
督促,dū cù,to supervise and urge on,"ติดตาม,เร่งรัด",1,6
瞧,qiáo,to look at; to see,"ดู, มอง",1,5
瞪,dèng,to stare; to glare,จ้องมอง,1,6
知觉,zhī jué,perception; consciousness,"การรับรู้, สติ",1,6
短处,duǎn chù,shortcoming; defect,"ข้อบกพร่อง, ข้อเสีย",1,6
短期,duǎn qī,short-term,ระยะสั้น,1,6
短缺,duǎn quē,shortage,ขาดแคลน,1,5
矿藏,kuàng cáng,mineral resources,ทรัพยากรแร่ใต้ดิน,1,6
码头,mǎ tóu,wharf; dock,ท่าเรือ,1,6
破灭,pò miè,to be shattered; to be annihilated,"ทำลาย, หายไป",1,5
破碎,pò suì,to smash to pieces; to shatter,แตกสลายเป็นชิ้นๆ,1,5
硕果,shuò guǒ,major achievement; great work,ผลงานสำคัญ,1,6
硬件,yìng jiàn,hardware,ฮาร์ดแวร์,1,5
碑,bēi,stone tablet; monument,หลักศิลาจารึก,1,6
碰撞,pèng zhuàng,to collide; collision,ชนกัน,1,5
磕,kē,to tap; to knock,เคาะ,1,6
礼品,lǐ pǐn,gift; present,ของขวัญ,1,6
礼拜,lǐ bài,to attend a religious service; week,"สัปดาห์, การบูชา",1,6
社,shè,society; organization,สังคม,1,4
祖父,zǔ fù,father's father; paternal grandfather,ปู่,1,6
祖籍,zǔ jí,ancestral hometown; original domicile,บ้านเกิดบรรพบุรุษ,1,6
神仙,shén xiān,Daoist immortal; supernatural entity,"เทพเจ้า, เทพสิทธิ์",1,5
神圣,shén shèng,divine; hallow,ศักดิ์สิทธิ์,1,6
神态,shén tài,appearance; manner,"มนต์หน้า, ลักษณะการแสดงออก",1,6
福,fú,good fortune; blessing,"ความสุข, โชค",1,6
福气,fú qì,good fortune; a blessing,โชคดี,1,6
离奇,lí qí,odd; bizarre,แปลกประหลาด,1,6
私自,sī zì,private; personal,"ลับๆ, โดยไม่บอก",1,6
科,kē,branch of study; administrative section,"สาขา, หน่วยงาน",1,6
秘诀,mì jué,secret know-how; key,"ความลับ, ลักษณ์สำคัญ",1,6
称呼,chēng hū,to call; to address as,เรียก,1,6
移,yí,to move; to shift,ย้าย,1,5
