hanzi,pinyin,english,thai_current,freq,level
呈现,chéng xiàn,to appear; to emerge,แสดงให้เห็น,2,6
告诫,gào jiè,to warn; to admonish,เตือน,2,5
周到,zhōu dào,thoughtful; considerate,"รอบคอบ, เอาใจใส่",2,5
周期,zhōu qī,period; cycle,ระยะเวลา,2,6
和平,hé píng,peace; peaceful,สันติภาพ,2,6
和睦,hé mù,peaceful relations; harmonious,อย่างเป็นมิตร,2,6
和蔼,hé ǎi,kindly; nice,ใจดี,2,6
响声,xiǎng shēng,noise,เสียง,2,4
哲学,zhé xué,philosophy,ปรัชญา,2,5
喂养,wèi yǎng,to feed; to keep,ให้อาหาร,2,6
喘,chuǎn,to gasp; to pant,หายใจแรง,2,6
喜出望外,xǐ chū wàng wài,overjoyed; pleasantly surprised,ความยินดีเหลือคาด,2,6
喜剧,xǐ jù,a comedy,ตลกขบขัน,2,6
喝彩,hè cǎi,to acclaim; to cheer,"ส่งเสียงเชียร์, โห่ร้องยินดี",2,5
嘛,ma,(indicates the obvious),คำช่วย,2,5
嘱咐,zhǔ fù,to urge; to exhort,บอกกำชับ,2,5
嘲笑,cháo xiào,to jeer at; to deride,เยาะหยัง,2,5
嘴巴,zuǐ bā,mouth; slap in the face,ปาก,2,6
器械,qì xiè,apparatus; instrument,เครื่องมือ,2,6
四合院,sì hé yuàn,traditional courtyard house,บ้านลานประตู,2,6
四面八方,sì miàn bā fāng,idiom all directions; all around,ทั่วทุกทิศ,2,6
回收,huí shōu,to recycle; to reclaim,นำกลับมาใช้ใหม่,2,6
国内,guó nèi,domestic; internal,ในประเทศ,2,4
图片,tú piàn,picture; photograph,ภาพ,2,4
图纸,tú zhǐ,blueprint; drawing,ภาพวาด,2,5
土,tǔ,soil; earth,ดิน,2,5
在场,zài chǎng,to be present; to be on the scene,อยู่ที่จุดนั้น,2,5
在家,zài jiā,to be at home; at a workplace to be in,อยู่บ้าน,2,3
在线,zài xiàn,online; connected to the Internet,ออนไลน์,2,6
地下水,dì xià shuǐ,groundwater,น้ำบาดาล,2,5
地名,dì míng,place name; toponym,ชื่อสถานที่,2,6
地毯,dì tǎn,carpet; rug,พรมปูพื้น,2,5
地狱,dì yù,hell; underworld,นรก,2,6
地铁站,dì tiě zhàn,subway station,สถานีรถไฟใต้ดิน,2,3
坏事,huài shì,bad thing; misdeed,เรื่องชั่ว,2,4
坏处,huài chù,harm; troubles,ผลเสีย,2,5
坚固,jiān gù,firm; firmly,มั่นคง,2,6
坚韧,jiān rèn,tough and durable; tenacious,แข็งแรงทนทาน,2,6
坦率,tǎn shuài,frank; candid,ตรงไป,2,5
垂,chuí,to hang; droop,ห้อยลง,2,6
垂头丧气,chuí tóu sàng qì,hanging one's head dispiritedly; dejected,หมดกำลังใจ,2,5
埋,mái,to bury,ฝัง,2,5
培育,péi yù,to train; to breed,ปลูกฝัง,2,6
基于,jī yú,because of; on the basis of,บนพื้นฐานของ,2,5
基金,jī jīn,fund,กองทุน,2,6
堆,duī,to pile up; to heap up,กองขึ้น,2,6
堕落,duò luò,to degrade; to degenerate,เสื่อมสลาย,2,5
堵,dǔ,to block up; to stop up,อุดตัน,2,4
塑料,sù liào,plastic; plastics,พลาสติก,2,4
塑造,sù zào,to model; to mold,สร้างรูป,2,6
境内,jìng nèi,within the borders; internal,ภายในแดนดิน,2,6
墙,qiáng,wall,ผนัง,2,5
增添,zēng tiān,to add; to increase,เพิ่มเติม,2,6
墨水,mò shuǐ,ink,หมึก,2,6
声誉,shēng yù,reputation; fame,ชื่อเสียง,2,6
外国,wài guó,foreign country,ต่างประเทศ,2,4
外地,wài dì,parts of the country other than where one is,สถานที่อื่น,2,4
外表,wài biǎo,external; outside,หน้าตา,2,5
外语,wài yǔ,foreign language,ภาษาต่างประเทศ,2,4
外貌,wài mào,profile; appearance,ลักษณะภายนอก,2,6
外边,wài biān,outside; outer surface,ด้านนอก,2,4
多元,duō yuán,poly-; multi-,หลายมิติ,2,6
多样,duō yàng,diverse; diversity,หลายชนิด,2,4
夜,yè,night,กลางคืน,2,6
夜班,yè bān,night shift,เวรกลางคืน,2,6
大事,dà shì,major event; major political event,เหตุการณ์สำคัญ,2,4
大于,dà yú,greater than; bigger than,มากกว่า,2,6
大人,dà rén,adult; grownup,ผู้ใหญ่,2,2
大多,dà duō,for the most part; many,สำหรับส่วนใหญ่,2,4
大胆,dà dǎn,brazen; audacious,กล้า,2,6
大衣,dà yī,overcoat; topcoat,เสื้อคลุมหนา,2,4
大规模,dà guī mó,large scale; extensive,ขนาดใหญ่,2,5
天上,tiān shàng,the sky; the heavens,บนท้องฟ้า,2,4
天堂,tiān táng,paradise; heaven,สวรรค์,2,6
失业,shī yè,unemployment; to lose one's job,ว่างงาน,2,5
失落,shī luò,to lose; to drop,สูญหาย,2,5
头顶,tóu dǐng,top of the head,ยอดศรีษะ,2,5
夸张,kuā zhāng,to exaggerate; overstated,เกินจริง,2,5
夹,jiā,to squeeze between; to clip,หนีบ,2,6
契机,qì jī,opportunity; turning point,โอกาส,2,6
奖品,jiǎng pǐn,award; prize,รางวัล,2,5
奖学金,jiǎng xué jīn,scholarship,ทุนการศึกษา,2,4
奠定,diàn dìng,to establish; to fix,สร้างฐานมูลนิธิ,2,6
奢侈,shē chǐ,luxurious; extravagant,หรูหรา,2,6
好学,hào xué,fond of learning; studious,ชอบการศึกษา,2,5
好心,hǎo xīn,kindness; good intentions,ใจดี,2,4
好感,hǎo gǎn,good opinion; favorable impression,ประทับใจ,2,5
好玩儿,hǎo wán ér,amusing; fun,สนุก,2,2
好转,hǎo zhuǎn,to improve; to take a turn for the better,ดีขึ้น,2,5
好运,hǎo yùn,good luck,โชคดี,2,6
如今,rú jīn,nowadays; now,ปัจจุบัน,2,5
姓氏,xìng shì,family name,นามสกุล,2,5
姿态,zī tài,attitude; posture,ท่าทาง,2,6
威信,wēi xìn,prestige; reputation,ชื่อเสียง,2,6
嫌,xián,to dislike; suspicion,"รังเกียจ, ระแวงสงสัย",2,6
子女,zǐ nǚ,children; sons and daughters,บุตรหลาน,2,4
字迹,zì jì,handwriting,ลายเขียนมือ,2,6
存,cún,to exist; to deposit,"มีอยู่, เก็บ",2,4
存放,cún fàng,to deposit; to store,เก็บไว้,2,5
孤立,gū lì,to isolate; isolated,แยกออกจากกัน,2,6
学期,xué qī,term; semester,ภาคเรียน,2,4
学科,xué kē,subject; branch of learning,วิชา,2,6
孵化,fū huà,breeding; to incubate,ฟักไข่,2,6
宇宙,yǔ zhòu,universe; cosmos,จักรวาล,2,5
定位,dìng wèi,to orientate; to position,กำหนดตำแหน่ง,2,6
宝贵,bǎo guì,valuable; precious,มีค่า,2,5
实用,shí yòng,to apply in practice; practical,เป็นประโยชน์,2,6
宠,chǒng,to love; to pamper,ชื่นชมเห่ย,2,6
宫廷,gōng tíng,court,ราชสำนัก,2,5
宫殿,gōng diàn,palace,พระราชวัง,2,5
宽广,kuān guǎng,wide; broad,กว้างใหญ่,2,6
富裕,fù yù,prosperous; well-to-do,ร่ำรวย,2,6
对准,duì zhǔn,to aim at; to target,เล็ง,2,5
对称,duì chèn,symmetry; symmetrical,สมมาตร,2,6
对话,duì huà,to talk; dialogue,บทสนทนา,2,4
尊严,zūn yán,dignity; sanctity,ศักดิ์ศรี,2,6
小吃,xiǎo chī,street food; snack,ขนมเบา ๆ,2,4
小品,xiǎo pǐn,comic sketch; short essay,วรรณกรรมเล็กน้อย,2,6
小提琴,xiǎo tí qín,fiddle; violin,ไวโอลิน,2,6
小气,xiǎo qì,stingy; miserly,ขี้เหนี่ยว,2,5
少有,shǎo yǒu,rare; infrequent,หายาก,2,5
尤为,yóu wèi,especially,โดยเฉพาะ,2,6
尺,chǐ,Chinese foot (unit),หน่วยวัด,2,6
尺子,chǐ zi,ruler,ไม้บรรทัด,2,5
尽情,jìn qíng,as much as one likes,ด้วยความพอใจอย่างเต็มที่,2,5
屋子,wū zi,house; room,บ้าน,2,5
展出,zhǎn chū,to put on display; to be on show,"นำออกแสดง, จัดแสดง",2,5
展现,zhǎn xiàn,to unfold before one's eyes,"ปรากฏหน้าออกมา, แสดงออก",2,5
山区,shān qū,mountain area,"เขตเขา, พื้นที่เขาภูเขา",2,4
山峰,shān fēng,mountain peak,"ยอดเขา, ยอดภูเขา",2,5
山顶,shān dǐng,hilltop,ยอดเขา,2,5
峡谷,xiá gǔ,canyon; gill,"ห้วยลึก, ร่องลึกระหว่างภูเขา",2,6
巅峰,diān fēng,summit; apex,"ยอดสูงสุด, จุดสูงสุด",2,5
工艺,gōng yì,arts and crafts; industrial arts,ศิลปกรรม,2,6
巨星,jù xīng,astronomy giant star,"ดาวยักษ์, ดาราชั้นนำ",2,6
巩固,gǒng gù,to consolidate; to strengthen,ยึดแน่น,2,5
差别,chā bié,difference; distinction,"ความแตกต่าง, ความแตกแยก",2,5
巴士,bā shì,bus; motor coach,"รถบัส, รถโดยสาร",2,6
市,shì,market; city,"ตลาด, เมือง",2,3
师生,shī shēng,teachers and students,ครูและนักเรียน,2,3
常年,cháng nián,all year round; for years on end,"ตลอดทั้งปี, ปีต่อปี",2,6
幅度,fú dù,width; extent,"ความกว้าง, ระดับ, ขนาด",2,6
干扰,gān rǎo,to disturb; to interfere,"รบกวน, ขัดขวาง, ทำให้รบกวน",2,5
干杯,gān bēi,to drink a toast; Cheers!,ชนแก้ว,2,4
干活儿,gàn huó ér,to work,ทำงาน,2,5
平,píng,flat; level,"เรียบ, ระดับ",2,4
平均,píng jūn,average; on average,"เฉลี่ย, โดยเฉลี่ย",2,5
年级,nián jí,grade; year,ชั้นปี,2,3
幻觉,huàn jué,illusion; hallucination,ภาพหลอน,2,6
幼儿园,yòu ér yuán,kindergarten; nursery school,โรงเรียนอนุบาล,2,5
广阔,guǎng kuò,wide; vast,กว้างใหญ่ไพศาล,2,6
庆祝,qìng zhù,to celebrate,"เฉลิมฉลอง, ฉลองแล้ว",2,5
床,chuáng,bed; couch,เตียง,2,2
应对,yìng duì,to answer; to reply,"ตอบสนอง, รับมือ",2,5
应当,yīng dāng,should; ought to,ควร,2,5
底,dǐ,bottom; base,"พื้นหลัง, ด้านล่าง, ใต้",2,6
庙,miào,temple; ancestral shrine,"วัด, ศาลเจ้า, มูลนิธิศาสนา",2,6
庙会,miào huì,temple fair,สวนเทพ,2,6
延缓,yán huǎn,to defer; to postpone,"ยืดเยื้อ, ชะลอ, ถ่วงเวลา",2,6
延长,yán cháng,to prolong; to extend,"ยืดยาว, ขยายเวลา",2,5
建筑师,jiàn zhù shī,architect,"สถาปนิก, ผู้ออกแบบสถาปัตยกรรม",2,5
建筑物,jiàn zhù wù,building; structure,"อาคาร, โครงสร้าง, สิ่งปลูกสร้าง",2,5
开口,kāi kǒu,to open one's mouth; to start to talk,"เปิดปาก, เริ่มพูด",2,5
开启,kāi qǐ,to start; to begin,เปิด,2,6
开拓,kāi tuò,to break new ground; to open up,"เปิดใหม่, ขยายใหม่, เปิดดินแดน",2,6
开朗,kāi lǎng,spacious and well-lit; open and clear,"สว่าง, กว้างขว้าง, ใจกว้าง",2,5
开辟,kāi pì,to open up; to set up,"เปิด, สร้างขึ้น, เปิดทางใหม่",2,6
开通,kāi tōng,to open,เปิด,2,5
式,shì,type; form,"ประเภท, รูปแบบ, วิธี",2,5
引,yǐn,to draw; to pull,"ดึง, นำ, ดึงดูดเข้า",2,4
