hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
请教,qǐng jiào,to ask for guidance; to consult,ขอชี้แนะ,1,5,ขอชี้แนะ,
请求,qǐng qiú,to request; to ask,ร้องขอ,1,5,ร้องขอ,
读音,dú yīn,pronunciation,การออกเสียง,1,3,การออกเสียง,
课题,kè tí,task; problem,เรื่องเรียน,1,5,หัวข้อ; โจทย์ปัญหา,
调研,diào yán,to investigate and research; research,สอบสวนวิจัย,1,6,สำรวจและวิจัย,
谈到,tán dào,to refer to; to speak about,พูดถึง,1,6,พูดถึง,
谈论,tán lùn,to discuss; to talk about,คุยกัน,1,5,คุยกัน,
谈起,tán qǐ,to mention; to speak of,พูดเล่า,1,6,พูดถึง; เอ่ยถึง,
谋生,móu shēng,to earn a living,หางานเลี้ยงชีพ,1,6,หางานเลี้ยงชีพ,
谣言,yáo yán,rumor,ข่าวลือ,1,5,ข่าวลือ,
豁达,huò dá,optimistic; sanguine,ใจกว้าง,1,6,ใจกว้าง; มองโลกในแง่ดี,
豆浆,dòu jiāng,soy milk,นมถั่ว,1,6,น้ำเต้าหู้; นมถั่วเหลือง,
豆腐,dòu fǔ,tofu; bean curd,เต้าหู้,1,5,เต้าหู้,
负,fù,to bear; to carry,แบก,1,4,แบก,
负责人,fù zé rén,person in charge,ผู้รับผิดชอบ,1,4,ผู้รับผิดชอบ,
财力,cái lì,financial resources,ความสามารถทางการเงิน,1,6,ความสามารถทางการเงิน,
责怪,zé guài,to blame; to rebuke,ตำหนิ,1,5,ตำหนิ,
账,zhàng,account; bill,"บัญชี, ค่า",1,5,บัญชี; บิล,
账户,zhàng hù,"bank, computer etc account",บัญชีธนาคาร,1,5,บัญชี,
质地,zhì dì,texture; background,"วัฒนภูมิ, เนื้อแน่น",1,6,เนื้อสัมผัส; คุณภาพวัสดุ,EN-GLOSS-BUG: 质地 = texture/quality of material; 'background' is not a standard sense
贩卖,fàn mài,to sell; to peddle,ขายแพร่,1,6,ค้าขาย; เร่ขาย,
贫困,pín kùn,impoverished; poverty,"ยากจน, ความยากจน",1,6,"ยากจน, ความยากจน",
贫穷,pín qióng,poor; impoverished,ยากจน,1,5,ยากจน,
购,gòu,to buy; to purchase,ซื้อ,1,6,ซื้อ,
贯通,guàn tōng,to link up; to thread together,เชื่อมให้ยาว,1,6,เชื่อมต่อ; เข้าใจถ่องแท้,
贴切,tiē qiè,close-fitting; closest,มีความเกี่ยวข้องกับ,1,6,เหมาะเจาะ; เหมาะสม,"EN-GLOSS-BUG: 贴切 means apt/fitting (esp. of wording), not 'close-fitting/closest'"
贸易,mào yì,commercial trade,การค้า,1,6,การค้า,
费用,fèi yòng,cost; expenditure,ค่าใช้,1,5,ค่าใช้จ่าย,
贿赂,huì lù,to bribe; a bribe,ดำเนินการประพฤติมิชอบ,1,6,ติดสินบน; สินบน,
资本,zī běn,capital,ทุนสินค้า,1,6,ทุน; เงินทุน,
赔偿,péi cháng,to compensate,ชดใช้,1,5,ชดใช้,
赞助,zàn zhù,to support; to assist,สนับสนุน,1,5,สนับสนุน,
赞叹不已,zàn tàn bù yǐ,idiom to be full of praise and admiration,"ชื่นชมไม่หยุด, สรรเสริญไม่ขาดปาก",1,6,"ชื่นชมไม่หยุด, สรรเสริญไม่ขาดปาก",
赫然,hè rán,with astonishment; with a shock,"อย่างน่าตกใจ, อย่างประหลาดใจ",1,6,"อย่างน่าตกใจ, อย่างประหลาดใจ",
走近,zǒu jìn,to approach; to draw near to,เข้าใกล้,1,5,เข้าใกล้,
赶,gǎn,to overtake; to catch up with,ตามทัน,1,4,ตามทัน,
赶不上,gǎn bù shàng,can't keep up with; can't catch up with,ตามไม่ทัน,1,6,ตามไม่ทัน,
赶到,gǎn dào,to hurry,ไปถึงเร็ว,1,6,รีบไปถึง,
赶忙,gǎn máng,to hurry; to hasten,รีบไป,1,5,รีบไป,
赶快,gǎn kuài,quickly; at once,รีบด่วน,1,6,รีบด่วน,
起步,qǐ bù,to set out; to set in motion,เริ่มต้น,1,6,เริ่มต้น,
起点,qǐ diǎn,starting point,จุดเริ่มต้น,1,5,จุดเริ่มต้น,
起码,qǐ mǎ,at the minimum; at the very least,อย่างน้อยที่สุด,1,6,อย่างน้อยที่สุด,
趁,chèn,to take advantage of,ใช้โอกาส,1,5,ใช้โอกาส,
趁早,chèn zǎo,as soon as possible; at the first opportunity,โดยเร็ว,1,5,เสียแต่เนิ่นๆ,
趁机,chèn jī,to seize an opportunity,ใช้โอกาส,1,6,ใช้โอกาส,
超,chāo,to exceed; to overtake,"เกิน, เหวี่ยงจม",1,6,เกิน; แซง,
超出,chāo chū,to exceed; to overstep,เกิน,1,4,เกิน,
超标,chāo biāo,to exceed the limit,เกินเกณฑ์,1,6,เกินเกณฑ์,
超级,chāo jí,super-; ultra-,ระดับสูง,1,5,สุดยอด; ซูเปอร์,
超车,chāo chē,to overtake,แซง,1,4,แซง,
超速,chāo sù,to exceed the speed limit; to speed,ขับเร็วเกิน,1,4,ขับเร็วเกิน,
越发,yuè fā,increasingly; more and more,มากขึ้นเรื่อยๆ,1,6,มากขึ้นเรื่อยๆ,
趋势,qū shì,trend; tendency,แนวโน้ม,1,5,แนวโน้ม,
趟,tàng,classifier for a trip,เที่ยว (ลักษณนาม),1,5,เที่ยว (ลักษณนาม),
趣味,qù wèi,fun; interest,ความสนใจ,1,6,ความสนุก; รสนิยม,
跌,diē,to fall; to tumble,ตกลงมา,1,5,ตกลงมา,
跟前,gēn qián,the front; in front,ด้านหน้า,1,6,ด้านหน้า,
路况,lù kuàng,road condition,สภาพถนน,1,4,สภาพถนน,
路段,lù duàn,stretch/section of road,ช่วงถนน,1,4,ช่วงถนน,
路程,lù chéng,route; path traveled,เส้นทาง,1,6,เส้นทาง,
路线,lù xiàn,itinerary; route,เส้นทางที่ไป,1,6,เส้นทางที่ไป,
路过,lù guò,to pass by or through,ผ่านไป,1,4,ผ่านไป,
路面,lù miàn,road surface,พื้นถนน,1,5,พื้นถนน,
跳远,tiào yuǎn,long jump,กระโดดยาว,1,6,กระโดดไกล,
踊跃,yǒng yuè,to leap; to jump,กระโดดลุกขึ้น,1,6,กระตือรือร้น; กระโจน,EN-GLOSS-BUG: 踊跃 in modern use means eagerly/enthusiastically; 'to leap/jump' is only the literal sense
踏上,tà shàng,to set foot on; to step on or into,เหยียบขึ้นไป,1,5,ก้าวขึ้นสู่; เหยียบย่าง,
蹦,bèng,to jump; to bounce,ตุยกระดด,1,6,กระโดด; เด้ง,
蹭,cèng,to rub against; to walk slowly,"ถู, เดินอืดอาด",1,6,ถู; เดินอืดอาด,
蹲,dūn,to crouch; to squat,บั่นลง,1,5,นั่งยองๆ; ย่อตัวลง,
身份,shēn fèn,identity,อัตถภาพ,1,5,ตัวตน; สถานะ,
身子,shēn zi,body; pregnancy,กาย,1,4,กาย,
身心,shēn xīn,body and mind; mental and physical,ตัวและจิตใจ,1,6,กายและใจ; ร่างกายและจิตใจ,
身躯,shēn qū,body,ร่างกาย,1,5,ร่างกาย,
身高,shēn gāo,a person's height,ส่วนสูง,1,4,ส่วนสูง,
躲藏,duǒ cáng,to conceal oneself; to go into hiding,ซ่อนตัว,1,5,ซ่อนตัว,
躲避,duǒ bì,to hide; to evade,หลบหนี,1,5,หลบเลี่ยง; หลบ,
车厢,chē xiāng,carriage,"ตู้รถไฟ, ห้องโดยสาร",1,5,"ตู้รถไฟ, ห้องโดยสาร",
车票,chē piào,ticket,บัตรโดยสาร,1,4,บัตรโดยสาร,
车速,chē sù,vehicle speed,ความเร็วรถ,1,4,ความเร็วรถ,
车间,chē jiān,workshop,โรงงาน,1,5,แผนกผลิต (ในโรงงาน),
转化,zhuǎn huà,to change; to turn,เปลี่ยนรูปแบบ,1,6,เปลี่ยนรูปแบบ,
转向,zhuǎn xiàng,to change direction,เปลี่ยนทิศทาง,1,5,เปลี่ยนทิศทาง,
转换,zhuǎn huàn,to change; to switch,"สลับ, เปลี่ยน",1,5,"สลับ, เปลี่ยน",
转让,zhuǎn ràng,to transfer,ถ่ายโอน,1,6,ถ่ายโอน,
转身,zhuǎn shēn,of a person to turn round; to face about,หันตัว,1,5,หันตัว,
轮子,lún zi,wheel,ล้อ,1,6,ล้อ,
轮流,lún liú,to alternate; to take turns,สลับกัน,1,5,สลับกัน,
轰动,hōng dòng,to cause a sensation; to create a stir in,ก่อความตื่นตระหนก,1,5,สร้างความฮือฮา; เป็นที่ฮือฮา,
轻微,qīng wēi,slight; light,"เบา, เล็กน้อย",1,6,"เบา, เล็กน้อย",
轻而易举,qīng ér yì jǔ,easy; with no difficulty,ง่ายมาก,1,6,ง่ายมาก,
载体,zài tǐ,carrier; vector,ตัวพาสิ่งของ,1,6,ตัวกลาง; พาหะ,
较量,jiào liàng,to compete; to contend,"แข่งขัน, ประลอง",1,5,"แข่งขัน, ประลอง",
输入,shū rù,to import; to input,นำเข้า,1,5,ป้อนข้อมูล; นำเข้า,
输送,shū sòng,to transport; to convey,ขนส่ง,1,5,ขนส่ง,
辞去,cí qù,to resign; to quit,ลาออก,1,6,ลาออก,
辩解,biàn jiě,to explain; to justify,อธิบายให้เข้าใจ,1,6,แก้ต่าง; อธิบายแก้ตัว,
辩论,biàn lùn,debate; argument,โต้เถียง,1,5,โต้วาที; ถกเถียง,
边界,biān jiè,boundary; border,เขตแดน,1,6,เขตแดน,
边缘,biān yuán,edge; fringe,ขอบริ่ม,1,6,ขอบ; ชายขอบ,
迄今为止,qì jīn wéi zhǐ,so far; up to now,ถึงจนถึงนี้,1,6,จนถึงตอนนี้; จนถึงปัจจุบัน,
过不去,guò bù qù,to make life difficult for; to embarrass,ไม่สามารถผ่านไป,1,4,จงใจทำให้ลำบากใจ; หาเรื่อง,
过半,guò bàn,over fifty percent; more than half,มากกว่าครึ่ง,1,6,มากกว่าครึ่ง,
过后,guò hòu,after the event,หลังจากเหตุการณ์,1,6,หลังจากเหตุการณ์,
过失,guò shī,error; fault,ความผิดพลาด,1,6,ความผิดพลาด,
过头,guò tóu,to overdo it; to overstep the limit,เกินอยู่เกิน,1,6,เกินพอดี; เลยเถิด,
过奖,guò jiǎng,to overpraise; to flatter,ชมเกินไป,1,4,ชมเกินไป,
过往,guò wǎng,to come and go; to interact,"ติดต่อ, มาไป",1,5,ไปมาหาสู่; ผ่านไปมา,
过滤,guò lǜ,to filter,กรอง,1,5,กรอง,
过瘾,guò yǐn,to satisfy a craving; thrilling,คลายความหิวของหา,1,6,สะใจ; จุใจ,
过硬,guò yìng,to be highly skilled; solid,มีความชำนาญเต็มที่,1,6,มีความชำนาญเต็มที่,
过节,guò jié,to celebrate a festival,ฉลองเทศกาล,1,3,ฉลองเทศกาล,
过错,guò cuò,mistake; fault,ความผิด,1,6,ความผิด,
迈,mài,to take a step; to stride,ก้าว,1,6,ก้าว,
迎合,yíng hé,to cater to; to pander to,พาง่วนพนันให้,1,6,เอาใจ; ประจบ,
迎来,yíng lái,to welcome,ต้อนรับความมา,1,6,ต้อนรับการมาถึง; ก้าวสู่,
运作,yùn zuò,to operate; operations,ดำเนินการ,1,6,ดำเนินการ,
运动会,yùn dòng huì,sports competition,งานการแข่งขันกีฬา,1,6,งานการแข่งขันกีฬา,
近代,jìn dài,modern times; recent era,เวลาใกล้เคียง,1,6,สมัยใหม่; ยุคใกล้ปัจจุบัน,
近来,jìn lái,recently; lately,ตั้งแต่เมื่อไม่นาน,1,6,เมื่อเร็วๆ นี้; ช่วงนี้,
近视,jìn shì,myopic; nearsighted,เห็นใกล้ไม่ไกล,1,6,สายตาสั้น,
这就是说,zhè jiù shì shuō,in other words; that is to say,นั่นคือการบอก,1,5,นั่นก็คือ; หมายความว่า,
进出,jìn chū,to enter and exit,เข้าออก,1,4,เข้าออก,
进口,jìn kǒu,to import; imported,นำเข้า,1,6,นำเข้า,
进展,jìn zhǎn,to make headway; to make progress,ความก้าวหน้า,1,6,ความก้าวหน้า,
进度,jìn dù,rate of progress,ความก้าวหน้า,1,5,ความก้าวหน้า,
远处,yuǎn chù,distant place,ห่างไกล,1,5,ห่างไกล,
远近闻名,yuǎn jìn wén míng,to be known far and wide; to be well-known,เป็นที่รู้จักใกล้ไกล,1,6,โด่งดังเลื่องลือ; เป็นที่รู้จักไปทั่ว,
违反,wéi fǎn,to violate,ขัดต่อ,1,5,ฝ่าฝืน; ละเมิด,
违背,wéi bèi,to go against; to be contrary to,ขัดต่อ,1,6,ขัดต่อ,
连续剧,lián xù jù,serialized drama; dramatic series,"ละครต่อเนื่อง, ซีรี่ย์ละคร",1,5,"ละครต่อเนื่อง, ซีรี่ย์ละคร",
迫使,pò shǐ,to force; to compel,บังคับให้,1,6,บังคับให้,
迫害,pò hài,to persecute,ทำให้ทรมาน,1,6,กดขี่ข่มเหง; ประทุษร้าย,
迷,mí,to bewilder; crazy about,"หลงใหล, บ้าคลั่ง",1,5,หลงใหล; ทำให้งงงวย,
迷恋,mí liàn,to be infatuated with; to be enchanted by,หมกมุ่นชัด,1,6,หลงใหล; ลุ่มหลง,
追赶,zhuī gǎn,to pursue; to chase after,"ไล่ตาม, ตามติด",1,5,"ไล่ตาม, ตามติด",
追踪,zhuī zōng,to track; to trace,"ติดตาม, สะกดรอย",1,6,"ติดตาม, สะกดรอย",
追逐,zhuī zhú,to chase; to pursue vigorously,ไล่ตามอย่างหลง,1,6,ไล่ตาม; ไล่กวด,
追问,zhuī wèn,to question closely; to investigate in detail,"ถามรายละเอียด, สอบสวน",1,5,"ถามรายละเอียด, สอบสวน",
退票,tuì piào,to bounce; to return a ticket,คืนตั๋ว,1,5,คืนตั๋ว,
送到,sòng dào,to deliver to,ส่งถึง,1,3,ส่งถึง,
送行,sòng xíng,to see someone off,ไปส่ง (ผู้เดินทาง),1,5,ไปส่ง (ผู้เดินทาง),
逃,táo,to escape; to run away,"หนี, หลบหนี",1,5,"หนี, หลบหนี",
逃走,táo zǒu,to escape; to flee,"หนีไป, หลบหนี",1,5,"หนีไป, หลบหนี",
选手,xuǎn shǒu,athlete; contestant,นักกีฬา,1,6,ผู้เข้าแข่งขัน; นักกีฬา,
选拔,xuǎn bá,to select the best,คัดเลือกที่ดีที่สุด,1,6,คัดเลือกที่ดีที่สุด,
透过,tòu guò,to pass through; to penetrate,ผ่านไป,1,6,ทะลุผ่าน; ผ่านทาง,
逐年,zhú nián,year after year; with each passing year,"ปีต่อปี, ทีละปี",1,5,"ปีต่อปี, ทีละปี",
途中,tú zhōng,en route,ระหว่างทางเดิน,1,6,ระหว่างทาง; กลางทาง,
逗,dòu,to tease; to entice,"หยอกล้อ, ล่อ",1,5,หยอกล้อ; ล่อ,
通信,tōng xìn,to communicate; correspond,โต้ตอบจดหมาย,1,6,ติดต่อสื่อสาร; เขียนจดหมายโต้ตอบ,
通行,tōng xíng,to go through; to pass through,เดินผ่านไป,1,6,สัญจรผ่าน; ใช้ทั่วไป,
通话,tōng huà,to talk on the phone,คุยโทรศัพท์,1,6,คุยโทรศัพท์,
造价,zào jià,construction cost,ค่าก่อสร้าง,1,6,ค่าก่อสร้าง,
逼,bī,to compel; to pressure,บังคับ,1,6,บังคับ,
逼迫,bī pò,to force; to compel,"บังคับ, บีบบังคับ",1,6,"บังคับ, บีบบังคับ",
遇,yù,to meet; to encounter,พบเจอ,1,6,พบเจอ,
遇上,yù shàng,to come across; to run into,"พบเจอ, บังเอิญเจอ",1,5,"พบเจอ, บังเอิญเจอ",
遍布,biàn bù,to cover the whole; to be found throughout,"กระจายทั่ว, ปกคลุม",1,5,"กระจายทั่ว, ปกคลุม",
遏制,è zhì,to check; to contain,ยับยั้ง,1,6,ยับยั้ง,
道具,dào jù,theater prop; paraphernalia,อุปกรณ์ประกอบฉากเวที,1,6,อุปกรณ์ประกอบฉากเวที,
遥远,yáo yuǎn,distant; remote,"ไกลโพ้น, ห่างไกล",1,5,"ไกลโพ้น, ห่างไกล",
遭遇,zāo yù,to meet with; to encounter,"พบเจอ, ประสบ",1,5,"พบเจอ, ประสบ",
避,bì,to avoid; to shun,"หลีกเลี่ยง, หนีไป",1,5,หลีกเลี่ยง; หลบ,
避暑,bì shǔ,to escape summer heat,หนีความร้อน,1,6,หนีความร้อน,
邪恶,xié è,sinister; vicious,"ร้าย, ชั่ว",1,5,"ร้าย, ชั่ว",
邮件,yóu jiàn,mail; post,จดหมาย,1,3,จดหมาย,
邮箱,yóu xiāng,mailbox; post office box,กล่องจดหมาย,1,4,กล่องจดหมาย,
郊外,jiāo wài,outskirts,ชานเมือง,1,5,ชานเมือง,
部位,bù wèi,part,ตำแหน่ง,1,6,ส่วน; บริเวณ,
