hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
爪子,zhuǎ zi,animal's claw,เล็บสัตว์,1,6,เล็บสัตว์,
爱不释手,ài bù shì shǒu,to love dearly; can't put down,รักและไม่ยอมปล่อย,1,6,รักจนวางไม่ลง,
爱护,ài hù,to cherish; to treasure,รักษา,1,5,ทะนุถนอม,
爱面子,ài miàn zi,to like to look good in the eyes of others,"รักหน้าตา, ห่วงหน้าตา",1,6,"รักหน้าตา, ห่วงหน้าตา",
父女,fù nǚ,father and daughter,บิดาและบุตรสาว,1,4,พ่อกับลูกสาว,
爽快,shuǎng kuài,refreshed; rejuvenated,ผ่อนโล่ง,1,6,สดชื่น,
牌子,pái zi,sign; trademark,เครื่องหมาย,1,5,ป้าย; ยี่ห้อ,
牡丹,mǔ dān,tree peony,มู่ตั้น,1,6,ดอกโบตั๋น,
牢,láo,firm; secure,"แข็ง,มั่นคง",1,6,"มั่นคง, แน่นหนา",
牢固,láo gù,firm; secure,"มั่นคง,ทึ่ง",1,6,"มั่นคง, แน่นหนา",
物品,wù pǐn,articles; goods,ของใช้,1,5,ของใช้,
特产,tè chǎn,special local product; regional specialty,พื้นเมืองเฉพาะ,1,6,ของขึ้นชื่อประจำถิ่น,
特地,tè dì,specially; for a special purpose,เป็นพิเศษ,1,6,เป็นพิเศษ,
特定,tè dìng,special; specific,เฉพาะเจาะจง,1,6,เฉพาะเจาะจง,
特长,tè cháng,special skill; strong point,จุดเด่น,1,6,ความถนัดพิเศษ; จุดเด่น,
牺牲,xī shēng,to sacrifice one's life; to sacrifice,เสียสละ,1,6,เสียสละ,
犯规,fàn guī,to break the rules; an illegality,ฝ่าฝืนกฎ,1,5,ฝ่าฝืนกฎ,
状元,zhuàng yuán,top scorer (in an exam),ผู้ที่ทดสอบแรก,1,6,ผู้สอบได้ที่หนึ่ง,
犹豫不决,yóu yù bù jué,hesitancy; indecision,ลังเลใจ,1,5,ลังเลใจ,
狂欢,kuáng huān,party; carousal,งานปาร์ตี้บ้าคลั่ง,1,6,ปาร์ตี้สุดเหวี่ยง,
独一无二,dú yī wú èr,idiom unique; unmatched,ไม่มีอย่างอื่นเท่ากับ,1,5,หนึ่งเดียวไม่มีใครเหมือน,
独立自主,dú lì zì zhǔ,independent; self-reliant,เป็นอิสระ,1,6,พึ่งพาตนเอง; เป็นอิสระ,
狭隘,xiá ài,narrow; cramped,"แคบ,แคบชิด",1,6,คับแคบ; ใจแคบ,
猛,měng,ferocious; fierce,ดุร้าย,1,6,ดุร้าย,
猛烈,měng liè,fierce; violent,รุนแรง,1,6,รุนแรง,
猛然,měng rán,suddenly; abruptly,ทันใด,1,5,ทันใด,
率先,shuài xiān,to take the lead; to show initiative,นำหน้า,1,6,นำหน้า,
率领,shuài lǐng,to lead; to command,"นำหน้า,บัญชา",1,6,"นำทีม, บัญชาการ",
王后,wáng hòu,queen,ราชินี,1,6,ราชินี,
王国,wáng guó,kingdom; realm,อาณาจักร,1,6,อาณาจักร,
王子,wáng zǐ,prince; son of a king,เจ้าชาย,1,6,เจ้าชาย,
环绕,huán rào,to surround; to circle,วนรอบ,1,6,วนรอบ,
现状,xiàn zhuàng,current situation,สถานการณ์ปัจจุบัน,1,5,สถานการณ์ปัจจุบัน,
现金,xiàn jīn,cash,เงินสด,1,4,เงินสด,
班长,bān zhǎng,class monitor; squad leader,หัวหน้าชั้นเรียน,1,4,หัวหน้าห้อง; หัวหน้าหมู่,
球场,qiú chǎng,stadium; sports ground,สนามกีฬา,1,5,สนามกีฬา,
球迷,qiú mí,fan,แฟนเบสบอล,1,5,แฟนบอล; แฟนกีฬา,
球队,qiú duì,sports team,ทีมกีฬา,1,5,ทีมกีฬา,
理所当然,lǐ suǒ dāng rán,naturally; as it should be,ควรจะเป็นเช่นนั้น,1,5,เป็นธรรมดาอยู่แล้ว,
理睬,lǐ cǎi,to heed; to pay attention to,ใส่ใจ,1,6,ใส่ใจ,
瓷器,cí qì,chinaware; porcelain,"เครื่องกระเบื้อง, พอร์ซเลน",1,6,"เครื่องกระเบื้อง, พอร์ซเลน",
甜美,tián měi,sweet; pleasant,หวาน,1,5,หวาน,
甜蜜,tián mì,sweet; happy,"หวาน,มีความสุข",1,6,หวานชื่น; มีความสุข,
生态,shēng tài,ecology; ecological state,นิเวศวิทยา,1,5,นิเวศวิทยา,
生怕,shēng pà,to fear; afraid,กลัว,1,6,กลัว,
生成,shēng chéng,to generate; to be born with,สร้าง,1,5,สร้าง,
生机,shēng jī,opportunity to live; hope of success,โอกาสที่จะมีชีวิต,1,6,โอกาสรอด; ชีวิตชีวา,
生硬,shēng yìng,rigid,เข้มงวด,1,5,แข็งทื่อ,
生育,shēng yù,to give birth to; to bear,เลี้ยงลูก,1,6,ให้กำเนิด; มีลูก,
用不着,yòng bù zhe,not need; have no use for,ไม่ต้องใช้,1,4,ไม่ต้องใช้,
用人,yòng rén,servant; to employ someone for a job,คนรับใช้,1,5,คนรับใช้; จ้างคนทำงาน,
用得着,yòng dé zhe,to be useful; to need,ใช้ได้,1,5,ต้องใช้; มีประโยชน์,
用意,yòng yì,intention; purpose,จุดประสงค์,1,6,เจตนา; จุดประสงค์,
用法,yòng fǎ,usage,วิธีใช้,1,4,วิธีใช้,
用餐,yòng cān,to eat a meal,ทานอาหาร,1,5,ทานอาหาร,
甩,shuǎi,to throw; to fling,โยน,1,5,เหวี่ยง; สะบัด,
田径,tián jìng,track and field,กรีฑา,1,6,กรีฑา,
电视台,diàn shì tái,television station,สถานีโทรทัศน์,1,5,สถานีโทรทัศน์,
男生,nán shēng,schoolboy; male student,เด็กชาย,1,4,นักเรียนชาย,
界限,jiè xiàn,boundary,แนวเขต,1,6,ขอบเขต; เส้นแบ่ง,
留恋,liú liàn,reluctant to leave; to hate to have to go,"ลังเล,ไม่อยากไป",1,6,อาลัยอาวรณ์; ไม่อยากจากไป,
略,lüè,strategy; slightly,"แผน,กลยุทธ์",1,6,กลยุทธ์; เล็กน้อย,
略微,lüè wēi,a little bit; slightly,เล็กน้อย,1,5,เล็กน้อย,
番,fān,foreign; a turn (classifier),ชาติต่างประเทศ,1,6,ครั้ง (ลักษณนาม); ต่างชาติ,"番 here is chiefly a classifier (一番 = a round/bout); led with that, kept 'foreign' as secondary"
疑问,yí wèn,question; interrogation,คำถาม,1,5,ข้อสงสัย; คำถาม,
疗效,liáo xiào,healing efficacy; healing effect,ผลการรักษา,1,6,ผลการรักษา,
疯,fēng,insane; mad,บ้า,1,5,บ้า,
疯狂,fēng kuáng,crazy; frenzied,บ้าคลั่ง,1,6,บ้าคลั่ง,
疲惫不堪,pí bèi bù kān,exhausted; fatigued to the extreme,เหนื่อยหนัก,1,5,เหนื่อยล้าหมดแรง,
病症,bìng zhèng,disease; illness,โรค,1,5,โรค,
痒,yǎng,itchy; to itch,คัน,1,5,คัน,
痛快,tòng kuài,delighted; to one's heart's content,ปลื้ม,1,5,สะใจ; จุใจ,
痰,tán,phlegm; spittle,น้ำลายเสลด,1,6,เสมหะ,
癌,ái,cancer,มะเร็ง,1,6,มะเร็ง,
皇后,huáng hòu,empress; imperial consort,พระราชนี,1,6,พระราชินี,
皇室,huáng shì,royal family; imperial household,พระราชสำนัก,1,6,ราชวงศ์,
皱,zhòu,to wrinkle; wrinkled,ย่น,1,5,ย่น,
益处,yì chù,benefit,ประโยชน์,1,5,ประโยชน์,
盏,zhǎn,classifier for lamps,อัน (ตัววัด),1,5,ดวง (ลักษณนามของโคมไฟ),
监督,jiān dū,to supervise; to oversee,คุมความถูกต้อง,1,6,กำกับดูแล,
监视,jiān shì,to monitor; to keep a close watch over,"เฝ้าดู,ตรวจสอบ",1,6,เฝ้าจับตา; สอดส่อง,
盒,hé,small box; case,กล่อง,1,4,กล่อง,
盛行,shèng xíng,to be in vogue,"นิยม,แพร่หลาย",1,6,"นิยม,แพร่หลาย",
目光,mù guāng,gaze; attention,การมอง,1,6,สายตา,
直,zhí,straight; directly,ตรง,1,4,ตรง,
直奔,zhí bēn,to go straight to; to make a beeline for,ไปตรง,1,6,มุ่งตรงไป,
直径,zhí jìng,diameter,เส้นผ่านศูนย์กลาง,1,6,เส้นผ่านศูนย์กลาง,
相传,xiāng chuán,to pass on; to hand down,"สืบทอด, เล่าต่อกันมา",1,5,"สืบทอด, เล่าต่อกันมา",
相伴,xiāng bàn,to accompany someone; to accompany each other,ติดตามไป,1,6,อยู่เป็นเพื่อน; เคียงข้างกัน,
相当于,xiāng dāng yú,equivalent to,เทียบเท่า,1,6,เทียบเท่า,
相比之下,xiāng bǐ zhī xià,by comparison,เมื่อเทียบกัน,1,5,เมื่อเทียบกัน,
相约,xiāng yuē,to agree; to reach agreement,นัดหมาย,1,4,นัดหมาย,
相识,xiāng shí,to get to know each other; acquaintance,รู้จักกัน,1,4,รู้จักกัน,
相通,xiāng tōng,interlinked; connected,"เชื่อมต่อ,บ่งบอก",1,6,เชื่อมถึงกัน,
相遇,xiāng yù,to meet; to encounter,พบปะ,1,5,พบเจอกัน,
省事,shěng shì,to simplify matters; to save trouble,"ประหยัดความยุ่งยาก, สะดวก",1,5,"สะดวก, ไม่ยุ่งยาก",
眉开眼笑,méi kāi yǎn xiào,beaming with joy; all smiles,ยิ้มแย้มแต่งตัว,1,5,ยิ้มแย้มแจ่มใส,
看不起,kàn bù qǐ,to look down upon; to despise,ดูถูก,1,5,ดูถูก,
看中,kàn zhòng,to have a preference for; to fancy,"ชอบ,หลงรัก",1,6,ถูกใจ; หมายตา,
看作,kàn zuò,to look upon as; to regard as,ถือว่า,1,6,ถือว่า,
看好,kàn hǎo,to keep an eye on,มองดี,1,4,มองในแง่ดี; จับตาดู,EN-GLOSS-BUG: pinyin kan hao (4th-tone 看) = 'be optimistic/bullish about'; 'to keep an eye on' is the kan hao (1st-tone) reading. Led with the optimistic sense per pinyin.
看成,kàn chéng,to regard as,มองว่า,1,5,มองว่า,
看样子,kàn yàng zi,it seems; it looks as if,ดูเหมือนว่า,1,4,ดูเหมือนว่า,
真假,zhēn jiǎ,genuine or fake; true or false,จริงหรือปลอม,1,6,จริงหรือปลอม,
真挚,zhēn zhì,sincere; sincerity,จริงใจ,1,6,จริงใจ,
真诚,zhēn chéng,sincere; genuine,"สัตย์จริง, จริงใจ",1,5,จริงใจ,
眼下,yǎn xià,now; at present,"ตอนนี้,ปัจจุบัน",1,6,"ตอนนี้,ปัจจุบัน",
眼神,yǎn shén,expression in one's eyes,การมองตาสัญญา,1,6,แววตา,
眼色,yǎn sè,meaningful glance; a look,ท่าทางตา,1,6,การส่งสายตา,
眼里,yǎn lǐ,in one's eyes,ในสายตา,1,3,ในสายตา,
着火,zháo huǒ,to catch fire,"จุดไฟ,ติดไฟ",1,6,ไฟไหม้; ติดไฟ,
着眼,zhuó yǎn,to focus on; to keep in mind,มองการณ์,1,6,มุ่งเน้น; คำนึงถึง,
着眼于,zhuó yǎn yú,to focus on,กำหนดเป้าหมาย,1,6,มุ่งเน้นไปที่,
睡着,shuì zháo,to fall asleep,หลับไป,1,3,หลับไป,
督促,dū cù,to supervise and urge on,"ติดตาม,เร่งรัด",1,6,"ติดตาม,เร่งรัด",
瞧,qiáo,to look at; to see,"ดู, มอง",1,5,"ดู, มอง",
瞪,dèng,to stare; to glare,จ้องมอง,1,6,จ้องเขม็ง; ถลึงตา,
知觉,zhī jué,perception; consciousness,"การรับรู้, สติ",1,6,การรับรู้; สติสัมปชัญญะ,
短处,duǎn chù,shortcoming; defect,"ข้อบกพร่อง, ข้อเสีย",1,6,"ข้อบกพร่อง, ข้อเสีย",
短期,duǎn qī,short-term,ระยะสั้น,1,6,ระยะสั้น,
短缺,duǎn quē,shortage,ขาดแคลน,1,5,ขาดแคลน,
矿藏,kuàng cáng,mineral resources,ทรัพยากรแร่ใต้ดิน,1,6,ทรัพยากรแร่ใต้ดิน,
码头,mǎ tóu,wharf; dock,ท่าเรือ,1,6,ท่าเรือ,
破灭,pò miè,to be shattered; to be annihilated,"ทำลาย, หายไป",1,5,ดับสลาย; พังทลาย,
破碎,pò suì,to smash to pieces; to shatter,แตกสลายเป็นชิ้นๆ,1,5,แตกสลายเป็นชิ้นๆ,
硕果,shuò guǒ,major achievement; great work,ผลงานสำคัญ,1,6,ผลงานสำคัญ,
硬件,yìng jiàn,hardware,ฮาร์ดแวร์,1,5,ฮาร์ดแวร์,
碑,bēi,stone tablet; monument,หลักศิลาจารึก,1,6,หลักศิลาจารึก,
碰撞,pèng zhuàng,to collide; collision,ชนกัน,1,5,ชนกัน,
磕,kē,to tap; to knock,เคาะ,1,6,เคาะ,
礼品,lǐ pǐn,gift; present,ของขวัญ,1,6,ของขวัญ,
礼拜,lǐ bài,to attend a religious service; week,"สัปดาห์, การบูชา",1,6,นมัสการ(พระเจ้า); สัปดาห์,
社,shè,society; organization,สังคม,1,4,สมาคม; หน่วยงาน,
祖父,zǔ fù,father's father; paternal grandfather,ปู่,1,6,ปู่,
祖籍,zǔ jí,ancestral hometown; original domicile,บ้านเกิดบรรพบุรุษ,1,6,บ้านเกิดบรรพบุรุษ,
神仙,shén xiān,Daoist immortal; supernatural entity,"เทพเจ้า, เทพสิทธิ์",1,5,เซียน; เทพเจ้า,
神圣,shén shèng,divine; hallow,ศักดิ์สิทธิ์,1,6,ศักดิ์สิทธิ์,
神态,shén tài,appearance; manner,"มนต์หน้า, ลักษณะการแสดงออก",1,6,สีหน้าท่าทาง,
福,fú,good fortune; blessing,"ความสุข, โชค",1,6,วาสนา; ความสุข,
福气,fú qì,good fortune; a blessing,โชคดี,1,6,โชคดี,
离奇,lí qí,odd; bizarre,แปลกประหลาด,1,6,แปลกประหลาด,
私自,sī zì,private; personal,"ลับๆ, โดยไม่บอก",1,6,โดยพลการ; ลับๆ,EN-GLOSS-BUG: 私自 is adverbial 'on one's own / without authorization'; 'private; personal' points to 私人 instead.
科,kē,branch of study; administrative section,"สาขา, หน่วยงาน",1,6,สาขาวิชา; แผนก,
秘诀,mì jué,secret know-how; key,"ความลับ, ลักษณ์สำคัญ",1,6,เคล็ดลับ,
称呼,chēng hū,to call; to address as,เรียก,1,6,เรียก,
移,yí,to move; to shift,ย้าย,1,5,ย้าย,
