hanzi,pinyin,english,thai_current,freq,level
粘,zhān,to glue; to paste,"ติด, เหนียว",1,6
精简,jīng jiǎn,to simplify; to reduce,"ลดเบา, ย่อ",1,6
糖尿病,táng niào bìng,diabetes; diabetes mellitus,โรคเบาหวาน,1,6
糖果,táng guǒ,candy,ลูกกวาด,1,5
糟,zāo,rotten; terrible; in a mess,"ตะกอน, ขยะ",1,5
紊乱,wěn luàn,disorder; chaos,"ความสับสน, ไม่ระเบียบ",1,6
繁殖,fán zhí,to breed; to reproduce,สืบพันธุ์,1,6
红酒,hóng jiǔ,red wine,ไวน์แดง,1,3
约定,yuē dìng,to agree on something; to conclude a bargain,ตกลงกัน,1,5
级,jí,level; grade,ระดับ,1,3
级别,jí bié,military rank; level,"ลำดับ, ชั้น",1,6
纪念日,jì niàn rì,day of commemoration; memorial day,วันสำเร็จฉลอง,1,5
纳入,nà rù,to bring into; to channel into,"เข้าไปใน, นำเข้า",1,5
纳闷儿,nà mèn ér,"puzzled, perplexed","สงสัย, งง",1,6
线条,xiàn tiáo,line; contour,เส้น,1,6
练,liàn,to practice; to train,ซ้อม,1,3
组长,zǔ zhǎng,group leader,หัวหน้ากลุ่ม,1,5
终止,zhōng zhǐ,to stop; to terminate,"หยุด, ยุติ",1,6
经度,jīng dù,longitude,ลองจิจูด,1,6
经费,jīng fèi,funds; expenditure,"เงินทุน, ค่าใช้จ่าย",1,6
绑,bǎng,to tie; bind or fasten together,"ผูก, มัด",1,6
结局,jié jú,conclusion; ending,จุดจบ,1,6
绕,rào,to wind; to coil,"พัน, บิด",1,6
络绎不绝,luò yì bù jué,idiom continuously; in an endless stream,ต่อเนื่องไม่ขาด,1,6
绝大多数,jué dà duō shù,the vast majority,ส่วนมากของจำนวนมาก,1,5
绝缘,jué yuán,to have no contact with; to be cut off from,"ไม่ติดต่อกับ, ตัดขาดจากกัน",1,5
绞,jiǎo,to twist; to entangle,"บิด, พันกัน",1,5
绣,xiù,to embroider; embroidery,ปักหลวม,1,5
绿地,lǜ dì,green area,บริเวณสีเขียว,1,6
缓,huǎn,slow; unhurried,"ช้า, ไม่รีบร้อน",1,5
缓和,huǎn hé,to ease; to alleviate,"บรรเทา, ชะลอ",1,5
缓慢,huǎn màn,slow; unhurried,ช้าๆ,1,5
编写,biān xiě,to compile,"รวบรวม, เขียน",1,5
缴纳,jiǎo nà,to pay,"จ่าย, เสีย",1,6
网友,wǎng yǒu,online friend; netizen,เพื่อนออนไลน์,1,5
网址,wǎng zhǐ,web address; URL,ที่อยู่เว็บไซต์,1,4
网页,wǎng yè,web page,หน้าเว็บ,1,6
罗,luó,to gather; to collect,รวบรวม,1,5
罢了,bà le,that's all; nothing more (particle),จบแค่นั้น,1,5
罪犯,zuì fàn,criminal,อาชญากร,1,5
罪魁祸首,zuì kuí huò shǒu,idiom criminal ringleader,คนร้ายสำคัญ,1,6
置,zhì,to install; to place,"วาง, ตั้ง",1,6
美味,měi wèi,delicious; delicious food,อร่อย,1,4
美德,měi dé,virtue; moral excellence,คุณงามความดี,1,5
美景,měi jǐng,beautiful scenery,ทัศนียภาพ,1,4
美观,měi guān,pleasing to the eye; beautiful,สวยงาม,1,6
群,qún,group; crowd,"ฝูง, กลุ่ม",1,5
翻天覆地,fān tiān fù dì,earth-shattering (idiom),พลิกฟ้าคว่ำแผ่นดิน,1,6
老化,lǎo huà,to age; to become outdated,"เก่า, หมดอายุ",1,5
老头儿,lǎo tou er,old man,ชายวัยชรา,1,5
老朋友,lǎo péng yǒu,old friend,เพื่อนเก่า,1,3
考核,kǎo hé,to examine; to check up on,"ตรวจสอบ, ประเมิน",1,6
耐,nài,to endure; to bear,ทนได้,1,4
耐人寻味,nài rén xún wèi,idiom thought-provoking,ให้คิดลึก,1,6
耗,hào,to waste; to spend,สิ้นเปลือง,1,5
耗费,hào fèi,to waste; to spend,"ใช้, เสียเวลา",1,6
耳机,ěr jī,headphones; earphones,หูฟัง,1,4
耳目一新,ěr mù yī xīn,a pleasant change; a breath of fresh air,"มองใหม่, ฟังใหม่",1,6
耽搁,dān gē,to tarry; to delay,ล่าช้า,1,6
职位,zhí wèi,position; post,ตำแหน่ง,1,5
职工,zhí gōng,employee; staff member,พนักงาน,1,5
联合国,lián hé guó,United Nations,สหประชาชาติ,1,6
股票,gǔ piào,share certificate; stock,หุ้น,1,5
肥,féi,fat; fertile,อ้วน,1,4
肥料,féi liào,fertilizer; manure,ปุ๋ย,1,6
肥胖,féi pàng,fat; obese,อ้วน,1,6
肩,jiān,shoulder; to shoulder,ไหล่,1,5
肩膀,jiān bǎng,shoulder,ไหล่,1,5
胆怯,dǎn qiè,timidity; timid,"กลัว, ระแวง",1,6
背诵,bèi sòng,to recite; to repeat from memory,"อ่านจำ, ท่องจำ",1,6
胎,tāi,fetus; classifier for litters,"ทารก, ลูก",1,6
胖子,pàng zi,fat person; fatty,คนอ้วน,1,4
胜任,shèng rèn,qualified; competent,"สามารถทำได้, มีความสามารถ",1,6
胶片,jiāo piàn,photographic film,ฟิล์มถ่ายรูป,1,6
胸部,xiōng bù,chest; bosom,หน้าอกส่วนบน,1,6
能否,néng fǒu,whether one can; whether it is possible,ว่าหรือไม่,1,5
能量,néng liàng,energy; capabilities,พลังงาน,1,6
脑子,nǎo zi,brains; mind,สมอง,1,6
脑海,nǎo hǎi,the mind; the brain,"ใจ, สมอง",1,6
脑筋,nǎo jīn,brains; mind,ความคิด,1,6
脑袋,nǎo dài,head; skull,"ศรีษะ, หัว",1,6
脱,tuō,to shed; to take off,คลาย,1,4
脱口而出,tuō kǒu ér chū,idiom to blurt out; to let slip,พูดออกมาอย่างไม่ได้คิด,1,6
脸色,liǎn sè,complexion; look,สีหน้า,1,3
腐败,fǔ bài,corruption; to corrupt,ทุจริต,1,6
腰,yāo,waist,เอว,1,6
腹部,fù bù,abdomen; belly,ท้อง,1,6
膨胀,péng zhàng,to expand; to inflate,พองตัว,1,6
自主,zì zhǔ,to act independently,อิสระ,1,6
自以为是,zì yǐ wéi shì,self-righteous; opinionated,คิดว่าตัวเองถูก,1,5
自助,zì zhù,self-service,ด้วยตัวเอง,1,6
自卫,zì wèi,to defend oneself; self-defense,ป้องกันตัวเอง,1,6
自发,zì fā,spontaneous,เกิดขึ้นเอง,1,6
自愿,zì yuàn,voluntary,สมัครใจ,1,6
自杀,zì shā,to kill oneself; to commit suicide,ฆ่าตัวตาย,1,6
自然界,zì rán jiè,nature; the natural world,ธรรมชาติ,1,4
自由自在,zì yóu zì zài,free and easy; carefree,"อิสระเสรี, ตามสบาย",1,6
自立,zì lì,independent; self-reliant,"เป็นอิสระ, อาศัยตนเอง",1,6
自豪,zì háo,proud,ภูมิใจ,1,5
至关重要,zhì guān zhòng yào,extremely important; vital,สำคัญยิ่ง,1,6
致,zhì,to cause; delicate,"เบา, ละเอียด",1,5
航行,háng xíng,to sail; to fly,"แล่นเรือ, บิน",1,6
舱,cāng,cabin; the hold of a ship or airplane,ห้องเก็บสินค้า,1,6
船舶,chuán bó,shipping; boats,"เรือ, เรือบรรทุก",1,6
船长,chuán zhǎng,captain; skipper,กัปตัน,1,3
艘,sōu,classifier for ships,ลำ (นับเรือ),1,5
艳丽,yàn lì,gorgeous; garish and beautiful,"งดงาม, ประหลาด",1,6
艺人,yì rén,entertainer; performing artist,นักแสดง,1,6
节假日,jié jià rì,public holiday,วันหยุด,1,4
节奏,jié zòu,rhythm; tempo,จังหวะ,1,5
节气,jié qì,solar term,ฤดูกาล,1,6
节省,jié shěng,saving; to save,ประหยัด,1,5
芝麻,zhī má,sesame,งาดำ,1,6
花瓣,huā bàn,petal,กลีบดอก,1,6
花费,huā fèi,expense; cost,ค่าใช้สอย,1,4
苗,miáo,seedling; sprout,ต้นเล็ก,1,6
苦难,kǔ nàn,suffering,ความเคราะห์ร้าย,1,6
英雄,yīng xióng,hero,วีรชน,1,6
茂密,mào mì,dense; lush,หนาแน่น,1,5
草坪,cǎo píng,lawn,สนามหญ้า,1,6
荒凉,huāng liáng,desolate,"รกร้าง, เปล่าเปลี่ยว",1,5
荒诞,huāng dàn,beyond belief; incredible,ไร้สาระ,1,5
荣幸,róng xìng,honored,รู้สึกยินดี,1,5
荣誉,róng yù,honor; credit,เกียรติยศ,1,5
药店,yào diàn,pharmacy; drugstore,ร้านขายยา,1,2
药方,yào fāng,prescription,ตำรับสูตร,1,5
菜市场,cài shì chǎng,food market,ตลาดผัก,1,4
萎缩,wēi suō,to wither; to dry up,"หด, เสื่อม",1,6
蓝图,lán tú,blueprint,"แบบขาว, แผนแนวคิด",1,6
蕴藏,yùn cáng,to hold in store; to contain,เก็บไว้ภายใน,1,6
薪水,xīn shuǐ,salary; wage,เงินเดือน,1,5
藏身,cáng shēn,to hide; to go into hiding,ซ่อนตัว,1,6
蘸,zhàn,to dip in,จุ่ม,1,6
虚,xū,emptiness; void,ว่างเปล่า,1,6
虚假,xū jiǎ,false; phony,"ปลอม, เท็จ",1,5
虚构,xū gòu,to make up; fabrication,สร้างสรรค์ขึ้นมา,1,6
虫子,chóng zi,insect; bug,แมลง,1,5
虽说,suī shuō,though; although,แม้ว่า,1,5
蚊子,wén zi,mosquito,ยุง,1,5
蜡,là,candle; wax,เทียน,1,5
融合,róng hé,a mixture; an amalgam,ผสมกลาย,1,6
行驶,xíng shǐ,to travel along a route,เดินทางไป,1,6
衔接,xián jiē,to link up; to connect,เชื่อมต่อกัน,1,6
街头,jiē tóu,street,ตรอกถนน,1,5
衣食住行,yī shí zhù xíng,basic daily needs,"เสื้อผ้า, อาหาร, ที่อยู่, ยานพาหนะ",1,5
补,bǔ,to repair; to patch,ซ่อม,1,5
补偿,bǔ cháng,to compensate; to make up,ชดเชยให้เท่ากัน,1,6
表态,biǎo tài,to state one's position,แสดงทัศนะ,1,5
衬托,chèn tuō,to serve to highlight,"ขับให้เด่น, เสริมให้โดดเด่น",1,5
衰退,shuāi tuì,to decline; to fall,"ลดลง, เสื่อมสภาพ",1,6
衷心,zhōng xīn,heartfelt; wholehearted,"จากใจจริง, จริงใจ",1,6
袋,dài,pouch; bag,"ถุง, กระเป๋า",1,6
被迫,bèi pò,to be compelled; to be forced,ถูกบังคับ,1,6
裁,cái,to cut out; to cut,เฉือก,1,5
裁决,cái jué,ruling; adjudication,คำตัดสินของศาล,1,5
装备,zhuāng bèi,equipment; to equip,"อุปกรณ์, เตรียมการ",1,6
裹,guǒ,to wrap around; bundle,พันรัดไว้,1,6
要不然,yào bù rán,otherwise; or else,ไม่อย่างนั้นก็,1,6
要强,yào qiáng,eager to excel; eager to get ahead in life,ปรารถนาชนะใจ,1,5
见义勇为,jiàn yì yǒng wéi,"idiom, from the Analects to step in and help",เห็นความชอบธรรมแล้วกระทำกล้า,1,6
观望,guān wàng,to wait and see; to look around,มองดูคอยดู,1,6
规格,guī gé,standard; norm,มาตรฐาน,1,5
视为,shì wèi,to view as; to see as,ถือเป็น,1,5
视角,shì jiǎo,angle of view; perspective,มุมมองมาตรฐาน,1,6
角色,jué sè,role; part,"บทบาท, ตัวละคร",1,5
角逐,jué zhú,to tussle; to contend,แข่งขัน,1,5
