hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
特色,tè sè,a characteristic,"เอกลักษณ์, จุดเด่น",8,5,"เอกลักษณ์, จุดเด่น",""
犹豫,yóu yù,to hesitate,ลังเล,8,5,ลังเล,""
猜,cāi,to guess,"เดา, ทาย",8,4,"เดา, ทาย",""
猴,hóu,monkey,ลิง,8,6,ลิง,""
生产,shēng chǎn,to produce; to manufacture,ผลิต; การผลิต,8,5,ผลิต; การผลิต,""
申请,shēn qǐng,to apply for something; application form,"ยื่นขอ, สมัคร; ใบสมัคร",8,4,"ยื่นขอ, สมัคร; ใบสมัคร",""
目前,mù qián,at the present time; currently,"ปัจจุบัน, ในขณะนี้",8,5,"ปัจจุบัน, ในขณะนี้",""
直到,zhí dào,until,จนกระทั่ง,8,4,จนกระทั่ง,""
眼,yǎn,eye,ตา,8,5,ตา,""
研究生,yán jiū shēng,graduate student; postgraduate student,นักศึกษาปริญญาโท/เอก,8,4,นักศึกษาปริญญาโท/เอก,""
确实,què shí,indeed; really,"แน่นอน, จริงๆ",8,4,"แน่นอน, จริงๆ",""
礼仪,lǐ yí,etiquette; ceremony,"มารยาท, พิธี",8,6,"มารยาท, พิธี",""
离不开,lí bù kāi,inseparable; inevitably linked to,"ขาด...ไม่ได้, แยกจาก...ไม่ได้",8,4,"ขาด...ไม่ได้, แยกจาก...ไม่ได้",""
私人,sī rén,private; personal,ส่วนตัว,8,5,ส่วนตัว,""
秘书,mì shū,secretary,เลขานุการ,8,5,เลขานุการ,""
究竟,jiū jìng,to go to the bottom of a matter; after all,...กันแน่; แท้จริงแล้ว,8,4,...กันแน่; แท้จริงแล้ว,""
空,kōng,empty; air,ว่างเปล่า; อากาศ; (kòng) เวลาว่าง,8,4,ว่างเปล่า; อากาศ,trimmed alt-pinyin kòng=เวลาว่าง; EN gloss = empty; air
符合,fú hé,in accordance with; physics coincidence,"สอดคล้องกับ, ตรงตาม",8,4,"สอดคล้องกับ, ตรงตาม",EN-GLOSS-BUG: 'physics coincidence' is nonsensical; 符合 = to conform to / accord with; thai correct
系,xì,department; system,ระบบ; ภาควิชา; ผูก; (jì) ผูกมัด,8,3,ภาควิชา; ระบบ,"trimmed 4 groups to 2 (dropped ผูก / jì=ผูกมัด, not in EN gloss)"
累积,lěi jī,to accumulate,สะสม,8,5,สะสม,""
纸,zhǐ,paper,กระดาษ,8,4,กระดาษ,""
织,zhī,to weave; to knit,ทอ,8,5,ทอ,""
缓解,huǎn jiě,to bring relief; to alleviate,"บรรเทา, ผ่อนคลาย(วิกฤต)",8,5,"บรรเทา, ผ่อนคลาย(วิกฤต)",""
缺,quē,deficiency; lack,"ขาด, ขาดแคลน",8,4,"ขาด, ขาดแคลน",""
缺陷,quē xiàn,defect; flaw,"ข้อบกพร่อง, จุดอ่อน",8,6,"ข้อบกพร่อง, จุดอ่อน",""
美,měi,beautiful; America,สวยงาม; (ย่อ) อเมริกา,8,4,สวยงาม; (ย่อ) อเมริกา,""
耳朵,ěr duǒ,ear; handle,หู,8,3,หู,""
胆小,dǎn xiǎo,cowardice; timid,"ขี้ควาย, กลัว",8,5,"ขี้ขลาด, ขี้กลัว",fixed nonsensical thai_current 'ขี้ควาย' (=buffalo dung) -> ขี้ขลาด/ขี้กลัว
良好,liáng hǎo,good; favorable,"ดี, ดีงาม",8,5,"ดี, ดีงาม",""
花瓶,huā píng,flower vase,แจกัน,8,5,แจกัน,""
苹果,píng guǒ,apple (fruit),แอปเปิล,8,1,แอปเปิล,""
营养,yíng yǎng,nutrition; nourishment,"โภชนาการ, สารอาหาร",8,5,"โภชนาการ, สารอาหาร",""
蜡烛,là zhú,candle,เทียน,8,5,เทียน,""
行动,xíng dòng,operation; action,"การกระทำ, ปฏิบัติการ; ลงมือ",8,5,"การกระทำ, ปฏิบัติการ; ลงมือ",""
表,biǎo,watch; form,"นาฬิกา(ข้อมือ); ตาราง, แบบฟอร์ม",8,2,"นาฬิกา(ข้อมือ); ตาราง, แบบฟอร์ม",""
规律,guī lǜ,rule; law of behavior,"กฎเกณฑ์, ระเบียบแบบแผน",8,5,"กฎเกณฑ์, ระเบียบแบบแผน",""
角度,jiǎo dù,angle,มุม; มุมมอง,8,5,มุม; มุมมอง,""
订,dìng,to order; to reserve,"จอง, สั่ง",8,5,"จอง, สั่ง",""
试,shì,to test; to try,"ลอง, ทดสอบ",8,2,"ลอง, ทดสอบ",""
诗歌,shī gē,poem,บทกวี,8,6,บทกวี,""
诞生,dàn shēng,to be born,"ถือกำเนิด, เกิดขึ้น",8,5,"ถือกำเนิด, เกิดขึ้น",""
请客,qǐng kè,to give a dinner party; to entertain guests,"เลี้ยง(แขก), เป็นเจ้ามือ",8,4,"เลี้ยง(แขก), เป็นเจ้ามือ",""
谨慎,jǐn shèn,cautious; prudent,"ระมัดระวัง, รอบคอบ",8,5,"ระมัดระวัง, รอบคอบ",""
负责,fù zé,to be responsible for; conscientious,รับผิดชอบ,8,4,รับผิดชอบ,""
进步,jìn bù,progress; improvement,ก้าวหน้า; ความก้าวหน้า,8,5,ก้าวหน้า; ความก้าวหน้า,""
连,lián,"even; to link, connect",เชื่อมต่อ; แม้กระทั่ง,8,4,เชื่อมต่อ; แม้กระทั่ง,""
追,zhuī,to chase; to pursue,"ไล่ตาม, ไล่ล่า",8,5,"ไล่ตาม, ไล่ล่า",""
通,tōng,to go through; to know well,ทะลุ; เชี่ยวชาญ,8,6,ทะลุ; เชี่ยวชาญ,""
道理,dào lǐ,reason; argument,"เหตุผล, หลักการ",8,5,"เหตุผล, หลักการ",""
量,liàng,quantity; amount,ปริมาณ; (liáng) วัด,8,4,ปริมาณ,dropped alt-pinyin liáng=วัด; EN gloss = quantity; amount
间,jiān,between; room,ระหว่าง; ห้อง; ลักษณนาม(ห้อง),8,3,ระหว่าง; ห้อง,"trimmed 3rd group (measure word), not in EN gloss"
附近,fù jìn,nearby; neighboring,"บริเวณใกล้เคียง, แถวๆ นั้น",8,3,"บริเวณใกล้เคียง, แถวๆ นั้น",""
难受,nán shòu,to feel unwell; to suffer pain,"ไม่สบาย, ทรมาน, รู้สึกแย่",8,4,"ไม่สบาย, ทรมาน, รู้สึกแย่",""
靠,kào,to lean on; to rely on,พิง; พึ่งพา; อยู่ใกล้,8,5,พิง; พึ่งพา,trimmed 3rd group อยู่ใกล้; EN gloss = to lean on; to rely on
项目,xiàng mù,item; project,"โครงการ, รายการ",8,5,"โครงการ, รายการ",""
题目,tí mù,subject; title,"หัวข้อ, โจทย์",8,5,"หัวข้อ, โจทย์",""
饭店,fàn diàn,restaurant; hotel,ร้านอาหาร; โรงแรม,8,1,ร้านอาหาร; โรงแรม,""
饺子,jiǎo zi,dumpling; pot-sticker,เกี๊ยว,8,4,เกี๊ยว,""
鸡,jī,fowl; chicken,ไก่,8,5,ไก่,""
一切,yī qiè,everything; every,"ทุกสิ่ง, ทั้งหมด",7,4,"ทุกสิ่ง, ทั้งหมด",""
一方面,yì fāng miàn,on the one hand,ด้านหนึ่ง,7,4,ด้านหนึ่ง,""
一旦,yí dàn,in case; if,"เมื่อใดที่, หากว่า",7,5,"เมื่อใดที่, หากว่า",""
上课,shàng kè,to go to class; to attend class,"เข้าเรียน, เรียน",7,2,"เข้าเรียน, เรียน",""
下班,xià bān,to finish work; to get off work,เลิกงาน,7,2,เลิกงาน,""
下雪,xià xuě,to snow,หิมะตก,7,2,หิมะตก,""
不得不,bù dé bù,have no choice or option but to; cannot but,"จำต้อง, จำใจต้อง",7,4,"จำต้อง, จำใจต้อง",""
不见,bú jiàn,not to see; not to meet,ไม่เห็น; หายไป,7,3,ไม่เห็น; หายไป,""
东道主,dōng dào zhǔ,host; official host,เจ้าบ้าน,7,6,เจ้าบ้าน,""
主意,zhǔ yì,plan; idea,"ความคิด, ไอเดีย",7,4,"ความคิด, ไอเดีย",""
久,jiǔ,long (time),นาน,7,3,นาน,""
事业,shì yè,undertaking; project,"กิจการ, การงาน, ภารกิจ",7,5,"กิจการ, การงาน, ภารกิจ",""
事件,shì jiàn,incident; event,เหตุการณ์,7,6,เหตุการณ์,""
事物,shì wù,thing; object,"สิ่งของ, สรรพสิ่ง",7,5,"สิ่งของ, สรรพสิ่ง",""
互相,hù xiāng,each other; mutually,ซึ่งกันและกัน,7,4,ซึ่งกันและกัน,""
从小,cóng xiǎo,from childhood; from a young age,ตั้งแต่เด็ก,7,3,ตั้งแต่เด็ก,""
从来,cóng lái,always; at all times,แต่ไหนแต่ไร,7,4,แต่ไหนแต่ไร,""
代替,dài tì,to replace; to take the place of,"แทนที่, ทดแทน",7,4,"แทนที่, ทดแทน",""
令,lìng,to cause; order,"ทำให้, สั่ง; คำสั่ง",7,5,"ทำให้, สั่ง; คำสั่ง",""
众所周知,zhòng suǒ zhōu zhī,idiom as everyone knows,เป็นที่รู้กันดี,7,6,เป็นที่รู้กันดี,""
位于,wèi yú,to be located at; to be situated at,ตั้งอยู่ที่,7,5,ตั้งอยู่ที่,""
低于,dī yú,to be lower than,"ต่ำกว่า, น้อยกว่า",7,5,"ต่ำกว่า, น้อยกว่า",""
体现,tǐ xiàn,to embody; to reflect,"สะท้อน, แสดงออกถึง",7,5,"สะท้อน, แสดงออกถึง",""
体验,tǐ yàn,to experience for oneself,"สัมผัสประสบการณ์, ลองด้วยตัวเอง",7,5,"สัมผัสประสบการณ์, ลองด้วยตัวเอง",""
作物,zuò wù,crop,"พืช, ผลผลิตทางการเกษตร",7,6,"พืช, ผลผลิตทางการเกษตร",""
修建,xiū jiàn,to build; to construct,"ก่อสร้าง, สร้าง",7,6,"ก่อสร้าง, สร้าง",""
倾听,qīng tīng,to listen attentively,"ตั้งใจฟัง, รับฟัง",7,6,"ตั้งใจฟัง, รับฟัง",""
偶尔,ǒu ěr,occasionally; once in a while,"บางครั้งบางคราว, นานๆ ที",7,4,"บางครั้งบางคราว, นานๆ ที",""
写作,xiě zuò,to write; to compose,"การเขียน; แต่ง, เขียน",7,5,"การเขียน; แต่ง, เขียน",""
刀,dāo,knife; blade,"มีด, ดาบ",7,5,"มีด, ดาบ",""
创业,chuàng yè,to begin an undertaking; entrepreneurship,"สร้างธุรกิจ, เริ่มการค้า",7,6,"สร้างธุรกิจ, เริ่มการค้า",""
别的,bié de,else; other,"อื่นๆ, อย่างอื่น",7,3,"อื่นๆ, อย่างอื่น",""
到底,dào dǐ,finally; in the end,ในที่สุด; ...กันแน่,7,4,ในที่สุด; ...กันแน่,""
到达,dào dá,to reach; to arrive,มาถึง,7,5,มาถึง,""
前面,qián miàn,ahead; in front,"ข้างหน้า, ด้านหน้า",7,1,"ข้างหน้า, ด้านหน้า",""
力量,lì liàng,power; force,"พลัง, กำลัง",7,5,"พลัง, กำลัง",""
加,jiā,to add; plus,"บวก, เพิ่ม",7,4,"บวก, เพิ่ม",""
动物园,dòng wù yuán,zoo,สวนสัตว์,7,3,สวนสัตว์,""
包含,bāo hán,to contain; to embody,"ประกอบด้วย, ครอบคลุม",7,5,"ประกอบด้วย, ครอบคลุม",""
卫星,wèi xīng,aerospace satellite; astronomy satellite,ดาวเทียม,7,6,ดาวเทียม,EN-GLOSS-BUG: redundant 'aerospace satellite; astronomy satellite'; word just means 'satellite'
印象,yìn xiàng,impression; a memory,"ความประทับใจ, ภาพในความทรงจำ",7,4,"ความประทับใจ, ภาพในความทรงจำ",""
原理,yuán lǐ,principle; theory,"หลักการ, ทฤษฎี",7,6,"หลักการ, ทฤษฎี",""
右边,yòu biān,"right side; right, to the right",ด้านขวา,7,2,ด้านขวา,""
号码,hào mǎ,number,"หมายเลข, เบอร์",7,4,"หมายเลข, เบอร์",""
名称,míng chēng,name,ชื่อ (ของสิ่งของ/องค์กร),7,6,ชื่อ (ของสิ่งของ/องค์กร),""
含量,hán liàng,content; quantity contained,"ปริมาณ, เนื้อหา",7,5,"ปริมาณ, เนื้อหา",""
听众,tīng zhòng,audience; listeners,ผู้ฟัง,7,5,ผู้ฟัง,""
吵,chǎo,to quarrel; to make a noise,"ทะเลาะ; เสียงดัง, อึกทึก",7,4,"ทะเลาะ; เสียงดัง, อึกทึก",""
吹,chuī,to blow; to play a wind instrument,เป่า; (ลม)พัด; โม้,7,5,เป่า; (ลม)พัด,"trimmed 3rd group โม้=to brag, not in EN gloss (to blow; play wind instrument)"
响,xiǎng,echo; sound,ดัง; เสียงก้อง,7,4,ดัง; เสียงก้อง,""
商场,shāng chǎng,shopping mall; shopping center,ห้างสรรพสินค้า,7,3,ห้างสรรพสินค้า,""
土壤,tǔ rǎng,soil,ดิน,7,6,ดิน,""
城,chéng,city walls; city,"เมือง, เมืองหลวง",7,3,เมือง; กำแพงเมือง,thai_current เมืองหลวง=capital is inaccurate; EN = city walls; city
多么,duō me,how; what,ช่าง...เหลือเกิน,7,3,ช่าง...เหลือเกิน,""
多种,duō zhǒng,many kinds of; multiple,"หลายชนิด, หลากหลาย",7,4,"หลายชนิด, หลากหลาย",""
失恋,shī liàn,to lose one's love; to break up,"สูญเสียรัก, คืนรักหลืบ",7,5,อกหัก,fixed gibberish thai_current 'คืนรักหลืบ' -> อกหัก (natural TH for heartbreak/breakup)
奔跑,bēn pǎo,to run,วิ่ง,7,6,วิ่ง,""
套餐,tào cān,set meal,ชุดอาหาร,7,6,ชุดอาหาร,""
奶奶,nǎi nǎi,grandmother (paternal),ย่า,7,3,ย่า,""
始终,shǐ zhōng,from beginning to end; all along,"ตั้งแต่ต้นจนจบ, ตลอดมา",7,5,"ตั้งแต่ต้นจนจบ, ตลอดมา",""
