hanzi,pinyin,english,thai_current,freq,level
同学,tóng xué,to study at the same school; fellow student,เพื่อนร่วมชั้น,12,1
售货员,shòu huò yuán,sales clerk,พนักงานขาย,12,4
回家,huí jiā,to return home,กลับบ้าน,12,3
回答,huí dá,to reply; to answer,ตอบ; คำตอบ,12,2
园林,yuán lín,gardens; park,"สวน, อุทยาน",12,6
国际,guó jì,international,"ระหว่างประเทศ, นานาชาติ",12,4
地区,dì qū,region; area,"พื้นที่, เขต, ภูมิภาค",12,5
增长,zēng zhǎng,to grow; to increase,"เติบโต, เพิ่มขึ้น",12,4
大雁,dà yàn,wild goose,ห่านป่า,12,5
妈妈,mā mā,mama; mommy,แม่,12,1
婴儿,yīng ér,infant; baby,ทารก,12,5
安静,ān jìng,quiet; peaceful,"เงียบ, สงบ",12,3
宾馆,bīn guǎn,guesthouse; lodge,โรงแรม,12,2
富翁,fù wēng,rich person; millionaire,"เศรษฐี, มหาเศรษฐี",12,5
对于,duì yú,regarding,"สำหรับ, เกี่ยวกับ",12,4
将来,jiāng lái,in the future; future,"อนาคต, ในอนาคต",12,4
小时候,xiǎo shí hòu,in one's childhood,ตอนเด็กๆ,12,3
工资,gōng zī,wages; pay,"เงินเดือน, ค่าจ้าง",12,4
巧克力,qiǎo kè lì,loanword chocolate,ช็อกโกแลต,12,4
建筑,jiàn zhù,to construct; building,"ก่อสร้าง; อาคาร, สิ่งก่อสร้าง",12,5
开玩笑,kāi wán xiào,to play a joke; to make fun of,"ล้อเล่น, พูดเล่น",12,4
弟弟,dì di,younger brother,น้องชาย,12,2
忘记,wàng jì,to forget,ลืม,12,3
怀疑,huái yí,to doubt; to be skeptical of,"สงสัย, เคลือบแคลง",12,4
思考,sī kǎo,to reflect on; to ponder over,"คิด, ขบคิด, ไตร่ตรอง",12,5
情感,qíng gǎn,feeling; emotion,"ความรู้สึก, อารมณ์",12,4
抱歉,bào qiàn,to be sorry; to feel apologetic,"ขอโทษ, รู้สึกผิด",12,4
按照,àn zhào,according to,"ตามที่, ตาม",12,4
数字,shù zì,numeral; digit,"ตัวเลข, จำนวน",12,4
数量,shù liàng,amount; quantity,"จำนวน, ปริมาณ",12,4
方向,fāng xiàng,direction; orientation,ทิศทาง,12,4
智慧,zhì huì,wisdom; intelligence,"ปัญญา, สติปัญญา",12,5
暂时,zàn shí,temporary; provisional,ชั่วคราว,12,4
有时候,yǒu shí hòu,sometimes,บางครั้ง,12,3
条件,tiáo jiàn,condition; circumstance,เงื่อนไข; สภาพ,12,4
污染,wū rǎn,to pollute; to contaminate,มลพิษ; ปนเปื้อน,12,4
汽水,qì shuǐ,soda pop; carbonated soft drink,น้ำอัดลม,12,5
活,huó,to live; alive,มีชีวิต; อยู่,12,4
演出,yǎn chū,to act; to perform,การแสดง; แสดง,12,4
玩耍,wán shuǎ,to play; to amuse oneself,เล่นสนุก,12,5
甜,tián,sweet,หวาน,12,3
画家,huà jiā,painter,"จิตรกร, ศิลปิน(วาดภาพ)",12,5
盐,yán,salt,เกลือ,12,4
真正,zhēn zhèng,genuine; real,"แท้จริง, อย่างแท้จริง",12,4
破,pò,broken; damaged,"แตก, ชำรุด, เสียหาย",12,4
科学,kē xué,science; scientific knowledge,วิทยาศาสตร์,12,4
移动,yí dòng,to move; movement,"เคลื่อนที่, ย้าย",12,5
笑话,xiào huà,joke; jest,"เรื่องตลก, มุก",12,4
糖,táng,sugar; sweets,น้ำตาล; ลูกอม,12,3
累,lèi,tired; exhausted,เหนื่อย,12,2
结束,jié shù,to end; to finish,"จบ, สิ้นสุด",12,3
绘画,huì huà,to draw; to paint,การวาดภาพ; วาดภาพ,12,5
继续,jì xù,to continue,"ดำเนินต่อ, ทำต่อไป",12,4
自信,zì xìn,confident; self-confidence,มั่นใจในตัวเอง; ความมั่นใจ,12,4
自我,zì wǒ,the self; oneself,"ตัวตน, อัตตา",12,5
色彩,sè cǎi,tint; coloring,"สีสัน, สี",12,6
著名,zhù míng,famous; noted,มีชื่อเสียง,12,4
虾,xiā,shrimp; prawn,กุ้ง,12,6
蛇,shé,snake; serpent,งู,12,5
行为,xíng wéi,action; conduct,"พฤติกรรม, การกระทำ",12,5
表示,biǎo shì,of someone to express; to state,"แสดง, แสดงออก, สื่อถึง",12,3
解决,jiě jué,to solve; to resolve,"แก้ไข, แก้ปัญหา",12,3
认真,rèn zhēn,conscientious; earnest,"จริงจัง, ตั้งใจ",12,3
请假,qǐng jià,to request leave of absence,"ลา, ขอลา(หยุด)",12,3
输,shū,to lose; to transport,"แพ้; ลำเลียง, ขนส่ง",12,4
近,jìn,near; close to,ใกล้,12,2
进,jìn,to go forward; to advance,เข้า,12,2
进入,jìn rù,to enter; to join,"เข้าสู่, เข้าไป",12,4
追求,zhuī qiú,to pursue stubbornly; to seek after,"ไล่ตาม, แสวงหา; จีบ",12,5
重量,zhòng liàng,weight,น้ำหนัก,12,5
难过,nán guò,to feel sad; to feel unwell,"เศร้า, ไม่สบายใจ",12,3
面前,miàn qián,in front of; facing,"ตรงหน้า, เบื้องหน้า",12,3
风景,fēng jǐng,scenery; landscape,"ทิวทัศน์, วิว",12,4
飞,fēi,to fly,บิน,12,3
食品,shí pǐn,foodstuff; food,"ผลิตภัณฑ์อาหาร, อาหาร",12,4
骗,piàn,to cheat; to swindle,"หลอก, โกง",12,4
一生,yī shēng,all one's life; throughout one's life,"ทั้งชีวิต, ตลอดชีวิต",11,4
上午,shàng wǔ,morning,"ตอนสาย, ช่วงเช้า",11,1
上网,shàng wǎng,to go online; to connect to the Internet,"เล่นอินเทอร์เน็ต, ออนไลน์",11,3
下来,xià lái,to come down; completed action marker,ลงมา; (คำบอกการเสร็จสิ้น),11,3
下雨,xià yǔ,to rain,ฝนตก,11,1
不少,bù shǎo,many; quite a few,"ไม่น้อย, มากมาย",11,3
专家,zhuān jiā,expert; specialist,ผู้เชี่ยวชาญ,11,5
乐观,lè guān,optimistic; hopeful,มองโลกในแง่ดี,11,5
乘坐,chéng zuò,to take; to ride,"โดยสาร, นั่ง(ยานพาหนะ)",11,4
人才,rén cái,talent; talented person,"คนเก่ง, บุคลากรที่มีความสามารถ",11,4
今年,jīn nián,this year,ปีนี้,11,1
