hanzi,pinyin,english,thai_current,freq,level
称为,chēng wéi,to be called,เรียกว่า,20,5
简单,jiǎn dān,simple; not complicated,"ง่าย, เรียบง่าย",20,3
精神,jīng shén,spirit; mind,"จิตใจ, จิตวิญญาณ; กระปรี้กระเปร่า",20,4
经济,jīng jì,economy; economic,เศรษฐกิจ; เชิงเศรษฐกิจ,20,4
而是,ér shì,rather,"แต่เป็น, หากแต่",20,4
航空,háng kōng,aviation,การบิน,20,6
船,chuán,boat; vessel,เรือ,20,2
训练,xùn liàn,to train; to drill,"ฝึก, ฝึกอบรม",20,5
谢谢,xiè xiè,to thank; thanks,ขอบคุณ,20,1
质量,zhì liàng,physics mass; quality,คุณภาพ; (ฟิสิกส์) มวล,20,4
跳,tiào,to jump; to hop,กระโดด; เต้น,20,2
这里,zhè lǐ,here,ที่นี่,20,1
遇到,yù dào,to meet; to run into,"พบเจอ, เจอ",20,3
飞机,fēi jī,airplane,เครื่องบิน,20,1
食物,shí wù,food,อาหาร,20,5
骑,qí,to sit astride; to ride,ขี่ (จักรยาน/ม้า),20,3
不断,bù duàn,unceasing; uninterrupted,"ไม่ขาดสาย, อย่างต่อเนื่อง",19,5
丢,diū,to lose; to put aside,ทำหาย; ทิ้ง,19,4
了解,liǎo jiě,to understand; to realize,"เข้าใจ, รู้จักดี",19,3
低,dī,low; beneath,ต่ำ,19,3
依,yī,to rely on; according to,พึ่งพา; ทำตาม,19,5
加油,jiā yóu,to add oil; to top up with gas,เติมน้ำมัน; สู้ๆ,19,4
动物,dòng wù,animal,สัตว์,19,3
友谊,yǒu yì,companionship; fellowship,มิตรภาพ,19,4
叫,jiào,to shout; to call,เรียก; ชื่อว่า,19,1
后悔,hòu huǐ,to regret; to feel remorse,"เสียใจ, สำนึกผิด",19,4
商店,shāng diàn,store; shop,ร้านค้า,19,1
喝,hē,to drink,ดื่ม,19,1
增加,zēng jiā,to raise; to increase,"เพิ่มขึ้น, เพิ่ม",19,4
多年,duō nián,many years; for many years,หลายปี,19,3
完,wán,to finish; to be over,"เสร็จ, จบ",19,2
心,xīn,heart; mind,หัวใจ; จิตใจ,19,4
情况,qíng kuàng,circumstances; state of affairs,"สถานการณ์, สภาพ",19,4
感情,gǎn qíng,emotion; sentiment,"ความรู้สึก, อารมณ์, ความผูกพัน",19,4
成熟,chéng shú,mature; ripe,"สุก; เป็นผู้ใหญ่, สุกงอม",19,4
或者,huò zhě,or; possibly,หรือ; อาจจะ,19,3
所有,suǒ yǒu,all; to have,ทั้งหมด,19,4
打开,dǎ kāi,to open; to show,เปิด,19,4
按时,àn shí,on time; before deadline,ตรงเวลา,19,4
支持,zhī chí,to be in favor of; to support,สนับสนุน,19,4
收拾,shōu shí,to put in order; to tidy up,"เก็บกวาด, จัดให้เรียบร้อย",19,4
教室,jiào shì,classroom,ห้องเรียน,19,2
教育,jiào yù,to educate; to teach,"การศึกษา; ให้การศึกษา, อบรม",19,4
有着,yǒu zhe,to have; to possess,"มี, ประกอบด้วย",19,4
标准,biāo zhǔn,standard; norm,"มาตรฐาน, เกณฑ์",19,4
次,cì,times (measure word),ครั้ง (ลักษณนาม),19,2
然而,rán ér,however; but,"แต่ทว่า, อย่างไรก็ตาม",19,4
盘,pán,tray; plate,จาน; ลักษณนาม(จาน),19,5
知识,zhī shí,knowledge; intellectual,ความรู้,19,4
网,wǎng,net; web,"ตาข่าย; เครือข่าย, เน็ต",19,4
美丽,měi lì,beautiful,สวยงาม,19,4
聪明,cōng míng,intelligent; clever,ฉลาด,19,3
肌肉,jī ròu,muscle; flesh,กล้ามเนื้อ,19,5
警察,jǐng chá,police; police officer,ตำรวจ,19,4
讲,jiǎng,to speak; to explain,"พูด, อธิบาย, เล่า",19,3
车,chē,car; vehicle,"รถ, ยานพาหนะ",19,1
这么,zhè me,so much; this much,"อย่างนี้, ขนาดนี้",19,1
迟到,chí dào,to arrive late,มาสาย,19,3
逐渐,zhú jiàn,gradually,"ค่อยๆ, ทีละน้อย",19,4
颜色,yán sè,color; countenance,สี,19,2
一点儿,yì diǎn ér,"a little, a bit","นิดหน่อย, เล็กน้อย",18,1
乐,lè,happy; joyful,"สุข, ยินดี; (yuè) ดนตรี",18,3
任何,rèn hé,any; whatever,"ใดๆ, ไม่ว่าอะไร",18,4
份,fèn,"(classifier for copies, sets)",ลักษณนาม(ฉบับ/ชุด/ส่วน),18,4
办法,bàn fǎ,way of handling something,"วิธี, หนทาง",18,3
动画,dòng huà,animation; cartoon,"แอนิเมชัน, การ์ตูน",18,6
吃惊,chī jīng,to be startled; to be shocked,"ตกใจ, ประหลาดใจ",18,4
同时,tóng shí,at the same time; simultaneously,"ในเวลาเดียวกัน, พร้อมกัน",18,5
吸引,xī yǐn,to attract; to appeal to,ดึงดูด,18,4
大量,dà liàng,great amount; large quantity,"จำนวนมาก, ปริมาณมาก",18,4
失望,shī wàng,disappointed; to lose hope,ผิดหวัง,18,4
完全,wán quán,complete; whole,"ทั้งหมด, อย่างสมบูรณ์, โดยสิ้นเชิง",18,4
帮,bāng,to help; to assist,ช่วย,18,2
形成,xíng chéng,to form; to take shape,"ก่อตัว, ก่อให้เกิด, เกิดเป็น",18,5
往,wǎng,to go; toward,"ไปทาง, มุ่งสู่",18,2
怎么样,zěn me yàng,how?; how about?,"เป็นอย่างไรบ้าง, เป็นไง",18,1
总结,zǒng jié,to sum up; to conclude,สรุป; การสรุป,18,4
意见,yì jiàn,idea; opinion,"ความคิดเห็น, ข้อเสนอแนะ",18,4
懂,dǒng,to understand; to comprehend,เข้าใจ,18,2
手,shǒu,hand; formal to hold,มือ,18,3
手机,shǒu jī,cell phone; mobile phone,โทรศัพท์มือถือ,18,2
打车,dǎ chē,to take a taxi; to hitch a lift,"เรียกแท็กซี่, โดยสารแท็กซี่",18,3
指,zhǐ,finger; to point at or to,นิ้ว; ชี้,18,4
河,hé,river,แม่น้ำ,18,3
油,yóu,oil; fat,น้ำมัน,18,4
流行,liú xíng,popular; to spread,"เป็นที่นิยม, ฮิต; แพร่หลาย",18,4
特点,tè diǎn,characteristic; trait,"จุดเด่น, ลักษณะเฉพาะ",18,4
甚至,shèn zhì,even; so much so that,"กระทั่ง, ถึงขนาด",18,4
生,shēng,to be born; raw,เกิด; คลอด; ดิบ,18,4
生气,shēng qì,to get angry; to be furious,โกรธ,18,3
站,zhàn,station; to stand,สถานี; ยืน,18,3
经历,jīng lì,to experience; to go through,"ประสบการณ์; ประสบ, ผ่าน",18,4
缺少,quē shǎo,lack; shortage of,"ขาด, ขาดแคลน",18,4
花,huā,flower; to spend (money),ดอกไม้; ใช้จ่าย,18,3
衣服,yī fú,clothes,เสื้อผ้า,18,1
观众,guān zhòng,spectators; audience,ผู้ชม,18,4
计划,jì huà,plan; project,แผนการ; วางแผน,18,4
认识,rèn shí,to know; to recognize,รู้จัก,18,1
误会,wù huì,to misunderstand; to mistake,เข้าใจผิด; ความเข้าใจผิด,18,4
谁,shuí,who,ใคร,18,1
贵,guì,expensive; noble,แพง,18,2
赢,yíng,to beat; to win,ชนะ,18,4
跟,gēn,with; to follow,กับ; ตามไป; ส้น(เท้า),18,3
不仅,bù jǐn,not just; not limited to,ไม่เพียงแต่,17,4
主动,zhǔ dòng,take the initiative; proactive,"ทำด้วยตัวเอง, เป็นฝ่ายริเริ่ม",17,4
休息,xiū xī,rest; to rest,"พักผ่อน, พัก",17,2
养成,yǎng chéng,to cultivate; to raise,"สร้าง(นิสัย), บ่มเพาะ",17,4
内容,nèi róng,content; substance,เนื้อหา,17,4
出发,chū fā,to set off; to start,ออกเดินทาง,17,4
发生,fā shēng,to happen,เกิดขึ้น,17,4
取,qǔ,to take; to get,"เอา, รับ, ถอน",17,4
另外,lìng wài,additional; in addition,"นอกจากนี้, อีกอย่าง",17,4
同事,tóng shì,colleague; co-worker,เพื่อนร่วมงาน,17,3
回来,huí lái,to return; to come back,กลับมา,17,1
处,chù,place; location,"สถานที่, จุด; (chǔ) จัดการ",17,4
外,wài,outside; in addition,ข้างนอก; นอกจากนี้,17,3
大脑,dà nǎo,brain; cerebrum,สมอง,17,5
安全,ān quán,safe; secure,ปลอดภัย; ความปลอดภัย,17,4
完成,wán chéng,to complete; to accomplish,"ทำสำเร็จ, ทำเสร็จ",17,3
导游,dǎo yóu,tour guide; guidebook,"มัคคุเทศก์, ไกด์",17,4
小说,xiǎo shuō,novel; fiction,นวนิยาย,17,4
情绪,qíng xù,mood; state of mind,"อารมณ์, สภาพจิตใจ",17,5
房间,fáng jiān,room,ห้อง,17,2
打折,dǎ zhé,to give a discount,ลดราคา,17,4
拥有,yōng yǒu,to have; to possess,"มี, ครอบครอง",17,5
教授,jiào shòu,professor; to instruct,ศาสตราจารย์,17,4
梦,mèng,dream; to dream,ความฝัน; ฝัน,17,4
演员,yǎn yuán,actor; actress,นักแสดง,17,4
然后,rán hòu,then; after that,"จากนั้น, แล้วก็",17,3
熟悉,shú xī,to be familiar with; to know well,"คุ้นเคย, รู้จักดี",17,4
