hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
困,kùn,sleepy; difficult,"ง่วง; ติดอยู่, ล้อมไว้",9,4,"ง่วง; ติดอยู่, ล้อมไว้",
在于,zài yú,to rest with; to lie in,"อยู่ที่, ขึ้นอยู่กับ",9,4,"อยู่ที่, ขึ้นอยู่กับ",
地下,dì xià,underground; subterranean,ใต้ดิน,9,5,ใต้ดิน,
地图,dì tú,map,แผนที่,9,3,แผนที่,
地震,dì zhèn,earthquake,แผ่นดินไหว,9,5,แผ่นดินไหว,
均匀,jūn yún,even; well-distributed,"สม่ำเสมอ, กระจายเท่าๆ กัน",9,5,"สม่ำเสมอ, กระจายเท่าๆ กัน",
培训,péi xùn,to cultivate; to train,ฝึกอบรม,9,5,ฝึกอบรม,
复杂,fù zá,complicated; complex,ซับซ้อน,9,4,ซับซ้อน,
外面,wài miàn,outside (; surface,ข้างนอก,9,2,ข้างนอก,EN-GLOSS-BUG: malformed gloss 'outside (; surface' (stray paren); sense = outside
多少,duō shǎo,number; amount,"เท่าไร, กี่",9,1,"เท่าไร, กี่",
大自然,dà zì rán,nature,ธรรมชาติ,9,4,ธรรมชาติ,
大部分,dà bù fèn,the greater part; the majority,ส่วนใหญ่,9,4,ส่วนใหญ่,
安慰,ān wèi,to comfort; to console,"ปลอบใจ, ปลอบโยน",9,5,"ปลอบใจ, ปลอบโยน",
安排,ān pái,to arrange; to plan,"จัดการ, จัดเตรียม, วางแผน",9,4,"จัดการ, จัดเตรียม, วางแผน",
实际,shí jì,actual; real; reality,ความเป็นจริง; ตามจริง,9,4,ความเป็นจริง; ตามจริง,
家里,jiā lǐ,home,ที่บ้าน,9,1,ที่บ้าน,
对象,duì xiàng,target; object,"เป้าหมาย, วัตถุประสงค์; คนรัก(คู่ครอง)",9,5,"เป้าหมาย, วัตถุประสงค์; คนรัก(คู่ครอง)",
属于,shǔ yú,to belong to; to fall under,"จัดอยู่ใน, เป็นของ",9,5,"จัดอยู่ใน, เป็นของ",
左右,zuǒ yòu,left and right; nearby,"ซ้ายขวา; ประมาณ, ราวๆ",9,3,"ซ้ายขวา; ประมาณ, ราวๆ",
常常,cháng cháng,frequently; often,"บ่อยๆ, เป็นประจำ",9,5,"บ่อยๆ, เป็นประจำ",
形,xíng,shape; form,"รูปร่าง, รูปทรง",9,6,"รูปร่าง, รูปทรง",
忘,wàng,to forget; to overlook,ลืม,9,3,ลืม,
快点儿,kuài diǎn ér,hurry up a little,"เร็วๆ หน่อย, เร็วเข้า",9,3,"เร็วๆ หน่อย, เร็วเข้า",
愤怒,fèn nù,angry; indignant,โกรธเคือง,9,5,โกรธเคือง,
成就,chéng jiù,accomplishment; success,"ความสำเร็จ, ผลสำเร็จ",9,5,"ความสำเร็จ, ผลสำเร็จ",
打扰,dǎ rǎo,to disturb; to bother,รบกวน,9,4,รบกวน,
扔,rēng,to throw; to throw away,"โยน, ขว้าง; ทิ้ง",9,4,"โยน, ขว้าง; ทิ้ง",
技巧,jì qiǎo,skill; technique,"ทักษะ, เทคนิค",9,5,"ทักษะ, เทคนิค",
报道,bào dào,to report; report,รายงานข่าว; ข่าว,9,4,รายงานข่าว; ข่าว,
挑战,tiǎo zhàn,to challenge,ท้าทาย; ความท้าทาย,9,5,ท้าทาย; ความท้าทาย,
提出,tí chū,to raise; to propose,"เสนอ, ยก(ประเด็น)ขึ้นมา",9,4,"เสนอ, ยก(ประเด็น)ขึ้นมา",
握手,wò shǒu,to shake hands,จับมือ,9,4,จับมือ,
摄影,shè yǐng,to take a photograph; photography,ถ่ายภาพ; การถ่ายภาพ,9,5,ถ่ายภาพ; การถ่ายภาพ,
擅长,shàn cháng,to be good at; to be expert in,"ถนัด, เชี่ยวชาญ",9,5,"ถนัด, เชี่ยวชาญ",
教,jiào,education; religion,สอน; ศาสนา,9,3,สอน; ศาสนา,
新闻,xīn wén,news,ข่าว,9,3,ข่าว,
旧,jiù,old,เก่า,9,3,เก่า,
时期,shí qī,period; phase,"ช่วงเวลา, ยุค",9,5,"ช่วงเวลา, ยุค",
是不是,shì bú shì,is or is not,ใช่หรือไม่,9,3,ใช่หรือไม่,
显,xiǎn,to make visible; to reveal,"แสดง, เผยให้เห็น",9,5,"แสดง, เผยให้เห็น",
晚饭,wǎn fàn,evening meal; dinner,อาหารเย็น,9,2,อาหารเย็น,
更是,gèng shì,even more,"ยิ่งเป็น, ยิ่งไปกว่านั้น",9,3,"ยิ่งเป็น, ยิ่งไปกว่านั้น",
机票,jī piào,plane ticket; airline ticket,ตั๋วเครื่องบิน,9,3,ตั๋วเครื่องบิน,
来不及,lái bù jí,there's not enough time; it's too late,"ไม่ทัน, ทำไม่ทัน",9,4,"ไม่ทัน, ทำไม่ทัน",
桌子,zhuō zi,table; desk,โต๊ะ,9,1,โต๊ะ,
正,zhèng,correct; exactly,ตรง; ถูกต้อง; กำลัง(พอดี),9,2,"ตรง, ถูกต้อง; กำลัง(พอดี)",
正常,zhèng cháng,normal; regular,ปกติ,9,4,ปกติ,
民间,mín jiān,among the people; popular,"พื้นบ้าน, ในหมู่ประชาชน",9,5,"พื้นบ้าน, ในหมู่ประชาชน",
气质,qì zhì,personality traits; aura,"บุคลิก, อุปนิสัย",9,6,"บุคลิก, อุปนิสัย",
氧,yǎng,oxygen,ออกซิเจน,9,6,ออกซิเจน,
水平,shuǐ píng,horizontal; level,"ระดับ, มาตรฐาน",9,3,"ระดับ, มาตรฐาน",
沙子,shā zi,sand; grit,ทราย,9,5,ทราย,
渐渐,jiàn jiàn,gradually,"ค่อยๆ, ทีละน้อย",9,5,"ค่อยๆ, ทีละน้อย",
游戏,yóu xì,game; to play,เกม; เล่น,9,3,เกม; เล่น,
满足,mǎn zú,to satisfy; to meet,พอใจ; ตอบสนอง(ความต้องการ),9,5,พอใจ; ตอบสนอง(ความต้องการ),
漂亮,piào liàng,pretty; beautiful,"สวย, สวยงาม",9,1,"สวย, สวยงาม",
照,zhào,to shine; to illuminate,ส่อง; ถ่ายรูป; ตาม,9,3,ส่อง; ถ่ายรูป; ตาม,
煮,zhǔ,to cook; to boil,"ต้ม, หมัก",9,6,"ต้ม, หุง","current หมัก means ferment/marinate (wrong); 煮=boil/cook -> ต้ม, หุง"
爷爷,yé yé,paternal grandfather; grandpa,ปู่,9,3,ปู่,
牙膏,yá gāo,toothpaste,ยาสีฟัน,9,4,ยาสีฟัน,
物体,wù tǐ,object; body,วัตถุ,9,5,วัตถุ,
理发,lǐ fà,to get a haircut; to have one's hair done,ตัดผม,9,4,ตัดผม,
瓶,píng,bottle; vase,"ขวด, แจกัน",9,3,"ขวด, แจกัน",
留下,liú xià,to leave behind; to stay behind,ทิ้งไว้; อยู่ต่อ,9,4,ทิ้งไว้; อยู่ต่อ,
相对,xiāng duì,relatively; opposite,"สัมพัทธ์, เปรียบเทียบ; ตรงข้าม",9,5,"สัมพัทธ์, เปรียบเทียบ; ตรงข้าม",
真实,zhēn shí,true; real,"จริง, แท้จริง",9,5,"จริง, แท้จริง",
矮,ǎi,short; low,"เตี้ย, ต่ำ",9,3,"เตี้ย, ต่ำ",
硕士,shuò shì,master's degree; degree holder,"ปริญญาโท, มหาบัณฑิต",9,4,"ปริญญาโท, มหาบัณฑิต",
祝,zhù,to wish; to congratulate,"ขอให้, ปราศรัย",9,4,"ขอให้, อวยพร","current ปราศรัย means give a speech (wrong); 祝=wish/congratulate -> ขอให้, อวยพร"
积极,jī jí,active; energetic,"กระตือรือร้น, เชิงรุก",9,4,"กระตือรือร้น, เชิงรุก",
称赞,chēng zàn,to praise; to commend,"ชมเชย, ยกย่อง",9,5,"ชมเชย, ยกย่อง",
空调,kōng tiáo,air conditioning; air conditioner,"เครื่องปรับอากาศ, แอร์",9,3,"เครื่องปรับอากาศ, แอร์",
等待,děng dài,to wait; to wait for,"รอคอย, รอ",9,5,"รอคอย, รอ",
精确,jīng què,accurate; precise,"แม่นยำ, เที่ยงตรง",9,5,"แม่นยำ, เที่ยงตรง",
精致,jīng zhì,delicate; fine,"ประณีต, ละเอียดงดงาม",9,5,"ประณีต, ละเอียดงดงาม",
维生素,wéi shēng sù,vitamin,วิตามิน,9,5,วิตามิน,
网站,wǎng zhàn,website,เว็บไซต์,9,4,เว็บไซต์,
美好,měi hǎo,beautiful; fine,"ดีงาม, สวยงาม",9,4,"ดีงาม, สวยงาม",
老太太,lǎo tài tài,elderly lady; esteemed mother,แม่บ้านชรา,9,6,"หญิงชรา, คุณยาย",current แม่บ้านชรา=elderly maid (wrong). EN-GLOSS-BUG: 'esteemed mother' odd; core sense is 'elderly lady'
范围,fàn wéi,range; scope,"ขอบเขต, ช่วง",9,4,"ขอบเขต, ช่วง",
药物,yào wù,medicaments; pharmaceuticals,"ยา, เภสัชภัณฑ์",9,4,"ยา, เภสัชภัณฑ์",
蛋糕,dàn gāo,cake,เค้ก,9,3,เค้ก,
裙子,qún zi,skirt,กระโปรง,9,3,กระโปรง,
规模,guī mó,scale; scope,"ขนาด, ขอบเขต",9,5,"ขนาด, ขอบเขต",
视觉,shì jué,sight; vision,"การมองเห็น, สายตา",9,6,"การมองเห็น, สายตา",
记录,jì lù,to record; record,บันทึก; สถิติ,9,5,บันทึก; สถิติ,
词,cí,word; term,"คำ, คำศัพท์",9,3,"คำ, คำศัพท์",
词语,cí yǔ,word; term,"คำศัพท์, ถ้อยคำ",9,3,"คำศัพท์, ถ้อยคำ",
请问,qǐng wèn,"Excuse me, may I ask...?","ขอถามหน่อย, ขอโทษนะ...",9,3,"ขอถามหน่อย, ขอโทษนะ...",
资源,zī yuán,natural resource; resource,ทรัพยากร,9,5,ทรัพยากร,
起到,qǐ dào,to have an effect,"มีบทบาท, ก่อให้เกิด(ผล)",9,4,"มีบทบาท, ก่อให้เกิด(ผล)",
身上,shēn shàng,on the body; at hand,"บนตัว, ติดตัว",9,4,"บนตัว, ติดตัว",
轻易,qīng yì,easy; simple,อย่างง่ายดาย,9,5,อย่างง่ายดาย,
选,xuǎn,to choose; to pick,เลือก,9,4,เลือก,
邀请,yāo qǐng,to invite; invitation,เชิญ; คำเชิญ,9,4,เชิญ; คำเชิญ,
酸,suān,sour; tart,เปรี้ยว,9,4,เปรี้ยว,
醋,cù,vinegar; jealousy,น้ำส้มสายชู; ความหึงหวง,9,5,น้ำส้มสายชู; ความหึงหวง,
错误,cuò wù,mistaken; false,"ความผิดพลาด, ข้อผิดพลาด",9,4,"ความผิดพลาด, ข้อผิดพลาด",
门,mén,door; gate,ประตู,9,2,ประตู,
降,jiàng,to drop; to fall,"ลดลง, ตก; (xiáng) ยอมจำนน",9,4,"ลดลง, ตก; (xiáng) ยอมจำนน",
降低,jiàng dī,to reduce; to lower,"ลดลง, ทำให้ต่ำลง",9,4,"ลดลง, ทำให้ต่ำลง",
限制,xiàn zhì,to restrict; to limit,จำกัด; ข้อจำกัด,9,4,จำกัด; ข้อจำกัด,
随便,suí biàn,as one wishes; as one pleases,"ตามสบาย, ตามใจ; ส่งเดช",9,4,"ตามสบาย, ตามใจ; ส่งเดช",
雨,yǔ,rain,ฝน,9,1,ฝน,
需,xū,to require; to need,"ต้องการ, จำเป็น",9,3,"ต้องการ, จำเป็น",
面临,miàn lín,to face something; to be confronted with,"เผชิญกับ, ประสบกับ",9,5,"เผชิญกับ, ประสบกับ",
顺序,shùn xù,sequence; order,ลำดับ,9,4,ลำดับ,
饮食,yǐn shí,eating and drinking; food and drink,"อาหารการกิน, การกินอยู่",9,4,"อาหารการกิน, การกินอยู่",
香,xiāng,fragrant; sweet smelling,หอม; ธูป,9,4,หอม; ธูป,
高度,gāo dù,height; altitude,"ความสูง, ระดับความสูง",9,4,"ความสูง, ระดับความสูง",
一块儿,yī kuài ér,together,ด้วยกัน,8,3,ด้วยกัน,
三,sān,three,สาม,8,1,สาม,
下车,xià chē,to get off or out of,ลงจากรถ,8,4,ลงจากรถ,
不用,bù yòng,need not,ไม่ต้อง,8,3,ไม่ต้อง,
二,èr,two; 2,สอง,8,1,สอง,
亲戚,qīn qī,a relative,ญาติ,8,4,ญาติ,
以来,yǐ lái,since,ตั้งแต่ (เหตุการณ์ก่อนหน้า),8,5,ตั้งแต่ (เหตุการณ์ก่อนหน้า),
估计,gū jì,to estimate; to assess,"ประเมิน, คาดคะเน",8,4,"ประเมิน, คาดคะเน",
体育,tǐ yù,sports; physical education,"กีฬา, พลศึกษา",8,3,"กีฬา, พลศึกษา",
依然,yī rán,still; as before,"ยังคง, เหมือนเดิม",8,5,"ยังคง, เหมือนเดิม",
保证,bǎo zhèng,guarantee; to guarantee,รับประกัน; การรับประกัน,8,4,รับประกัน; การรับประกัน,
借,jiè,to borrow; to lend,ยืม; ให้ยืม,8,3,ยืม; ให้ยืม,
做到,zuò dào,to accomplish; to achieve,"ทำได้สำเร็จ, ทำได้",8,3,"ทำได้สำเร็จ, ทำได้",
做梦,zuò mèng,to dream,"ฝัน, นอนฝัน",8,4,"ฝัน, นอนฝัน",
先进,xiān jìn,sophisticated; advanced,"ก้าวหน้า, ทันสมัย",8,3,"ก้าวหน้า, ทันสมัย",
关注,guān zhù,to pay attention to; concern,"ใส่ใจ, ติดตาม",8,4,"ใส่ใจ, ติดตาม",
关爱,guān ài,to show concern and care for,"ห่วงใย, ดูแลเอาใจใส่",8,5,"ห่วงใย, ดูแลเอาใจใส่",
兴趣,xìng qù,interest; interest,ความสนใจ,8,3,ความสนใจ,EN-GLOSS-BUG: 'interest; interest' duplicated
内心,nèi xīn,heart; innermost being,"ในใจ, จิตใจ",8,5,"ในใจ, จิตใจ",
农民,nóng mín,peasant; farmer,"ชาวนา, เกษตรกร",8,5,"ชาวนา, เกษตรกร",
