hanzi,pinyin,english,thai_current,freq,level
迅速,xùn sù,rapid; speedy,"รวดเร็ว, ฉับไว",7,5
这时,zhè shí,at this time; at this moment,"ตอนนี้, ขณะนั้น",7,4
避免,bì miǎn,to avert; to prevent,"หลีกเลี่ยง, ป้องกัน",7,5
那样,nà yàng,that kind; that sort,"แบบนั้น, อย่างนั้น",7,2
那里,nà lǐ,there; that place,ที่นั่น,7,3
采取,cǎi qǔ,to adopt or carry out; to take,"ใช้(มาตรการ/วิธี), ดำเนินการ",7,5
采访,cǎi fǎng,to interview; to gather news,"สัมภาษณ์(ข่าว), ทำข่าว",7,5
里面,lǐ miàn,inside; interior,ข้างใน,7,1
金钱,jīn qián,money; currency,เงินทอง,7,4
锅,guō,pot; pan,"หม้อ, กระทะ",7,5
门口,mén kǒu,doorway; gate,"หน้าประตู, ทางเข้า",7,3
雪,xuě,snow,หิมะ,7,2
面包,miàn bāo,bread,ขนมปัง,7,3
面积,miàn jī,area; surface area,พื้นที่(ขนาด),7,5
面试,miàn shì,to be interviewed; interview,สัมภาษณ์; การสัมภาษณ์,7,3
预订,yù dìng,to place an order; to book ahead,จองล่วงหน้า,7,5
预防,yù fáng,to prevent; to take precautions against,ป้องกัน,7,5
题,tí,question; problem,"โจทย์, ข้อ(คำถาม)",7,2
风俗,fēng sú,social custom,ขนบธรรมเนียมประเพณี,7,5
风筝,fēng zhēng,kite,ว่าว,7,5
餐,cān,meal; to eat,"อาหาร, รับประทาน",7,6
高速公路,gāo sù gōng lù,expressway; highway,"ทางด่วน, ทางหลวงพิเศษ",7,4
魅力,mèi lì,charm; fascination,เสน่ห์,7,5
黄,huáng,yellow,สีเหลือง; แซ่หวง,7,3
丁,dīng,fourth in a series,ตำแหน่งที่สี่,6,6
下载,xià zài,to download,ดาวน์โหลด,6,5
下降,xià jiàng,to decline; to drop,"ลดลง, ตกลง",6,5
不停,bù tíng,incessant,"ไม่หยุด, ไม่ขาดสาย",6,4
不可避免,bù kě bì miǎn,idiom inevitable; unavoidable,หลีกเลี่ยงไม่ได้,6,6
不知,bù zhī,not to know; unaware,"ไม่รู้, ไม่ทราบ",6,4
不足,bù zú,insufficient; lacking,"ไม่เพียงพอ, ขาด",6,5
专门,zhuān mén,specialized; dedicated,"เฉพาะทาง, โดยเฉพาะ",6,4
且,qiě,and; moreover,"อีกทั้ง, และ",6,4
东,dōng,east,ทิศตะวันออก,6,3
严格,yán gé,strict; stringent,เข้มงวด,6,4
中午,zhōng wǔ,noon; midday,"เที่ยง, เที่ยงวัน",6,1
中旬,zhōng xún,middle third of a month,กลางเดือน,6,5
为主,wéi zhǔ,mainly; primarily,เป็นหลัก,6,5
主,zhǔ,owner; master,"เจ้าของ, นาย",6,5
举办,jǔ bàn,to conduct; to hold,"จัดงาน, จัด(กิจกรรม)",6,4
之所以,zhī suǒ yǐ,the reason why,สาเหตุที่...,6,5
亲人,qīn rén,one's close relatives,"คนในครอบครัว, ญาติ",6,5
人物,rén wù,person; personage,บุคคล; ตัวละคร,6,5
人间,rén jiān,the human world; the earth,โลกมนุษย์,6,5
从不,cóng bù,never,ไม่เคย,6,5
从前,cóng qián,previously; formerly,"เมื่อก่อน, แต่ก่อน",6,5
以下,yǐ xià,that level or lower; that amount or less,"ลงไป, น้อยกว่านี้; ดังต่อไปนี้",6,4
优美,yōu měi,graceful; fine,"งดงาม, ไพเราะ",6,4
传,chuán,to pass on; to spread,"สืบทอด, ส่งต่อ, เล่าลือ",6,5
体力,tǐ lì,physical strength; physical power,"กำลังกาย, เรี่ยวแรง",6,5
充分,chōng fèn,ample; sufficient,"เต็มที่, อย่างเพียงพอ",6,5
公元,gōng yuán,CE; Christian Era,คริสต์ศักราช,6,6
内涵,nèi hán,meaningful content; implication,"นัย, ความหมายลึกซึ้ง",6,5
再见,zài jiàn,goodbye,"ลาก่อน, แล้วเจอกัน",6,1
农历,nóng lì,Chinese lunar calendar,ปฏิทินจันทรคติ,6,6
冰箱,bīng xiāng,refrigerator; old icebox,ตู้เย็น,6,3
出国,chū guó,to go abroad; to leave the country,ไปต่างประเทศ,6,3
出汗,chū hàn,to perspire; to sweat,เหงื่อออก,6,4
出色,chū sè,remarkable; outstanding,"ยอดเยี่ยม, โดดเด่น",6,5
分析,fēn xī,to analyze; analysis,วิเคราะห์,6,5
到处,dào chù,everywhere,"ทุกที่, ทั่วทุกแห่ง",6,4
刷牙,shuā yá,to brush one's teeth,แปรงฟัน,6,3
功夫,gōng fu,skill; art,"ฝีมือ, กังฟู; ความพยายาม",6,4
勇气,yǒng qì,courage,ความกล้าหาญ,6,5
十,shí,ten; 10,สิบ,6,1
单一,dān yī,single; only,"เดี่ยว, อย่างเดียว",6,5
危害,wēi hài,to harm; to jeopardize,"เป็นภัย, ทำอันตราย; อันตราย",6,5
却是,què shì,nevertheless; actually,"กลับเป็น, ที่จริงกลับ",6,5
发挥,fā huī,to display; to exhibit,"แสดง(ความสามารถ)ออกมา, นำมาใช้ให้เกิดผล",6,5
变换,biàn huàn,to transform; to convert,"แปรเปลี่ยน, สับเปลี่ยน",6,6
口,kǒu,mouth; classifier for things with mouths,ปาก; (ลักษณนาม),6,4
可怕,kě pà,awful; dreadful,น่ากลัว,6,5
可怜,kě lián,pitiful; pathetic,น่าสงสาร,6,4
台,tái,stage; classifier for machines,"เวที, ลักษณนามของเครื่องจักร",6,4
合理,hé lǐ,rational; reasonable,สมเหตุสมผล,6,5
名,míng,name; noun,ชื่อ; ลักษณนาม(คน),6,2
呀,ya,ah (exclamation),(คำลงท้ายแสดงความประหลาดใจ),6,4
命令,mìng lìng,order; command,"คำสั่ง, ระบายสั่ง",6,5
和谐,hé xié,harmonious; harmony,"กลมเกลียว, สามัคคี, ปรองดอง",6,5
品,pǐn,article; grade,สินค้า; ชิม,6,5
啤酒,pí jiǔ,beer,เบียร์,6,3
善良,shàn liáng,good and honest; kindhearted,"ใจดี, จิตใจดีงาม",6,5
喊,hǎn,to yell; to shout,ตะโกน,6,5
地上,dì shàng,on the ground; on the floor,บนพื้นดิน,6,4
地位,dì wèi,position; status,"ฐานะ, สถานะ",6,5
型,xíng,mold; type,"ประเภท, แบบ",6,6
增强,zēng qiáng,to increase; to strengthen,"เสริมสร้าง, เพิ่มความแข็งแกร่ง",6,5
墨,mò,ink,หมึก,6,5
外界,wài jiè,the outside world; external,โลกภายนอก,6,5
夜间,yè jiān,nighttime; evening or night,"กลางคืน, ตอนกลางคืน",6,6
大师,dà shī,great master; master,"ท่านผู้เชี่ยวชาญ, อาจารย์ใหญ่",6,5
大约,dà yuē,approximately; probably,"ประมาณ, ราวๆ",6,4
天空,tiān kōng,sky,ท้องฟ้า,6,5
