hanzi,pinyin,english,thai_current,freq,level
照顾,zhào gù,to take care of; to show consideration,"ดูแล, เอาใจใส่",8,3
牛奶,niú nǎi,cow's milk,นม,8,2
特殊,tè shū,special; particular,"พิเศษ, เฉพาะ",8,5
特色,tè sè,a characteristic,"เอกลักษณ์, จุดเด่น",8,5
犹豫,yóu yù,to hesitate,ลังเล,8,5
猜,cāi,to guess,"เดา, ทาย",8,4
猴,hóu,monkey,ลิง,8,6
生产,shēng chǎn,to produce; to manufacture,ผลิต; การผลิต,8,5
申请,shēn qǐng,to apply for something; application form,"ยื่นขอ, สมัคร; ใบสมัคร",8,4
目前,mù qián,at the present time; currently,"ปัจจุบัน, ในขณะนี้",8,5
直到,zhí dào,until,จนกระทั่ง,8,4
眼,yǎn,eye,ตา,8,5
研究生,yán jiū shēng,graduate student; postgraduate student,นักศึกษาปริญญาโท/เอก,8,4
确实,què shí,indeed; really,"แน่นอน, จริงๆ",8,4
礼仪,lǐ yí,etiquette; ceremony,"มารยาท, พิธี",8,6
离不开,lí bù kāi,inseparable; inevitably linked to,"ขาด...ไม่ได้, แยกจาก...ไม่ได้",8,4
私人,sī rén,private; personal,ส่วนตัว,8,5
秘书,mì shū,secretary,เลขานุการ,8,5
究竟,jiū jìng,to go to the bottom of a matter; after all,...กันแน่; แท้จริงแล้ว,8,4
空,kōng,empty; air,ว่างเปล่า; อากาศ; (kòng) เวลาว่าง,8,4
符合,fú hé,in accordance with; physics coincidence,"สอดคล้องกับ, ตรงตาม",8,4
系,xì,department; system,ระบบ; ภาควิชา; ผูก; (jì) ผูกมัด,8,3
累积,lěi jī,to accumulate,สะสม,8,5
纸,zhǐ,paper,กระดาษ,8,4
织,zhī,to weave; to knit,ทอ,8,5
缓解,huǎn jiě,to bring relief; to alleviate,"บรรเทา, ผ่อนคลาย(วิกฤต)",8,5
缺,quē,deficiency; lack,"ขาด, ขาดแคลน",8,4
缺陷,quē xiàn,defect; flaw,"ข้อบกพร่อง, จุดอ่อน",8,6
美,měi,beautiful; America,สวยงาม; (ย่อ) อเมริกา,8,4
耳朵,ěr duǒ,ear; handle,หู,8,3
胆小,dǎn xiǎo,cowardice; timid,"ขี้ควาย, กลัว",8,5
良好,liáng hǎo,good; favorable,"ดี, ดีงาม",8,5
花瓶,huā píng,flower vase,แจกัน,8,5
苹果,píng guǒ,apple (fruit),แอปเปิล,8,1
营养,yíng yǎng,nutrition; nourishment,"โภชนาการ, สารอาหาร",8,5
蜡烛,là zhú,candle,เทียน,8,5
行动,xíng dòng,operation; action,"การกระทำ, ปฏิบัติการ; ลงมือ",8,5
表,biǎo,watch; form,"นาฬิกา(ข้อมือ); ตาราง, แบบฟอร์ม",8,2
规律,guī lǜ,rule; law of behavior,"กฎเกณฑ์, ระเบียบแบบแผน",8,5
角度,jiǎo dù,angle,มุม; มุมมอง,8,5
订,dìng,to order; to reserve,"จอง, สั่ง",8,5
试,shì,to test; to try,"ลอง, ทดสอบ",8,2
诗歌,shī gē,poem,บทกวี,8,6
诞生,dàn shēng,to be born,"ถือกำเนิด, เกิดขึ้น",8,5
请客,qǐng kè,to give a dinner party; to entertain guests,"เลี้ยง(แขก), เป็นเจ้ามือ",8,4
谨慎,jǐn shèn,cautious; prudent,"ระมัดระวัง, รอบคอบ",8,5
负责,fù zé,to be responsible for; conscientious,รับผิดชอบ,8,4
进步,jìn bù,progress; improvement,ก้าวหน้า; ความก้าวหน้า,8,5
连,lián,"even; to link, connect",เชื่อมต่อ; แม้กระทั่ง,8,4
追,zhuī,to chase; to pursue,"ไล่ตาม, ไล่ล่า",8,5
通,tōng,to go through; to know well,ทะลุ; เชี่ยวชาญ,8,6
道理,dào lǐ,reason; argument,"เหตุผล, หลักการ",8,5
量,liàng,quantity; amount,ปริมาณ; (liáng) วัด,8,4
间,jiān,between; room,ระหว่าง; ห้อง; ลักษณนาม(ห้อง),8,3
附近,fù jìn,nearby; neighboring,"บริเวณใกล้เคียง, แถวๆ นั้น",8,3
难受,nán shòu,to feel unwell; to suffer pain,"ไม่สบาย, ทรมาน, รู้สึกแย่",8,4
靠,kào,to lean on; to rely on,พิง; พึ่งพา; อยู่ใกล้,8,5
项目,xiàng mù,item; project,"โครงการ, รายการ",8,5
题目,tí mù,subject; title,"หัวข้อ, โจทย์",8,5
饭店,fàn diàn,restaurant; hotel,ร้านอาหาร; โรงแรม,8,1
饺子,jiǎo zi,dumpling; pot-sticker,เกี๊ยว,8,4
鸡,jī,fowl; chicken,ไก่,8,5
一切,yī qiè,everything; every,"ทุกสิ่ง, ทั้งหมด",7,4
一方面,yì fāng miàn,on the one hand,ด้านหนึ่ง,7,4
一旦,yí dàn,in case; if,"เมื่อใดที่, หากว่า",7,5
上课,shàng kè,to go to class; to attend class,"เข้าเรียน, เรียน",7,2
下班,xià bān,to finish work; to get off work,เลิกงาน,7,2
下雪,xià xuě,to snow,หิมะตก,7,2
不得不,bù dé bù,have no choice or option but to; cannot but,"จำต้อง, จำใจต้อง",7,4
不见,bú jiàn,not to see; not to meet,ไม่เห็น; หายไป,7,3
东道主,dōng dào zhǔ,host; official host,เจ้าบ้าน,7,6
主意,zhǔ yì,plan; idea,"ความคิด, ไอเดีย",7,4
久,jiǔ,long (time),นาน,7,3
事业,shì yè,undertaking; project,"กิจการ, การงาน, ภารกิจ",7,5
事件,shì jiàn,incident; event,เหตุการณ์,7,6
事物,shì wù,thing; object,"สิ่งของ, สรรพสิ่ง",7,5
互相,hù xiāng,each other; mutually,ซึ่งกันและกัน,7,4
从小,cóng xiǎo,from childhood; from a young age,ตั้งแต่เด็ก,7,3
从来,cóng lái,always; at all times,แต่ไหนแต่ไร,7,4
代替,dài tì,to replace; to take the place of,"แทนที่, ทดแทน",7,4
令,lìng,to cause; order,"ทำให้, สั่ง; คำสั่ง",7,5
众所周知,zhòng suǒ zhōu zhī,idiom as everyone knows,เป็นที่รู้กันดี,7,6
位于,wèi yú,to be located at; to be situated at,ตั้งอยู่ที่,7,5
低于,dī yú,to be lower than,"ต่ำกว่า, น้อยกว่า",7,5
体现,tǐ xiàn,to embody; to reflect,"สะท้อน, แสดงออกถึง",7,5
体验,tǐ yàn,to experience for oneself,"สัมผัสประสบการณ์, ลองด้วยตัวเอง",7,5
作物,zuò wù,crop,"พืช, ผลผลิตทางการเกษตร",7,6
修建,xiū jiàn,to build; to construct,"ก่อสร้าง, สร้าง",7,6
倾听,qīng tīng,to listen attentively,"ตั้งใจฟัง, รับฟัง",7,6
偶尔,ǒu ěr,occasionally; once in a while,"บางครั้งบางคราว, นานๆ ที",7,4
写作,xiě zuò,to write; to compose,"การเขียน; แต่ง, เขียน",7,5
刀,dāo,knife; blade,"มีด, ดาบ",7,5
创业,chuàng yè,to begin an undertaking; entrepreneurship,"สร้างธุรกิจ, เริ่มการค้า",7,6
别的,bié de,else; other,"อื่นๆ, อย่างอื่น",7,3
到底,dào dǐ,finally; in the end,ในที่สุด; ...กันแน่,7,4
到达,dào dá,to reach; to arrive,มาถึง,7,5
前面,qián miàn,ahead; in front,"ข้างหน้า, ด้านหน้า",7,1
力量,lì liàng,power; force,"พลัง, กำลัง",7,5
加,jiā,to add; plus,"บวก, เพิ่ม",7,4
动物园,dòng wù yuán,zoo,สวนสัตว์,7,3
包含,bāo hán,to contain; to embody,"ประกอบด้วย, ครอบคลุม",7,5
卫星,wèi xīng,aerospace satellite; astronomy satellite,ดาวเทียม,7,6
印象,yìn xiàng,impression; a memory,"ความประทับใจ, ภาพในความทรงจำ",7,4
原理,yuán lǐ,principle; theory,"หลักการ, ทฤษฎี",7,6
右边,yòu biān,"right side; right, to the right",ด้านขวา,7,2
号码,hào mǎ,number,"หมายเลข, เบอร์",7,4
名称,míng chēng,name,ชื่อ (ของสิ่งของ/องค์กร),7,6
含量,hán liàng,content; quantity contained,"ปริมาณ, เนื้อหา",7,5
听众,tīng zhòng,audience; listeners,ผู้ฟัง,7,5
吵,chǎo,to quarrel; to make a noise,"ทะเลาะ; เสียงดัง, อึกทึก",7,4
吹,chuī,to blow; to play a wind instrument,เป่า; (ลม)พัด; โม้,7,5
响,xiǎng,echo; sound,ดัง; เสียงก้อง,7,4
商场,shāng chǎng,shopping mall; shopping center,ห้างสรรพสินค้า,7,3
土壤,tǔ rǎng,soil,ดิน,7,6
城,chéng,city walls; city,"เมือง, เมืองหลวง",7,3
多么,duō me,how; what,ช่าง...เหลือเกิน,7,3
多种,duō zhǒng,many kinds of; multiple,"หลายชนิด, หลากหลาย",7,4
失恋,shī liàn,to lose one's love; to break up,"สูญเสียรัก, คืนรักหลืบ",7,5
奔跑,bēn pǎo,to run,วิ่ง,7,6
套餐,tào cān,set meal,ชุดอาหาร,7,6
奶奶,nǎi nǎi,grandmother (paternal),ย่า,7,3
始终,shǐ zhōng,from beginning to end; all along,"ตั้งแต่ต้นจนจบ, ตลอดมา",7,5
