hanzi,pinyin,english,thai_current,freq,level
农业,nóng yè,agriculture; farming,เกษตรกรรม,14,5
刺激,cì jī,to provoke; irritant,"กระตุ้น, เร้า; ตื่นเต้น",14,5
办公室,bàn gōng shì,office; business premises,"สำนักงาน, ออฟฟิศ",14,3
医院,yī yuàn,hospital,โรงพยาบาล,14,1
即使,jí shǐ,even if; even though,"ถึงแม้ว่า, แม้ว่า",14,4
原来,yuán lái,original; former,"เดิมที, ที่แท้; ดั้งเดิม",14,4
厨师,chú shī,cook; chef,"พ่อครัว, เชฟ",14,6
取消,qǔ xiāo,to cancel,ยกเลิก,14,5
受,shòu,to receive; to accept,รับ; ได้รับ; ทน,14,4
听到,tīng dào,to hear,ได้ยิน,14,2
吸收,xī shōu,to absorb; to assimilate,"ดูดซับ, ซึมซับ",14,5
哪儿,nǎ ér,where?; wherever,ที่ไหน,14,1
哭,kū,to cry; to weep,ร้องไห้,14,3
商品,shāng pǐn,commodity; goods,สินค้า,14,5
回忆,huí yì,to recall; memories,"รำลึก, หวนนึก; ความทรงจำ",14,4
大气,dà qì,atmosphere; imposing,บรรยากาศ(โลก); สง่าผ่าเผย,14,6
天气,tiān qì,weather,อากาศ,14,1
如此,rú cǐ,like this; so,"เช่นนี้, ขนาดนี้",14,5
实现,shí xiàn,to achieve,"ทำให้เป็นจริง, บรรลุ",14,5
尤其,yóu qí,especially; particularly,โดยเฉพาะอย่างยิ่ง,14,4
常见,cháng jiàn,commonly seen; common,"พบเห็นบ่อย, ที่พบทั่วไป",14,4
开车,kāi chē,to drive (a car),ขับรถ,14,3
心态,xīn tài,attitude; state of one's psyche,"สภาพจิตใจ, ทัศนคติ",14,5
志愿者,zhì yuàn zhě,volunteer,อาสาสมัคร,14,5
态度,tài dù,manner; bearing,"ท่าที, ทัศนคติ",14,4
意义,yì yì,sense; meaning,"ความหมาย, ความสำคัญ",14,5
感到,gǎn dào,to feel; to sense,รู้สึก,14,4
拍摄,pāi shè,to take; to shoot,"ถ่ายภาพ, ถ่ายทำ",14,6
无聊,wú liáo,bored; boring,น่าเบื่อ; เบื่อ,14,4
明显,míng xiǎn,clear; distinct,"ชัดเจน, เห็นได้ชัด",14,5
有关,yǒu guān,to have something to do with; to relate to,เกี่ยวข้องกับ,14,3
条,tiáo,strip; item,"ลักษณนาม(สิ่งยาวเรียว); ข้อ, รายการ",14,3
来到,lái dào,to arrive; to come,มาถึง,14,4
极,jí,extremely; pole,อย่างยิ่ง; ขั้ว(โลก/ไฟฟ้า),14,4
气候,qì hòu,climate,ภูมิอากาศ,14,4
水果,shuǐ guǒ,fruit,ผลไม้,14,1
爱情,ài qíng,romance; love,ความรัก (เชิงชู้สาว),14,4
状态,zhuàng tài,condition; state,"สภาพ, สภาวะ",14,5
理财,lǐ cái,to manage wealth,การบริหารการเงิน,14,5
电梯,diàn tī,elevator; escalator,"ลิฟต์, บันไดเลื่อน",14,3
留学,liú xué,to study abroad,เรียนต่อต่างประเทศ,14,3
眼泪,yǎn lèi,tear; teardrop,น้ำตา,14,6
竞争,jìng zhēng,to compete; competition,แข่งขัน; การแข่งขัน,14,4
筷子,kuài zi,chopsticks,ตะเกียบ,14,3
管理,guǎn lǐ,to supervise; to manage,"บริหาร, จัดการ",14,4
类,lèi,kind; type,"ประเภท, ชนิด",14,5
聊天儿,liáo tiān ér,to chat; to gossip,"คุยเล่น, แชต",14,3
至,zhì,to arrive; most,ถึง; ที่สุด,14,4
节约,jié yuē,to economize; to conserve,ประหยัด,14,4
茶,chá,tea; tea plant,ชา,14,1
表达,biǎo dá,to express; to convey,"แสดงออก, สื่อความ",14,4
诚实,chéng shí,honest,ซื่อสัตย์,14,4
财务,cái wù,financial affairs; finance,"การเงิน, งานการเงิน",14,6
龙,lóng,dragon,มังกร,14,5
一边,yī biān,one side; either side,ด้านหนึ่ง; ...ไปด้วย,13,3
个子,gè zi,stature; height,"ความสูง, รูปร่าง",13,3
