hanzi,pinyin,english,thai_current,freq,level
存在,cún zài,to exist; to be,"มีอยู่, ดำรงอยู่",30,5
学会,xué huì,to learn; to master,เรียนรู้จนทำได้; สมาคม,30,1
家,jiā,home; family,"บ้าน, ครอบครัว",30,1
已,yǐ,already; to stop,...แล้ว; หยุด,30,4
幽默,yōu mò,loanword humor; humorous,"อารมณ์ขัน, ตลก",30,4
手表,shǒu biǎo,wristwatch,นาฬิกาข้อมือ,30,2
才能,cái néng,talent; ability,"ความสามารถ, พรสวรรค์",30,3
改变,gǎi biàn,to change; to alter,เปลี่ยนแปลง,30,4
最好,zuì hǎo,best; had better ...,ดีที่สุด; ควรจะ...ดีกว่า,30,3
比赛,bǐ sài,competition; match,การแข่งขัน,30,3
父亲,fù qīn,father,"พ่อ, บิดา",30,4
特别,tè bié,unusual; special,"พิเศษ, โดยเฉพาะ",30,3
笑,xiào,to laugh; to smile,"หัวเราะ, ยิ้ม",30,2
经常,jīng cháng,frequently; constantly,"บ่อยๆ, เป็นประจำ",30,3
老师,lǎo shī,teacher,"ครู, อาจารย์",30,1
表扬,biǎo yáng,to praise; to commend,"ชมเชย, ยกย่อง",30,4
问,wèn,to ask; to inquire,ถาม,30,2
骄傲,jiāo ào,pride; arrogance,ภาคภูมิใจ; หยิ่งผยอง,30,4
一定,yí dìng,surely; certainly,"แน่นอน, จะต้อง",29,3
则,zé,literary but; then,"ก็, แต่; (คำเชื่อมภาษาเขียน)",29,5
刚,gāng,just now; just,เพิ่งจะ; แข็ง,29,3
发光,fā guāng,to emit light,"เปล่งแสง, ส่องสว่าง",29,4
变化,biàn huà,intransitive to change; to vary,การเปลี่ยนแปลง,29,3
失败,shī bài,to be defeated; to lose,"ล้มเหลว, พ่ายแพ้",29,4
带,dài,to bring; belt,"พา, นำ; เข็มขัด, สาย",29,3
帮助,bāng zhù,assistance; aid,ช่วยเหลือ; ความช่วยเหลือ,29,2
强,qiáng,strong; powerful,"แข็งแกร่ง, เก่ง; แข็ง",29,5
往往,wǎng wǎng,usually; in many cases,"มักจะ, บ่อยครั้ง",29,4
总是,zǒng shì,always,"มักจะ, เสมอ",29,3
改,gǎi,to change; to alter,"เปลี่ยน, แก้ไข",29,4
文化,wén huà,culture; civilization,วัฒนธรรม,29,3
陪,péi,to accompany,"เป็นเพื่อน, อยู่เป็นเพื่อน",29,4
一会儿,yī huì er,a moment; a while,"สักครู่, ประเดี๋ยว",28,3
准备,zhǔn bèi,preparation; to prepare,"เตรียม; เตรียมตัว, วางแผนจะ",28,2
参加,cān jiā,to participate; to take part,เข้าร่วม,28,3
打算,dǎ suàn,to plan; to intend,"ตั้งใจจะ, วางแผนจะ",28,3
批评,pī píng,to criticize; criticism,"วิจารณ์, ตำหนิ",28,4
换,huàn,to exchange; to change,"เปลี่ยน, แลก",28,3
故事,gù shì,story,"เรื่องราว, นิทาน",28,3
虽然,suī rán,although; even though,"ถึงแม้ว่า, แม้",28,2
要求,yāo qiú,to request; to require,เรียกร้อง; ข้อกำหนด,28,3
阳光,yáng guāng,sunshine; of personality upbeat,"แสงแดด, แสงอาทิตย์",28,4
什么样,shén me yàng,what kind?; what sort?,"แบบไหน, อย่างไร",27,3
但是,dàn shì,but; however,"แต่, แต่ว่า",27,2
减肥,jiǎn féi,to lose weight,"ลดน้ำหนัก, ลดความอ้วน",27,4
可是,kě shì,but; however,"แต่, แต่ว่า",27,4
妻子,qī zi,wife,ภรรยา,27,2
容易,róng yì,easy; straightforward,ง่าย; มีแนวโน้มจะ,27,3
幸福,xìng fú,happiness; happy,ความสุข; มีความสุข,27,4
放弃,fàng qì,to renounce; to abandon,"ยอมแพ้, ละทิ้ง, เลิกล้ม",27,4
方法,fāng fǎ,method; way,"วิธี, วิธีการ",27,4
最后,zuì hòu,final; last,"สุดท้าย, ในที่สุด",27,3
活泼,huó pō,lively; vivacious,"ร่าเริง, มีชีวิตชีวา",27,4
浪费,làng fèi,to waste; to squander,"สิ้นเปลือง, ทำให้เสียเปล่า",27,4
艺术,yì shù,art,ศิลปะ,27,4
走,zǒu,to walk; to go,"เดิน; ไป, จากไป",27,2
过程,guò chéng,course of events; process,"กระบวนการ, ขั้นตอน",27,4
出来,chū lái,to come out; to appear,ออกมา; ...ออกมา,26,2
功能,gōng néng,function; capability,"ฟังก์ชัน, การทำงาน, ความสามารถ",26,5
名字,míng zì,name,ชื่อ,26,1
害羞,hài xiū,shy; embarrassed,"ขี้อาย, เขินอาย",26,4
心理,xīn lǐ,psychology; mentality,"จิตใจ, จิตวิทยา",26,5
怎样,zěn yàng,how; what kind,"อย่างไร, แบบไหน",26,3
温度,wēn dù,temperature,อุณหภูมิ,26,4
由于,yóu yú,due to; as a result of,"เนื่องจาก, เพราะ",26,4
自然,zì rán,nature; natural,ธรรมชาติ; เป็นธรรมชาติ,26,4
运动,yùn dòng,to move; to exercise,"กีฬา, ออกกำลังกาย; การเคลื่อนไหว",26,2
还是,hái shì,still; had better,หรือ; ...ดีกว่า; ยังคง,26,3
为了,wèi le,for; for the purpose of,เพื่อ,25,3
使用,shǐ yòng,to use; to employ,"ใช้, ใช้งาน",25,4
信用卡,xìn yòng kǎ,credit card,บัตรเครดิต,25,3
分钟,fēn zhōng,minute,นาที,25,1
北京,běi jīng,Beijing,ปักกิ่ง,25,1
受到,shòu dào,to receive; to be ...ed,"ได้รับ, ถูก(กระทำ)",25,4
号,hào,number; date (of month),เลขที่; วันที่,25,1
啊,a,interjection of surprise; Ah!,คำอุทาน (อ้าว!/อ๋อ),25,3
实验,shí yàn,experiment; test,การทดลอง,25,5
平时,píng shí,ordinarily; in normal times,"ปกติ, ตามปกติ",25,4
年龄,nián líng,a person's age,อายุ,25,4
应,yīng,should; to agree,ควร; ตอบรับ,25,3
引起,yǐn qǐ,to give rise to,"ทำให้เกิด, ก่อให้เกิด",25,4
怎么,zěn me,how?; what?,"อย่างไร, ยังไง",25,1
晚,wǎn,late; evening,"สาย, ดึก",25,2
每,měi,each; every,"ทุก, แต่ละ",25,2
活动,huó dòng,to exercise; to move about,กิจกรรม; เคลื่อนไหว,25,4
烦恼,fán nǎo,to be worried; to be distressed,"กลุ้มใจ, กังวล; ความกลุ้มใจ",25,4
环境,huán jìng,environment; circumstances,"สิ่งแวดล้อม, สภาพแวดล้อม",25,3
适合,shì hé,to fit; to suit,"เหมาะกับ, เข้ากับ",25,4
那儿,nà ér,there,ที่นั่น,25,1
马虎,mǎ hǔ,careless; sloppy,"สะเพร่า, ลวกๆ",25,4
鱼,yú,fish,ปลา,25,2
于是,yú shì,thereupon,"ดังนั้น, จึง",24,4
健康,jiàn kāng,health; healthy,สุขภาพ; แข็งแรง,24,3
其中,qí zhōng,among; in,"ในนั้น, ในจำนวนนั้น",24,4
其实,qí shí,actually; in fact,"ที่จริง, อันที่จริง",24,3
决定,jué dìng,to decide; decision,ตัดสินใจ; การตัดสินใจ,24,3
因此,yīn cǐ,thus; consequently,"ดังนั้น, ด้วยเหตุนี้",24,4
女,nǚ,female; woman,"ผู้หญิง, เพศหญิง",24,2
好像,hǎo xiàng,as if; to seem like,"ดูเหมือนว่า, ราวกับ",24,4
学习,xué xí,to learn; to study,"เรียน, ศึกษา",24,1
工人,gōng rén,worker,คนงาน,24,5
常,cháng,often; frequently,"บ่อยๆ, เสมอ",24,3
放心,fàng xīn,to feel relieved; to feel reassured,"วางใจ, สบายใจ",24,3
能力,néng lì,capability; ability,ความสามารถ,24,4
节目,jié mù,TV or radio program; show,รายการ,24,3
超市,chāo shì,supermarket,ซูเปอร์มาร์เก็ต,24,3
路上,lù shàng,on the road; on the way,"ระหว่างทาง, บนถนน",24,2
还有,hái yǒu,there still remain; there is still,"อีกทั้ง, นอกจากนี้, ยังมี",24,3
通过,tōng guò,to pass through; to get through,ผ่าน; โดยผ่าน,24,4
道,dào,way; principle,ทาง; ลักษณนาม(เส้น/ข้อ); หลักการ,24,3
一起,yì qǐ,in the same place; together,ด้วยกัน,23,2
公,gōng,public; collectively owned,สาธารณะ; ส่วนรวม,23,5
几,jǐ,how many; several,กี่; สองสาม,23,1
分,fēn,to divide; to separate,นาที; แบ่ง; เฟิน(เงิน); คะแนน,23,2
努力,nǔ lì,to make an effort; to try hard,พยายาม; ความพยายาม,23,3
半,bàn,half; semi-,ครึ่ง,23,3
原谅,yuán liàng,to excuse; to forgive,"ให้อภัย, ยกโทษ",23,4
国,guó,country; nation; state,"ประเทศ, ชาติ",23,4
城市,chéng shì,city; town,เมือง,23,3
希望,xī wàng,to hope; a hope,หวัง; ความหวัง,23,2
开,kāi,to open; to turn on,เปิด; ขับ; เปิด(เครื่อง),23,1
心情,xīn qíng,mood; frame of mind,"อารมณ์, ความรู้สึก",23,4
性格,xìng gé,nature; disposition,"นิสัย, บุคลิก",23,4
打,dǎ,to hit; to play,ตี; โทร(ศัพท์); เล่น(กีฬา),23,1
拿,ná,to hold; to seize,"ถือ, หยิบ, เอา",23,3
拿到,ná dào,to get; to obtain,"ได้รับ, ได้มา",23,4
方式,fāng shì,way; method,"วิธีการ, รูปแบบ",23,5
满,mǎn,full; satisfied,เต็ม,23,4
热,rè,hot; to heat up,ร้อน,23,1
父母,fù mǔ,father and mother; parents,พ่อแม่,23,4
狼,láng,wolf,หมาป่า,23,5
电影,diàn yǐng,movie; film,"ภาพยนตร์, หนัง",23,1
目标,mù biāo,target; goal,เป้าหมาย,23,5
社会,shè huì,society,สังคม,23,4
紧张,jǐn zhāng,nervous; keyed up,"ตื่นเต้น, ประหม่า; ตึงเครียด",23,4
自行车,zì xíng chē,bicycle; bike,จักรยาน,23,2
论文,lùn wén,paper; treatise,"วิทยานิพนธ์, บทความวิชาการ",23,5
该,gāi,should; ought to,ควร; ...ดังกล่าว,23,3
谈,tán,to talk; to chat,"พูดคุย, สนทนา",23,4
进行,jìn xíng,to carry out; to proceed,"ดำเนินการ, ทำ",23,4
音乐,yīn yuè,music,"ดนตรี, เพลง",23,3
作为,zuò wéi,one's conduct; deed,ในฐานะ; ถือเป็น; การกระทำ,22,5
刚才,gāng cái,just now; a moment ago,"เมื่อกี้, เมื่อสักครู่",22,3
发表,fā biǎo,to issue; to publish,"เผยแพร่, ตีพิมพ์, ประกาศ",22,5
吃饭,chī fàn,to have a meal; to eat,กินข้าว,22,3
