hanzi,pinyin,english,thai_current,freq,level,thai_proposed,note
消费,xiāo fèi,to consume,"บริโภค, ใช้จ่าย",11,5,"ใช้จ่าย, บริโภค",Led with everyday ใช้จ่าย; บริโภค is a flagged formal-register verb.
激素,jī sù,hormone,ฮอร์โมน,11,6,ฮอร์โมน,
爬山,pá shān,to go for a hike,"ปีนเขา, เดินเขา",11,3,"ปีนเขา, เดินเขา",
猫,māo,cat,แมว,11,1,แมว,
理论,lǐ lùn,theory; to argue,ทฤษฎี,11,5,ทฤษฎี,
生物,shēng wù,organism; living creature,สิ่งมีชีวิต; ชีววิทยา,11,5,สิ่งมีชีวิต; ชีววิทยา,
电话,diàn huà,telephone; phone call,โทรศัพท์,11,1,โทรศัพท์,
疾病,jí bìng,disease; sickness,"โรคภัย, ความเจ็บป่วย",11,5,"โรคภัย, ความเจ็บป่วย",
瘦,shòu,thin; to lose weight,ผอม; ลดน้ำหนัก,11,3,ผอม; ลดน้ำหนัก,
白领,bái lǐng,white-collar; white-collar worker,"พนักงานออฟฟิศ, มนุษย์เงินเดือน (คอปกขาว)",11,6,"พนักงานออฟฟิศ, มนุษย์เงินเดือน (คอปกขาว)",
皮肤,pí fū,skin,ผิวหนัง,11,4,ผิวหนัง,
相似,xiāng sì,similar; alike,"คล้ายคลึง, คล้ายกัน",11,5,"คล้ายคลึง, คล้ายกัน",
相反,xiāng fǎn,opposite; contrary,ตรงกันข้าม,11,4,ตรงกันข้าม,
稳定,wěn dìng,steady; stable,"มั่นคง, เสถียร",11,5,"มั่นคง, เสถียร",
终于,zhōng yú,at last; in the end,ในที่สุด,11,3,ในที่สุด,
翻译,fān yì,to translate; to interpret,"แปล; การแปล, ล่าม",11,4,"แปล; การแปล, ล่าม",
自身,zì shēn,itself; oneself,"ตัวเอง, ตนเอง",11,5,"ตัวเอง, ตนเอง",
药,yào,medicine; drug,ยา,11,2,ยา,
菜,cài,vegetable; greens,"กับข้าว, อาหาร; ผัก",11,1,"กับข้าว, อาหาร; ผัก",EN 'vegetable; greens' omits dominant dish/food sense (narrow EN); kept thai_current.
行,xíng,to walk; to go,"เดิน, ไป",11,4,"เดิน, ไป",
表面,biǎo miàn,surface; face,"พื้นผิว, ผิวหน้า",11,5,"พื้นผิว, ผิวหน้า",
装,zhuāng,to load; to pretend,ติดตั้ง; บรรจุ; แกล้งทำ; เสื้อผ้า,11,5,"บรรจุ, ติดตั้ง; แกล้งทำ",Trimmed 4 senses to EN load/pretend.
西红柿,xī hóng shì,tomato,มะเขือเทศ,11,4,มะเขือเทศ,
观察,guān chá,to observe; to watch,"สังเกต, สังเกตการณ์",11,5,"สังเกต, สังเกตการณ์",
解释,jiě shì,explanation; to explain,อธิบาย; คำอธิบาย,11,4,อธิบาย; คำอธิบาย,
讲究,jiǎng jiū,particular about; tasteful,"พิถีพิถัน, ใส่ใจ(คุณภาพ)",11,5,"พิถีพิถัน, ใส่ใจ(คุณภาพ)",
证明,zhèng míng,proof; certificate,"พิสูจน์; หลักฐาน, ใบรับรอง",11,4,"พิสูจน์; หลักฐาน, ใบรับรอง",
词典,cí diǎn,dictionary,พจนานุกรม,11,3,พจนานุกรม,
语法,yǔ fǎ,grammar,ไวยากรณ์,11,4,ไวยากรณ์,
赚,zhuàn,to earn; to make a profit,"หาเงิน, ทำกำไร",11,4,"หาเงิน, ทำกำไร",
转动,zhuǎn dòng,to turn something around; to swivel,"หมุน, หมุนรอบ",11,6,"หมุน, หมุนรอบ",
连续,lián xù,continuous; in a row,"ต่อเนื่อง, ติดต่อกัน",11,6,"ต่อเนื่อง, ติดต่อกัน",
通知,tōng zhī,to notify; to inform,"แจ้ง, แจ้งให้ทราบ; ประกาศ",11,4,"แจ้ง, แจ้งให้ทราบ; ประกาศ",
酒,jiǔ,wine; liquor,"เหล้า, สุรา",11,3,"เหล้า, สุรา",
重新,chóng xīn,again; once more,"ใหม่อีกครั้ง, ใหม่",11,4,"ใหม่อีกครั้ง, ใหม่",
错,cuò,wrong; mistake,ผิด; ความผิดพลาด,11,2,ผิด; ความผิดพลาด,
锻炼,duàn liàn,to toughen; to temper,ออกกำลังกาย; ฝึกฝน,11,3,ออกกำลังกาย; ฝึกฝน,
长城,cháng chéng,the Great Wall,กำแพงเมืองจีน,11,4,กำแพงเมืองจีน,
随着,suí zhe,along with; in the wake of,"ตามที่, ไปพร้อมกับ",11,4,"ไปพร้อมกับ, ตาม",ตามที่ ~= 按照 (per/according to); reordered to lead 'along with'. Second opinion.
需求,xū qiú,requirement; to require,"ความต้องการ, อุปสงค์",11,5,"ความต้องการ, อุปสงค์",
风格,fēng gé,style,"สไตล์, ลีลา",11,5,"สไตล์, ลีลา",
鲨鱼,shā yú,shark,ปลาฉลาม,11,5,ปลาฉลาม,
一共,yī gòng,in total; altogether,"ทั้งหมด, รวมทั้งสิ้น",10,3,"ทั้งหมด, รวมทั้งสิ้น",
一部分,yī bù fèn,portion; part of,ส่วนหนึ่ง,10,4,ส่วนหนึ่ง,
个人,gè rén,an individual,"ส่วนบุคคล, ส่วนตัว; ปัจเจกบุคคล",10,4,"ส่วนบุคคล, ส่วนตัว; ปัจเจกบุคคล",
也许,yě xǔ,perhaps; maybe,"บางที, อาจจะ",10,4,"บางที, อาจจะ",
享受,xiǎng shòu,to enjoy; to live it up,"เพลิดเพลิน, เสพสุข; ความเพลิดเพลิน",10,5,"เพลิดเพลิน, เสพสุข; ความเพลิดเพลิน",
仍,réng,still; yet,ยังคง,10,4,ยังคง,
仍然,réng rán,still; as before,ยังคง,10,4,ยังคง,
代表,dài biǎo,representative; delegate,ตัวแทน; เป็นตัวแทน,10,4,ตัวแทน; เป็นตัวแทน,
以及,yǐ jí,and; as well as,"ตลอดจน, รวมทั้ง",10,5,"ตลอดจน, รวมทั้ง",
似乎,sì hū,it seems; seemingly,"ดูเหมือนว่า, ราวกับ",10,5,"ดูเหมือนว่า, ราวกับ",
作业,zuò yè,school assignment; homework,การบ้าน,10,3,การบ้าน,
供,gōng,to provide; to supply,"จัดหา, จัดส่ง, ป้อน",10,4,"จัดหา, จัดส่ง, ป้อน",
信,xìn,letter; mail,จดหมาย; เชื่อ,10,3,จดหมาย; เชื่อ,
信息,xìn xī,information; news,"ข้อมูล, ข่าวสาร",10,4,"ข้อมูล, ข่าวสาร",
儿童,ér tóng,child,เด็ก,10,4,เด็ก,
充满,chōng mǎn,full of; brimming with,"เต็มไปด้วย, เปี่ยมด้วย",10,5,"เต็มไปด้วย, เปี่ยมด้วย",
冬天,dōng tiān,winter,ฤดูหนาว,10,3,ฤดูหนาว,
创作,chuàng zuò,to create; to produce,"สร้างสรรค์(ผลงาน), ประพันธ์",10,5,"สร้างสรรค์(ผลงาน), ประพันธ์",
北方,běi fāng,north; the northern part a country,"ภาคเหนือ, ทางเหนือ",10,3,"ภาคเหนือ, ทางเหนือ",
区别,qū bié,difference; to distinguish,ความแตกต่าง; แยกแยะ,10,4,ความแตกต่าง; แยกแยะ,
南方,nán fāng,south; southern direction,"ภาคใต้, ทางใต้",10,3,"ภาคใต้, ทางใต้",
占,zhàn,to occupy; to constitute,"ครอบครอง, ยึด; (zhān) ทำนาย",10,4,"ครอบครอง, ยึด; (zhān) ทำนาย",
厉害,lì hài,awesome; formidable; severe,"เก่ง, ร้ายกาจ, สุดยอด",10,4,"เก่ง, สุดยอด; ร้ายกาจ",Fixed separator: impressive (เก่ง/สุดยอด) vs severe (ร้ายกาจ) are distinct senses -> '; '.
发出,fā chū,to issue; to send out,"ส่งออก, เปล่ง(เสียง/แสง), ออก(คำสั่ง)",10,4,"ส่งออก, เปล่ง(เสียง/แสง), ออก(คำสั่ง)",
叔叔,shū shū,father's younger brother; paternal uncle,"อา(ชาย), ลุง; น้าชาย",10,3,"อา(ชาย), ลุง; น้าชาย",
受伤,shòu shāng,to sustain injuries; wounded,"บาดเจ็บ, ได้รับบาดเจ็บ",10,5,"บาดเจ็บ, ได้รับบาดเจ็บ",
回到,huí dào,to return to,"กลับไปยัง, กลับสู่",10,4,"กลับไปยัง, กลับสู่",
因素,yīn sù,element; factor,"ปัจจัย, องค์ประกอบ",10,6,"ปัจจัย, องค์ประกอบ",
地面,dì miàn,floor; ground,"พื้น, พื้นดิน",10,5,"พื้น, พื้นดิน",
基本,jī běn,basic; fundamental,"พื้นฐาน, โดยพื้นฐาน",10,5,"พื้นฐาน, โดยพื้นฐาน",
夏季,xià jì,summer,ฤดูร้อน,10,3,ฤดูร้อน,
大夫,dài fu,doctor,หมอ; แพทย์,10,4,หมอ; แพทย์,
大都,dà dū,mostly; for the most part,"ส่วนใหญ่, โดยมาก",10,6,"ส่วนใหญ่, โดยมาก",
失去,shī qù,to lose,"สูญเสีย, เสีย",10,5,"สูญเสีย, เสีย",
女人,nǚ rén,woman,ผู้หญิง; ภรรยา,10,4,ผู้หญิง; ภรรยา,
姓,xìng,family name; surname,"แซ่, นามสกุล; มีแซ่ว่า",10,2,"แซ่, นามสกุล; มีแซ่ว่า",
左边,zuǒ biān,left; the left side,ด้านซ้าย,10,2,ด้านซ้าย,
帅,shuài,handsome,หล่อ; สง่างาม,10,4,หล่อ; สง่างาม,
帮忙,bāng máng,to help; to lend a hand,ช่วยเหลือ,10,3,ช่วยเหลือ,
广泛,guǎng fàn,wide; broad,"กว้างขวาง, แพร่หลาย",10,5,"กว้างขวาง, แพร่หลาย",
应用,yìng yòng,to put to use; to apply,"ประยุกต์ใช้, นำไปใช้; แอปพลิเคชัน",10,5,"ประยุกต์ใช้, นำไปใช้; แอปพลิเคชัน",
度,dù,to pass; to spend,ใช้(เวลา); องศา; ระดับ,10,4,"ใช้(เวลา); องศา, ระดับ",Fixed separator: was 3 semicolon senses; comma-joined the degree variants.
建,jiàn,to establish; to found,"สร้าง, ก่อตั้ง",10,6,"สร้าง, ก่อตั้ง",
开会,kāi huì,to hold a meeting; to attend a meeting,"ประชุม, เข้าประชุม",10,3,"ประชุม, เข้าประชุม",
弓,gōng,bow (weapon),"ธนู, คันศร; โก่ง",10,5,"ธนู, คันศร; โก่ง",
当地,dāng dì,local,"ท้องถิ่น, ในพื้นที่",10,4,"ท้องถิ่น, ในพื้นที่",
当然,dāng rán,only natural; as it should be,"แน่นอน, เป็นธรรมดา",10,3,"แน่นอน, เป็นธรรมดา",
形式,xíng shì,outer appearance; form,รูปแบบ,10,5,รูปแบบ,
律师,lǜ shī,lawyer,ทนายความ,10,4,ทนายความ,
患者,huàn zhě,patient; sufferer,ผู้ป่วย,10,5,ผู้ป่วย,
意识,yì shí,consciousness; awareness,"จิตสำนึก, ความตระหนัก",10,5,"จิตสำนึก, ความตระหนัก",
感受,gǎn shòu,to sense; perception,"รู้สึก, สัมผัส; ความรู้สึก",10,5,"รู้สึก, สัมผัส; ความรู้สึก",
愿意,yuàn yì,to wish; to want,"ยินดี, เต็มใจ, อยาก",10,3,"ยินดี, เต็มใจ, อยาก",
房子,fáng zi,house; building,บ้าน,10,2,บ้าน,
打印,dǎ yìn,to print,"พิมพ์(ออกมา), ปริ๊นต์",10,4,"พิมพ์(ออกมา), ปริ๊นต์",
打电话,dǎ diàn huà,to make a telephone call,โทรศัพท์,10,3,โทรศัพท์,
打破,dǎ pò,to break; to smash,"ทุบแตก, ทำลาย(สถิติ)",10,4,"ทุบแตก, ทำลาย(สถิติ)",
护照,hù zhào,passport,"หนังสือเดินทาง, พาสปอร์ต",10,3,"หนังสือเดินทาง, พาสปอร์ต",
掉,diào,to fall; to drop,"ตก, หล่น; หลุด",10,4,"ตก, หล่น; หลุด",
控制,kòng zhì,to control,ควบคุม,10,5,ควบคุม,
搬,bān,to move; to shift,ย้าย; ยก(ของหนัก),10,3,ย้าย; ยก(ของหนัก),
文字,wén zì,character; script,"ตัวอักษร, ตัวหนังสือ",10,5,"ตัวอักษร, ตัวหนังสือ",
文章,wén zhāng,article; essay,"บทความ, เรียงความ",10,4,"บทความ, เรียงความ",
日,rì,day; sun,วัน; ดวงอาทิตย์,10,1,วัน; ดวงอาทิตย์,
早,zǎo,early; morning,เช้า; เร็ว,10,2,เช้า; เร็ว,
明白,míng bái,clear; obvious,เข้าใจ; ชัดเจน,10,3,เข้าใจ; ชัดเจน,EN 'clear; obvious' omits dominant verb sense 'to understand' (narrow EN); Thai keeps both. Second opinion.
昨天,zuó tiān,yesterday,เมื่อวาน,10,1,เมื่อวาน,
显示,xiǎn shì,to show; to illustrate,"แสดง, บ่งชี้",10,5,"แสดง, บ่งชี้",
普通,pǔ tōng,common; ordinary,"ธรรมดา, ทั่วไป",10,3,"ธรรมดา, ทั่วไป",
曲,qū,bent; crooked; curved,"โค้ง, งอ",10,6,"โค้ง, งอ",
有时,yǒu shí,sometimes; now and then,บางครั้ง,10,3,บางครั้ง,
本身,běn shēn,itself; in itself,"ตัวมันเอง, โดยตัวของมันเอง",10,6,"ตัวมันเอง, โดยตัวของมันเอง",
来得及,lái de jí,to have enough time,"ทัน, ยังทันเวลา",10,4,"ทัน, ยังทันเวลา",
校长,xiào zhǎng,"college, university president; headmaster","ครูใหญ่, อธิการบดี",10,3,"ครูใหญ่, อธิการบดี",
样子,yàng zi,appearance; manner,"ลักษณะ, ท่าทาง, รูปลักษณ์",10,4,"ลักษณะ, ท่าทาง, รูปลักษณ์",
欣赏,xīn shǎng,to appreciate; to enjoy,"ชื่นชม, เพลิดเพลินกับ",10,5,"ชื่นชม, เพลิดเพลินกับ",
死,sǐ,to die; impassable,ตาย,10,4,ตาย,
比如,bǐ rú,for example; for instance,"เช่น, ตัวอย่างเช่น",10,4,"เช่น, ตัวอย่างเช่น",
海边,hǎi biān,coast; seaside,ชายทะเล,10,4,ชายทะเล,
消失,xiāo shī,to disappear; to fade away,"หายไป, เลือนหาย",10,5,"หายไป, เลือนหาย",
消息,xiāo xī,piece of news; information,"ข่าว, ข่าวสาร",10,4,"ข่าว, ข่าวสาร",
游,yóu,to swim; to travel,ว่ายน้ำ; ท่องเที่ยว,10,2,ว่ายน้ำ; ท่องเที่ยว,
湿润,shī rùn,moist,ชุ่มชื้น,10,4,ชุ่มชื้น,
物质,wù zhì,matter; substance,"สสาร, วัตถุ",10,5,"สสาร, วัตถุ",
球,qiú,ball,ลูกบอล,10,2,ลูกบอล,
生意,shēng yì,business; trade,"ธุรกิจ, การค้า",10,4,"ธุรกิจ, การค้า",
男人,nán rén,a man; a male,ผู้ชาย,10,4,ผู้ชาย,
盒饭,hé fàn,meal in a partitioned box,ข้าวกล่อง,10,5,ข้าวกล่อง,
目的,mù dì,purpose; aim,"จุดประสงค์, เป้าหมาย",10,4,"จุดประสงค์, เป้าหมาย",
睡,shuì,to sleep; to lie down,"นอน, หลับ",10,2,"นอน, หลับ",
睡觉,shuì jiào,to go to bed; to sleep,"นอน, นอนหลับ",10,1,"นอน, นอนหลับ",
礼物,lǐ wù,gift; present,ของขวัญ,10,3,ของขวัญ,
神奇,shén qí,magical; mystical,"มหัศจรรย์, น่าอัศจรรย์",10,5,"มหัศจรรย์, น่าอัศจรรย์",
禁止,jìn zhǐ,to prohibit; to forbid,ห้าม,10,4,ห้าม,
秘密,mì mì,secret; private,ความลับ,10,5,ความลับ,
肚子,dǔ zi,belly; abdomen,"ท้อง, พุง",10,4,"ท้อง, พุง",
