hanzi,pinyin,english,thai_current,freq,level
入,rù,to enter; to go into,"เข้า, เข้าสู่",9,5
全部,quán bù,whole; all,ทั้งหมด,9,4
公园,gōng yuán,park,สวนสาธารณะ,9,3
公里,gōng lǐ,kilometer,กิโลเมตร,9,4
共同,gòng tóng,common; joint,ร่วมกัน,9,4
准时,zhǔn shí,on time; punctual,ตรงเวลา,9,4
出生,chū shēng,to be born,เกิด,9,4
出租车,chū zū chē,taxi,แท็กซี่,9,1
分布,fēn bù,to scatter; to distribute,"กระจายตัว, แพร่กระจาย",9,5
列,liè,to arrange; to line up,"จัดแถว, เรียง",9,5
加快,jiā kuài,to accelerate; to speed up,"เร่ง, เพิ่มความเร็ว",9,4
包,bāo,bag; to wrap,"ห่อ, หุ้ม; กระเป๋า; เหมา",9,3
包括,bāo kuò,to comprise; to include,"รวมถึง, ประกอบด้วย",9,5
厚,hòu,thick; deep or profound,หนา; ลึกซึ้ง,9,4
原料,yuán liào,raw material,วัตถุดิบ,9,6
厨房,chú fáng,kitchen,ห้องครัว,9,3
反应,fǎn yìng,to react; to respond,ตอบสนอง; ปฏิกิริยา,9,5
可爱,kě ài,adorable; cute,น่ารัก,9,3
同,tóng,like; same,"เหมือนกัน, ร่วมกัน; กับ",9,4
同伴,tóng bàn,companion; comrade,"เพื่อน, สหาย",9,5
同意,tóng yì,to agree; to consent,"เห็นด้วย, ยินยอม",9,3
同样,tóng yàng,same; equal,"เหมือนกัน, เช่นเดียวกัน",9,4
否则,fǒu zé,otherwise; if not,"มิฉะนั้น, ไม่เช่นนั้น",9,4
哪里,nǎ lǐ,where?; somewhere,ที่ไหน,9,1
善于,shàn yú,to be good at; to be adept at,"เก่งในด้าน, ถนัด",9,5
回,huí,to return; time(s),กลับ; ครั้ง,9,1
困,kùn,sleepy; difficult,"ง่วง; ติดอยู่, ล้อมไว้",9,4
在于,zài yú,to rest with; to lie in,"อยู่ที่, ขึ้นอยู่กับ",9,4
地下,dì xià,underground; subterranean,ใต้ดิน,9,5
地图,dì tú,map,แผนที่,9,3
地震,dì zhèn,earthquake,แผ่นดินไหว,9,5
均匀,jūn yún,even; well-distributed,"สม่ำเสมอ, กระจายเท่าๆ กัน",9,5
培训,péi xùn,to cultivate; to train,ฝึกอบรม,9,5
复杂,fù zá,complicated; complex,ซับซ้อน,9,4
外面,wài miàn,outside (; surface,ข้างนอก,9,2
多少,duō shǎo,number; amount,"เท่าไร, กี่",9,1
大自然,dà zì rán,nature,ธรรมชาติ,9,4
大部分,dà bù fèn,the greater part; the majority,ส่วนใหญ่,9,4
安慰,ān wèi,to comfort; to console,"ปลอบใจ, ปลอบโยน",9,5
安排,ān pái,to arrange; to plan,"จัดการ, จัดเตรียม, วางแผน",9,4
实际,shí jì,actual; real; reality,ความเป็นจริง; ตามจริง,9,4
家里,jiā lǐ,home,ที่บ้าน,9,1
对象,duì xiàng,target; object,"เป้าหมาย, วัตถุประสงค์; คนรัก(คู่ครอง)",9,5
属于,shǔ yú,to belong to; to fall under,"จัดอยู่ใน, เป็นของ",9,5
左右,zuǒ yòu,left and right; nearby,"ซ้ายขวา; ประมาณ, ราวๆ",9,3
常常,cháng cháng,frequently; often,"บ่อยๆ, เป็นประจำ",9,5
形,xíng,shape; form,"รูปร่าง, รูปทรง",9,6
忘,wàng,to forget; to overlook,ลืม,9,3
快点儿,kuài diǎn ér,hurry up a little,"เร็วๆ หน่อย, เร็วเข้า",9,3
愤怒,fèn nù,angry; indignant,โกรธเคือง,9,5
成就,chéng jiù,accomplishment; success,"ความสำเร็จ, ผลสำเร็จ",9,5
打扰,dǎ rǎo,to disturb; to bother,รบกวน,9,4
扔,rēng,to throw; to throw away,"โยน, ขว้าง; ทิ้ง",9,4
技巧,jì qiǎo,skill; technique,"ทักษะ, เทคนิค",9,5
报道,bào dào,to report; report,รายงานข่าว; ข่าว,9,4
挑战,tiǎo zhàn,to challenge,ท้าทาย; ความท้าทาย,9,5
提出,tí chū,to raise; to propose,"เสนอ, ยก(ประเด็น)ขึ้นมา",9,4
握手,wò shǒu,to shake hands,จับมือ,9,4
摄影,shè yǐng,to take a photograph; photography,ถ่ายภาพ; การถ่ายภาพ,9,5
擅长,shàn cháng,to be good at; to be expert in,"ถนัด, เชี่ยวชาญ",9,5
教,jiào,education; religion,สอน; ศาสนา,9,3
新闻,xīn wén,news,ข่าว,9,3
旧,jiù,old,เก่า,9,3
时期,shí qī,period; phase,"ช่วงเวลา, ยุค",9,5
是不是,shì bú shì,is or is not,ใช่หรือไม่,9,3
显,xiǎn,to make visible; to reveal,"แสดง, เผยให้เห็น",9,5
晚饭,wǎn fàn,evening meal; dinner,อาหารเย็น,9,2
更是,gèng shì,even more,"ยิ่งเป็น, ยิ่งไปกว่านั้น",9,3
机票,jī piào,plane ticket; airline ticket,ตั๋วเครื่องบิน,9,3
来不及,lái bù jí,there's not enough time; it's too late,"ไม่ทัน, ทำไม่ทัน",9,4
桌子,zhuō zi,table; desk,โต๊ะ,9,1
正,zhèng,correct; exactly,ตรง; ถูกต้อง; กำลัง(พอดี),9,2
正常,zhèng cháng,normal; regular,ปกติ,9,4
民间,mín jiān,among the people; popular,"พื้นบ้าน, ในหมู่ประชาชน",9,5
气质,qì zhì,personality traits; aura,"บุคลิก, อุปนิสัย",9,6
氧,yǎng,oxygen,ออกซิเจน,9,6
水平,shuǐ píng,horizontal; level,"ระดับ, มาตรฐาน",9,3
沙子,shā zi,sand; grit,ทราย,9,5
渐渐,jiàn jiàn,gradually,"ค่อยๆ, ทีละน้อย",9,5
游戏,yóu xì,game; to play,เกม; เล่น,9,3
满足,mǎn zú,to satisfy; to meet,พอใจ; ตอบสนอง(ความต้องการ),9,5
漂亮,piào liàng,pretty; beautiful,"สวย, สวยงาม",9,1
照,zhào,to shine; to illuminate,ส่อง; ถ่ายรูป; ตาม,9,3
煮,zhǔ,to cook; to boil,"ต้ม, หมัก",9,6
爷爷,yé yé,paternal grandfather; grandpa,ปู่,9,3
牙膏,yá gāo,toothpaste,ยาสีฟัน,9,4
物体,wù tǐ,object; body,วัตถุ,9,5
理发,lǐ fà,to get a haircut; to have one's hair done,ตัดผม,9,4
瓶,píng,bottle; vase,"ขวด, แจกัน",9,3
留下,liú xià,to leave behind; to stay behind,ทิ้งไว้; อยู่ต่อ,9,4
相对,xiāng duì,relatively; opposite,"สัมพัทธ์, เปรียบเทียบ; ตรงข้าม",9,5
真实,zhēn shí,true; real,"จริง, แท้จริง",9,5
矮,ǎi,short; low,"เตี้ย, ต่ำ",9,3
硕士,shuò shì,master's degree; degree holder,"ปริญญาโท, มหาบัณฑิต",9,4
祝,zhù,to wish; to congratulate,"ขอให้, ปราศรัย",9,4
积极,jī jí,active; energetic,"กระตือรือร้น, เชิงรุก",9,4
称赞,chēng zàn,to praise; to commend,"ชมเชย, ยกย่อง",9,5
空调,kōng tiáo,air conditioning; air conditioner,"เครื่องปรับอากาศ, แอร์",9,3
等待,děng dài,to wait; to wait for,"รอคอย, รอ",9,5
精确,jīng què,accurate; precise,"แม่นยำ, เที่ยงตรง",9,5
精致,jīng zhì,delicate; fine,"ประณีต, ละเอียดงดงาม",9,5
维生素,wéi shēng sù,vitamin,วิตามิน,9,5
网站,wǎng zhàn,website,เว็บไซต์,9,4
美好,měi hǎo,beautiful; fine,"ดีงาม, สวยงาม",9,4
老太太,lǎo tài tài,elderly lady; esteemed mother,แม่บ้านชรา,9,6
范围,fàn wéi,range; scope,"ขอบเขต, ช่วง",9,4
药物,yào wù,medicaments; pharmaceuticals,"ยา, เภสัชภัณฑ์",9,4
蛋糕,dàn gāo,cake,เค้ก,9,3
裙子,qún zi,skirt,กระโปรง,9,3
规模,guī mó,scale; scope,"ขนาด, ขอบเขต",9,5
视觉,shì jué,sight; vision,"การมองเห็น, สายตา",9,6
记录,jì lù,to record; record,บันทึก; สถิติ,9,5
词,cí,word; term,"คำ, คำศัพท์",9,3
词语,cí yǔ,word; term,"คำศัพท์, ถ้อยคำ",9,3
请问,qǐng wèn,"Excuse me, may I ask...?","ขอถามหน่อย, ขอโทษนะ...",9,3
资源,zī yuán,natural resource; resource,ทรัพยากร,9,5
起到,qǐ dào,to have an effect,"มีบทบาท, ก่อให้เกิด(ผล)",9,4
身上,shēn shàng,on the body; at hand,"บนตัว, ติดตัว",9,4
轻易,qīng yì,easy; simple,อย่างง่ายดาย,9,5
选,xuǎn,to choose; to pick,เลือก,9,4
邀请,yāo qǐng,to invite; invitation,เชิญ; คำเชิญ,9,4
酸,suān,sour; tart,เปรี้ยว,9,4
醋,cù,vinegar; jealousy,น้ำส้มสายชู; ความหึงหวง,9,5
错误,cuò wù,mistaken; false,"ความผิดพลาด, ข้อผิดพลาด",9,4
门,mén,door; gate,ประตู,9,2
降,jiàng,to drop; to fall,"ลดลง, ตก; (xiáng) ยอมจำนน",9,4
降低,jiàng dī,to reduce; to lower,"ลดลง, ทำให้ต่ำลง",9,4
限制,xiàn zhì,to restrict; to limit,จำกัด; ข้อจำกัด,9,4
随便,suí biàn,as one wishes; as one pleases,"ตามสบาย, ตามใจ; ส่งเดช",9,4
雨,yǔ,rain,ฝน,9,1
需,xū,to require; to need,"ต้องการ, จำเป็น",9,3
面临,miàn lín,to face something; to be confronted with,"เผชิญกับ, ประสบกับ",9,5
顺序,shùn xù,sequence; order,ลำดับ,9,4
饮食,yǐn shí,eating and drinking; food and drink,"อาหารการกิน, การกินอยู่",9,4
香,xiāng,fragrant; sweet smelling,หอม; ธูป,9,4
高度,gāo dù,height; altitude,"ความสูง, ระดับความสูง",9,4
一块儿,yī kuài ér,together,ด้วยกัน,8,3
三,sān,three,สาม,8,1
下车,xià chē,to get off or out of,ลงจากรถ,8,4
不用,bù yòng,need not,ไม่ต้อง,8,3
二,èr,two; 2,สอง,8,1
亲戚,qīn qī,a relative,ญาติ,8,4
以来,yǐ lái,since,ตั้งแต่ (เหตุการณ์ก่อนหน้า),8,5
估计,gū jì,to estimate; to assess,"ประเมิน, คาดคะเน",8,4
体育,tǐ yù,sports; physical education,"กีฬา, พลศึกษา",8,3
依然,yī rán,still; as before,"ยังคง, เหมือนเดิม",8,5
保证,bǎo zhèng,guarantee; to guarantee,รับประกัน; การรับประกัน,8,4
借,jiè,to borrow; to lend,ยืม; ให้ยืม,8,3
做到,zuò dào,to accomplish; to achieve,"ทำได้สำเร็จ, ทำได้",8,3
做梦,zuò mèng,to dream,"ฝัน, นอนฝัน",8,4
先进,xiān jìn,sophisticated; advanced,"ก้าวหน้า, ทันสมัย",8,3
关注,guān zhù,to pay attention to; concern,"ใส่ใจ, ติดตาม",8,4
关爱,guān ài,to show concern and care for,"ห่วงใย, ดูแลเอาใจใส่",8,5
兴趣,xìng qù,interest; interest,ความสนใจ,8,3
内心,nèi xīn,heart; innermost being,"ในใจ, จิตใจ",8,5
农民,nóng mín,peasant; farmer,"ชาวนา, เกษตรกร",8,5
