hanzi,sentence,en
旗帜,广场上飘扬着旗帜。,Flags flutter in the square.
无不,大家听了无不感动。,Everyone who heard it was moved.
无偿,他无偿捐献了骨髓。,He donated bone marrow free of charge.
无关紧要,这件小事无关紧要。,This small matter is insignificant.
无形,压力是一种无形的负担。,Pressure is an invisible burden.
无形中,他无形中影响了我们。,He influenced us imperceptibly.
无忧无虑,孩子们过着无忧无虑的生活。,The children live a carefree life.
无恶不作,这个坏人无恶不作。,This bad person will stop at nothing evil.
无意,我无意伤害你的感情。,I didn't mean to hurt your feelings.
无所作为,他整天无所作为。,He achieves nothing all day long.
无所谓,他对结果无所谓。,He doesn't care about the result.
无比,这里的风景无比美丽。,The scenery here is incomparably beautiful.
无疑,这无疑是个好消息。,This is undoubtedly good news.
无知,他的话显得很无知。,His words sound very ignorant.
无私,她无私地帮助大家。,She selflessly helps everyone.
无穷,大海蕴藏着无穷的力量。,The sea holds endless power.
无线,家里安装了无线网络。,Wireless internet was installed at home.
无能,他因无能被解雇了。,He was fired for incompetence.
无能为力,面对失败他无能为力。,Faced with failure he was powerless.
无足轻重,这个职位无足轻重。,This position is insignificant.
无限,宇宙的可能性近乎无限。,The universe's possibilities are nearly unlimited.
日前,日前他刚回国。,He just returned home the other day.
日后,日后我们再见面。,We'll meet again someday.
日夜,工人们日夜赶工。,The workers rushed the job day and night.
日常,这是我们的日常工作。,This is our daily work.
日期,请确认出发日期。,Please confirm the departure date.
日益,城市交通日益拥堵。,Urban traffic is getting more congested day by day.
日程,会议日程已经安排好了。,The meeting schedule has already been arranged.
旨在,这项政策旨在减少污染。,This policy is aimed at reducing pollution.
早就,我早就想去旅行了。,I've long wanted to go traveling.
早年,他早年在国外生活过。,In his early years he lived abroad.
早日,祝你早日康复。,I wish you a speedy recovery.
早晚,他早晚会明白真相。,He will understand the truth sooner or later.
早晨,我每天早晨去跑步。,I go running every morning.
早餐,我每天七点吃早餐。,I eat breakfast at seven every day.
早饭,他每天都吃早饭。,He eats breakfast every day.
旱,今年夏天发生了大旱。,There was a severe drought this summer.
时常,他时常去图书馆看书。,He often goes to the library to read.
时时,他时时想起故乡。,He often thinks of his hometown.
时机,现在不是投资的好时机。,Now is not a good time to invest.
时段,这个时段很拥挤。,This time period is very crowded.
时空,这部电影探讨了时空穿梭的奥秘。,This movie explores the mystery of time travel.
时节,清明时节雨水较多。,There's more rain during the Qingming season.
时装,她喜欢看时装杂志。,She likes reading fashion magazines.
昂贵,这件外套价格昂贵。,This coat is very expensive.
昆虫,花园里生活着很多种昆虫。,Many kinds of insects live in the garden.
明亮,教室里灯光很明亮。,The classroom lights are very bright.
明日,明日天气将会转晴。,Tomorrow's weather will turn clear.
明星,她是一位电影明星。,She is a movie star.
明智,这是一个明智的选择。,This is a wise choice.
昏迷,他因车祸陷入昏迷。,He fell into a coma from the car accident.
是非,他从不参与是非。,He never gets involved in disputes.
昼夜,工厂昼夜不停地生产。,The factory produces around the clock.
显出,他脸上显出担心的表情。,His face showed a worried expression.
显眼,这个广告牌很显眼。,This billboard is very eye-catching.
显而易见,结果显而易见。,The result is obvious.
显著,治疗效果十分显著。,The treatment's effect is very notable.
晒,妈妈把衣服拿去晒。,Mom took the clothes out to dry in the sun.
晕,她突然感到有点晕。,She suddenly felt a bit dizzy.
晕倒,她在路上突然晕倒了。,She suddenly fainted on the road.
晚报,爸爸每天都看晚报。,Dad reads the evening paper every day.
晚期,他被诊断为癌症晚期。,He was diagnosed with late-stage cancer.
晚点,飞机晚点了两小时。,The flight was delayed by two hours.
普及,智能手机已经普及了。,Smartphones have already become widespread.
普通人,他只是个普通人。,He is just an ordinary person.
景区,这个景区门票很贵。,The tickets for this scenic area are expensive.
景点,这座城市有很多景点。,This city has many tourist attractions.
景观,公园的景观十分优美。,The park's scenery is very beautiful.
晶莹,露珠晶莹剔透。,The dewdrop is sparkling and clear.
智能,这款手机很智能。,This phone is very smart.
暂,请大家暂时安静。,"Please be quiet for now, everyone."
暂停,比赛因下雨暂停了。,The match was suspended because of rain.
暑期,暑期他去打工挣钱。,During summer vacation he worked a part-time job to earn money.
暖,春天的阳光很暖。,The spring sunshine is very warm.
暗示,他的话暗示了一些问题。,His words hinted at some problems.
暴雨,昨晚下了一场暴雨。,There was a rainstorm last night.
暴露,这个错误暴露了问题。,This mistake exposed the problem.
暴风雨,一场暴风雨即将来临。,A rainstorm is about to arrive.
曲折,这条山路十分曲折。,This mountain road is very winding.
更新,手机系统需要更新。,The phone system needs an update.
曾经,我曾经去过北京。,I have been to Beijing before.
替代,机器无法完全替代人。,Machines cannot fully replace humans.
替换,请替换损坏的零件。,Please replace the damaged part.
月份,现在是什么月份？,What month is it now?
月初,房租要在月初交。,Rent must be paid at the start of the month.
月球,人类登上了月球。,Humans landed on the moon.
有利,这个决定对我们有利。,This decision is beneficial for us.
有力,他的发言非常有力。,His speech was very powerful.
有望,这个项目有望成功。,This project is expected to succeed.
有毒,这种蘑菇有毒不能吃。,This kind of mushroom is poisonous and inedible.
有的是,这里有的是时间。,There's plenty of time here.
服从,士兵必须服从命令。,Soldiers must obey orders.
服饰,这家店卖传统服饰。,This shop sells traditional clothing.
朝代,唐朝是一个繁荣的朝代。,The Tang dynasty was a prosperous era.
朝气蓬勃,年轻人朝气蓬勃。,Young people are full of youthful energy.
期待,大家都期待假期到来。,Everyone looks forward to the vacation.
期望,父母对他期望很高。,His parents have high expectations of him.
期限,这份合同有期限。,This contract has a time limit.
木匠,他的父亲是一位木匠。,His father is a carpenter.
木材,这栋房子用了很多木材。,This house used a lot of wood.
木板,工人在钉木板。,The worker is nailing a wooden board.
末,这是本世纪末的重大事件。,This is a major event at the end of this century.
本事,他真有本事解决这个难题。,He really has the ability to solve this hard problem.
本人,这封信是他本人写的。,This letter was written by him personally.
朴实,他的衣着十分朴实。,His clothing is very plain and simple.
朴素,她的穿着很朴素。,Her clothing is very simple.
朵,她买了一朵花。,She bought a flower.
机智,他机智地解决了难题。,He cleverly solved the difficult problem.
机灵,这只小狗非常机灵。,This little dog is very clever.
机遇,这是难得的发展机遇。,This is a rare opportunity for development.
杀,士兵不能随意杀人。,Soldiers must not kill people at will.
杀手,电影里的杀手很冷酷。,The killer in the movie is very cold-blooded.
权威,他是这个领域的权威。,He is an authority in this field.
杆,旗杆上挂着国旗。,A national flag hangs on the flagpole.
村,他出生在一个小村。,He was born in a small village.
村庄,这个村庄风景很美。,This village has beautiful scenery.
杜绝,学校要杜绝浪费现象。,The school must put an end to wastefulness.
束,她送了我一束鲜花。,She gave me a bunch of fresh flowers.
束缚,传统观念束缚着她。,Traditional ideas held her back.
来临,春天的脚步已经来临。,Spring has already arrived.
来信,我收到了朋友的来信。,I received a letter from my friend.
来往,两家一直有来往。,The two families have always kept in touch.
来源于,这个故事来源于真实事件。,This story originates from a true event.
杰出,他是一位杰出的科学家。,He is an outstanding scientist.
松,他终于松了一口气。,He finally breathed a sigh of relief.
极为,这件事极为重要。,This matter is extremely important.
极力,他极力反对这个方案。,He strongly opposed this plan.
极度,他现在感到极度疲惫。,He feels extremely exhausted right now.
极端,他的想法太极端了。,His idea is too extreme.
极限,他挑战了自己的极限。,He challenged his own limits.
构思,作者花了两年构思这本书。,The author spent two years conceiving this book.
构想,他提出了一个新构想。,He proposed a new concept.
构造,这座建筑的构造非常复杂。,This building's structure is very complex.
果园,秋天果园里挂满了苹果。,In autumn the orchard is full of apples.
果断,领导做事非常果断。,The leader is very decisive in handling matters.
果然,他果然来了。,"Sure enough, he came."
枪,警察举起了枪。,The police officer raised his gun.
架,书架上摆满了新书。,The bookshelf is filled with new books.
柔软,这条毛毯摸起来很柔软。,This blanket feels very soft to the touch.
柜台,顾客在柜台前排队。,Customers are lining up in front of the counter.
柜子,衣服放在柜子里。,The clothes are in the cupboard.
查找,他在网上查找资料。,He searched for materials online.
查明,警方正在查明真相。,Police are investigating to find out the truth.
柱子,大厅中央立着柱子。,A pillar stands in the center of the hall.
标,请标出重点。,Please mark the key points.
标志,这座塔是城市的标志。,This tower is a landmark of the city.
栏目,这个电视栏目很受欢迎。,This TV program segment is very popular.
树叶,秋天树叶都黄了。,"In autumn, the leaves all turn yellow."
树木,公园里种满了树木。,The park is full of trees.
树林,孩子们在树林里玩。,The children are playing in the woods.
株,院子里种着一株梅花。,A plum tree is planted in the yard.
核对,请仔细核对数据。,Please carefully verify the data.
根基,良好的根基很重要。,A solid foundation is very important.
