hanzi,sentence,en,th_final
充满,他心里充满了希望。,His heart is full of hope.,หัวใจของเขาเต็มไปด้วยความหวัง
显示,屏幕上显示了时间。,The screen shows the time.,บนหน้าจอแสดงเวลา
文字,他喜欢研究古代文字。,He likes to study ancient scripts.,เขาชอบศึกษาตัวอักษรโบราณ
能源,太阳能是重要的能源。,Solar power is an important energy source.,พลังงานแสงอาทิตย์เป็นแหล่งพลังงานที่สำคัญ
蔬菜,我每天都吃新鲜蔬菜。,I eat fresh vegetables every day.,ฉันกินผักสดทุกวัน
盒饭,中午他买了一份盒饭。,At noon he bought a boxed meal.,ตอนเที่ยงเขาซื้อข้าวกล่องมาหนึ่งกล่อง
地主,那个地主拥有很多土地。,That landlord owns a lot of land.,เจ้าที่ดินคนนั้นมีที่ดินเยอะมาก
弓,他用弓射中了目标。,He shot the target with a bow.,เขาใช้ธนูยิงโดนเป้า
安慰,朋友安慰了伤心的她。,Her friend comforted her when she was sad.,เพื่อนปลอบใจเธอตอนที่เธอเสียใจ
规模,这家公司规模很大。,This company is large in scale.,บริษัทนี้มีขนาดใหญ่มาก
记录,老师记录了学生的成绩。,The teacher recorded the students' grades.,คุณครูบันทึกคะแนนของนักเรียน
善于,她善于解决问题。,She is good at solving problems.,เธอเก่งในการแก้ปัญหา
挑战,他喜欢挑战自己。,He likes to challenge himself.,เขาชอบท้าทายตัวเอง
画线,请在重点下面画线。,Please draw a line under the key points.,ช่วยขีดเส้นใต้จุดสำคัญด้วย
轻易,他不轻易相信别人。,He doesn't easily trust others.,เขาไม่เชื่อคนอื่นง่ายๆ
主人,主人热情地欢迎客人。,The host warmly welcomed the guests.,เจ้าบ้านต้อนรับแขกอย่างอบอุ่น
愤怒,他听到消息非常愤怒。,He was very angry when he heard the news.,เขาโกรธมากเมื่อได้ยินข่าว
成就,他为自己的成就骄傲。,He is proud of his accomplishments.,เขาภูมิใจในความสำเร็จของตัวเอง
同伴,他和同伴一起旅行。,He traveled together with his companion.,เขาเดินทางไปกับเพื่อนร่วมทาง
地震,昨晚发生了一次地震。,An earthquake happened last night.,เมื่อคืนเกิดแผ่นดินไหวครั้งหนึ่ง
沙子,孩子们在沙子里玩耍。,The children played in the sand.,เด็กๆ เล่นกันอยู่ในกองทราย
资源,水是宝贵的资源。,Water is a precious resource.,น้ำเป็นทรัพยากรที่มีค่า
醋,妈妈做菜放了一点醋。,Mom added a bit of vinegar when cooking.,แม่ใส่น้ำส้มสายชูนิดหน่อยตอนทำกับข้าว
括,请把重点括起来。,Please bracket the key points.,ช่วยตีวงเล็บจุดสำคัญไว้ด้วย
物体,那个物体从天上掉下来。,That object fell from the sky.,วัตถุนั้นตกลงมาจากฟ้า
琴声,远处传来悠扬的琴声。,From afar came the melodious sound of a zither.,เสียงพิณอันไพเราะดังมาจากที่ไกลๆ
辣酱,他喜欢吃饭时加辣酱。,He likes to add chili paste when eating.,เขาชอบเติมซอสพริกตอนกินข้าว
犹豫,她犹豫了很久才决定。,She hesitated for a long time before deciding.,เธอลังเลอยู่นานกว่าจะตัดสินใจได้
称赞,老师称赞了他的作文。,The teacher praised his essay.,คุณครูชมเรียงความของเขา
追求,他一直追求自己的梦想。,He has always pursued his dream.,เขาไล่ตามความฝันของตัวเองมาตลอด
博物馆,我们周末去了博物馆。,We went to the museum on the weekend.,เราไปพิพิธภัณฑ์กันตอนสุดสัปดาห์
反应,他对这个消息反应很快。,He reacted quickly to the news.,เขาตอบสนองต่อข่าวนี้ได้เร็วมาก
根本,这是问题的根本原因。,This is the fundamental cause of the problem.,นี่คือต้นเหตุที่แท้จริงของปัญหา
秘书,秘书帮经理安排会议。,The secretary arranged the meeting for the manager.,เลขาช่วยผู้จัดการจัดการประชุม
订,我们订了两张机票。,We booked two plane tickets.,เราจองตั๋วเครื่องบินไว้สองใบ
谨慎,开车的时候要谨慎。,You should be cautious while driving.,ตอนขับรถต้องระมัดระวัง
进步,他的汉语进步很快。,His Chinese is progressing quickly.,ภาษาจีนของเขาก้าวหน้าเร็วมาก
依然,他依然每天早起。,He still gets up early every day.,เขายังคงตื่นเช้าทุกวัน
失眠,他昨晚失眠了。,He suffered from insomnia last night.,เมื่อคืนเขานอนไม่หลับ
导致,压力过大导致失眠。,Too much stress leads to insomnia.,ความเครียดมากเกินไปทำให้นอนไม่หลับ
满足,这个答案满足了他的好奇心。,This answer satisfied his curiosity.,คำตอบนี้เติมเต็มความอยากรู้อยากเห็นของเขา
观察,科学家认真观察星星。,The scientist carefully observed the stars.,นักวิทยาศาสตร์สังเกตดวงดาวอย่างตั้งใจ
角度,换个角度看问题。,Look at the problem from a different angle.,ลองมองปัญหาจากมุมอื่นดู
造成,大雨造成了交通堵塞。,The heavy rain caused a traffic jam.,ฝนตกหนักทำให้รถติด
道理,他说的话很有道理。,What he said makes a lot of sense.,สิ่งที่เขาพูดมีเหตุผลมาก
从而,他努力学习，从而进步很快。,"He studied hard, and thereby made rapid progress.",เขาตั้งใจเรียน จึงก้าวหน้าอย่างรวดเร็ว
作品,这是他最好的作品。,This is his best work.,นี่เป็นผลงานที่ดีที่สุดของเขา
坚强,她是一个坚强的女孩。,She is a strong girl.,เธอเป็นผู้หญิงที่เข้มแข็ง
状态,他今天的状态很好。,His condition is very good today.,วันนี้สภาพของเขาดีมาก
生长,植物需要阳光生长。,Plants need sunlight to grow.,ต้นไม้ต้องการแสงแดดเพื่อเติบโต
题目,这道题目很难。,This question is very difficult.,โจทย์ข้อนี้ยากมาก
农民,农民在地里种菜。,The farmer plants vegetables in the field.,ชาวนาปลูกผักอยู่ในไร่
幸运,我今天感觉很幸运。,I feel very lucky today.,วันนี้ฉันรู้สึกโชคดีมาก
抱怨,他总是抱怨工作太累。,He always complains that work is too tiring.,เขาชอบบ่นว่างานเหนื่อยเกินไป
胆小,这只小狗很胆小。,This puppy is very timid.,ลูกหมาตัวนี้ขี้กลัวมาก
追,猫在后面追老鼠。,The cat is chasing the mouse behind it.,แมวไล่จับหนูอยู่ข้างหลัง
冻豆腐,火锅里放了冻豆腐。,Frozen tofu was put into the hot pot.,ในหม้อไฟใส่เต้าหู้แช่แข็ง
国画,她喜欢学习国画。,She likes to learn traditional Chinese painting.,เธอชอบเรียนภาพวาดจีน
财主,村里有一个财主。,There was a rich man in the village.,ในหมู่บ้านมีเศรษฐีอยู่คนหนึ่ง
金币,他捡到了一枚金币。,He picked up a gold coin.,เขาเก็บเหรียญทองได้เหรียญหนึ่ง
放风筝,春天大家喜欢放风筝。,In spring everyone likes to fly kites.,ในฤดูใบไม้ผลิใครๆ ก็ชอบเล่นว่าว
模特,她是一名时装模特。,She is a fashion model.,เธอเป็นนางแบบแฟชั่น
漏斗,他用漏斗倒油。,He used a funnel to pour the oil.,เขาใช้กรวยเทน้ำมัน
狼,森林里有一只狼。,There is a wolf in the forest.,ในป่ามีหมาป่าอยู่ตัวหนึ่ง
猎狗,猎人带着猎狗打猎。,The hunter went hunting with his hunting dog.,นายพรานพาสุนัขล่าเนื้อไปล่าสัตว์
私人,这是他的私人财产。,This is his private property.,นี่เป็นทรัพย์สินส่วนตัวของเขา
纸质,我更喜欢纸质书。,I prefer paper books.,ฉันชอบหนังสือแบบกระดาษมากกว่า
织,奶奶在织毛衣。,Grandma is knitting a sweater.,คุณย่ากำลังถักเสื้อไหมพรม
花瓶,桌子上放着花瓶。,There is a vase on the table.,บนโต๊ะมีแจกันวางอยู่
蜡烛,生日蛋糕上有蜡烛。,There are candles on the birthday cake.,บนเค้กวันเกิดมีเทียน
鲨鱼,海里有一条鲨鱼。,There is a shark in the sea.,ในทะเลมีฉลามอยู่ตัวหนึ่ง
鸡,农场里养了很多鸡。,The farm raises many chickens.,ในฟาร์มเลี้ยงไก่ไว้เยอะมาก
调整,他调整了自己的计划。,He adjusted his plan.,เขาปรับแผนของตัวเอง
采访,记者采访了那位演员。,The reporter interviewed that actor.,นักข่าวสัมภาษณ์นักแสดงคนนั้น
一片,窗外是一片绿色。,Outside the window is a stretch of green.,นอกหน้าต่างเป็นสีเขียวไปทั้งผืน
位于,学校位于市中心。,The school is located in the city center.,โรงเรียนตั้งอยู่ใจกลางเมือง
作为,他工作认真，很有作为。,He works conscientiously and has accomplished a lot.,เขาทำงานอย่างจริงจัง และมีผลงานโดดเด่น
入,请大家依次入场。,"Please enter the venue in order, everyone.",ขอให้ทุกคนทยอยเข้างานตามลำดับ
完美,这次演出非常完美。,This performance was very perfect.,การแสดงครั้งนี้สมบูรณ์แบบมาก
成长,孩子每天都在成长。,The child is growing every day.,เด็กเติบโตขึ้นทุกวัน
掌握,他掌握了三种语言。,He has mastered three languages.,เขาเชี่ยวชาญถึงสามภาษา
服装,这家店卖服装。,This shop sells clothing.,ร้านนี้ขายเสื้อผ้า
珍惜,我们要珍惜时间。,We should treasure our time.,เราควรเห็นคุณค่าของเวลา
目前,目前他还没回来。,"At present, he hasn't come back yet.",ตอนนี้เขายังไม่กลับมา
相处,我们相处得很好。,We get along very well.,เราเข้ากันได้ดีมาก
营养,这种食物很有营养。,This food is very nutritious.,อาหารชนิดนี้มีสารอาหารมาก
采取,政府采取了新措施。,The government adopted new measures.,รัฐบาลนำมาตรการใหม่มาใช้
面积,这个房间面积很大。,This room has a large area.,ห้องนี้มีพื้นที่กว้างมาก
一旦,你一旦决定就别改。,"Once you decide, don't change it.",พอตัดสินใจแล้วก็อย่าเปลี่ยน
事物,世界上的事物都在变化。,Things in the world are always changing.,สรรพสิ่งในโลกล้วนเปลี่ยนแปลงอยู่ตลอด
到达,火车到达北京了。,The train has arrived in Beijing.,รถไฟมาถึงปักกิ่งแล้ว
强,这个队伍非常强。,This team is very strong.,ทีมนี้แข็งแกร่งมาก
微笑,她对我微笑。,She smiled at me.,เธอยิ้มให้ฉัน
明显,变化非常明显。,The change is very obvious.,ความเปลี่ยนแปลงชัดเจนมาก
未来,未来会更好。,The future will be better.,อนาคตจะดีขึ้น
立刻,他立刻就走了。,He left immediately.,เขาไปทันที
精力,他每天精力充沛。,He is full of energy every day.,เขามีพลังเต็มเปี่ยมทุกวัน
责备,妈妈责备了他。,Mom blamed him.,แม่ตำหนิเขา
软件,这个软件很好用。,This software is easy to use.,ซอฟต์แวร์นี้ใช้งานง่ายมาก
通常,我通常七点起床。,I usually get up at seven.,ปกติฉันตื่นนอนตอนเจ็ดโมง
预订,我们预订了房间。,We booked a room.,เราจองห้องไว้แล้ว
专家,他是教育专家。,He is an education expert.,เขาเป็นผู้เชี่ยวชาญด้านการศึกษา
似乎,他似乎很累。,He seems very tired.,เขาดูเหมือนจะเหนื่อยมาก
功能,这个手机功能很多。,This phone has many functions.,โทรศัพท์เครื่องนี้มีฟังก์ชันเยอะ
数据,请检查这些数据。,Please check this data.,ช่วยตรวจสอบข้อมูลเหล่านี้ด้วย
气氛,教室里气氛很好。,The atmosphere in the classroom is great.,บรรยากาศในห้องเรียนดีมาก
消费,现在的人喜欢网上消费。,People nowadays like to spend money online.,คนสมัยนี้ชอบใช้จ่ายทางออนไลน์
灵活,他的想法很灵活。,His thinking is very flexible.,ความคิดของเขายืดหยุ่นมาก
刀,他用刀切菜。,He cuts vegetables with a knife.,เขาใช้มีดหั่นผัก
彻底,他彻底打扫了房间。,He thoroughly cleaned the room.,เขาทำความสะอาดห้องอย่างทั่วถึง
温暖,今天天气很温暖。,The weather is warm today.,วันนี้อากาศอบอุ่นมาก
痛苦,失去朋友很痛苦。,Losing a friend is painful.,การเสียเพื่อนไปเป็นเรื่องเจ็บปวด
行动,我们必须马上行动。,We must act immediately.,เราต้องลงมือทำทันที
失恋,他最近失恋了。,He recently went through a breakup.,ช่วงนี้เขาเพิ่งอกหัก
弹琴,妹妹在房间弹琴。,My sister is playing an instrument in her room.,น้องสาวกำลังเล่นเครื่องดนตรีอยู่ในห้อง
种子,农民种下种子。,The farmer planted seeds.,ชาวนาหว่านเมล็ดพันธุ์
网络,这里的网络很快。,The internet here is fast.,อินเทอร์เน็ตที่นี่เร็วมาก
小岛,他们住在一个小岛上。,They live on a small island.,พวกเขาอาศัยอยู่บนเกาะเล็กๆ
川菜,我喜欢吃川菜。,I like to eat Sichuan cuisine.,ฉันชอบกินอาหารเสฉวน
广告位,这个网站有广告位。,This website has ad space.,เว็บไซต์นี้มีพื้นที่โฆษณา
撒谎,你不要对我撒谎。,Don't lie to me.,อย่าโกหกฉันนะ
楼上,他住在楼上。,He lives upstairs.,เขาอยู่ชั้นบน
潜水,他喜欢去潜水。,He likes to go diving.,เขาชอบไปดำน้ำ
百万富翁,他成了百万富翁。,He became a millionaire.,เขากลายเป็นเศรษฐีเงินล้าน
篮筐,球投进了篮筐。,The ball went into the basket.,ลูกบอลลงห่วงบาส
老总,老总今天不在。,The boss is not in today.,วันนี้เจ้านายไม่อยู่
财商,他的财商很高。,His financial savvy is high.,เขามีไหวพริบทางการเงินสูง
风筝,孩子们在放风筝。,The children are flying a kite.,เด็กๆ กำลังเล่นว่าว
黑猩猩,动物园里有黑猩猩。,There are chimpanzees in the zoo.,ในสวนสัตว์มีลิงชิมแปนซี
下载,我下载了这个软件。,I downloaded this software.,ฉันดาวน์โหลดซอฟต์แวร์นี้แล้ว
人物,他是历史人物。,He is a historical figure.,เขาเป็นบุคคลสำคัญในประวัติศาสตร์
勇气,他没有勇气说话。,He didn't have the courage to speak.,เขาไม่มีความกล้าที่จะพูด
待遇,这份工作待遇不错。,This job has good pay and benefits.,งานนี้มีค่าตอบแทนดี
改善,生活条件改善了。,Living conditions have improved.,สภาพความเป็นอยู่ดีขึ้น
方案,我们需要一个方案。,We need a plan.,เราต้องการแผนสักอย่าง
深刻,这本书让我印象深刻。,This book left a deep impression on me.,หนังสือเล่มนี้ทำให้ฉันประทับใจมาก
热心,她是个热心人。,She is a warm-hearted person.,เธอเป็นคนใจดีมีน้ำใจ
虚心,他虚心接受意见。,He humbly accepts opinions.,เขาน้อมรับความคิดเห็นอย่างถ่อมตน
走进,他走进教室。,He walked into the classroom.,เขาเดินเข้าไปในห้องเรียน
逃避,他总是逃避问题。,He always avoids problems.,เขามักจะหนีปัญหาอยู่เสมอ
阻止,警察阻止了他们。,The police stopped them.,ตำรวจขัดขวางพวกเขาไว้
下降,气温开始下降。,The temperature started to drop.,อุณหภูมิเริ่มลดลง
中旬,他六月中旬回来。,He is coming back in mid-June.,เขาจะกลับมากลางเดือนมิถุนายน
从前,从前这里是农田。,This place used to be farmland.,เมื่อก่อนที่นี่เคยเป็นนา
危害,吸烟危害健康。,Smoking harms your health.,การสูบบุหรี่เป็นอันตรายต่อสุขภาพ
培养,老师培养学生的兴趣。,Teachers cultivate students' interest.,คุณครูปลูกฝังความสนใจให้นักเรียน
始终,他始终没有放弃。,"He never gave up, from start to finish.",เขาไม่เคยยอมแพ้เลยตั้งแต่ต้นจนจบ
委屈,她觉得很委屈。,She felt wronged.,เธอรู้สึกน้อยใจ
恢复,他身体恢复了。,He has recovered physically.,ร่างกายของเขาฟื้นตัวแล้ว
推荐,老师推荐了这本书。,The teacher recommended this book.,คุณครูแนะนำหนังสือเล่มนี้
显,这件衣服显瘦。,This piece of clothing makes you look slimmer.,เสื้อตัวนี้ใส่แล้วดูผอม
疲劳,长时间开车会疲劳。,Driving for a long time causes fatigue.,ขับรถนานๆ จะทำให้เหนื่อยล้า
相似,这两个词意思相似。,These two words have similar meanings.,คำสองคำนี้มีความหมายคล้ายกัน
破坏,台风破坏了房屋。,The typhoon damaged the houses.,พายุไต้ฝุ่นทำลายบ้านเรือน
