hanzi,sentence,en,th_final
金鱼,我养了一条金鱼。,I keep a goldfish.,ฉันเลี้ยงปลาทองไว้ตัวหนึ่ง
面食,北方人爱吃面食。,Northerners love eating wheat-based foods.,คนทางเหนือชอบกินอาหารทำจากแป้ง
国,这是一个大国。,This is a great nation.,นี่คือประเทศที่ยิ่งใหญ่
公,这是公用电话。,This is a public telephone.,นี่คือโทรศัพท์สาธารณะ
章鱼,章鱼有八条腿。,An octopus has eight legs.,ปลาหมึกยักษ์มีแปดขา
航空,他从事航空工作。,He works in aviation.,เขาทำงานด้านการบิน
相,他们相爱多年。,They have loved each other for years.,พวกเขารักกันมาหลายปี
肌肉,他的肌肉很结实。,His muscles are very firm.,กล้ามเนื้อของเขาแข็งแรงมาก
口述,老人口述了往事。,The old man recounted the past orally.,ชายชราเล่าเรื่องในอดีตด้วยปากเปล่า
动画,这是一部动画电影。,This is an animated movie.,นี่คือหนังการ์ตูนแอนิเมชัน
坐姿,请保持正确坐姿。,Please maintain correct sitting posture.,ช่วยรักษาท่านั่งให้ถูกต้อง
一见钟情,他们一见钟情。,They fell in love at first sight.,พวกเขาตกหลุมรักกันตั้งแต่แรกเห็น
梨园,他出身梨园世家。,He comes from a family in the world of Chinese opera.,เขามาจากครอบครัวที่สืบทอดวงการงิ้ว
结果,考试结果很理想。,The exam result was very good.,ผลสอบออกมาดีมาก
及,会议讨论工作及计划。,The meeting discussed work and plans.,ที่ประชุมพูดคุยเรื่องงานและแผนการ
既,她既漂亮又聪明。,She is both pretty and smart.,เธอทั้งสวยทั้งฉลาด
哭泣,她伤心地哭泣。,She wept sadly.,เธอร้องไห้อย่างเศร้าใจ
看病,他去医院看病。,He went to the hospital to see a doctor.,เขาไปหาหมอที่โรงพยาบาล
积分,买东西可以攒积分。,You can accumulate points when shopping.,ซื้อของสามารถสะสมแต้มได้
似,他待我似家人。,He treats me like family.,เขาปฏิบัติกับฉันเหมือนคนในครอบครัว
大气,大气污染很严重。,Atmospheric pollution is very serious.,มลพิษในชั้นบรรยากาศรุนแรงมาก
木,这张桌子是木头做的。,This table is made of wood.,โต๊ะตัวนี้ทำจากไม้
类,这是哪一类问题？,What kind of problem is this?,นี่เป็นปัญหาประเภทไหน?
拍摄,他们在公园拍摄电影。,They are filming a movie in the park.,พวกเขากำลังถ่ายหนังกันในสวน
极,这个西瓜甜极了。,This watermelon is extremely sweet.,แตงโมลูกนี้หวานสุดๆ
财务,她负责公司财务。,She is in charge of the company's finances.,เธอดูแลเรื่องการเงินของบริษัท
厨师,我爸爸是一名厨师。,My dad is a chef.,พ่อของฉันเป็นเชฟ
志愿者,他是一名志愿者。,He is a volunteer.,เขาเป็นอาสาสมัคร
理财,她很会理财。,She is good at managing money.,เธอเก่งเรื่องบริหารเงิน
眼泪,她感动得流下眼泪。,She was so moved that she shed tears.,เธอซาบซึ้งจนน้ำตาไหล
农业,这个地区以农业为主。,This region relies mainly on agriculture.,พื้นที่แถบนี้เน้นการเกษตรเป็นหลัก
向日葵,向日葵朝着太阳。,Sunflowers face the sun.,ดอกทานตะวันหันเข้าหาดวงอาทิตย์
葵花,农民种了很多葵花。,The farmers planted many sunflowers.,ชาวนาปลูกดอกทานตะวันไว้เยอะ
廊桥,这座廊桥非常古老。,This covered bridge is very old.,สะพานมีหลังคาแห่งนี้เก่าแก่มาก
母猴,这是一只母猴。,This is a female monkey.,นี่คือลิงตัวเมีย
触手,章鱼有八条触手。,An octopus has eight tentacles.,ปลาหมึกยักษ์มีหนวดแปดเส้น
调节,请调节空调温度。,Please adjust the air conditioner's temperature.,ช่วยปรับอุณหภูมิแอร์หน่อย
力,他用尽了全力。,He used all his strength.,เขาใช้เรี่ยวแรงจนหมด
最早,他最早到达公司。,He arrived at the company earliest.,เขามาถึงบริษัทเร็วที่สุด
氧气,植物能产生氧气。,Plants can produce oxygen.,พืชสามารถผลิตออกซิเจนได้
神,古人相信神的存在。,Ancient people believed in the existence of gods.,คนโบราณเชื่อว่าเทพเจ้ามีอยู่จริง
保,妈妈保孩子平安。,Mom keeps the child safe.,แม่ปกป้องลูกให้ปลอดภัย
合,他慢慢合上了双眼。,He slowly closed his eyes.,เขาค่อยๆ หลับตาลง
匹,一匹马跑得很快。,A horse runs very fast.,ม้าตัวหนึ่งวิ่งเร็วมาก
极昼,极地地区会出现极昼。,Polar regions can experience polar day.,บริเวณขั้วโลกจะเกิดปรากฏการณ์กลางวันตลอดวัน
自我,他很有自我意识。,He has strong self-awareness.,เขามีความตระหนักรู้ในตัวเองสูง
对于,对于这件事我理解。,Regarding this matter I understand.,เรื่องนี้ฉันเข้าใจ
建筑,这座建筑很漂亮。,This building is very beautiful.,อาคารหลังนี้สวยมาก
色彩,这幅画色彩鲜艳。,This painting has vivid colors.,ภาพวาดนี้สีสันสดใส
制,学校实行学分制。,The school implements a credit system.,โรงเรียนใช้ระบบหน่วยกิต
园林,这座园林非常美丽。,This garden is very beautiful.,สวนแห่งนี้สวยงามมาก
婴儿,婴儿正在熟睡。,The baby is sleeping soundly.,ทารกกำลังหลับสนิท
第三个,他是第三个到的。,He was the third one to arrive.,เขาเป็นคนที่สามที่มาถึง
生长素,生长素能促进生长。,Auxin can promote growth.,ออกซินช่วยกระตุ้นการเจริญเติบโต
商家,这家商家服务很好。,This merchant provides good service.,ร้านค้าเจ้านี้บริการดีมาก
移动,汽车正在移动。,The car is moving.,รถกำลังเคลื่อนที่
虾,我喜欢吃虾。,I like eating shrimp.,ฉันชอบกินกุ้ง
自身,要相信自身能力。,One should believe in one's own ability.,ต้องเชื่อมั่นในความสามารถของตัวเอง
人才,公司需要更多人才。,The company needs more talented people.,บริษัทต้องการคนเก่งเพิ่มขึ้น
体内,体内缺水会口渴。,Lack of water in the body causes thirst.,ร่างกายขาดน้ำจะทำให้กระหายน้ำ
即,五月一日即劳动节。,May 1st is Labor Day.,วันที่หนึ่งพฤษภาคมก็คือวันแรงงาน
心灵,她心灵手巧。,She is clever and dexterous.,เธอทั้งหัวดีทั้งมือเก่ง
性,安全性非常重要。,Safety is very important.,ความปลอดภัยสำคัญมาก
生物,病毒也是一种生物。,A virus is also a kind of organism.,ไวรัสก็เป็นสิ่งมีชีวิตชนิดหนึ่งเหมือนกัน
疾病,疾病影响人的健康。,Disease affects people's health.,โรคภัยส่งผลต่อสุขภาพของคน
含,牛奶含有丰富的钙。,Milk contains abundant calcium.,นมมีแคลเซียมอยู่มาก
已有,这个城市已有百年历史。,This city already has a hundred years of history.,เมืองนี้มีประวัติศาสตร์มาร้อยปีแล้ว
幅,墙上挂着一幅画。,A painting hangs on the wall.,บนผนังแขวนภาพวาดอยู่หนึ่งภาพ
分子,知识分子应该多读书。,Intellectuals should read more.,ปัญญาชนควรอ่านหนังสือให้มากขึ้น
女性,越来越多女性开始工作。,More and more women are starting to work.,ผู้หญิงเริ่มทำงานกันมากขึ้นเรื่อยๆ
支撑,这根柱子支撑着屋顶。,This pillar supports the roof.,เสาต้นนี้ค้ำหลังคาไว้
样,这个样子很奇怪。,This appearance is very strange.,ท่าทางแบบนี้แปลกมาก
物,万物都在变化。,All things are changing.,สรรพสิ่งล้วนเปลี่ยนแปลง
连续,他连续三天没睡觉。,He hasn't slept for three days in a row.,เขาไม่ได้นอนติดต่อกันสามวัน
园,我们在公园散步。,We take a walk in the park.,เราเดินเล่นกันในสวนสาธารณะ
报,请把情况报给经理。,Please report the situation to the manager.,ช่วยรายงานสถานการณ์ให้ผู้จัดการด้วย
水库,这座水库能蓄很多水。,This reservoir can store a lot of water.,อ่างเก็บน้ำแห่งนี้เก็บน้ำได้เยอะมาก
激素,压力会影响激素水平。,Stress affects hormone levels.,ความเครียดส่งผลต่อระดับฮอร์โมน
猎物,老虎正在寻找猎物。,The tiger is looking for prey.,เสือกำลังตามหาเหยื่อ
白领,他是一名白领上班族。,He is a white-collar office worker.,เขาเป็นพนักงานออฟฟิศคอปกขาว
转动,风扇正在慢慢转动。,The fan is slowly turning.,พัดลมกำลังหมุนช้าๆ
狼群,狼群在森林里出没。,The wolf pack roams in the forest.,ฝูงหมาป่าเพ่นพ่านอยู่ในป่า
大千,大千世界真奇妙。,The vast world is truly wonderful.,โลกอันกว้างใหญ่นี้ช่างน่าอัศจรรย์จริงๆ
太空,宇航员在太空工作。,Astronauts work in outer space.,นักบินอวกาศทำงานอยู่ในอวกาศ
建,政府计划建一座桥。,The government plans to build a bridge.,รัฐบาลวางแผนจะสร้างสะพานหนึ่งแห่ง
题材,这部电影题材新颖。,This movie's subject matter is original.,หนังเรื่องนี้มีเนื้อหาแปลกใหม่
本身,问题本身并不复杂。,The problem itself is not complicated.,ตัวปัญหาเองไม่ได้ซับซ้อนอะไร
长期,他长期在国外工作。,He has worked abroad long-term.,เขาทำงานอยู่ต่างประเทศมาเป็นเวลานาน
供,农场供应新鲜蔬菜。,The farm supplies fresh vegetables.,ฟาร์มจัดหาผักสดให้
因素,天气是重要因素。,Weather is an important factor.,สภาพอากาศเป็นปัจจัยสำคัญ
水中,鱼儿在水中游动。,The fish swims in the water.,ปลาแหวกว่ายอยู่ในน้ำ
神奇,这个魔术真神奇。,This magic trick is truly magical.,มายากลนี้มหัศจรรย์จริงๆ
自由,每个人都渴望自由。,Everyone longs for freedom.,ทุกคนต่างโหยหาอิสรภาพ
仍,他仍然爱着她。,He still loves her.,เขายังคงรักเธออยู่
发出,警报突然发出声音。,The alarm suddenly emitted a sound.,สัญญาณเตือนภัยส่งเสียงขึ้นมาทันที
采用,工厂采用新技术。,The factory adopted new technology.,โรงงานนำเทคโนโลยีใหม่มาใช้
大都,学生大都按时到校。,Students mostly arrive at school on time.,นักเรียนส่วนใหญ่มาโรงเรียนตรงเวลา
患者,医生正在治疗患者。,The doctor is treating the patient.,หมอกำลังรักษาคนไข้
打破,他打破了世界纪录。,He broke the world record.,เขาทำลายสถิติโลก
曲,这条路弯弯曲曲。,This road is winding and curvy.,ถนนเส้นนี้คดเคี้ยวไปมา
生意,他的生意越做越好。,His business is getting better and better.,ธุรกิจของเขายิ่งทำยิ่งดีขึ้น
男人,那个男人很高。,That man is very tall.,ผู้ชายคนนั้นสูงมาก
