hanzi,sentence,en,th_final
门铃,门铃响了，快开门。,"The doorbell rang, hurry and open the door.",กริ่งประตูดังแล้ว รีบไปเปิดประตูเร็ว
闪,远处的天空突然闪了一下。,The sky in the distance suddenly flashed.,ท้องฟ้าไกลๆ วาบแสงขึ้นมาทันที
闪烁,夜空中星星在闪烁。,The stars were twinkling in the night sky.,ดวงดาวกำลังกะพริบระยิบระยับบนท้องฟ้ายามค่ำคืน
闭幕,运动会明天晚上闭幕。,The sports meet closes tomorrow evening.,งานกีฬาจะปิดฉากคืนพรุ่งนี้
闭幕式,运动会闭幕式很精彩。,The sports meet's closing ceremony was wonderful.,พิธีปิดงานกีฬาน่าตื่นตาตื่นใจมาก
问世,这本书终于问世了。,This book has finally been published.,หนังสือเล่มนี้ออกวางจำหน่ายเสียที
闯,他勇敢地闯进了火场救人。,He bravely rushed into the fire to save people.,เขากล้าหาญบุกเข้าไปในกองเพลิงเพื่อช่วยคน
间隔,两次考试间隔一周。,The two exams are a week apart.,การสอบสองครั้งห่างกันหนึ่งสัปดาห์
闹,街上非常热闹。,The street is very lively.,บนถนนคึกคักมาก
闻名,这座古城闻名世界。,This ancient city is world-famous.,เมืองเก่าแห่งนี้มีชื่อเสียงไปทั่วโลก
阅览室,学生们安静地坐在阅览室。,The students sit quietly in the reading room.,นักเรียนนั่งเงียบๆ อยู่ในห้องอ่านหนังสือ
队,学校组织了一支足球队。,The school organized a football team.,โรงเรียนตั้งทีมฟุตบอลขึ้นมาทีมหนึ่ง
队伍,游行的队伍走过广场。,The parade procession walked across the square.,ขบวนพาเหรดเดินผ่านลานกว้าง
防,大家一起防止火灾。,Everyone works together to prevent fires.,ทุกคนช่วยกันป้องกันไฟไหม้
防御,这支球队的防御很强。,This team's defense is very strong.,การป้องกันของทีมนี้แข็งแกร่งมาก
防治,医院负责防治疾病。,The hospital is responsible for disease prevention.,โรงพยาบาลรับผิดชอบการป้องกันและรักษาโรค
防疫,社区加强了防疫措施。,The community strengthened epidemic prevention measures.,ชุมชนเพิ่มมาตรการป้องกันโรคระบาด
阴影,大树的阴影很凉快。,The shadow of the big tree is cool.,ร่มเงาของต้นไม้ใหญ่เย็นสบายมาก
阴暗,这条巷子十分阴暗。,This alley is very dim.,ตรอกนี้มืดทึบมาก
阵,突然刮起一阵大风。,Suddenly a gust of strong wind blew up.,จู่ๆ ก็มีลมแรงพัดมาระลอกหนึ่ง
阶层,社会阶层各不相同。,Social classes differ from one another.,ชนชั้นในสังคมแตกต่างกันไป
阻力,改革遇到不小阻力。,The reform met with considerable resistance.,การปฏิรูปเจอกับแรงต้านไม่น้อย
阻拦,没人能阻拦他的决心。,No one could stop his determination.,ไม่มีใครขัดขวางความตั้งใจของเขาได้
阻挡,大雨阻挡了我们前进。,The heavy rain blocked our way forward.,ฝนตกหนักขวางไม่ให้เราเดินหน้าต่อ
陈列,展馆陈列着古董。,Antiques are displayed in the exhibition hall.,ในหอแสดงมีของโบราณจัดแสดงอยู่
陈述,他陈述了事情经过。,He stated how the matter happened.,เขาเล่าลำดับเหตุการณ์ที่เกิดขึ้น
降临,夜幕渐渐降临了。,Night gradually fell.,ความมืดของค่ำคืนค่อยๆ คืบคลานเข้ามา
限,这次考试时间有限。,The exam time this time is limited.,การสอบครั้งนี้มีเวลาจำกัด
院,他家有一个大院。,His home has a big courtyard.,บ้านของเขามีลานบ้านกว้างใหญ่
除,他努力去除心中疑虑。,He worked hard to remove the doubts in his heart.,เขาพยายามขจัดความกังวลในใจออกไป
除非,除非你去，我才愿意去。,I'll only go if you go too.,ฉันจะไปก็ต่อเมื่อเธอไปด้วยเท่านั้น
陨石,昨晚有一颗陨石坠落。,A meteorite fell last night.,เมื่อคืนมีอุกกาบาตตกลงมาลูกหนึ่ง
险,这条路很危险，要小心。,"This road is dangerous, be careful.",ถนนสายนี้อันตรายมาก ต้องระวัง
陪伴,狗一直陪伴着他。,The dog has always accompanied him.,สุนัขอยู่เป็นเพื่อนเขามาตลอด
陪同,老师陪同学生参观。,The teacher accompanied the students on the visit.,ครูพานักเรียนไปเยี่ยมชมด้วยกัน
陷,这是一个精心设计的陷阱。,This is a carefully designed trap.,นี่คือกับดักที่ออกแบบมาอย่างแยบยล
隆重,婚礼办得非常隆重。,The wedding was held very grandly.,งานแต่งงานจัดได้อย่างยิ่งใหญ่อลังการ
随处可见,这种植物随处可见。,This plant can be seen everywhere.,พืชชนิดนี้พบเห็นได้ทั่วไป
随心所欲,他做事总是随心所欲。,He always does things however he pleases.,เขาทำอะไรตามใจตัวเองเสมอ
随手,请随手关灯节约用电。,Please turn off the light conveniently to save electricity.,กรุณาปิดไฟเวลาเดินผ่านเพื่อช่วยประหยัดไฟ
随时随地,他随时随地都在学习。,He studies anytime and anywhere.,เขาเรียนรู้ได้ทุกที่ทุกเวลา
随身,请随身携带证件。,Please carry your ID with you.,กรุณาพกบัตรประจำตัวติดตัวไว้
隐蔽,士兵找地方隐蔽起来。,The soldier found a place to hide.,ทหารหาที่กำบังหลบซ่อนตัว
隐藏,他隐藏了真实想法。,He hid his true thoughts.,เขาซ่อนความคิดที่แท้จริงเอาไว้
隔离,病人被隔离观察了。,The patient was isolated for observation.,ผู้ป่วยถูกแยกกักตัวเพื่อสังเกตอาการ
隔阂,两人之间有些隔阂。,There is some estrangement between the two of them.,ระหว่างสองคนนี้มีความห่างเหินกันอยู่บ้าง
难以,这件事难以解决。,This matter is hard to resolve.,เรื่องนี้แก้ไขได้ยาก
难以想象,这个结果真难以想象。,This result is truly hard to imagine.,ผลลัพธ์นี้ยากจะจินตนาการจริงๆ
难听,这首歌很难听。,This song sounds terrible.,เพลงนี้ฟังไม่เพราะเลย
难怪,难怪他这么开心。,No wonder he's so happy.,มิน่าล่ะเขาถึงได้มีความสุขขนาดนี้
难看,这件衣服很难看。,This piece of clothing looks ugly.,เสื้อตัวนี้ดูไม่สวยเลย
雄伟,这座建筑十分雄伟。,This building is very grand.,อาคารหลังนี้ยิ่งใหญ่ตระการตามาก
集,这些邮票都是他多年收集的。,These stamps are all ones he collected over many years.,แสตมป์พวกนี้เขาสะสมมาหลายปี
集团,他就职于一家集团。,He works for a corporate group.,เขาทำงานอยู่ในกลุ่มบริษัทแห่งหนึ่ง
雇,老板又雇了两个人。,The boss hired two more people.,เจ้านายจ้างคนเพิ่มอีกสองคน
雪上加霜,这场大雨真是雪上加霜。,This heavy rain really made things worse.,ฝนที่ตกหนักครั้งนี้ยิ่งซ้ำเติมให้แย่ลงไปอีก
雪山,远处有一座雪山。,There is a snow-capped mountain in the distance.,ไกลๆ มีภูเขาหิมะอยู่ลูกหนึ่ง
零下,今晚气温降到零下十度。,Tonight the temperature dropped to minus ten degrees.,คืนนี้อุณหภูมิลดลงไปถึงลบสิบองศา
零件,工人正在更换零件。,The worker is replacing parts.,คนงานกำลังเปลี่ยนอะไหล่
零食,她喜欢吃各种零食。,She likes eating all kinds of snacks.,เธอชอบกินขนมขบเคี้ยวหลากหลายชนิด
雾,今天早上雾很大。,There was thick fog this morning.,เช้านี้หมอกลงหนามาก
震,大地突然震动了。,The earth suddenly shook.,พื้นดินสั่นสะเทือนขึ้นมาทันที
震动,这条新闻在网上引起了震动。,This news caused a stir online.,ข่าวนี้สร้างความสั่นสะเทือนในโลกออนไลน์
震惊,这个消息令人震惊。,This news is shocking.,ข่าวนี้ทำให้คนตกใจอย่างมาก
霜,早晨草地上结了霜。,Frost formed on the grass this morning.,ตอนเช้ามีน้ำค้างแข็งจับตัวบนสนามหญ้า
露,他脸上露出笑容。,A smile appeared on his face.,บนใบหน้าของเขาปรากฏรอยยิ้มออกมา
青,山上长满了青翠的竹子。,The mountain is covered with lush green bamboo.,บนภูเขาเต็มไปด้วยต้นไผ่เขียวขจี
青少年,这本书很受青少年欢迎。,This book is very popular among teenagers.,หนังสือเล่มนี้ได้รับความนิยมในหมู่วัยรุ่นมาก
青春,青春是美好的时光。,Youth is a beautiful time.,วัยหนุ่มสาวคือช่วงเวลาที่งดงาม
青春期,孩子进入青春期后变化很大。,Children change a lot after entering puberty.,เด็กเปลี่ยนไปมากหลังเข้าสู่วัยแรกรุ่น
青蛙,池塘里有几只青蛙。,There are a few frogs in the pond.,ในบ่อมีกบอยู่สองสามตัว
静,请大家保持安静。,Please everyone keep quiet.,ขอให้ทุกคนเงียบกันหน่อย
静止,车辆已经完全静止。,The vehicle has come to a complete stop.,รถหยุดนิ่งสนิทแล้ว
非凡,他表现出非凡才能。,He showed extraordinary talent.,เขาแสดงความสามารถที่ไม่ธรรมดาออกมา
面向,这个课程面向初学者。,This course is geared toward beginners.,คอร์สนี้ออกแบบมาสำหรับผู้เริ่มต้น
面貌,这座城市的面貌变了。,This city's appearance has changed.,โฉมหน้าของเมืองนี้เปลี่ยนไปแล้ว
面部,她的面部表情很生动。,Her facial expressions are very vivid.,สีหน้าของเธอมีชีวิตชีวามาก
革命,这是一场伟大革命。,This is a great revolution.,นี่คือการปฏิวัติครั้งยิ่งใหญ่
革新,公司决定对生产技术进行革新。,The company decided to innovate its production technology.,บริษัทตัดสินใจปรับปรุงเทคโนโลยีการผลิตให้ทันสมัย
鞭策,老师的话鞭策着我前进。,The teacher's words spurred me to keep moving forward.,คำพูดของครูเป็นแรงผลักดันให้ฉันก้าวไปข้างหน้า
韧性,这种材料很有韧性。,This material has great toughness.,วัสดุชนิดนี้มีความเหนียวมาก
音乐会,今晚有一场音乐会。,There is a concert tonight.,คืนนี้มีคอนเสิร์ต
音像,他收藏了很多音像制品。,He collects many audio and video products.,เขาสะสมสื่อภาพและเสียงไว้มากมาย
顶级,这是顶级的餐厅。,This is a top-notch restaurant.,นี่คือร้านอาหารระดับท็อป
项,这项工作十分重要。,This task is very important.,งานชิ้นนี้สำคัญมาก
项链,她戴着一条项链。,She is wearing a necklace.,เธอสวมสร้อยคออยู่เส้นหนึ่ง
顺其自然,事情不顺利就顺其自然吧。,"If things aren't going well, just let nature take its course.",ถ้าเรื่องไม่ราบรื่นก็ปล่อยให้เป็นไปตามธรรมชาติเถอะ
顺手,他顺手关上了门。,He closed the door on his way out.,เขาปิดประตูติดมือไปด้วย
顺理成章,这个结果顺理成章。,This result follows naturally.,ผลลัพธ์นี้เป็นไปอย่างสมเหตุสมผล
顺畅,今天交通很顺畅。,Traffic is very smooth today.,วันนี้การจราจรคล่องตัวมาก
顺着,顺着这条路一直走。,Follow this road straight ahead.,เดินไปตามถนนสายนี้เรื่อยๆ
须,出门必须带伞。,You must bring an umbrella when going out.,ออกจากบ้านต้องพกร่มไปด้วย
顽强,他有顽强的意志。,He has a tenacious will.,เขามีความมุ่งมั่นที่แข็งแกร่ง
顾,他一心照顾家人。,He devotes himself to caring for his family.,เขาทุ่มเทดูแลคนในครอบครัว
顿,他说话时突然顿了一下。,He suddenly paused while speaking.,เขาพูดไปแล้วจู่ๆ ก็หยุดชะงักไปครู่หนึ่ง
颁布,政府颁布了新法律。,The government issued a new law.,รัฐบาลประกาศใช้กฎหมายใหม่
预料,结果出乎他的预料。,The result was beyond his expectation.,ผลลัพธ์อยู่นอกเหนือความคาดหมายของเขา
预期,销量超出了预期。,Sales exceeded expectations.,ยอดขายเกินความคาดหวัง
预约,请提前预约看病。,Please make an appointment before seeing the doctor.,กรุณานัดหมายล่วงหน้าก่อนมาพบแพทย์
预见,没人能预见未来。,No one can foresee the future.,ไม่มีใครคาดการณ์อนาคตล่วงหน้าได้
预计,预计明天会下雨。,It is expected to rain tomorrow.,คาดว่าพรุ่งนี้ฝนจะตก
领,这件衣服领子太紧。,This shirt's collar is too tight.,คอเสื้อตัวนี้คับเกินไป
领袖,他被公认为这场运动的领袖。,He is widely recognized as the leader of this movement.,ทุกคนยอมรับว่าเขาเป็นผู้นำของขบวนการนี้
颇,这个主意颇有意思。,This idea is rather interesting.,ไอเดียนี้น่าสนใจอยู่ไม่น้อย
频率,他锻炼的频率很高。,He exercises very frequently.,ความถี่ในการออกกำลังกายของเขาสูงมาก
频繁,最近他出差十分频繁。,Recently he has been traveling for work very frequently.,ช่วงนี้เขาเดินทางไปทำงานต่างที่บ่อยมาก
频道,请把电视调到那个频道。,Please switch the TV to that channel.,ช่วยเปลี่ยนทีวีไปที่ช่องนั้นหน่อย
风光,这里的风光十分秀丽。,The scenery here is very beautiful.,ทิวทัศน์ที่นี่สวยงามมาก
风力,今天的风力比较大。,The wind is quite strong today.,วันนี้แรงลมค่อนข้างแรง
风味,这家饭店很有地方风味。,This restaurant has a lot of local flavor.,ร้านอาหารร้านนี้มีรสชาติแบบท้องถิ่นมาก
风沙,沙漠里风沙很大。,There is a lot of blowing sand in the desert.,ในทะเลทรายมีลมหอบทรายแรงมาก
风浪,海上突然刮起了风浪。,Rough waves suddenly rose at sea.,ในทะเลจู่ๆ ก็เกิดคลื่นลมแรงขึ้นมา
风范,他展现出大师风范。,He displayed the manner of a master.,เขาแสดงออกถึงความสง่างามแบบปรมาจารย์
风貌,古城保留了原有风貌。,The old town retains its original character.,เมืองเก่ายังคงรักษาเอกลักษณ์ดั้งเดิมเอาไว้
风趣,他说话十分风趣。,He speaks with great wit.,เขาพูดจาได้อารมณ์ขันมาก
风采,她展现出迷人风采。,She displayed a charming grace.,เธอเผยให้เห็นเสน่ห์อันน่าหลงใหล
飘,白云在天空中飘。,White clouds drift in the sky.,เมฆขาวลอยอยู่บนท้องฟ้า
飞行,飞机正在平稳飞行。,The plane is flying smoothly.,เครื่องบินกำลังบินอย่างราบเรียบ
食用,这种野菜不能食用。,This wild vegetable cannot be eaten.,ผักป่าชนิดนี้กินไม่ได้
餐桌,全家人围着餐桌吃饭。,The whole family gathered around the dining table to eat.,คนทั้งบ้านนั่งล้อมโต๊ะอาหารกินข้าวกัน
餐饮,他从事餐饮行业。,He works in the catering industry.,เขาทำงานอยู่ในวงการอาหารและเครื่องดื่ม
饥饿,孩子们忍受着饥饿。,The children endured hunger.,เด็กๆ ต้องทนต่อความหิวโหย
饭碗,他端起饭碗吃了起来。,He picked up his rice bowl and started eating.,เขายกชามข้าวขึ้นมากิน
饲养,他在农场饲养奶牛。,He raises cows on the farm.,เขาเลี้ยงวัวนมอยู่ในฟาร์ม
饶恕,他请求妈妈饶恕他的错误。,He asked his mother to forgive his mistake.,เขาขอให้แม่ยกโทษให้กับความผิดของเขา
饼,妈妈烤了一张饼。,Mom baked a flatbread.,แม่อบขนมแป้งแผ่นหนึ่ง
馒头,早餐我吃了两个馒头。,I ate two steamed buns for breakfast.,มื้อเช้าฉันกินหมั่นโถวไปสองลูก
首府,拉萨是西藏首府。,Lhasa is the capital of Tibet.,ลาซาเป็นเมืองเอกของทิเบต
首次,他首次来到北京。,He came to Beijing for the first time.,เขามาปักกิ่งเป็นครั้งแรก
首都,北京是中国首都。,Beijing is the capital of China.,ปักกิ่งเป็นเมืองหลวงของจีน
马路,过马路要小心。,Be careful when crossing the street.,ข้ามถนนต้องระวัง
驱动,这辆车靠电力驱动。,This car is driven by electricity.,รถคันนี้ขับเคลื่อนด้วยพลังงานไฟฟ้า
驱逐,他被公司驱逐出去。,He was expelled from the company.,บริษัทขับไล่เขาออกไป
驾,他不会驾船。,He doesn't know how to sail a boat.,เขาบังคับเรือไม่เป็น
驾照,他刚拿到驾照。,He just got his driver's license.,เขาเพิ่งได้ใบขับขี่มา
驾车,请不要酒后驾车。,Please do not drive after drinking.,กรุณาอย่าเมาแล้วขับรถ
骏马,草原上奔跑着一群骏马。,A herd of fine horses gallops across the grassland.,ม้าพันธุ์ดีฝูงหนึ่งวิ่งอยู่บนทุ่งหญ้า
骚扰,请不要骚扰邻居。,Please don't disturb the neighbors.,กรุณาอย่าไปรบกวนเพื่อนบ้าน
骤然,天气骤然变冷了。,The weather suddenly turned cold.,อากาศเปลี่ยนเป็นหนาวขึ้นมาอย่างฉับพลัน
骨头,狗在啃一根骨头。,The dog is gnawing on a bone.,สุนัขกำลังแทะกระดูกอยู่ชิ้นหนึ่ง
高于,今年收入高于去年。,This year's income is higher than last year's.,รายได้ปีนี้สูงกว่าปีที่แล้ว
高价,他以高价卖掉了车。,He sold the car at a high price.,เขาขายรถไปในราคาสูง
高低,两座山的高低不同。,The two mountains differ in height.,ภูเขาสองลูกนี้สูงต่ำไม่เท่ากัน
高原,他们生活在高原地区。,They live in a plateau region.,พวกเขาอาศัยอยู่ในเขตที่ราบสูง
高尚,他品德十分高尚。,His character is very noble.,เขามีคุณธรรมสูงส่งมาก
高层,他们住在高层公寓里。,They live in a high-rise apartment.,พวกเขาอาศัยอยู่ในอพาร์ตเมนต์ชั้นสูง
高山,远处有一座高山。,There is a high mountain in the distance.,ไกลๆ มีภูเขาสูงอยู่ลูกหนึ่ง
高峰,现在正是交通高峰。,It's currently rush hour for traffic.,ตอนนี้เป็นช่วงการจราจรชั่วโมงเร่งด่วนพอดี
高手,他是象棋高手。,He is a chess expert.,เขาเป็นเซียนหมากรุก
高昂,这里物价十分高昂。,Prices here are very high.,ราคาสินค้าที่นี่สูงลิ่วมาก
高档,她穿着高档的服装。,She wears high-end clothing.,เธอสวมเสื้อผ้าระดับไฮเอนด์
高温,南方这几天持续高温。,The south has had continuous high temperatures these past few days.,ทางใต้ช่วงนี้อากาศร้อนจัดต่อเนื่อง
高贵,她气质十分高贵。,Her temperament is very noble.,เธอมีบุคลิกที่สูงศักดิ์มาก
高超,他球技非常高超。,His ball skills are excellent.,ทักษะการเล่นบอลของเขาสุดยอดมาก
高速,汽车正在高速上行驶。,The car is driving on the highway.,รถกำลังวิ่งอยู่บนทางด่วน
高雅,她的举止十分高雅。,Her manner is very elegant.,กิริยาท่าทางของเธอสง่างามมาก
高龄,奶奶已经是高龄老人了。,Grandma is already an elderly person.,คุณย่าเป็นผู้สูงอายุวัยชรามากแล้ว
鬼,他害怕看鬼电影。,He's afraid of watching ghost movies.,เขากลัวดูหนังผี
鲜明,这幅画色彩十分鲜明。,This painting's colors are very vivid.,ภาพวาดนี้มีสีสันสดใสชัดเจนมาก
鲜美,这道菜味道鲜美。,This dish tastes fresh and delicious.,อาหารจานนี้รสชาติสดอร่อย
鲜艳,她穿着一条鲜艳的裙子。,She is wearing a brightly colored skirt.,เธอสวมกระโปรงสีสันสดใสตัวหนึ่ง
鸟巢,树上有一个鸟巢。,There is a bird's nest in the tree.,บนต้นไม้มีรังนกอยู่รังหนึ่ง
鸦雀无声,教室里鸦雀无声。,The classroom was dead silent.,ในห้องเรียนเงียบกริบ
鹰,一只鹰在天空盘旋。,An eagle circled in the sky.,นกอินทรีตัวหนึ่งบินวนอยู่บนท้องฟ้า
麻,农民在地里种植了大片的麻。,Farmers planted a large field of hemp.,ชาวนาปลูกต้นป่านไว้เต็มผืนนา
麻木,他的双腿感到麻木。,His legs felt numb.,ขาทั้งสองข้างของเขารู้สึกชา
黑夜,黑夜里的星星特别亮。,The stars are especially bright in the dark night.,ดวงดาวในยามค่ำคืนสว่างเป็นพิเศษ
黑白,这是一张黑白照片。,This is a black-and-white photo.,นี่คือรูปถ่ายขาวดำ
默契,他们配合十分默契。,They cooperate with great tacit understanding.,พวกเขาเข้าขากันได้อย่างดีเยี่ยม
默读,请大家默读课文。,Please read the text silently.,ขอให้ทุกคนอ่านบทเรียนในใจ
默默,他默默地流下眼泪。,He silently shed tears.,เขาหลั่งน้ำตาอย่างเงียบๆ
鼓,他从小就会打鼓。,He has known how to play the drum since childhood.,เขาตีกลองเป็นมาตั้งแต่เด็ก
鼓舞,这个故事鼓舞了大家。,This story inspired everyone.,เรื่องราวนี้สร้างกำลังใจให้ทุกคน
鼠标,我的鼠标突然坏了。,My mouse suddenly broke.,เมาส์ของฉันเสียขึ้นมาทันที
鼻涕,他感冒了，一直流鼻涕。,He has a cold and keeps having a runny nose.,เขาเป็นหวัด น้ำมูกไหลตลอดเลย
齐全,这家超市的商品很齐全。,This supermarket has a full range of goods.,ซูเปอร์มาร์เก็ตแห่งนี้มีสินค้าครบครัน
龙舟,端午节大家一起划龙舟。,"On the Dragon Boat Festival, everyone paddles dragon boats together.",เทศกาลไหว้บ๊ะจ่างทุกคนพายเรือมังกรด้วยกัน
