hanzi,sentence,en,th_final
相遇,我们在旅途中相遇。,We met each other during the trip.,เราพบกันระหว่างการเดินทาง
省事,网上购物比较省事。,Online shopping is more convenient.,ช้อปปิ้งออนไลน์สะดวกกว่า
眉开眼笑,听到好消息他眉开眼笑。,"Hearing the good news, he beamed with joy.",พอได้ยินข่าวดีเขาก็ยิ้มแก้มปริ
看不起,他从不看不起穷人。,He never looks down on poor people.,เขาไม่เคยดูถูกคนจน
看中,她看中了一条裙子。,She took a liking to a dress.,เธอถูกใจกระโปรงตัวหนึ่ง
看似,这道题看似简单其实很难。,This question seems simple but is actually hard.,ข้อนี้ดูเหมือนง่ายแต่จริงๆ ยากมาก
看作,大家把他看作英雄。,Everyone regards him as a hero.,ทุกคนมองเขาเป็นฮีโร่
看好,妈妈让我看好弟弟。,Mom told me to keep an eye on my little brother.,แม่ให้ฉันคอยดูน้องชายให้ดี
看成,他把我看成朋友。,He regards me as a friend.,เขามองฉันเป็นเพื่อน
看样子,看样子要下雨了。,It looks like it's going to rain.,ดูท่าทางฝนจะตกแล้ว
看重,老板很看重他的能力。,The boss values his ability highly.,เจ้านายให้ความสำคัญกับความสามารถของเขามาก
真假,没人分得清真假。,No one could tell what was real or fake.,ไม่มีใครแยกออกว่าอันไหนจริงอันไหนปลอม
真挚,他的感情十分真挚。,His feelings are very sincere.,ความรู้สึกของเขาจริงใจมาก
真相,大家想知道真相。,Everyone wants to know the truth.,ทุกคนอยากรู้ความจริง
真诚,他态度真诚地道歉。,He apologized with sincere attitude.,เขาขอโทษด้วยท่าทีจริงใจ
眼下,眼下最重要的是安全。,"Right now, safety is most important.",ตอนนี้สิ่งที่สำคัญที่สุดคือความปลอดภัย
眼光,她挑选衣服很有眼光。,She has a good eye for picking clothes.,เธอมีสายตาในการเลือกเสื้อผ้า
眼界,旅行开阔了我的眼界。,Traveling has broadened my horizons.,การเดินทางเปิดโลกทัศน์ของฉันให้กว้างขึ้น
眼神,她的眼神充满期待。,Her eyes were full of expectation.,แววตาของเธอเต็มไปด้วยความคาดหวัง
眼色,他给我使了个眼色。,He gave me a meaningful look.,เขาส่งสายตาเป็นนัยให้ฉัน
着火,厨房突然着火了。,The kitchen suddenly caught fire.,จู่ๆ ครัวก็เกิดไฟไหม้
着眼,我们要着眼未来。,We must focus on the future.,เราต้องมองไปที่อนาคต
着眼于,计划着眼于长远发展。,The plan focuses on long-term development.,แผนนี้มุ่งเน้นไปที่การพัฒนาระยะยาว
督促,老师督促学生复习。,The teacher urges students to review.,คุณครูคอยกระตุ้นให้นักเรียนทบทวนบทเรียน
瞧,你瞧那边的风景多美。,"Look, the scenery over there is so beautiful.",ดูสิ วิวตรงนั้นสวยจังเลย
瞪,他生气地瞪着我。,He glared at me angrily.,เขาจ้องเขม็งมาที่ฉันอย่างโกรธเคือง
瞬间,那一瞬间他明白了真相。,"In that instant, he understood the truth.",ในวินาทีนั้นเขาก็เข้าใจความจริง
知觉,他的手臂失去知觉。,His arm lost feeling.,แขนของเขาหมดความรู้สึก
短处,每个人都有短处。,Everyone has shortcomings.,ทุกคนต่างก็มีจุดด้อย
短期,这是一个短期计划。,This is a short-term plan.,นี่เป็นแผนระยะสั้น
短缺,这个地区水资源短缺。,This region suffers from a water shortage.,พื้นที่นี้ขาดแคลนทรัพยากรน้ำ
矮小,那棵树长得很矮小。,That tree is short and small.,ต้นไม้ต้นนั้นเตี้ยและเล็ก
石油,这个国家出口大量石油。,This country exports a large amount of oil.,ประเทศนี้ส่งออกน้ำมันปริมาณมาก
矿藏,这里矿藏十分丰富。,The mineral resources here are very rich.,ที่นี่มีแร่ธาตุอุดมสมบูรณ์มาก
码头,船停靠在码头。,The ship docked at the wharf.,เรือจอดเทียบท่า
砍,他用斧头砍树。,He chopped the tree with an axe.,เขาใช้ขวานฟันต้นไม้
研发,公司投入大量资金研发新药。,The company invested heavily in R&D for a new drug.,บริษัททุ่มเงินจำนวนมากเพื่อวิจัยและพัฒนายาตัวใหม่
破产,那家公司已经破产。,That company has already gone bankrupt.,บริษัทนั้นล้มละลายไปแล้ว
破灭,他的梦想最终破灭了。,His dream was ultimately shattered.,ในที่สุดความฝันของเขาก็พังทลาย
破碎,花瓶掉在地上破碎了。,The vase fell to the ground and shattered.,แจกันตกลงพื้นแตกกระจาย
破裂,双方的谈判最终破裂了。,The negotiations between the two sides ultimately broke down.,ในที่สุดการเจรจาของทั้งสองฝ่ายก็ล่มลง
砸,他不小心砸碎了花瓶。,He accidentally smashed the vase.,เขาเผลอทุบแจกันจนแตก
硕果,他的研究结出硕果。,His research bore great fruit.,งานวิจัยของเขาออกดอกออกผลอย่างงดงาม
硬件,这台电脑硬件不错。,This computer has good hardware.,คอมพิวเตอร์เครื่องนี้ฮาร์ดแวร์ดี
碑,广场上立着一块碑。,There is a stone tablet standing in the square.,กลางลานมีแผ่นศิลาจารึกตั้งอยู่
碰到,我在路上碰到老师。,I ran into my teacher on the way.,ฉันบังเอิญเจอคุณครูระหว่างทาง
碰撞,两辆车发生了碰撞。,The two cars collided.,รถสองคันชนกัน
碳,钻石是纯碳组成的。,Diamonds are made of pure carbon.,เพชรประกอบขึ้นจากคาร์บอนบริสุทธิ์
磕,他不小心磕了头。,He accidentally bumped his head.,เขาเผลอเอาหัวไปโขก
磨难,他经历过很多磨难。,He has gone through many hardships.,เขาผ่านความยากลำบากมามากมาย
示意,老师示意我坐下。,The teacher gestured for me to sit down.,คุณครูส่งสัญญาณให้ฉันนั่งลง
礼,过年时大家互相送礼。,During Chinese New Year everyone exchanges gifts.,ช่วงตรุษจีนทุกคนต่างมอบของขวัญให้กัน
礼品,这是给你的礼品。,This is a gift for you.,นี่เป็นของขวัญสำหรับคุณ
礼拜,他们每周做礼拜。,They attend religious service every week.,พวกเขาไปประกอบพิธีทางศาสนาทุกสัปดาห์
社,他加入了报社。,He joined the newspaper agency.,เขาเข้าทำงานที่สำนักงานหนังสือพิมพ์
祖先,我们要记住祖先的历史。,We should remember our ancestors' history.,เราควรจดจำประวัติศาสตร์ของบรรพบุรุษ
祖父,我祖父今年八十岁。,My grandfather is eighty years old this year.,ปีนี้ปู่ของฉันอายุแปดสิบปี
祖籍,他的祖籍在广东。,His ancestral home is in Guangdong.,บ้านเกิดบรรพบุรุษของเขาอยู่ที่กวางตุ้ง
祝福,送上我最真诚的祝福。,Sending my most sincere blessings.,ขอส่งคำอวยพรที่จริงใจที่สุดของฉัน
神仙,传说中神仙住在天上。,Legend says immortals live in the sky.,ตามตำนานเล่าว่าเทวดาอาศัยอยู่บนสวรรค์
神圣,婚礼是神圣的时刻。,A wedding is a sacred moment.,งานแต่งงานเป็นช่วงเวลาอันศักดิ์สิทธิ์
神态,他的神态十分镇定。,His demeanor was very calm.,ท่าทางของเขาสงบนิ่งมาก
神秘,这个故事非常神秘。,This story is very mysterious.,เรื่องนี้ลึกลับมาก
神经,他的神经太紧张了。,His nerves are too tense.,ประสาทของเขาตึงเครียดเกินไป
福,祝你新年有福。,Wishing you good fortune in the new year.,ขอให้เธอมีโชควาสนาดีในปีใหม่
福利,公司为员工提供各种福利。,The company provides various benefits for employees.,บริษัทมอบสวัสดิการต่างๆ ให้พนักงาน
福气,能吃能睡是福气。,Being able to eat and sleep well is a blessing.,การกินได้นอนหลับก็นับเป็นบุญวาสนาแล้ว
离奇,这个故事情节离奇。,The plot of this story is bizarre.,โครงเรื่องของนิทานเรื่องนี้พิลึกพิลั่น
离婚,他们去年离婚了。,They got divorced last year.,พวกเขาหย่ากันเมื่อปีที่แล้ว
私自,他私自离开了岗位。,He left his post without permission.,เขาละทิ้งหน้าที่โดยพลการ
种种,他遇到了种种困难。,He encountered all kinds of difficulties.,เขาเจอกับความยากลำบากสารพัด
科,他学的是理科。,He studies science.,เขาเรียนสายวิทยาศาสตร์
秘诀,成功没有秘诀。,There is no secret to success.,ความสำเร็จไม่มีเคล็ดลับ
租金,这里的租金很贵。,The rent here is very expensive.,ค่าเช่าที่นี่แพงมาก
秩序,大家要维护公共秩序。,Everyone should maintain public order.,ทุกคนต้องรักษาความเป็นระเบียบเรียบร้อยของส่วนรวม
积,他多年积累了经验。,He accumulated experience over many years.,เขาสั่งสมประสบการณ์มาหลายปี
积蓄,他花光了所有积蓄。,He spent all his savings.,เขาใช้เงินเก็บจนหมดเกลี้ยง
称呼,你怎么称呼他？,What do you call him?,คุณเรียกเขาว่าอะไร?
移,请把桌子往左移一点。,Please move the table a little to the left.,ช่วยขยับโต๊ะไปทางซ้ายอีกนิด
移植,医生成功完成了器官移植。,The doctor successfully completed an organ transplant.,หมอผ่าตัดปลูกถ่ายอวัยวะสำเร็จ
移民,他们全家移民到了加拿大。,Their whole family immigrated to Canada.,ทั้งครอบครัวของพวกเขาอพยพไปอยู่แคนาดา
稀少,这个地区人口非常稀少。,This region's population is very sparse.,พื้นที่นี้มีประชากรเบาบางมาก
程序,这个申请程序很复杂。,This application procedure is very complicated.,ขั้นตอนการสมัครนี้ซับซ้อนมาก
稍后,我们稍后再谈。,Let's talk again in a little while.,เดี๋ยวเราค่อยคุยกันอีกที
稳,他走路很稳。,He walks steadily.,เขาเดินได้มั่นคง
稳妥,这个方案比较稳妥。,This plan is relatively safe and sound.,แผนนี้ค่อนข้างรัดกุมปลอดภัย
穷人,政府帮助穷人脱贫。,The government helps the poor escape poverty.,รัฐบาลช่วยคนจนให้หลุดพ้นจากความยากจน
空地,小区中间有一块空地。,There's a vacant lot in the middle of the neighborhood.,กลางหมู่บ้านมีที่ว่างอยู่ผืนหนึ่ง
空想,别只顾空想不去行动。,Don't just daydream without taking action.,อย่าเอาแต่เพ้อฝันโดยไม่ลงมือทำ
空虚,她心里感到十分空虚。,She felt utterly empty inside.,ในใจเธอรู้สึกว่างเปล่าอย่างที่สุด
空隙,门缝里有一道细小的空隙。,There is a tiny gap in the door crack.,ตรงขอบประตูมีช่องว่างเล็กๆ อยู่
穿着,她今天的穿着很得体。,Her outfit today is very appropriate.,การแต่งกายของเธอวันนี้เหมาะสมมาก
穿越,火车穿越了隧道。,The train passed through the tunnel.,รถไฟลอดผ่านอุโมงค์
穿过,我们穿过一片森林。,We passed through a forest.,เราเดินผ่านป่าผืนหนึ่ง
突如其来,突如其来的暴雨打湿了衣服。,The sudden downpour soaked our clothes.,ฝนที่เทลงมาอย่างกะทันหันทำให้เสื้อผ้าเปียก
窗子,请把窗子打开。,Please open the window.,ช่วยเปิดหน้าต่างหน่อย
窘迫,他的处境十分窘迫。,His situation was very awkward and difficult.,สถานการณ์ของเขาลำบากและกระอักกระอ่วนมาก
窝,小鸟在树上筑了一个窝。,A bird built a nest in the tree.,นกน้อยสร้างรังอยู่บนต้นไม้
立场,他坚持自己的立场。,He stuck to his own position.,เขายืนหยัดในจุดยืนของตัวเอง
立方,这是一个立方体。,This is a cube.,นี่คือทรงลูกบาศก์
竖,请把木牌竖起来。,Please stand the wooden sign up.,ช่วยตั้งป้ายไม้ให้ตรง
站立,病人已经能够独自站立了。,The patient is now able to stand up on his own.,ตอนนี้ผู้ป่วยยืนได้ด้วยตัวเองแล้ว
竞技,这是一项竞技运动。,This is a competitive sport.,นี่เป็นกีฬาประเภทแข่งขัน
竞赛,学生们参加数学竞赛。,The students took part in a math competition.,นักเรียนเข้าร่วมการแข่งขันคณิตศาสตร์
竟敢,他竟敢当面撒谎。,He actually dared to lie to my face.,เขากล้าดีมาโกหกซึ่งหน้า
章,这本书共十章。,This book has ten chapters in total.,หนังสือเล่มนี้มีทั้งหมดสิบบท
童年,他的童年很快乐。,His childhood was very happy.,วัยเด็กของเขามีความสุขมาก
童话,妈妈给我讲童话故事。,Mom told me fairy tale stories.,แม่เล่านิทานเทพนิยายให้ฉันฟัง
端,他站在桥的另一端。,He stood at the other end of the bridge.,เขายืนอยู่ที่ปลายอีกด้านหนึ่งของสะพาน
端午节,端午节我们一起吃粽子。,We eat zongzi together on Dragon Boat Festival.,ในเทศกาลไหว้บ๊ะจ่างเรากินบ๊ะจ่างด้วยกัน
竹子,熊猫喜欢吃竹子。,Pandas like to eat bamboo.,แพนด้าชอบกินต้นไผ่
笑声,教室里传来阵阵笑声。,Bursts of laughter came from the classroom.,เสียงหัวเราะดังมาเป็นระยะจากในห้องเรียน
笔试,明天要进行笔试。,Tomorrow there will be a written exam.,พรุ่งนี้จะมีการสอบข้อเขียน
符号,数学里有很多符号。,There are many symbols in mathematics.,ในวิชาคณิตศาสตร์มีสัญลักษณ์มากมาย
笨蛋,别把自己当笨蛋。,Don't treat yourself like a fool.,อย่ามองว่าตัวเองเป็นคนโง่
笼子,鸟被关在笼子里。,The bird is kept in a cage.,นกถูกขังอยู่ในกรง
筐,她提着一个大筐。,She carried a big basket.,เธอหิ้วตะกร้าใบใหญ่
答,他很快就答对了。,He quickly answered correctly.,เขาตอบถูกได้อย่างรวดเร็ว
筛选,我们筛选出了合适人选。,We filtered out the suitable candidates.,เราคัดกรองผู้สมัครที่เหมาะสมออกมาได้
筹划,他们正在筹划婚礼。,They are planning a wedding.,พวกเขากำลังวางแผนจัดงานแต่งงาน
签,请在这里签名。,Please sign your name here.,กรุณาเซ็นชื่อตรงนี้
签字,请在这里签字确认。,Please sign here to confirm.,กรุณาเซ็นตรงนี้เพื่อยืนยัน
简历,请把你的简历发给我。,Please send me your resume.,ช่วยส่งประวัติย่อของคุณมาให้ฉัน
简易,这是一个简易的方法。,This is a simple method.,นี่เป็นวิธีที่ง่ายๆ
简洁,他的语言简洁明了。,His language is concise and clear.,ภาษาของเขากระชับและชัดเจน
简直,这道题简直太难了。,This problem is simply too hard.,ข้อนี้มันยากเกินไปจริงๆ
简短,他说得很简短。,He spoke very briefly.,เขาพูดสั้นๆ กระชับ
简陋,他们住在简陋的小屋里。,They live in a crude little hut.,พวกเขาอาศัยอยู่ในกระท่อมหลังเล็กที่เรียบง่ายทรุดโทรม
算了,算了，别再想了。,"Forget it, don't think about it anymore.",ช่างมันเถอะ อย่าไปคิดมันอีกเลย
算是,这算是不错的结果。,This can be considered a pretty good result.,นี่ก็ถือว่าเป็นผลลัพธ์ที่ดีทีเดียว
管,这件事归他管。,This matter is under his management.,เรื่องนี้เป็นหน้าที่เขาดูแล
管用,这个方法很管用。,This method is very effective.,วิธีนี้ได้ผลดีมาก
箭,他一箭射中了靶心。,He hit the bullseye with one arrow.,เขายิงธนูดอกเดียวเข้าเป้ากลาง
类型,这是一种新的类型。,This is a new type.,นี่เป็นประเภทใหม่แบบหนึ่ง
粒,桌上掉了一粒米。,A grain of rice fell on the table.,มีข้าวเม็ดหนึ่งหล่นอยู่บนโต๊ะ
粗,这根绳子很粗。,This rope is very thick.,เชือกเส้นนี้หนามาก
粘,胶水能粘东西。,Glue can stick things together.,กาวใช้ติดของเข้าด้วยกันได้
精,这是这本书的精华。,This is the essence of the book.,นี่คือแก่นสำคัญของหนังสือเล่มนี้
精品,这家店只卖精品。,This shop only sells premium goods.,ร้านนี้ขายแต่สินค้าคุณภาพดี
精心,妈妈精心准备了晚餐。,Mom carefully prepared dinner.,แม่ตั้งใจเตรียมอาหารเย็นอย่างพิถีพิถัน
精益求精,他做事总是精益求精。,He always strives for perfection in his work.,เขาทำงานโดยพยายามพัฒนาให้ดียิ่งขึ้นเสมอ
精简,公司精简了机构。,The company streamlined its structure.,บริษัทปรับลดโครงสร้างองค์กรให้กระชับขึ้น
糖尿病,他患有糖尿病。,He has diabetes.,เขาเป็นโรคเบาหวาน
糖果,孩子们喜欢吃糖果。,Children like eating candy.,เด็กๆ ชอบกินลูกอม
糟,今天的天气真糟糕。,Today's weather is really terrible.,อากาศวันนี้แย่จริงๆ
紊乱,他的作息很紊乱。,His daily routine is very disordered.,กิจวัตรประจำวันของเขาปั่นป่วนไปหมด
素材,他在收集写作素材。,He is gathering material for writing.,เขากำลังรวบรวมวัตถุดิบสำหรับการเขียน
紧密,两国关系十分紧密。,The relations between the two countries are very close.,ความสัมพันธ์ของสองประเทศแนบแน่นมาก
紧急,这是一个紧急情况。,This is an emergency situation.,นี่เป็นสถานการณ์ฉุกเฉิน
紧紧,她紧紧抱住了孩子。,She held the child tightly.,เธอกอดลูกไว้แน่น
繁忙,城市的交通十分繁忙。,The city's traffic is extremely busy.,การจราจรในเมืองคับคั่งมาก
繁殖,兔子繁殖得很快。,Rabbits breed very quickly.,กระต่ายขยายพันธุ์เร็วมาก
繁荣,这座城市非常繁荣。,This city is very prosperous.,เมืองนี้เจริญรุ่งเรืองมาก
纠纷,邻里之间发生了纠纷。,A dispute arose between the neighbors.,เกิดข้อพิพาทขึ้นระหว่างเพื่อนบ้าน
