hanzi,sentence,en,th_final
假话,他从不说假话。,He never tells lies.,เขาไม่เคยพูดโกหก
刚刚,他刚刚离开这里。,He just left here a moment ago.,เขาเพิ่งออกไปจากที่นี่เมื่อกี้
功夫,他的功夫非常厉害。,His skill is extremely impressive.,กังฟูของเขาเก่งมาก
发现自己,我发现自己爱上了她。,I found myself falling in love with her.,ฉันพบว่าตัวเองตกหลุมรักเธอ
同样,我们有同样的想法。,We have the same idea.,เรามีความคิดเหมือนกัน
周围环境,这里的周围环境很安静。,The surrounding environment here is quiet.,สภาพแวดล้อมรอบๆ ที่นี่เงียบมาก
大学生,她是一名大学生。,She is a university student.,เธอเป็นนักศึกษามหาวิทยาลัย
大小,这双鞋大小合适。,This pair of shoes is the right size.,รองเท้าคู่นี้ขนาดพอดี
抱,妈妈抱着孩子。,The mother is holding the child.,แม่อุ้มลูกอยู่
提,他提着一个包。,He is carrying a bag.,เขาหิ้วกระเป๋าอยู่ใบหนึ่ง
故意,他不是故意的。,He didn't do it on purpose.,เขาไม่ได้ตั้งใจ
有效,这个方法很有效。,This method is very effective.,วิธีนี้ได้ผลดีมาก
现代汉语,我在学习现代汉语。,I am studying modern Chinese.,ฉันกำลังเรียนภาษาจีนสมัยใหม่
美食,这座城市有很多美食。,This city has a lot of delicious food.,เมืองนี้มีของอร่อยเยอะ
聊,我们聊了很久。,We chatted for a long time.,เราคุยกันนานมาก
葡萄酒,他喜欢喝葡萄酒。,He likes to drink wine.,เขาชอบดื่มไวน์
这时,这时门突然开了。,"At this moment, the door suddenly opened.",ตอนนั้นประตูก็เปิดขึ้นมาทันที
这本,这本书很有意思。,This book is very interesting.,หนังสือเล่มนี้น่าสนใจมาก
进入,他进入了教室。,He entered the classroom.,เขาเข้าไปในห้องเรียน
郊区,他们住在郊区。,They live in the suburbs.,พวกเขาอยู่ชานเมือง
骗人,他从来不骗人。,He never cheats anyone.,เขาไม่เคยหลอกใคร
十几岁,她今年十几岁。,She is in her teens this year.,ปีนี้เธออายุสิบกว่าขวบ
步入,他慢慢步入房间。,He slowly stepped into the room.,เขาค่อยๆ ก้าวเข้าไปในห้อง
演,他在电影里演警察。,He plays a police officer in the movie.,เขาแสดงเป็นตำรวจในหนัง
生活习惯,早睡是好的生活习惯。,Going to bed early is a good lifestyle habit.,นอนเร็วเป็นนิสัยการใช้ชีวิตที่ดี
目的地,我们终于到达目的地。,We finally arrived at our destination.,ในที่สุดเราก็ถึงจุดหมาย
睡觉时间,现在是睡觉时间了。,It's bedtime now.,ตอนนี้ถึงเวลานอนแล้ว
矿泉水,请给我一瓶矿泉水。,Please give me a bottle of mineral water.,ขอน้ำแร่ขวดหนึ่ง
网球,他每周打网球。,He plays tennis every week.,เขาเล่นเทนนิสทุกสัปดาห์
难题,这是一个难题。,This is a difficult problem.,นี่เป็นปัญหาที่ยาก
女孩子,那个女孩子很漂亮。,That girl is very pretty.,เด็กผู้หญิงคนนั้นสวยมาก
小名,他的小名叫小虎。,His childhood nickname is Xiaohu.,ชื่อเล่นตอนเด็กของเขาคือเสี่ยวหู่
高大,那棵树非常高大。,That tree is very tall.,ต้นไม้ต้นนั้นสูงใหญ่มาก
一张,我买了一张票。,I bought a ticket.,ฉันซื้อตั๋วมาหนึ่งใบ
一本,我借了一本书。,I borrowed a book.,ฉันยืมหนังสือมาหนึ่งเล่ม
一般来说,一般来说，他很准时。,"Generally speaking, he is very punctual.",โดยทั่วไปแล้ว เขาตรงเวลามาก
一遍,请你再说一遍。,Please say it one more time.,ช่วยพูดอีกครั้งหนึ่ง
下列,请看下列内容。,Please look at the following content.,ช่วยดูเนื้อหาต่อไปนี้
不知,我不知这件事是真是假。,I don't know whether this matter is true or false.,ฉันไม่รู้ว่าเรื่องนี้จริงหรือปลอม
不礼貌,那样做很不礼貌。,Doing that is very impolite.,ทำแบบนั้นเสียมารยาทมาก
不符,这与事实不符。,This does not agree with the facts.,อันนี้ไม่ตรงกับความจริง
不起作用,这个药不起作用。,This medicine has no effect.,ยานี้ไม่ได้ผล
之,父母之爱最伟大。,Parents' love is the greatest.,ความรักของพ่อแม่ยิ่งใหญ่ที่สุด
二层,我的教室在二层。,My classroom is on the second floor.,ห้องเรียนฉันอยู่ชั้นสอง
从来不,我从来不迟到。,I am never late.,ฉันไม่เคยมาสาย
以上,十八岁以上才能进。,Only those eighteen or above can enter.,อายุสิบแปดปีขึ้นไปถึงจะเข้าได้
以外,除了他以外都来了。,Everyone came except him.,นอกจากเขาแล้วมากันหมด
作家,她是一位有名的作家。,She is a famous author.,เธอเป็นนักเขียนชื่อดัง
信任别人,我们要学会信任别人。,We should learn to trust others.,เราต้องเรียนรู้ที่จะไว้ใจคนอื่น
信封,她把信放进信封。,She put the letter into the envelope.,เธอใส่จดหมายลงในซอง
信息,这是一个重要信息。,This is an important piece of information.,นี่เป็นข้อมูลสำคัญ
停止,雨终于停止了。,The rain finally stopped.,ในที่สุดฝนก็หยุด
光,屋子里没有光。,There is no light in the room.,ในห้องไม่มีแสง
关注,大家都很关注这件事。,Everyone is paying close attention to this matter.,ทุกคนให้ความสนใจกับเรื่องนี้มาก
出错,他工作时出错了。,He made a mistake while working.,เขาทำผิดพลาดตอนทำงาน
前方,前方有一家商店。,There is a shop ahead.,ข้างหน้ามีร้านค้าอยู่ร้านหนึ่ง
十分满意,老师对结果十分满意。,The teacher is very satisfied with the result.,ครูพอใจกับผลลัพธ์มาก
半价,这些衣服现在半价。,These clothes are half price now.,ตอนนี้เสื้อผ้าพวกนี้ลดครึ่งราคา
卫生间,卫生间在楼下。,The bathroom is downstairs.,ห้องน้ำอยู่ชั้นล่าง
变暖,天气开始变暖了。,The weather is starting to warm up.,อากาศเริ่มอุ่นขึ้นแล้ว
另一方面,另一方面，他很努力。,"On the other hand, he works very hard.",ในอีกด้านหนึ่ง เขาก็ขยันมาก
只不过,这只不过是个玩笑。,This is merely a joke.,นี่ก็แค่เรื่องล้อเล่น
只好,下雨了，我只好回家。,"It started raining, so I had no choice but to go home.",ฝนตก ฉันเลยจำเป็นต้องกลับบ้าน
叫做,这种鸟叫做喜鹊。,This kind of bird is called a magpie.,นกชนิดนี้เรียกว่านกสาลิกา
台,他买了一台电脑。,He bought a computer.,เขาซื้อคอมพิวเตอร์มาหนึ่งเครื่อง
吃糖,小孩子喜欢吃糖。,Children like to eat candy.,เด็กๆ ชอบกินลูกอม
各种,商店里有各种水果。,The store has all kinds of fruit.,ในร้านมีผลไม้หลากหลายชนิด
唱歌跳舞,他们喜欢唱歌跳舞。,They like singing and dancing.,พวกเขาชอบร้องเพลงเต้นรำ
圆,这个盘子是圆的。,This plate is round.,จานใบนี้กลม
填,请填一下这张表格。,Please fill in this form.,ช่วยกรอกแบบฟอร์มนี้หน่อย
增加收入,新工作能增加收入。,The new job can increase income.,งานใหม่ช่วยเพิ่มรายได้
处,附近有一处公园。,There is a park nearby.,แถวนี้มีสวนสาธารณะอยู่แห่งหนึ่ง
大学毕业,他今年大学毕业。,He graduates from university this year.,ปีนี้เขาเรียนจบมหาวิทยาลัย
大雨,外面下着大雨。,It's raining heavily outside.,ข้างนอกฝนตกหนัก
学到,我在这里学到很多。,I have learned a lot here.,ฉันได้เรียนรู้อะไรเยอะแยะที่นี่
安全感,家给我安全感。,Home gives me a sense of security.,บ้านให้ความรู้สึกปลอดภัยกับฉัน
客厅,客厅里有一张沙发。,There is a sofa in the living room.,ในห้องนั่งเล่นมีโซฟาตัวหนึ่ง
家具店,我们去家具店买桌子。,We're going to the furniture store to buy a table.,เราไปร้านเฟอร์นิเจอร์ซื้อโต๊ะกัน
小孩,那个小孩在哭。,That child is crying.,เด็กคนนั้นกำลังร้องไห้
尝,你尝尝这个菜。,Try tasting this dish.,ลองชิมอาหารจานนี้สิ
干什么,你在干什么呢？,What are you doing?,เธอกำลังทำอะไรอยู่?
年前,三年前我来北京。,I came to Beijing three years ago.,สามปีก่อนฉันมาปักกิ่ง
年底,我们年底放假。,We have vacation at the end of the year.,เราหยุดยาวช่วงปลายปี
应聘,他去公司应聘工作。,He went to the company to apply for a job.,เขาไปสมัครงานที่บริษัท
度,我们在海边度周末。,We're spending the weekend at the beach.,เราไปใช้เวลาสุดสัปดาห์ที่ชายทะเล
开心,今天我很开心。,I am very happy today.,วันนี้ฉันมีความสุขมาก
很穷,他家以前很穷。,His family used to be very poor.,เมื่อก่อนบ้านเขาจนมาก
很脏,这条街很脏。,This street is very dirty.,ถนนสายนี้สกปรกมาก
得不到,他得不到那份工作。,He can't get that job.,เขาไม่ได้งานนั้น
心情愉快,今天她心情愉快。,She is in a cheerful mood today.,วันนี้เธออารมณ์ดี
怎么回事,这到底是怎么回事？,What on earth is going on?,นี่มันเกิดอะไรขึ้นกันแน่?
急,这件事很急。,This matter is urgent.,เรื่องนี้ด่วนมาก
感,他深有所感。,He felt deeply moved.,เขารู้สึกซาบซึ้งใจอย่างลึกซึ้ง
感谢您,感谢您的帮助。,Thank you for your help.,ขอบคุณสำหรับความช่วยเหลือของคุณ
成千上万,成千上万的人来看。,Thousands upon thousands of people came to see it.,คนเป็นพันเป็นหมื่นมาดู
戴眼镜,他喜欢戴眼镜。,He likes wearing glasses.,เขาชอบใส่แว่น
拉近,聊天能拉近距离。,Chatting can draw people closer.,การคุยกันช่วยทำให้ใกล้ชิดกันมากขึ้น
招聘会,学校举办了招聘会。,The school held a job fair.,โรงเรียนจัดงานรับสมัครงาน
提前结束,会议提前结束了。,The meeting ended early.,การประชุมจบก่อนเวลา
擦破,他擦破了手臂。,He scraped open his arm.,เขาทำแขนถลอก
放寒假,学校下周放寒假。,The school starts winter vacation next week.,สัปดาห์หน้าโรงเรียนปิดเทอมฤดูหนาว
放松,周末在家放松一下。,Relax at home over the weekend.,สุดสัปดาห์อยู่บ้านผ่อนคลายหน่อย
敢于,我们要敢于尝试。,We must dare to try.,เราต้องกล้าที่จะลอง
敲,外面有人在敲门。,Someone is knocking on the door outside.,ข้างนอกมีคนเคาะประตู
无,他无话可说。,He has nothing to say.,เขาไม่มีอะไรจะพูด
既然,既然你来了，就坐吧。,"Since you're here, sit down.",ในเมื่อเธอมาแล้ว ก็นั่งลงเถอะ
易懂,这本书简单易懂。,This book is simple and easy to understand.,หนังสือเล่มนี้ง่ายและเข้าใจง่าย
昨晚,昨晚我没睡好。,I didn't sleep well last night.,เมื่อคืนฉันนอนไม่ค่อยหลับ
暑假,暑假我要去旅游。,I'm going to travel during summer vacation.,ปิดเทอมฤดูร้อนฉันจะไปเที่ยว
最终,他最终成功了。,He finally succeeded.,ในที่สุดเขาก็สำเร็จ
来到,我们来到了北京。,We arrived in Beijing.,เรามาถึงปักกิ่งแล้ว
棵,门口有一棵树。,There is a tree by the doorway.,ตรงประตูมีต้นไม้อยู่ต้นหนึ่ง
步行,我每天步行上班。,I walk to work every day.,ฉันเดินไปทำงานทุกวัน
死,那只小猫死了。,That kitten died.,ลูกแมวตัวนั้นตายแล้ว
海水,海水又蓝又干净。,The seawater is blue and clean.,น้ำทะเลทั้งสีฟ้าทั้งสะอาด
灯不亮,客厅的灯不亮了。,The living room light won't turn on.,ไฟห้องนั่งเล่นไม่ติดแล้ว
理发店,我要去理发店剪发。,I'm going to the barbershop to get a haircut.,ฉันจะไปตัดผมที่ร้านตัดผม
生活态度,他的生活态度很好。,His attitude toward life is very good.,ทัศนคติต่อชีวิตของเขาดีมาก
申请材料,请准备申请材料。,Please prepare the application materials.,ช่วยเตรียมเอกสารการสมัครด้วย
盒子,桌子上有一个盒子。,There is a box on the table.,บนโต๊ะมีกล่องอยู่ใบหนึ่ง
相互,我们要相互帮助。,We should help each other.,เราต้องช่วยเหลือกันและกัน
省,坐公交能省钱。,Taking the bus can save money.,นั่งรถเมล์ช่วยประหยัดเงิน
看不到,太远了，看不到。,"It's too far, I can't see it.",ไกลเกินไป มองไม่เห็น
真让人,这个消息真让人高兴。,This news really makes people happy.,ข่าวนี้ทำให้คนดีใจจริงๆ
短信,他给我发了短信。,He sent me a text message.,เขาส่งข้อความมาหาฉัน
短时间,短时间内学不会。,You can't learn it in a short time.,เรียนไม่ได้ในเวลาสั้นๆ
祝贺,我祝贺你毕业。,I congratulate you on graduating.,ฉันขอแสดงความยินดีที่เธอเรียนจบ
空,这个杯子是空的。,This cup is empty.,แก้วใบนี้ว่างเปล่า
管理者,他是公司的管理者。,He is the manager of the company.,เขาเป็นผู้บริหารของบริษัท
约,我约了朋友吃饭。,I made plans to have dinner with a friend.,ฉันนัดเพื่อนไปกินข้าว
线,这条线太长了。,This thread is too long.,เส้นด้ายนี้ยาวเกินไป
聊天,我们在聊天。,We are chatting.,เรากำลังคุยกันอยู่
自,他来自北京。,He is from Beijing.,เขามาจากปักกิ่ง
节约用电,我们应该节约用电。,We should save electricity.,เราควรประหยัดไฟ
表示祝贺,大家表示祝贺。,Everyone expressed their congratulations.,ทุกคนแสดงความยินดี
表达出来,把想法表达出来。,Express your ideas.,แสดงความคิดออกมา
要是,要是下雨，我们就不去。,"If it rains, we won't go.",ถ้าฝนตก เราก็จะไม่ไป
课前预习,他每天课前预习。,He previews the lesson before class every day.,เขาเตรียมบทเรียนล่วงหน้าก่อนเข้าเรียนทุกวัน
身体健康,祝你身体健康。,I wish you good health.,ขอให้เธอสุขภาพแข็งแรง
轻,这个包很轻。,This bag is very light.,กระเป๋าใบนี้เบามาก
这方面,这方面我不太懂。,I don't know much about this.,ด้านนี้ฉันไม่ค่อยเข้าใจ
进食,病人开始进食了。,The patient has started eating again.,คนไข้เริ่มกินอาหารได้แล้ว
迷路,我们在山里迷路了。,We got lost in the mountains.,เราหลงทางในภูเขา
重,这个箱子很重。,This box is very heavy.,กล่องใบนี้หนักมาก
