hanzi,sentence,en
章,这本书共十章。,This book has ten chapters in total.
童年,他的童年很快乐。,His childhood was very happy.
童话,妈妈给我讲童话故事。,Mom told me fairy tale stories.
端,他站在桥的另一端。,He stood at the other end of the bridge.
端午节,端午节我们一起吃粽子。,We eat zongzi together on Dragon Boat Festival.
竹子,熊猫喜欢吃竹子。,Pandas like to eat bamboo.
笑声,教室里传来阵阵笑声。,Bursts of laughter came from the classroom.
笔试,明天要进行笔试。,Tomorrow there will be a written exam.
符号,数学里有很多符号。,There are many symbols in mathematics.
笨蛋,别把自己当笨蛋。,Don't treat yourself like a fool.
笼子,鸟被关在笼子里。,The bird is kept in a cage.
筐,她提着一个大筐。,She carried a big basket.
答,他很快就答对了。,He quickly answered correctly.
筛选,我们筛选出了合适人选。,We filtered out the suitable candidates.
筹划,他们正在筹划婚礼。,They are planning a wedding.
签,请在这里签名。,Please sign your name here.
签字,请在这里签字确认。,Please sign here to confirm.
简历,请把你的简历发给我。,Please send me your resume.
简易,这是一个简易的方法。,This is a simple method.
简洁,他的语言简洁明了。,His language is concise and clear.
简直,这道题简直太难了。,This problem is simply too hard.
简短,他说得很简短。,He spoke very briefly.
简陋,他们住在简陋的小屋里。,They live in a crude little hut.
算了,算了，别再想了。,"Forget it, don't think about it anymore."
算是,这算是不错的结果。,This can be considered a pretty good result.
管,这件事归他管。,This matter is under his management.
管用,这个方法很管用。,This method is very effective.
箭,他一箭射中了靶心。,He hit the bullseye with one arrow.
类型,这是一种新的类型。,This is a new type.
粒,桌上掉了一粒米。,A grain of rice fell on the table.
粗,这根绳子很粗。,This rope is very thick.
粘,胶水能粘东西。,Glue can stick things together.
精,这是这本书的精华。,This is the essence of the book.
精品,这家店只卖精品。,This shop only sells premium goods.
精心,妈妈精心准备了晚餐。,Mom carefully prepared dinner.
精益求精,他做事总是精益求精。,He always strives for perfection in his work.
精简,公司精简了机构。,The company streamlined its structure.
糖尿病,他患有糖尿病。,He has diabetes.
糖果,孩子们喜欢吃糖果。,Children like eating candy.
糟,今天的天气真糟糕。,Today's weather is really terrible.
紊乱,他的作息很紊乱。,His daily routine is very disordered.
素材,他在收集写作素材。,He is gathering material for writing.
紧密,两国关系十分紧密。,The relations between the two countries are very close.
紧急,这是一个紧急情况。,This is an emergency situation.
紧紧,她紧紧抱住了孩子。,She held the child tightly.
繁忙,城市的交通十分繁忙。,The city's traffic is extremely busy.
繁殖,兔子繁殖得很快。,Rabbits breed very quickly.
繁荣,这座城市非常繁荣。,This city is very prosperous.
纠纷,邻里之间发生了纠纷。,A dispute arose between the neighbors.
