hanzi,sentence,en
切割,工人正在切割钢板。,Workers are cutting the steel plate.
切实,我们要切实解决问题。,We need to genuinely solve the problem.
切断,大风切断了电线。,The strong wind cut the power line.
刊登,这篇报道刊登在头版。,This report was published on the front page.
划,他在纸上划了一条线。,He drew a line on the paper.
划船,他们在湖上划船。,They rowed a boat on the lake.
列入,这本书被列入必读书单。,This book was included in the required reading list.
列车,这班列车马上就要出发。,This train is about to depart.
创伤,这场事故给他留下创伤。,This accident left him with a trauma.
创建,他们一起创建了这家公司。,They founded this company together.
初中,他今年上初中一年级。,He is starting seventh grade this year.
初期,这是项目的初期阶段。,This is the initial stage of the project.
初级,这是初级汉语课本。,This is a beginner-level Chinese textbook.
初衷,他始终没有忘记初衷。,He never forgot his original intention.
删,请把这段文字删掉。,Please delete this piece of text.
判,法院判他有罪。,The court ruled him guilty.
利,这把刀非常锋利。,This knife is extremely sharp.
利息,银行存款有利息。,Bank deposits earn interest.
利润,公司今年利润很高。,The company's profits are high this year.
利益,公司重视员工的利益。,The company values employees' interests.
别致,这个花瓶设计很别致。,This vase has a very unique design.
到期,这张信用卡快到期了。,This credit card is about to expire.
制品,商店卖各种皮革制品。,The store sells all kinds of leather products.
制止,老师及时制止了争吵。,The teacher stopped the quarrel in time.
制约,环境会制约经济发展。,The environment can constrain economic development.
制订,公司制订了新计划。,The company drew up a new plan.
刻意,他刻意避开了这个话题。,He deliberately avoided this topic.
剂,医生给他开了一种药剂。,The doctor prescribed him a medicine.
前不久,他前不久刚搬了家。,He just moved not long ago.
前后,春节前后天气很冷。,It's cold around the Spring Festival.
前往,代表团前往北京访问。,The delegation is traveling to Beijing for a visit.
前提,诚实是信任的前提。,Honesty is the premise of trust.
前景,这个行业前景广阔。,This industry has broad prospects.
前期,项目前期准备很重要。,Early-stage preparation for a project is important.
前者,两个选择中我选前者。,Between the two choices I pick the former.
前辈,他向前辈请教经验。,He asked a senior for advice from experience.
前进,队伍勇敢地前进。,The team bravely advanced forward.
前途,年轻人前途无量。,Young people have limitless prospects.
剧,这部剧非常感人。,This drama is very moving.
剧本,她正在写一部剧本。,She is writing a script.
剧烈,他的心跳突然剧烈起来。,His heartbeat suddenly became violent.
剩,只剩下一个了。,Only one is left now.
剪刀,请把剪刀递给我。,Please hand me the scissors.
副,他戴着一副眼镜。,He is wearing a pair of glasses.
副作用,这种药有一些副作用。,This medicine has some side effects.
割,农民正在田里割麦子。,The farmer is cutting wheat in the field.
力求,文章力求简洁明了。,The essay strives to be concise and clear.
劝,朋友劝我别辞职。,My friend advised me not to quit.
劝阻,老师劝阻他不要打架。,The teacher tried to dissuade him from fighting.
办事,他去银行办事了。,He went to the bank to handle some business.
办公,他每天来这里办公。,He comes here to work every day.
办理,请到窗口办理手续。,Please go to the counter to process the paperwork.
功劳,这次成功有他的一份功劳。,This success has a share of his contribution.
加入,她加入了篮球队。,She joined the basketball team.
加工,这些原料需要加工。,These raw materials need to be processed.
加强,我们要加强身体锻炼。,We need to strengthen our physical exercise.
加深,这加深了他的印象。,This deepened his impression.
加热,请把牛奶加热一下。,Please heat up the milk a bit.
加速,汽车开始加速前进。,The car began to accelerate forward.
加重,压力加重了他的负担。,The pressure added to his burden.
动人,这个故事非常动人。,This story is very touching.
动向,投资者密切关注市场动向。,Investors closely watch market trends.
动听,她的歌声非常动听。,Her singing voice is very pleasant to listen to.
动感,这首歌很有动感。,This song has a strong sense of movement.
动手,我们开始动手做实验。,We started to get to work on the experiment.
动荡,那段时期社会动荡不安。,Society was unstable and turbulent during that period.
劳动,劳动创造了美好生活。,Labor creates a beautiful life.
劳累,长期劳累对身体不好。,Prolonged fatigue is bad for one's health.
势力,这个组织的势力很大。,This organization's power is very great.
勇往直前,他勇往直前，从不退缩。,He advances bravely and never retreats.
勉强,他勉强答应了请求。,He reluctantly agreed to the request.
勤劳,她一直很勤劳能干。,She has always been hardworking and capable.
勿,请勿在此吸烟。,Please do not smoke here.
包围,敌人被军队包围了。,The enemy was surrounded by the army.
包容,父母要包容孩子的错误。,Parents should tolerate their children's mistakes.
包袱,他背着一个大包袱。,He carried a large bundle on his back.
包装,这个礼物包装得很漂亮。,This gift is beautifully wrapped.
匆匆,他匆匆吃完早饭就走了。,He hurriedly finished breakfast and left.
化妆,她每天早上都要化妆。,She puts on makeup every morning.
化肥,农民往地里撒化肥。,The farmer scattered fertilizer on the field.
化解,他们终于化解了误会。,They finally resolved the misunderstanding.
化身,他被称为智慧的化身。,He is called the incarnation of wisdom.
北极,北极的气候非常寒冷。,The climate at the North Pole is extremely cold.
区域,这个区域禁止停车。,Parking is forbidden in this area.
医药,这家公司生产医药用品。,This company produces medical supplies.
十字路口,车停在十字路口。,The car stopped at the intersection.
十足,他信心十足地回答。,He answered with full confidence.
千变万化,大自然的景色千变万化。,Nature's scenery is ever-changing.
升,太阳慢慢升起来了。,The sun slowly rose.
升级,手机系统需要升级了。,The phone's system needs an update.
升高,气温正在慢慢升高。,The temperature is gradually rising.
午睡,爷爷习惯饭后午睡。,Grandpa is used to taking a nap after lunch.
午餐,我们中午一起吃午餐。,Let's have lunch together at noon.
华人,唐人街住着很多华人。,Many ethnic Chinese live in Chinatown.
协助,他协助老师整理资料。,He assisted the teacher in organizing materials.
协同,各部门协同完成任务。,All departments worked together to finish the task.
协调,大家努力协调各方意见。,Everyone worked hard to coordinate the various opinions.
卓越,他做出了卓越的贡献。,He made an outstanding contribution.
单,请把账单给我看看。,Please show me the bill.
单位,他在一家新单位上班。,He works at a new company now.
单独,他喜欢单独工作。,He likes working alone.
单纯,她的想法很单纯。,Her way of thinking is very simple.
单薄,他身体单薄，经不起严寒。,He is frail and cannot withstand severe cold.
单调,这里的生活十分单调乏味。,Life here is extremely monotonous and dull.
南瓜,妈妈用南瓜做了汤。,Mom made soup with pumpkin.
南边,学校在南边。,The school is on the south side.
南部,台风影响了南部地区。,The typhoon affected the southern region.
占,女性员工占了一半。,Female employees account for half.
占据,敌军占据了这座城市。,The enemy army occupied this city.
占用,请不要占用别人的位置。,Please don't occupy someone else's seat.
卫生,请保持教室卫生整洁。,Please keep the classroom clean and hygienic.
印刷,这本书采用彩色印刷技术。,This book uses color printing technology.
印证,事实印证了他的猜测。,The facts confirmed his guess.
危急,病人情况十分危急。,The patient's condition is extremely critical.
即便,即便下雨，我们也要去。,"Even if it rains, we will still go."
即可,填好表格即可。,Just fill out the form and you're done.
即将,考试即将开始。,The exam is about to begin.
卵,这只鸟每年产下数枚卵。,This bird lays several eggs every year.
卷,他把海报卷起来。,He rolled up the poster.
厂,父亲在一家钢铁厂工作。,My father works at a steel factory.
厂长,他当上了这家工厂的厂长。,He became the director of this factory.
历来,诚实历来受到人们尊重。,Honesty has always been respected by people.
历程,他讲述了自己的奋斗历程。,He recounted his own struggle.
压,别把箱子压坏了。,Don't crush the box.
压制,政府不应压制民众的言论。,The government should not suppress public speech.
压抑,房间的气氛十分压抑。,The atmosphere in the room was very oppressive.
压缩,这个文件可以压缩后再发送。,This file can be compressed before sending.
厌倦,他渐渐厌倦了这份工作。,He gradually grew weary of this job.
厕所,请问厕所在哪里？,"Excuse me, where is the restroom?"
厘米,这张桌子高七十厘米。,This table is seventy centimeters tall.
厚度,这块木板的厚度不够。,The thickness of this wooden board is insufficient.
原先,原先的计划已经改变。,The original plan has already changed.
原地,大家请原地等待。,Everyone please wait right where you are.
原始,这是这份文件的原始版本。,This is the original version of the document.
