hanzi,sentence,en
受益,许多学生从中受益。,Many students benefited from it.
受过,这次失误由他一人受过。,He alone took the blame for this mistake.
受骗,他因贪心而受骗。,He was cheated because of his greed.
变为,水在零度以下变为冰。,Water turns into ice below zero degrees.
变幻莫测,山顶天气变幻莫测。,The weather at the mountaintop is unpredictable.
变革,科技推动社会不断变革。,Technology continuously drives social transformation.
叙述,他详细叙述了事情经过。,He described in detail how it happened.
口号,大家高喊环保口号。,Everyone shouted environmental protection slogans.
口味,每个人的口味不同。,Everyone's taste is different.
口哨,他吹起了欢快的口哨。,He whistled a cheerful tune.
口感,这道菜口感十分细腻。,This dish has a very delicate texture.
口气,他说话的口气很坚定。,He spoke in a very firm tone.
口水,小狗看到肉直流口水。,The dog drooled at the sight of meat.
口语,他的口语说得很流利。,His spoken Chinese is very fluent.
古,这是一座古城。,This is an ancient city.
古人,古人很重视礼仪。,Ancient people placed great importance on etiquette.
古今中外,这种情感古今中外皆同。,This emotion is the same at all times and in all places.
古典,她喜欢古典音乐。,She likes classical music.
古怪,那位老人性格十分古怪。,That old man has a very strange personality.
古朴,这座小镇风格古朴典雅。,This small town has a simple unadorned and elegant style.
只见,抬头只见满天星星。,"Looking up, one saw a sky full of stars."
只顾,他只顾玩手机，不听课。,He was so absorbed in his phone that he ignored the lesson.
召开,公司明天召开会议。,The company will hold a meeting tomorrow.
可信,这个消息来源并不可信。,This source of information is not trustworthy.
可想而知,结果如何可想而知。,The outcome goes without saying.
可耻,撒谎欺骗他人十分可耻。,Lying to deceive others is very shameful.
可见,由此可见他很努力。,"From this, it's clear he works hard."
可观,公司今年利润相当可观。,The company's profit this year is quite considerable.
可贵,诚实的品质十分可贵。,Honesty is a very praiseworthy quality.
可靠,这个消息很可靠。,This news is very reliable.
台球,周末我们去打台球。,We're going to play billiards this weekend.
台阶,小心台阶，别摔倒。,"Watch the steps, don't fall."
台风,这位歌手台风非常稳健。,This singer has very steady stage presence.
号称,这里号称美食之都。,This place is known as a food paradise.
叼,小狗叼着一根骨头跑开。,The puppy ran off holding a bone in its mouth.
吃不上,战乱年代百姓常吃不上饭。,In times of war ordinary people often couldn't get food to eat.
吃力,他爬楼梯感到吃力。,He found climbing the stairs strenuous.
各地,游客来自世界各地。,Tourists come from all over the world.
各自,会议结束后大家各自回家。,"After the meeting, everyone went home separately."
合情合理,他的解释合情合理。,His explanation is reasonable and fair.
合成,科学家成功合成新材料。,Scientists successfully synthesized a new material.
合法,这样做完全合法。,Doing this is completely legal.
吉祥,红色代表吉祥如意。,Red represents good luck and fortune.
同步,两台机器必须同步运转。,The two machines must operate synchronously.
名副其实,他是名副其实的专家。,He is a true expert in every sense.
名声,这件事损害了公司名声。,This matter damaged the company's reputation.
名气,这家餐厅在本地很有名气。,This restaurant is quite famous locally.
名片,他递给我一张名片。,He handed me a business card.
名著,他读完了这部世界名著。,He finished reading this world classic.
后代,我们应为后代保护环境。,We should protect the environment for future generations.
后期,电影后期制作很复杂。,A film's post-production is very complex.
后果,你要承担后果。,You have to bear the consequences.
后退,遇到危险不要后退。,Don't retreat when facing danger.
后遗症,这场病留下了后遗症。,This illness left lasting after-effects.
吐,他把口香糖吐进垃圾桶。,He spat the chewing gum into the trash can.
向前,队伍继续向前行进。,The team continued marching forward.
向往,孩子们向往自由自在的生活。,Children yearn for a free and easy life.
向来,他做事向来一丝不苟。,He has always been meticulous in his work.
向着,船向着大海前进。,The ship sails toward the sea.
吓,那个声音吓了我一跳。,That sound gave me a fright.
否决,议会否决了这项提案。,The council vetoed this proposal.
否认,他坚决否认这项指控。,He firmly denied this accusation.
吩咐,妈妈吩咐我早点回家。,Mom told me to come home early.
含糊,他的回答很含糊。,His answer was quite vague.
听从,孩子应该听从父母的建议。,Children should heed their parents' advice.
启动,工程师重新启动了系统。,The engineer restarted the system.
启蒙,这本书对儿童很有启蒙作用。,This book plays an important role in educating children.
启迪,这句话给了我很大启迪。,This sentence gave me great enlightenment.
吸,他深深地吸了一口气。,He took a deep breath.
吸取,我们要吸取失败的教训。,We must draw lessons from failure.
吸烟,公共场所禁止吸烟。,Smoking is prohibited in public places.
吼,狮子在草原上大声吼叫。,The lion roared loudly on the grassland.
呈现,天空呈现出橙红色。,The sky took on an orange-red color.
告,他要告诉我一个秘密。,He wants to tell me a secret.
告知,请告知我们最新消息。,Please inform us of the latest news.
告示,墙上贴着一张告示。,A notice was posted on the wall.
告诫,老师告诫我们要小心。,The teacher warned us to be careful.
周到,服务员非常周到。,The waiter was very thoughtful.
周密,我们制定了周密的计划。,We drew up a thorough plan.
周年,今年是公司成立十周年。,This year marks the company's tenth anniversary.
周期,月亮有固定的周期。,The moon has a fixed cycle.
味儿,这汤真有味儿。,This soup really has flavor.
呼吁,专家呼吁大家节约用水。,Experts are calling on everyone to conserve water.
呼救,溺水的人大声呼救。,The drowning person shouted for help.
和尚,山上住着一位老和尚。,An old monk lives on the mountain.
和平,世界人民渴望和平。,People around the world long for peace.
和睦,一家人相处十分和睦。,The family gets along very harmoniously.
和蔼,老师对学生十分和蔼。,The teacher is very kind to the students.
咱,咱一起走吧。,Let's go together.
咳,他感冒后一直咳个不停。,He has been coughing nonstop since catching a cold.
咽,他慢慢地咽下药片。,He slowly swallowed the pill.
品德,老师很重视学生的品德。,The teacher values students' moral character highly.
品行,老师十分注重学生品行。,The teacher places great emphasis on students' moral conduct.
品质,这款产品品质优良。,This product is of excellent quality.
响亮,他的歌声十分响亮。,His singing voice is very loud and clear.
响起,教室里突然响起铃声。,The bell suddenly rang out in the classroom.
哲学,他在大学主修哲学。,He majors in philosophy at university.
唤起,这首歌唤起我的回忆。,This song awakened my memories.
唯,唯有努力才能成功。,Only through hard work can one succeed.
唯独,别人都及格了，唯独他没有。,"Everyone else passed, only he did not."
商讨,双方正在商讨合作方案。,Both sides are discussing a cooperation plan.
啦,太好啦，我们成功了！,Great
喂养,她每天喂养这些小猫。,She feeds these kittens every day.
善,他一直乐善好施。,He has always been generous and charitable.
善意,他的批评出于善意。,His criticism came from good intentions.
喇叭,汽车喇叭突然响了起来。,The car horn suddenly sounded.
喘,他爬完山累得直喘。,He was so tired from climbing the mountain that he kept panting.
喜出望外,听到消息他喜出望外。,He was overjoyed upon hearing the news.
喜剧,这部电影是一部喜剧。,This movie is a comedy.
喜庆,春节的气氛十分喜庆。,The Spring Festival atmosphere is very festive.
喜怒哀乐,演员必须演绎喜怒哀乐。,An actor must portray the full range of human emotions.
喝彩,观众为她大声喝彩。,The audience cheered loudly for her.
嗅觉,狗的嗅觉非常灵敏。,Dogs have a very keen sense of smell.
嘉宾,今晚的嘉宾是一位教授。,Tonight's honored guest is a professor.
嘛,有问题就问嘛。,"If you have a question, just ask."
嘱咐,妈妈嘱咐我路上小心。,Mom told me to be careful on the way.
嘲笑,别嘲笑他的口音。,Don't mock his accent.
嘴巴,她张开嘴巴笑了。,She opened her mouth and laughed.
器材,体育馆里堆满了器材。,The gymnasium was piled full of equipment.
器械,健身房里有很多器械。,There is a lot of equipment in the gym.
噪声,工地的噪声让人烦躁。,The noise from the construction site is annoying.
噪音,工地的噪音很大。,The construction site is very noisy.
嚷,他生气地大声嚷起来。,He shouted angrily.
四合院,他家住在一个四合院里。,His family lives in a traditional courtyard house.
四周,四周静悄悄的，没有声音。,"It was quiet all around, with no sound at all."
四处,他四处寻找丢失的钱包。,He searched everywhere for his lost wallet.
四季,这里四季如春。,It's like spring here all year round.
四面八方,客人从四面八方赶来。,Guests came rushing from all directions.
回味,这道菜让人回味无穷。,This dish leaves an endless aftertaste to savor.
回想,他常常回想童年往事。,He often recalls memories from his childhood.
回报,父母不求回报。,Parents ask for nothing in return.
回收,这些瓶子可以回收利用。,These bottles can be recycled and reused.
回避,他总是回避这个问题。,He always avoids this question.
回馈,公司决定回馈社会。,The company decided to give back to society.
因人而异,治疗方法因人而异。,Treatment methods vary from person to person.
团体,这是一个公益团体。,This is a charitable organization.
团圆,全家在春节团圆。,The whole family reunites during Spring Festival.
园地,这里是孩子们的园地。,This is a garden area for the children.
困扰,这个问题一直困扰着我。,This problem has been troubling me constantly.
围巾,她围着一条红色围巾。,She wore a red scarf.
围绕,会议围绕环保展开。,The meeting centered on environmental protection.
固执,老人的脾气很固执。,The old man's temper is very stubborn.
固然,成功固然重要，过程也重要。,"Success is important, of course, but so is the process."
国内,这是国内航班。,This is a domestic flight.
国土,军队保卫国土安全。,The army defends the security of the nation's territory.
国籍,请填写你的国籍。,Please fill in your nationality.
图书,这里图书很齐全。,The books here are quite extensive.
图形,屏幕上显示一个图形。,A figure is displayed on the screen.
图纸,工程师正在看图纸。,The engineer is looking at the blueprint.
圆形,桌子是圆形的。,The table is round.
圆满,婚礼办得非常圆满。,The wedding was a resounding success.
圈,他在纸上画了一个圈。,He drew a circle on the paper.
