hanzi,sentence,en
关键,努力是成功的关键。,Hard work is the key to success.
约会,我今晚有一个约会。,I have a date tonight.
职业,老师是个好职业。,Teacher is a good profession.
记者,他是一名新闻记者。,He is a news reporter.
钥匙,我忘了带家里的钥匙。,I forgot to bring the house key.
咸,这个汤有点儿咸。,This soup is a bit salty.
困难,这个问题很困难。,This problem is very difficult.
提醒,请提醒我明天开会。,Please remind me about tomorrow's meeting.
作者,这本书的作者很有名。,The author of this book is very famous.
准确,请给出准确的时间。,Please give the exact time.
反对,大家都反对这个计划。,Everyone opposes this plan.
座位,这是我的座位。,This is my seat.
效果,这个方法效果很好。,This method has a good effect.
联系,请常常和我联系。,Please keep in touch with me often.
航班,我们的航班晚点了。,Our flight is delayed.
保护,我们应该保护环境。,We should protect the environment.
空气,今天的空气很新鲜。,Today's air is very fresh.
成为,他长大后成为了医生。,"After he grew up, he became a doctor."
考虑,这件事我需要好好考虑。,I need to think this matter over carefully.
想法,我的想法和你不一样。,My way of thinking is different from yours.
指,他用手指着地图。,He pointed at the map with his finger.
免费,这里的水是免费的。,The water here is free.
弹钢琴,妹妹每天弹钢琴。,My little sister plays the piano every day.
无聊,这个电影很无聊。,This movie is very boring.
诚实,他是一个诚实的人。,He is an honest person.
兴奋,孩子们都很兴奋。,The children were all very excited.
即使,即使下雨，我也要去。,"Even if it rains, I still want to go."
气候,这里气候很温暖。,The climate here is very warm.
尤其,我喜欢水果，尤其是苹果。,"I like fruit, especially apples."
受到,他受到大家的欢迎。,He is welcomed by everyone.
态度,她的态度很友好。,Her attitude is very friendly.
爱情,这是一个爱情故事。,This is a love story.
管理,他负责管理这家公司。,He is in charge of managing this company.
不够,这些钱不够买车票。,This money isn't enough to buy a train ticket.
回忆,这张照片让我回忆过去。,This photo makes me recall the past.
因此,他病了，因此没去上班。,"He was sick, so he didn't go to work."
竞争,这个行业竞争很激烈。,Competition in this industry is fierce.
节约,我们应该节约用水。,We should conserve water.
