hanzi,sentence,en,th_final
限度,他的耐心已经到了限度。,His patience has reached its limit.,ความอดทนของเขาถึงขีดจำกัดแล้ว
魅力,这座城市充满魅力。,This city is full of charm.,เมืองนี้เต็มไปด้วยเสน่ห์
一声,妈的声调是一声。,The tone of 'mā' is the first tone.,"เสียงวรรณยุกต์ของคำว่า ""mā"" คือเสียงที่หนึ่ง"
一致,大家的意见一致。,Everyone's opinions are consistent.,ความคิดเห็นของทุกคนตรงกัน
严肃,老师的表情很严肃。,The teacher's expression was very serious.,สีหน้าของอาจารย์ดูจริงจังมาก
主持人,她是这个节目的主持人。,She is the host of this show.,เธอเป็นพิธีกรของรายการนี้
从事,他从事教育工作。,He is engaged in education work.,เขาทำงานด้านการศึกษา
全面,我们要全面了解情况。,We need to comprehensively understand the situation.,เราต้องทำความเข้าใจสถานการณ์อย่างรอบด้าน
内心,她内心非常紧张。,She was very nervous inside.,ลึกๆ ในใจเธอประหม่ามาก
创作,他正在创作一首新歌。,He is composing a new song.,เขากำลังแต่งเพลงใหม่
去世,他的爷爷去年去世了。,His grandfather passed away last year.,ปู่ของเขาเสียชีวิตเมื่อปีที่แล้ว
后者,两个选择中我更喜欢后者。,"Of the two choices, I prefer the latter.",ในสองตัวเลือกนี้ ฉันชอบอันหลังมากกว่า
吓跑,巨大的声音把小猫吓跑了。,The loud noise scared the kitten away.,เสียงดังทำให้ลูกแมวตกใจวิ่งหนีไป
启发,这本书给了我很大启发。,This book gave me great inspiration.,หนังสือเล่มนี้ให้แรงบันดาลใจฉันมาก
奇迹,这真是一个奇迹。,This is truly a miracle.,นี่เป็นปาฏิหาริย์จริงๆ
媒体,很多媒体报道了这件事。,Many media outlets reported on this matter.,สื่อหลายสำนักรายงานเรื่องนี้
宣传,商店在宣传新产品。,The store is promoting a new product.,ร้านกำลังโปรโมทสินค้าใหม่
对待,老师对待学生很耐心。,The teacher treats students patiently.,อาจารย์ปฏิบัติต่อนักเรียนอย่างอดทน
小姑娘,那个小姑娘很可爱。,That little girl is very cute.,เด็กผู้หญิงคนนั้นน่ารักมาก
少数,只有少数人同意这个计划。,Only a small number of people agreed to this plan.,มีคนส่วนน้อยเท่านั้นที่เห็นด้วยกับแผนนี้
广泛,这个消息传播得很广泛。,This news spread very widely.,ข่าวนี้แพร่กระจายไปอย่างกว้างขวาง
彩虹,雨后天空出现了彩虹。,A rainbow appeared in the sky after the rain.,หลังฝนตกมีรุ้งขึ้นบนท้องฟ้า
心态,保持好心态很重要。,It's important to maintain a good mindset.,การมีทัศนคติที่ดีเป็นเรื่องสำคัญมาก
心想,他心想这次一定能成功。,He thought to himself that this time he would surely succeed.,เขาคิดในใจว่าครั้งนี้ต้องสำเร็จแน่ๆ
愿,他愿为朋友付出一切。,He is willing to give everything for his friends.,เขายินดีทุ่มเททุกอย่างเพื่อเพื่อน
把握,我们要把握这次机会。,We must seize this opportunity.,เราต้องคว้าโอกาสครั้งนี้ไว้
拼命,他拼命工作赚钱。,He works desperately hard to earn money.,เขาทำงานหาเงินอย่างสุดชีวิต
时髦,她的穿着很时髦。,Her outfit is very fashionable.,การแต่งตัวของเธอทันสมัยมาก
有助于,运动有助于身体健康。,Exercise contributes to good health.,การออกกำลังกายช่วยให้สุขภาพดี
朝,他朝我笑了笑。,He smiled toward me.,เขายิ้มมาทางฉัน
沟通,父母要和孩子多沟通。,Parents should communicate more with their children.,พ่อแม่ควรพูดคุยสื่อสารกับลูกให้มากขึ้น
牌,门口挂着一块牌。,A sign hangs at the entrance.,มีป้ายแขวนอยู่ที่ประตูทางเข้า
物质,水是一种常见的物质。,Water is a common substance.,น้ำเป็นสสารชนิดหนึ่งที่พบเห็นได้ทั่วไป
立即,请立即离开这里。,Please leave here immediately.,กรุณาออกไปจากที่นี่ทันที
第三天,第三天他终于到达了。,"On the third day, he finally arrived.",วันที่สามเขาก็มาถึงในที่สุด
答应,我喊了他，可是没人答应。,"I called him, but no one answered.",ฉันตะโกนเรียกเขา แต่ไม่มีใครขานรับ
细节,这个计划的细节还没定。,The details of this plan haven't been decided yet.,รายละเอียดของแผนนี้ยังไม่ลงตัว
美妙,音乐会的旋律非常美妙。,The melody at the concert was wonderful.,ท่วงทำนองในคอนเสิร์ตไพเราะมาก
行业,他从事餐饮行业。,He works in the catering industry.,เขาทำงานในธุรกิจร้านอาหาร
规则,大家要遵守游戏规则。,Everyone must follow the rules of the game.,ทุกคนต้องทำตามกติกาของเกม
谈判,双方正在进行谈判。,Both sides are conducting negotiations.,ทั้งสองฝ่ายกำลังเจรจากันอยู่
谈话,老师找我谈话了。,The teacher had a talk with me.,อาจารย์เรียกฉันไปพูดคุยด้วย
足够,我们有足够的时间。,We have enough time.,เรามีเวลาเพียงพอ
踩,别踩我的脚。,Don't step on my foot.,อย่าเหยียบเท้าฉัน
防止,关好门防止猫跑出去。,Close the door properly to prevent the cat from running out.,ปิดประตูให้ดีเพื่อป้องกันไม่ให้แมววิ่งออกไป
陷入,他陷入了深深的思考。,He sank into deep thought.,เขาจมดิ่งอยู่ในห้วงความคิด
鞋子,这双鞋子很舒服。,These shoes are very comfortable.,รองเท้าคู่นี้ใส่สบายมาก
领导,他是我们公司的领导。,He is the leader of our company.,เขาเป็นหัวหน้าของบริษัทเรา
一幅,墙上挂着一幅画。,A painting hangs on the wall.,บนผนังมีภาพวาดแขวนอยู่หนึ่งภาพ
不要紧,迟到十分钟不要紧。,Being ten minutes late doesn't matter.,มาสายสิบนาทีไม่เป็นไร
两条,桌上有两条鱼。,There are two fish on the table.,บนโต๊ะมีปลาอยู่สองตัว
中国画,他喜欢画中国画。,He likes painting Chinese paintings.,เขาชอบวาดภาพวาดแบบจีน
书架上,书放在书架上。,The books are placed on the bookshelf.,หนังสือวางอยู่บนชั้นหนังสือ
书画,他从小喜欢书画。,He has liked painting and calligraphy since childhood.,เขาชอบงานเขียนอักษรและภาพวาดมาตั้งแต่เด็ก
体验,你可以来体验一下。,You can come and experience it yourself.,คุณลองมาสัมผัสประสบการณ์ด้วยตัวเองได้เลย
入睡,他很快就入睡了。,He fell asleep quickly.,เขาหลับไปเร็วมาก
出任,他出任新公司经理。,He took up the post of manager at the new company.,เขาเข้ารับตำแหน่งผู้จัดการที่บริษัทใหม่
助理,她是经理的助理。,She is the manager's assistant.,เธอเป็นผู้ช่วยของผู้จัดการ
墙壁,墙壁上挂着照片。,Photos hang on the wall.,มีรูปถ่ายแขวนอยู่บนผนัง
壶,桌子上有一壶茶。,There is a pot of tea on the table.,บนโต๊ะมีน้ำชาหนึ่งกา
如此,事情竟然如此简单。,The matter turned out to be so simple.,ไม่นึกเลยว่าเรื่องจะง่ายดายเช่นนี้
娱乐,周末我们喜欢娱乐一下。,On weekends we like to have some fun.,วันหยุดเราชอบหาความบันเทิงผ่อนคลายกัน
客服部,请联系客服部处理。,Please contact the customer service department to handle it.,กรุณาติดต่อแผนกบริการลูกค้าเพื่อดำเนินการ
尾巴,小狗摇着尾巴跑来。,The puppy ran over wagging its tail.,ลูกหมาวิ่งมาพลางกระดิกหาง
山水画,他画了一幅山水画。,He painted a landscape painting.,เขาวาดภาพวิวทิวทัศน์หนึ่งภาพ
年代,这是八十年代的照片。,This is a photo from the 1980s.,นี่เป็นรูปถ่ายจากยุคแปดสิบ
广告牌,路边有一块广告牌。,There is a billboard by the road.,ริมถนนมีป้ายโฆษณาอยู่ป้ายหนึ่ง
快餐店,我们在快餐店吃饭。,We ate at the fast food shop.,เรากินข้าวกันที่ร้านอาหารจานด่วน
恨,他很恨那个坏人。,He hates that bad person very much.,เขาเกลียดคนเลวคนนั้นมาก
挣,他每天努力挣钱。,He works hard to earn money every day.,เขาขยันหาเงินทุกวัน
接电话,我正在接电话。,I am answering the phone.,ฉันกำลังรับโทรศัพท์อยู่
日照时间,夏天日照时间更长。,"In summer, the hours of sunshine are longer.",หน้าร้อนช่วงเวลาที่มีแสงแดดจะยาวนานกว่า
水壶,他带了一个水壶。,He brought a kettle.,เขาพกกระติกน้ำมาหนึ่งใบ
池子,院子里有一个池子。,There is a pond in the courtyard.,ในลานบ้านมีบ่อน้ำอยู่บ่อหนึ่ง
用于,这笔钱用于教育。,This money is used for education.,เงินก้อนนี้ใช้เพื่อการศึกษา
第二位,他排在第二位。,He is ranked in second place.,เขาอยู่ในอันดับที่สอง
记号,他在书上做了记号。,He made a mark in the book.,เขาทำเครื่องหมายไว้ในหนังสือ
记载,历史书记载了这件事。,The history book records this event.,หนังสือประวัติศาสตร์บันทึกเรื่องนี้ไว้
讲座,今晚有一场讲座。,There is a lecture tonight.,คืนนี้มีการบรรยายหนึ่งครั้ง
车子,他的车子坏了。,His car broke down.,รถของเขาเสีย
过期,这瓶牛奶已经过期了。,This bottle of milk has already expired.,นมขวดนี้หมดอายุแล้ว
陛下,大臣对陛下说话。,The minister spoke to His Majesty.,เสนาบดีกราบทูลต่อฝ่าบาท
随口,他随口说了一句。,He said a sentence offhand.,เขาพูดลอยๆ ออกมาประโยคหนึ่ง
非,他非去不可。,He absolutely must go.,ยังไงเขาก็ต้องไปให้ได้
黄金,她戴着黄金戒指。,She wears a gold ring.,เธอสวมแหวนทองคำ
倍数,十是五的倍数。,Ten is a multiple of five.,สิบเป็นพหุคูณของห้า
冰雪节,我们去看冰雪节。,We went to see the ice and snow festival.,เราไปดูเทศกาลน้ำแข็งและหิมะกัน
半瓶,桌上还有半瓶水。,There is still half a bottle of water on the table.,บนโต๊ะยังมีน้ำเหลืออยู่ครึ่งขวด
口袋,钥匙在他口袋里。,The key is in his pocket.,กุญแจอยู่ในกระเป๋าเสื้อของเขา
商人,他是一个成功的商人。,He is a successful businessman.,เขาเป็นนักธุรกิจที่ประสบความสำเร็จ
团队,我们的团队很努力。,Our team works very hard.,ทีมของเราขยันมาก
坑,路上有一个大坑。,There is a big pit on the road.,บนถนนมีหลุมใหญ่อยู่หลุมหนึ่ง
城门,士兵守着城门。,The soldiers guard the city gate.,ทหารเฝ้าประตูเมือง
大猩猩,动物园里有大猩猩。,There are gorillas in the zoo.,ในสวนสัตว์มีกอริลลา
宣纸,他用宣纸写书法。,He writes calligraphy on rice paper.,เขาเขียนอักษรพู่กันจีนบนกระดาษสา
底儿,这件事我心里有底儿。,I have a good grasp of this matter in my mind.,เรื่องนี้ฉันมั่นใจอยู่ในใจ
悲伤,她感到非常悲伤。,She felt very sad.,เธอรู้สึกเศร้าใจมาก
戒指,她买了一枚戒指。,She bought a ring.,เธอซื้อแหวนมาวงหนึ่ง
服药,请按时服药。,Please take your medicine on time.,กรุณาทานยาให้ตรงเวลา
枚,她有一枚金戒指。,She has a gold ring.,เธอมีแหวนทองหนึ่งวง
椰子壳,他用椰子壳做碗。,He makes a bowl from a coconut shell.,เขาเอากะลามะพร้าวมาทำเป็นชาม
橙子,我喜欢吃橙子。,I like eating oranges.,ฉันชอบกินส้ม
泡馍,西安的泡馍很有名。,Xi'an's paomo (meat and bread soup) is very famous.,เปาโหม (ซุปเนื้อกับขนมปัง) ของซีอานขึ้นชื่อมาก
灯光,舞台上灯光很亮。,The lights on the stage are very bright.,แสงไฟบนเวทีสว่างมาก
独处,她喜欢一个人独处。,She likes to spend time alone.,เธอชอบอยู่ตามลำพังคนเดียว
瓦,屋顶铺着黑瓦。,The roof is covered with black tiles.,หลังคามุงด้วยกระเบื้องสีดำ
电子,他买了电子词典。,He bought an electronic dictionary.,เขาซื้อพจนานุกรมอิเล็กทรอนิกส์
第一组,请第一组先来。,Please let the first group go first.,ขอให้กลุ่มที่หนึ่งมาก่อน
裤腿,他卷起了裤腿。,He rolled up his trouser legs.,เขาพับขากางเกงขึ้น
请帖,她收到一张请帖。,She received an invitation card.,เธอได้รับการ์ดเชิญใบหนึ่ง
贵族,他出身贵族家庭。,He was born into a noble family.,เขาเกิดในตระกูลชนชั้นสูง
车夫,车夫拉着车前进。,The coachman pulled the cart forward.,คนลากรถลากรถไปข้างหน้า
酸葡萄,这只是他的酸葡萄心理。,This is just his sour-grapes mentality.,นี่ก็แค่ความคิดแบบองุ่นเปรี้ยวของเขา
铁树开花,这件事像铁树开花。,This matter is as rare as an iron tree blooming.,เรื่องนี้เกิดขึ้นยากราวกับต้นเหล็กออกดอก
队员,每个队员都很努力。,Every team member works hard.,ลูกทีมทุกคนตั้งใจมาก
雨季,现在是雨季。,It is the rainy season now.,ตอนนี้เป็นหน้าฝน
一口气,他一口气跑完了。,"He finished running in one breath, without stopping.",เขาวิ่งรวดเดียวจบไม่หยุดพักเลย
一所,这是一所大学。,This is a university.,นี่เป็นมหาวิทยาลัยแห่งหนึ่ง
一顿,我们吃了一顿饭。,We ate a meal.,เรากินข้าวกันไปมื้อหนึ่ง
下个月,我下个月回国。,I will return to my country next month.,เดือนหน้าฉันจะกลับประเทศ
不利于,熬夜不利于健康。,Staying up late is bad for health.,การนอนดึกไม่ดีต่อสุขภาพ
不耐烦,他等得很不耐烦。,He was very impatient waiting.,เขารอจนหงุดหงิดใจ
不足,睡眠不足影响健康。,Insufficient sleep affects health.,การนอนไม่เพียงพอส่งผลต่อสุขภาพ
丢弃,他把旧衣服丢弃了。,He discarded his old clothes.,เขาทิ้งเสื้อผ้าเก่าไป
主持,她主持今晚的晚会。,She is hosting tonight's party.,เธอดำเนินรายการงานเลี้ยงคืนนี้
之所以,他之所以迟到是因为堵车。,The reason he was late is because of traffic.,สาเหตุที่เขามาสายก็เพราะรถติด
乐于助人,他一直乐于助人。,He has always been willing to help others.,เขามีน้ำใจชอบช่วยเหลือคนอื่นเสมอ
乐趣,读书给他带来乐趣。,Reading brings him pleasure.,การอ่านหนังสือทำให้เขาเพลิดเพลิน
了不起,你的想法真了不起。,Your idea is truly amazing.,ความคิดของคุณสุดยอดจริงๆ
事实,这是一个事实。,This is a fact.,นี่คือข้อเท็จจริง
二人,他们二人一起去旅行。,The two of them went traveling together.,เขาสองคนไปเที่ยวด้วยกัน
交往,他们交往已经三年了。,They have been together for three years.,พวกเขาคบกันมาสามปีแล้ว
交谈,我们愉快地交谈了很久。,We chatted happily for a long time.,เราพูดคุยกันอย่างมีความสุขอยู่นาน
从容,她遇事总是很从容。,She always stays calm when facing things.,เจอเรื่องอะไรเธอก็ใจเย็นสุขุมเสมอ
优惠,这件衣服有优惠价格。,This piece of clothing has a discounted price.,เสื้อตัวนี้มีราคาพิเศษ
会计,她在公司做会计。,She works as an accountant at the company.,เธอทำงานเป็นพนักงานบัญชีที่บริษัท
例子,老师举了一个例子。,The teacher gave an example.,อาจารย์ยกตัวอย่างมาหนึ่งอย่าง
俱乐部,他是这个俱乐部的会员。,He is a member of this club.,เขาเป็นสมาชิกของสโมสรนี้
光盘,这张光盘坏了。,This CD is broken.,แผ่นซีดีแผ่นนี้เสียแล้ว
全都,同学们全都到齐了。,The classmates have all arrived.,เพื่อนร่วมชั้นมากันครบหมดแล้ว
公元前,这座城建于公元前三百年。,This city was built in 300 BCE.,เมืองนี้สร้างขึ้นเมื่อ 300 ปีก่อนคริสตกาล
冠军,他获得了比赛冠军。,He won the championship of the competition.,เขาคว้าแชมป์การแข่งขันได้
决赛,我们的球队进入了决赛。,Our team advanced to the finals.,ทีมของเราเข้ารอบชิงชนะเลิศ
凡是,凡是学生都要参加考试。,Every student must take the exam.,นักเรียนทุกคนล้วนต้องเข้าสอบ
分为,这本书分为三部分。,This book is divided into three parts.,หนังสือเล่มนี้แบ่งออกเป็นสามส่วน
分别,我们在车站分别了。,We parted ways at the station.,เราแยกจากกันที่สถานี
勇于,我们要勇于面对困难。,We must be brave enough to face difficulties.,เราต้องกล้าเผชิญกับความยากลำบาก
包含,价格里包含服务费。,The price includes the service fee.,ในราคานี้รวมค่าบริการไว้แล้ว
千年,这棵树已有千年历史。,This tree already has a thousand years of history.,ต้นไม้ต้นนี้มีอายุนับพันปีแล้ว
却是,他很努力成绩却是不好。,"He works hard, but his grades are nevertheless not good.",เขาพยายามมาก แต่ผลการเรียนกลับไม่ดี
原则,他做事很讲原则。,He does things according to principle.,เขาเป็นคนทำอะไรมีหลักการ
原本,我原本打算明天走。,I originally planned to leave tomorrow.,เดิมทีฉันวางแผนจะไปพรุ่งนี้
参考,你可以参考这本书。,You can refer to this book.,คุณลองดูหนังสือเล่มนี้เป็นแนวทางได้
友情,他们的友情很深厚。,Their friendship is very deep.,มิตรภาพของพวกเขาลึกซึ้งมาก
反复,他反复检查了作业。,He checked his homework repeatedly.,เขาตรวจการบ้านซ้ำแล้วซ้ำอีก
反正,反正明天不上班。,"Anyway, I'm not working tomorrow.",ยังไงพรุ่งนี้ก็ไม่ต้องทำงานอยู่แล้ว
发票,请给我开一张发票。,Please give me a receipt.,ช่วยออกใบเสร็จให้ฉันหน่อย
古老,这是一座古老的城市。,This is an ancient city.,นี่เป็นเมืองเก่าแก่โบราณ
含有,这种水果含有维生素。,This kind of fruit contains vitamins.,ผลไม้ชนิดนี้มีวิตามิน
听取,领导听取了大家的意见。,The leader listened to everyone's opinions.,หัวหน้ารับฟังความคิดเห็นของทุกคน
吵架,他们俩又吵架了。,The two of them quarreled again.,ทั้งสองคนทะเลาะกันอีกแล้ว
吹,外面风吹得很大。,Outside the wind is blowing hard.,ข้างนอกลมพัดแรงมาก
呆,他站在那里显得很呆。,He stood there looking foolish.,เขายืนอยู่ตรงนั้นดูเซ่อๆ
命,医生救了他的命。,The doctor saved his life.,หมอช่วยชีวิตเขาเอาไว้
咨询,你可以咨询医生。,You can consult a doctor.,คุณลองปรึกษาหมอดูได้
哪怕,哪怕下雨我也要去。,"Even if it rains, I will still go.",ต่อให้ฝนตกฉันก็จะไป
唯一,他是我唯一的朋友。,He is my only friend.,เขาเป็นเพื่อนคนเดียวของฉัน
商品,这家店商品很便宜。,The goods in this shop are very cheap.,สินค้าในร้านนี้ถูกมาก
地位,他在公司地位很高。,He holds a high position in the company.,เขามีสถานะสูงในบริษัท
夏令营,孩子们参加了夏令营。,The children attended a summer camp.,เด็กๆ เข้าร่วมค่ายฤดูร้อน
夸奖,老师夸奖了她的作文。,The teacher praised her essay.,อาจารย์ชมเรียงความของเธอ
始于,这个传统始于古代。,This tradition began in ancient times.,ประเพณีนี้เริ่มต้นมาตั้งแต่สมัยโบราณ
孝顺,他对父母很孝顺。,He is very filial to his parents.,เขากตัญญูต่อพ่อแม่มาก
学问,他是个很有学问的人。,He is a very learned person.,เขาเป็นคนมีความรู้มาก
客观,请你客观地看问题。,Please look at the problem objectively.,ช่วยมองปัญหาอย่างเป็นกลางหน่อย
宴会厅,婚礼在宴会厅举行。,The wedding was held in the ballroom.,งานแต่งงานจัดขึ้นที่ห้องจัดเลี้ยง
宿舍,我住在学校宿舍。,I live in the school dormitory.,ฉันพักอยู่ที่หอพักของโรงเรียน
尊敬,学生们都尊敬老师。,The students all respect the teacher.,นักเรียนทุกคนเคารพอาจารย์
展览,博物馆正在展览古画。,The museum is exhibiting ancient paintings.,พิพิธภัณฑ์กำลังจัดแสดงภาพวาดโบราณ
