hanzi,sentence,en,th_final
辣,这个菜太辣了。,This dish is too spicy.,อาหารจานนี้เผ็ดเกินไป
首先,首先，我们要买机票。,"First of all, we need to buy plane tickets.",ก่อนอื่นเราต้องซื้อตั๋วเครื่องบินก่อน
麻烦,对不起，给你添麻烦了。,Sorry for causing you trouble.,ขอโทษที่รบกวนคุณนะ
另外,另外，我还想问一个问题。,"In addition, I want to ask one more question.",อีกอย่างหนึ่ง ฉันอยากถามอีกคำถามหนึ่ง
感谢,非常感谢你的帮助。,Thank you very much for your help.,ขอบคุณมากสำหรับความช่วยเหลือของคุณ
打扮,她打扮得很漂亮。,She dressed herself up very beautifully.,เธอแต่งตัวสวยมาก
羡慕,我很羡慕你的生活。,I really envy your life.,ฉันอิจฉาชีวิตของเธอมาก
详细,请详细介绍一下情况。,Please introduce the situation in detail.,ช่วยอธิบายสถานการณ์อย่างละเอียดหน่อย
调查,警察正在调查这件事。,The police are investigating this matter.,ตำรวจกำลังสืบสวนเรื่องนี้อยู่
交通,这个城市交通很方便。,Traffic in this city is very convenient.,การจราจรในเมืองนี้สะดวกมาก
堵车,现在路上正在堵车。,The road is jammed with traffic right now.,ตอนนี้รถติดมาก
塑料袋,商店不再免费提供塑料袋。,The store no longer gives out plastic bags for free.,ร้านไม่แจกถุงพลาสติกฟรีแล้ว
增加,公司决定增加工资。,The company decided to increase wages.,บริษัทตัดสินใจเพิ่มเงินเดือน
甚至,他很忙，甚至没时间吃饭。,He's so busy he doesn't even have time to eat.,เขายุ่งมากจนแม้แต่เวลากินข้าวยังไม่มี
超过,今天的气温超过三十度。,Today's temperature exceeds thirty degrees.,วันนี้อุณหภูมิเกินสามสิบองศา
距离,学校距离我家不远。,The school is not far from my home.,ระยะทางจากโรงเรียนถึงบ้านฉันไม่ไกล
及时,医生及时赶到了医院。,The doctor arrived at the hospital in time.,หมอมาถึงโรงพยาบาลได้ทันเวลา
优点,诚实是他最大的优点。,Honesty is his greatest merit.,ความซื่อสัตย์คือข้อดีที่สุดของเขา
严重,这个问题非常严重。,This problem is very serious.,ปัญหานี้ร้ายแรงมาก
出差,他这个月要去北京出差。,He has to go to Beijing on a business trip this month.,เดือนนี้เขาต้องเดินทางไปทำงานที่ปักกิ่ง
力气,这个箱子太重，我没力气搬。,"This box is too heavy, I don't have the strength to carry it.",กล่องนี้หนักเกินไป ฉันไม่มีแรงยก
售货员,售货员对顾客很热情。,The sales clerk is very warm to customers.,พนักงานขายเป็นกันเองกับลูกค้ามาก
开玩笑,别生气，我只是开玩笑。,"Don't be angry, I was just joking.",อย่าโกรธสิ ฉันแค่ล้อเล่น
数量,这里苹果的数量很多。,The quantity of apples here is large.,จำนวนแอปเปิลที่นี่มีเยอะมาก
暂时,这个问题暂时不能解决。,This problem can't be solved for now.,ตอนนี้ปัญหานี้ยังแก้ไม่ได้
由于,由于下大雨，比赛取消了。,"Due to the heavy rain, the match was cancelled.",เนื่องจากฝนตกหนัก การแข่งขันจึงถูกยกเลิก
继续,请大家继续努力工作。,Please everyone continue working hard.,ขอให้ทุกคนตั้งใจทำงานต่อไป
骗,他骗了我的钱。,He cheated me out of my money.,เขาหลอกเอาเงินฉันไป
价格,这件衣服的价格不贵。,The price of this piece of clothing isn't expensive.,ราคาของเสื้อตัวนี้ไม่แพง
优秀,她是一个优秀的学生。,She is an outstanding student.,เธอเป็นนักเรียนที่ยอดเยี่ยม
俩,我们俩是好朋友。,The two of us are good friends.,เราสองคนเป็นเพื่อนที่ดีต่อกัน
做生意,他在中国做生意。,He does business in China.,เขาทำธุรกิจอยู่ที่ประเทศจีน
允许,老师不允许我们迟到。,The teacher doesn't allow us to be late.,ครูไม่อนุญาตให้เรามาสาย
取,我去银行取钱。,I'm going to the bank to withdraw money.,ฉันจะไปธนาคารเพื่อถอนเงิน
工资,这个月的工资涨了。,This month's wages went up.,เงินเดือนเดือนนี้ขึ้นแล้ว
怀疑,我怀疑他说的是假话。,I suspect what he said is a lie.,ฉันสงสัยว่าสิ่งที่เขาพูดเป็นเรื่องโกหก
抱歉,来晚了，我很抱歉。,I'm sorry for coming late.,มาสายขอโทษด้วยนะ
按照,请按照要求填写表格。,Please fill out the form according to the requirements.,กรุณากรอกแบบฟอร์มตามข้อกำหนด
接受,他接受了这份工作。,He accepted this job.,เขาตอบรับงานนี้
条件,这里的工作条件很好。,The working conditions here are good.,สภาพการทำงานที่นี่ดีมาก
污染,工厂污染了这条河。,The factory polluted this river.,โรงงานทำให้แม่น้ำสายนี้เป็นมลพิษ
演出,今晚有一场精彩演出。,Tonight there is a wonderful performance.,คืนนี้มีการแสดงที่ยอดเยี่ยม
生命,我们要珍惜自己的生命。,We should cherish our own lives.,เราควรเห็นคุณค่าของชีวิตตัวเอง
动作,他的动作非常快。,His movements are very fast.,การเคลื่อนไหวของเขาเร็วมาก
危险,开车太快很危险。,Driving too fast is dangerous.,ขับรถเร็วเกินไปอันตราย
笑话,他给我们讲了一个笑话。,He told us a joke.,เขาเล่าเรื่องตลกให้เราฟัง
输,我们这场比赛输了。,We lost this match.,เราแพ้การแข่งขันครั้งนี้
之间,他们两个人之间有误会。,There is a misunderstanding between the two of them.,ระหว่างสองคนนั้นมีความเข้าใจผิดกัน
增长,今年公司的收入增长了。,This year the company's income has increased.,ปีนี้รายได้ของบริษัทเติบโตขึ้น
巧克力,妹妹最喜欢吃巧克力。,My little sister likes eating chocolate the most.,น้องสาวชอบกินช็อกโกแลตที่สุด
数字,这个数字太大了。,This number is too big.,ตัวเลขนี้ใหญ่เกินไป
方向,我们走错方向了。,We went the wrong direction.,เราไปผิดทิศทาง
真正,他是我真正的朋友。,He is my true friend.,เขาเป็นเพื่อนแท้ของฉัน
风景,这里的风景很美。,The scenery here is very beautiful.,วิวที่นี่สวยมาก
将来,我将来想当医生。,I want to be a doctor in the future.,ในอนาคตฉันอยากเป็นหมอ
感到,我感到很高兴。,I feel very happy.,ฉันรู้สึกมีความสุขมาก
活,这只小猫还活着。,This little cat is still alive.,แมวน้อยตัวนี้ยังมีชีวิตอยู่
博士,他是数学博士。,He is a PhD in mathematics.,เขาจบปริญญาเอกด้านคณิตศาสตร์
参观,我们去参观博物馆。,We went to visit the museum.,เราไปเยี่ยมชมพิพิธภัณฑ์
地址,请告诉我你的地址。,Please tell me your address.,ช่วยบอกที่อยู่ของคุณให้ฉันหน่อย
孤单,一个人在家很孤单。,Being home alone is very lonely.,อยู่บ้านคนเดียวเหงามาก
家具,这些家具很漂亮。,This furniture is very beautiful.,เฟอร์นิเจอร์พวกนี้สวยมาก
差不多,我们差不多到了。,We are almost there.,เราเกือบถึงแล้ว
广播,我每天听新闻广播。,I listen to the news broadcast every day.,ฉันฟังข่าวทางวิทยุทุกวัน
散步,晚饭后我们去散步。,After dinner we go for a walk.,หลังกินข้าวเย็นเราไปเดินเล่นกัน
整理,我在整理房间。,I am tidying up the room.,ฉันกำลังจัดห้องอยู่
普遍,这个问题很普遍。,This problem is very common.,ปัญหานี้พบได้ทั่วไป
暖和,今天天气很暖和。,The weather is very warm today.,วันนี้อากาศอบอุ่นมาก
正式,明天开始正式上班。,Tomorrow I officially start work.,พรุ่งนี้ฉันจะเริ่มทำงานอย่างเป็นทางการ
翻译,他帮我翻译这句话。,He helped me translate this sentence.,เขาช่วยฉันแปลประโยคนี้
证明,这能证明他是对的。,This can prove that he is right.,สิ่งนี้พิสูจน์ได้ว่าเขาถูก
乘坐,我们乘坐火车去北京。,We took the train to Beijing.,เรานั่งรถไฟไปปักกิ่ง
合格,他考试合格了。,He passed the exam (met the required standard).,เขาสอบผ่านเกณฑ์มาตรฐาน
合适,这件衣服很合适。,This piece of clothing is very suitable.,เสื้อตัวนี้เหมาะมาก
味道,这个菜味道很好。,This dish tastes very good.,อาหารจานนี้รสชาติดีมาก
愉快,祝你旅途愉快。,Wish you a pleasant trip.,ขอให้เดินทางอย่างมีความสุขนะ
所有,所有学生都到了。,All the students have arrived.,นักเรียนทุกคนมาถึงแล้ว
打针,医生给他打针。,The doctor gave him an injection.,หมอฉีดยาให้เขา
报名,我想给孩子报名。,I want to sign my child up.,ฉันอยากสมัครให้ลูก
挂,墙上挂着一张照片。,A photo hangs on the wall.,มีรูปแขวนอยู่บนผนัง
擦,她在擦桌子。,She is wiping the table.,เธอกำลังเช็ดโต๊ะ
法律,我们要遵守法律。,We must obey the law.,เราต้องปฏิบัติตามกฎหมาย
相反,结果和我想的相反。,The result is the opposite of what I thought.,ผลลัพธ์ตรงกันข้ามกับที่ฉันคิด
解释,老师给我们解释语法。,The teacher explained the grammar to us.,ครูอธิบายไวยากรณ์ให้เราฟัง
语法,这个语法很难懂。,This grammar is hard to understand.,ไวยากรณ์นี้เข้าใจยาก
赚,他每月赚很多钱。,He earns a lot of money every month.,เขาหาเงินได้เยอะทุกเดือน
长城,我们爬上了长城。,We climbed the Great Wall.,เราปีนกำแพงเมืองจีน
随着,随着年龄增长他变胖了。,"As he grew older, he gained weight.",เมื่ออายุมากขึ้นเขาก็อ้วนขึ้นตามไปด้วย
原来,这是他原来的房子。,This is his original house.,นี่คือบ้านเดิมของเขา
同情,我很同情他。,I sympathize with him a lot.,ฉันเห็นใจเขามาก
奖金,公司发了奖金。,The company gave out bonuses.,บริษัทแจกโบนัส
懒,他今天很懒。,He is very lazy today.,วันนี้เขาขี้เกียจมาก
方面,这方面我不太懂。,I don't understand much about this aspect.,ด้านนี้ฉันไม่ค่อยเข้าใจ
皮肤,她的皮肤很白。,Her skin is very fair.,ผิวของเธอขาวมาก
通知,老师通知我们放假。,The teacher notified us of the holiday.,ครูแจ้งเราว่าจะหยุด
重新,这篇文章要重新写。,This article needs to be rewritten.,บทความนี้ต้องเขียนใหม่
食品,超市卖很多食品。,The supermarket sells a lot of food.,ซูเปอร์มาร์เก็ตขายอาหารเยอะมาก
信任,我很信任我的朋友。,I trust my friend a lot.,ฉันไว้ใจเพื่อนมาก
气温,今天气温很低。,The air temperature is very low today.,วันนี้อุณหภูมิต่ำมาก
西红柿,妈妈买了西红柿。,Mom bought tomatoes.,แม่ซื้อมะเขือเทศ
富人,那个富人住大房子。,That rich person lives in a big house.,คนรวยคนนั้นอยู่บ้านหลังใหญ่
丰富,这里的水果很丰富。,The fruit here is very abundant.,ผลไม้ที่นี่อุดมสมบูรณ์มาก
受欢迎,这个歌手很受欢迎。,This singer is very popular.,นักร้องคนนี้เป็นที่นิยมมาก
帅,他长得很帅。,He looks very handsome.,เขาหน้าตาหล่อมาก
文章,我写了一篇文章。,I wrote an article.,ฉันเขียนบทความชิ้นหนึ่ง
消息,我听到一个好消息。,I heard a piece of good news.,ฉันได้ยินข่าวดีมาอันหนึ่ง
精神,他今天精神很好。,He is in very good spirits today.,วันนี้เขาดูสดชื่นมาก
肚子,我肚子有点疼。,My stomach hurts a little.,ฉันปวดท้องนิดหน่อย
袜子,这双袜子很暖和。,These socks are very warm.,ถุงเท้าคู่นี้อุ่นมาก
顺利,考试进行得很顺利。,The exam went very smoothly.,การสอบเป็นไปอย่างราบรื่น
也许,他也许不知道这件事。,Maybe he doesn't know about this.,บางทีเขาอาจจะไม่รู้เรื่องนี้
仍然,他仍然每天跑步。,He still runs every day.,เขายังคงวิ่งทุกวัน
区别,这两个词有区别。,There is a difference between these two words.,สองคำนี้มีความแตกต่างกัน
厉害,这只狗很厉害。,This dog is very fierce.,หมาตัวนี้ดุมาก
发生,这里发生了车祸。,A car accident happened here.,ที่นี่เกิดอุบัติเหตุรถชน
周围,学校周围有很多商店。,There are many shops around the school.,รอบๆ โรงเรียนมีร้านค้าเยอะ
当地,我们尝了当地小吃。,We tried the local snacks.,เราได้ลองของกินพื้นเมือง
律师,他是一名律师。,He is a lawyer.,เขาเป็นทนายความ
收入,他的收入很高。,His income is very high.,รายได้ของเขาสูงมาก
来得及,现在出发还来得及。,It's still not too late to leave now.,ตอนนี้ออกเดินทางก็ยังทัน
样子,他看起来很累的样子。,He looks like he's very tired.,เขาดูท่าทางเหนื่อยมาก
目的,他学习的目的是什么？,What is the purpose of his studying?,จุดประสงค์ในการเรียนของเขาคืออะไร?
研究,他在研究这个问题。,He is researching this problem.,เขากำลังวิจัยปัญหานี้อยู่
禁止,这里禁止吸烟。,Smoking is prohibited here.,ที่นี่ห้ามสูบบุหรี่
脾气,他的脾气很好。,His temperament is very good.,เขาเป็นคนอารมณ์ดีมาก
说明,请你说明一下原因。,Please explain the reason.,ช่วยอธิบายเหตุผลหน่อย
阳光,今天的阳光很好。,Today's sunshine is very nice.,วันนี้แดดดีมาก
一部分,这只是一部分原因。,This is only part of the reason.,นี่เป็นเพียงส่วนหนึ่งของเหตุผล
不过,这不过是个小问题。,This is merely a small problem.,นี่เป็นแค่ปัญหาเล็กๆ เท่านั้น
代表,他是公司的代表。,He is the company's representative.,เขาเป็นตัวแทนของบริษัท
儿童,这是儿童公园。,This is a children's park.,นี่คือสวนสาธารณะสำหรับเด็ก
叶子,秋天叶子变黄了。,In autumn the leaves turn yellow.,พอถึงฤดูใบไม้ร่วงใบไม้จะเปลี่ยนเป็นสีเหลือง
直接,你可以直接问他。,You can ask him directly.,คุณถามเขาได้โดยตรงเลย
逐渐,天气逐渐变冷了。,The weather is gradually getting cold.,อากาศค่อยๆ เย็นลง
镜子,她在照镜子。,She is looking in the mirror.,เธอกำลังส่องกระจก
受,他受了很多苦。,He has endured a lot of suffering.,เขาทนทุกข์มามาก
无法,我无法理解这句话。,I am unable to understand this sentence.,ฉันไม่สามารถเข้าใจประโยคนี้ได้
湿润,这里的空气很湿润。,The air here is very moist.,อากาศที่นี่ชื้นมาก
肯定,我肯定他会来。,I'm certain he will come.,ฉันแน่ใจว่าเขาจะมา
共同,这是我们共同的目标。,This is our common goal.,นี่คือเป้าหมายร่วมกันของเรา
准时,他每天准时上班。,He goes to work on time every day.,เขาไปทำงานตรงเวลาทุกวัน
出生,他出生在北京。,He was born in Beijing.,เขาเกิดที่ปักกิ่ง
困,我今天很困。,I am very sleepy today.,วันนี้ฉันง่วงมาก
国际,这是一个国际机场。,This is an international airport.,นี่คือสนามบินนานาชาติ
安排,老师安排了作业。,The teacher assigned homework.,ครูมอบหมายการบ้านให้เรา
并且,这个饭馆便宜并且好吃。,This restaurant is cheap and delicious.,ร้านอาหารร้านนี้ถูกและอร่อยด้วย
打扰,对不起，打扰你一下。,"Sorry, let me bother you for a moment.",ขอโทษนะ ขอรบกวนแป๊บหนึ่ง
扔,请把垃圾扔进垃圾桶。,Please throw the trash into the trash can.,ช่วยทิ้งขยะลงในถังขยะ
报道,电视台报道了这条新闻。,The TV station reported this news.,สถานีโทรทัศน์รายงานข่าวนี้
文件,请把这份文件发给我。,Please send this document to me.,ช่วยส่งเอกสารฉบับนี้มาให้ฉัน
正常,今天一切都很正常。,Everything is normal today.,วันนี้ทุกอย่างปกติดี
理发,我明天要去理发。,I'm going to get a haircut tomorrow.,พรุ่งนี้ฉันจะไปตัดผม
破,我的衣服破了一个洞。,My clothes have a torn hole.,เสื้อของฉันขาดเป็นรู
网站,这个网站的信息很多。,This website has a lot of information.,เว็บไซต์นี้มีข้อมูลเยอะมาก
美丽,这里的风景非常美丽。,The scenery here is very beautiful.,วิวที่นี่สวยงามมาก
限制,学校限制学生带手机。,The school restricts students from bringing phones.,โรงเรียนจำกัดไม่ให้นักเรียนพกโทรศัพท์มา
乱,他的房间总是很乱。,His room is always messy.,ห้องของเขารกอยู่เสมอ
人数,今天开会的人数不多。,The number of people at today's meeting isn't large.,จำนวนคนที่มาประชุมวันนี้ไม่เยอะ
任何,任何人都可以参加。,Anyone can participate.,ใครก็ได้สามารถเข้าร่วมได้
全部,这些问题他全部答对了。,He answered all of these questions correctly.,เขาตอบคำถามพวกนี้ถูกทั้งหมด
否则,快点走，否则要迟到了。,"Hurry up, otherwise we'll be late.",รีบหน่อย ไม่งั้นจะสาย
复杂,这个问题比较复杂。,This problem is fairly complicated.,ปัญหานี้ค่อนข้างซับซ้อน
来不及,我们来不及吃早饭了。,We don't have time to eat breakfast.,เราไม่ทันกินข้าวเช้าแล้ว
牙膏,牙膏用完了，要再买。,"The toothpaste is used up, need to buy more.",ยาสีฟันหมดแล้ว ต้องซื้อใหม่
留下,他把手机留下就走了。,He left his phone behind and left.,เขาทิ้งโทรศัพท์ไว้แล้วก็ไป
硕士,她正在读硕士学位。,She is currently pursuing a master's degree.,เธอกำลังเรียนปริญญาโท
积极,他工作一直很积极。,He has always been very active at work.,เขาทำงานอย่างกระตือรือร้นมาตลอด
范围,这个问题超出了范围。,This question is beyond the scope.,คำถามนี้อยู่นอกขอบเขต
著名,他是一位著名的医生。,He is a famous doctor.,เขาเป็นหมอที่มีชื่อเสียง
酸,这个苹果吃起来很酸。,This apple tastes very sour.,แอปเปิลลูกนี้รสเปรี้ยวมาก
香,妈妈做的菜真香。,The dishes mom makes are really fragrant.,อาหารที่แม่ทำหอมจริงๆ
厚,这本书很厚，要看很久。,"This book is very thick, it'll take a long time to read.",หนังสือเล่มนี้หนามาก ต้องใช้เวลาอ่านนาน
将,明天他将去北京。,Tomorrow he will go to Beijing.,พรุ่งนี้เขาจะไปปักกิ่ง
海洋,海洋里有很多鱼。,There are many fish in the ocean.,ในมหาสมุทรมีปลาเยอะมาก
而是,他不是老师，而是学生。,"He is not a teacher, but rather a student.",เขาไม่ใช่ครู แต่เป็นนักเรียนต่างหาก
邀请,他邀请我参加生日会。,He invited me to his birthday party.,เขาเชิญฉันไปงานวันเกิดของเขา
公里,这里离学校三公里。,It's three kilometers from here to school.,จากที่นี่ถึงโรงเรียนสามกิโลเมตร
顺序,请按顺序排好队。,Please line up in order.,กรุณาเข้าแถวตามลำดับ
选,你可以选一个颜色。,You can choose a color.,คุณเลือกสีได้หนึ่งสี
降低,这家店降低了价格。,This store lowered its prices.,ร้านนี้ลดราคาลง
亚洲,中国在亚洲东部。,China is in the eastern part of Asia.,ประเทศจีนอยู่ทางตะวันออกของทวีปเอเชีย
亲戚,春节我们去看亲戚。,During Spring Festival we visit relatives.,ช่วงตรุษจีนเราไปเยี่ยมญาติ
