hanzi,sentence,en,th_final
体检,他明天要体检。,He is having a physical checkup tomorrow.,พรุ่งนี้เขาต้องไปตรวจร่างกาย
树苗,工人种下树苗。,Workers planted saplings.,คนงานปลูกต้นกล้า
老太太,老太太在公园散步。,The elderly lady is walking in the park.,คุณยายกำลังเดินเล่นในสวน
芳香油,这瓶芳香油很香。,This bottle of fragrant oil smells great.,น้ำมันหอมขวดนี้หอมมาก
驴,驴在田里干活。,The donkey is working in the field.,ลากำลังทำงานอยู่ในนา
以来,长期以来他很努力。,For a long time now he has worked hard.,เขาพยายามมาโดยตลอดเป็นเวลานาน
意志,他意志非常坚强。,His willpower is very strong.,เขามีความมุ่งมั่นเข้มแข็งมาก
一部,这是一部好电影。,This is a good movie.,นี่เป็นหนังที่ดีเรื่องหนึ่ง
均,学生们成绩均优秀。,The students' grades are all excellent.,เกรดของนักเรียนดีเยี่ยมทุกคน
座,那座桥很高。,That bridge is very tall.,สะพานนั้นสูงมาก
心中,妈妈永远在我心中。,Mom will always be in my heart.,แม่จะอยู่ในใจฉันตลอดไป
接近,火车接近北京了。,The train is approaching Beijing.,รถไฟใกล้ถึงปักกิ่งแล้ว
注重,老师很注重细节。,The teacher pays great attention to detail.,คุณครูให้ความสำคัญกับรายละเอียดมาก
消除,运动可以消除压力。,Exercise can eliminate stress.,การออกกำลังกายช่วยขจัดความเครียดได้
诞生,一个新想法诞生了。,A new idea was born.,ความคิดใหม่ถือกำเนิดขึ้นมา
通,这条路通北京。,This road leads to Beijing.,ถนนเส้นนี้ไปถึงปักกิ่ง
图,这张图很清楚。,This picture is very clear.,รูปนี้ชัดเจนมาก
天生,她天生很聪明。,She is naturally very smart.,เธอฉลาดมาแต่กำเนิด
工程,这是一个大工程。,This is a big engineering project.,นี่เป็นโครงการวิศวกรรมขนาดใหญ่
愈,他的伤愈了。,His wound has healed.,แผลของเขาหายแล้ว
眼,他的眼很大。,His eyes are big.,ตาของเขาโตมาก
诗歌,这首诗歌很美。,This poem is very beautiful.,บทกวีบทนี้ไพเราะมาก
人际关系,他的人际关系很好。,His interpersonal relationships are very good.,เขามีความสัมพันธ์กับผู้คนดีมาก
关爱,老师很关爱学生。,The teacher cares a lot about the students.,คุณครูเอาใจใส่ดูแลนักเรียนมาก
农夫,农夫在种地。,The farmer is farming.,ชาวนากำลังทำนา
分泌,汗腺会分泌汗液。,Sweat glands secrete sweat.,ต่อมเหงื่อหลั่งเหงื่อออกมา
缺,这里缺一个人。,One person is missing here.,ตรงนี้ขาดคนไปหนึ่งคน
下车,请在这里下车。,Please get off here.,กรุณาลงรถตรงนี้
描绘,他描绘了未来。,He depicted the future.,เขาวาดภาพอนาคตให้เห็น
文物,博物馆里有文物。,There are cultural relics in the museum.,ในพิพิธภัณฑ์มีโบราณวัตถุ
本质,这是问题的本质。,This is the essence of the problem.,นี่คือแก่นแท้ของปัญหา
礼仪,我们要注意礼仪。,We should pay attention to etiquette.,เราควรใส่ใจเรื่องมารยาท
缺陷,这个产品有缺陷。,This product has a defect.,สินค้าชิ้นนี้มีข้อบกพร่อง
弹性,这种材料很有弹性。,This material is very elastic.,วัสดุชนิดนี้มีความยืดหยุ่นมาก
效,这个方法很有效。,This method is very effective.,วิธีนี้ได้ผลดีมาก
营销,公司重视营销策略。,The company values its marketing strategy.,บริษัทให้ความสำคัญกับกลยุทธ์การตลาด
南极,南极非常寒冷。,The South Pole is extremely cold.,ขั้วโลกใต้หนาวเย็นมาก
幼,这个孩子还很年幼。,This child is still very young.,เด็กคนนี้ยังเล็กมาก
洋,太平洋很大。,The Pacific Ocean is very big.,มหาสมุทรแปซิฟิกใหญ่มาก
猴,猴子很聪明。,Monkeys are very smart.,ลิงฉลาดมาก
累积,经验需要累积。,Experience needs to be accumulated.,ประสบการณ์ต้องอาศัยการสั่งสม
老狐狸,他是个老狐狸。,He is a sly old fox.,เขามันจิ้งจอกแก่เจ้าเล่ห์
金星,金星是颗行星。,Venus is a planet.,ดาวศุกร์เป็นดาวเคราะห์
众所周知,众所周知，地球是圆的。,"As everyone knows, the earth is round.",อย่างที่รู้กันดี โลกนั้นกลม
演变,语言在不断演变。,Language is constantly evolving.,ภาษาค่อยๆ วิวัฒน์เปลี่ยนแปลงไปเรื่อยๆ
象,大象的鼻子很长。,An elephant's trunk is very long.,งวงของช้างยาวมาก
事件,这是一起重大事件。,This is a major incident.,นี่เป็นเหตุการณ์สำคัญ
体现,这体现了他的努力。,This reflects his effort.,สิ่งนี้สะท้อนถึงความพยายามของเขา
倾听,他认真倾听意见。,He listened attentively to opinions.,เขาตั้งใจรับฟังความคิดเห็น
土壤,这里的土壤很肥沃。,The soil here is very fertile.,ดินที่นี่อุดมสมบูรณ์มาก
惊讶,他感到非常惊讶。,He felt very astonished.,เขารู้สึกประหลาดใจมาก
未,他还未回家。,He still hasn't returned home.,เขายังไม่กลับบ้าน
类似,这两个情况类似。,These two situations are similar.,สองสถานการณ์นี้คล้ายกัน
修建,政府修建了大桥。,The government built a bridge.,รัฐบาลสร้างสะพานใหญ่
家喻户晓,这个演员家喻户晓。,This actor is well known to everyone.,นักแสดงคนนี้ดังเป็นที่รู้จักกันทั่วบ้านทั่วเมือง
建立,他们建立了公司。,They established a company.,พวกเขาก่อตั้งบริษัท
手法,这种手法很巧妙。,This technique is very clever.,เทคนิควิธีนี้แยบยลมาก
挫折,他遇到挫折从不放弃。,He never gives up when he encounters setbacks.,เขาไม่เคยยอมแพ้เมื่อเจออุปสรรค
据,据报道，明天会下雨。,"According to reports, it will rain tomorrow.",ตามรายงานข่าว พรุ่งนี้ฝนจะตก
表情,她的表情看起来很难过。,Her facial expression looks very sad.,สีหน้าของเธอดูเศร้ามาก
记忆力,老年人的记忆力会下降。,Elderly people's memory ability declines.,ความจำของผู้สูงอายุจะเสื่อมลง
一棵,院子里有一棵大树。,There is a big tree in the yard.,ในสนามมีต้นไม้ใหญ่ต้นหนึ่ง
名称,这个产品的名称很奇怪。,This product's name is quite strange.,ชื่อของสินค้าชิ้นนี้แปลกมาก
奔跑,孩子们在草地上奔跑。,The children are running on the grass.,เด็กๆ วิ่งเล่นบนสนามหญ้า
学者,这位学者研究历史多年。,This scholar has studied history for many years.,นักวิชาการคนนี้ศึกษาประวัติศาสตร์มาหลายปี
实际,这个计划不太实际。,This plan is not very realistic.,แผนนี้ไม่ค่อยเป็นไปได้จริงเท่าไร
收缩,遇冷金属会收缩。,Metal shrinks when it gets cold.,โลหะจะหดตัวเมื่อเจอความเย็น
某种,他好像有某种烦恼。,He seems to have some kind of worry.,เขาดูเหมือนมีเรื่องกังวลบางอย่าง
片,桌上放着一片面包。,There is a slice of bread on the table.,บนโต๊ะมีขนมปังวางอยู่แผ่นหนึ่ง
病情,医生正在了解病情。,The doctor is finding out about the patient's condition.,หมอกำลังสอบถามอาการของคนไข้
程度,他的中文达到了高级程度。,His Chinese has reached an advanced level.,ภาษาจีนของเขาถึงระดับสูงแล้ว
经济学家,这位经济学家的分析很准确。,This economist's analysis is very accurate.,บทวิเคราะห์ของนักเศรษฐศาสตร์คนนี้แม่นยำมาก
舞蹈,她从小学习舞蹈。,She has studied dance since childhood.,เธอเรียนเต้นรำมาตั้งแต่เด็ก
认知,这本书讲儿童认知发展。,This book discusses children's cognitive development.,หนังสือเล่มนี้พูดถึงพัฒนาการด้านการรับรู้ของเด็ก
预防,戴口罩可以预防感冒。,Wearing a mask can prevent colds.,การใส่หน้ากากช่วยป้องกันหวัดได้
创业,他毕业后选择创业。,After graduating he chose to start a business.,หลังเรียนจบเขาเลือกที่จะเริ่มทำธุรกิจ
原理,这是物理学的基本原理。,This is a basic principle of physics.,นี่คือหลักการพื้นฐานของฟิสิกส์
含量,这种水果糖分含量很高。,This fruit has a high sugar content.,ผลไม้ชนิดนี้มีปริมาณน้ำตาลสูง
未知,宇宙中还有很多未知领域。,There are many unknown areas in the universe.,ในจักรวาลยังมีดินแดนที่ไม่รู้จักอีกมากมาย
来源,这些资金的来源不明。,The source of this money is unclear.,ที่มาของเงินก้อนนี้ไม่ชัดเจน
水分,这种水果水分很多。,This fruit has a lot of moisture.,ผลไม้ชนิดนี้มีน้ำเยอะมาก
系统,这个系统运行很稳定。,This system runs very stably.,ระบบนี้ทำงานได้อย่างเสถียร
网络文学,他喜欢看网络文学作品。,He likes reading online literature works.,เขาชอบอ่านงานวรรณกรรมออนไลน์
考察,专家去农村考察情况。,Experts went to the countryside to investigate the situation.,ผู้เชี่ยวชาญลงพื้นที่ชนบทไปสำรวจสถานการณ์
聚,我们周末聚在一起。,We get together on weekends.,เรามารวมตัวกันในวันหยุดสุดสัปดาห์
饮茶,周末他们一起去饮茶。,On the weekend they go to drink tea together.,วันหยุดพวกเขาไปดื่มชาด้วยกัน
香气,花园里飘着阵阵香气。,Fragrance wafts through the garden.,ในสวนมีกลิ่นหอมลอยมาเป็นระยะ
低于,今天气温低于零度。,Today's temperature is below zero.,วันนี้อุณหภูมิต่ำกว่าศูนย์องศา
作物,农民种植各种作物。,Farmers grow all kinds of crops.,ชาวนาปลูกพืชผลหลากหลายชนิด
开放,春天花朵开始开放。,In spring flowers begin to bloom.,ในฤดูใบไม้ผลิดอกไม้เริ่มบาน
形似,这两座山形似骆驼。,These two mountains resemble camels in shape.,ภูเขาสองลูกนี้มีรูปร่างคล้ายอูฐ
影像,医生查看肺部影像。,The doctor examines the lung images.,หมอตรวจดูภาพถ่ายปอด
折扣,这件衣服有折扣。,This piece of clothing has a discount.,เสื้อผ้าตัวนี้มีส่วนลด
施,他向灾民施以援助。,He gave aid to the disaster victims.,เขาให้ความช่วยเหลือแก่ผู้ประสบภัย
第二个,我是第二个到的。,I was the second one to arrive.,ฉันเป็นคนที่สองที่มาถึง
缸,院子里有一口水缸。,There is a water vat in the yard.,ในสนามมีตุ่มน้ำใบหนึ่ง
航空公司,这家航空公司很有名。,This airline is very famous.,สายการบินนี้มีชื่อเสียงมาก
误区,很多人对减肥有误区。,Many people have misconceptions about losing weight.,หลายคนมีความเข้าใจผิดเกี่ยวกับการลดน้ำหนัก
造纸,古人发明了造纸术。,The ancients invented papermaking.,คนโบราณคิดค้นวิธีการทำกระดาษ
重力,地球有很强的重力。,The earth has strong gravity.,โลกมีแรงโน้มถ่วงมาก
锅,妈妈用锅炒菜。,Mom stir-fries vegetables using a pot.,แม่ใช้กระทะผัดผัก
音,老师纠正我的发音。,The teacher corrects my pronunciation.,คุณครูแก้การออกเสียงของฉัน
餐,他们在餐厅吃早餐。,They eat breakfast at the restaurant.,พวกเขากินข้าวเช้าที่ร้านอาหาร
东道主,这次比赛的东道主很热情。,The host of this competition is very hospitable.,เจ้าภาพของการแข่งขันครั้งนี้ต้อนรับอย่างอบอุ่น
全价,他买的是全价机票。,He bought a full-price plane ticket.,เขาซื้อตั๋วเครื่องบินราคาเต็ม
卫星,卫星绕地球飞行。,The satellite orbits the earth.,ดาวเทียมโคจรรอบโลก
可燃物,仓库里堆满可燃物。,The warehouse is full of flammable materials.,ในโกดังเต็มไปด้วยวัตถุไวไฟ
听众,听众认真听广播。,The listeners attentively listen to the radio broadcast.,ผู้ฟังตั้งใจฟังวิทยุ
啄木鸟,啄木鸟在树上啄虫。,The woodpecker pecks bugs on the tree.,นกหัวขวานจิกหนอนบนต้นไม้
套餐,我点了一份套餐。,I ordered a set meal.,ฉันสั่งอาหารมาหนึ่งชุด
木盆,她用木盆洗衣服。,She washes clothes in a wooden basin.,เธอซักผ้าในกะละมังไม้
橡皮,他用橡皮擦掉字。,He erased the words with an eraser.,เขาใช้ยางลบลบตัวหนังสือออก
画虎,他正在纸上画虎。,He is drawing a tiger on paper.,เขากำลังวาดรูปเสือบนกระดาษ
着火点,汽油的着火点很低。,Gasoline has a low ignition point.,น้ำมันเบนซินมีจุดติดไฟต่ำ
绒毛,小鸭子身上有绒毛。,The little duckling has down on its body.,ลูกเป็ดตัวน้อยมีขนอ่อนอยู่ตามตัว
联名卡,我办了一张联名卡。,I got a co-branded card.,ฉันทำบัตรร่วมแบรนด์ไว้ใบหนึ่ง
胡萝卜,妈妈买了很多胡萝卜。,Mom bought a lot of carrots.,แม่ซื้อแครอทมาเยอะมาก
为主,这道菜以蔬菜为主。,This dish is mainly made of vegetables.,อาหารจานนี้เน้นผักเป็นหลัก
且,这个方法简单且有效。,This method is simple and effective.,วิธีนี้ง่ายและได้ผล
灵敏,这个机器人反应灵敏。,"This robot has quick, sharp reactions.",หุ่นยนต์ตัวนี้ตอบสนองได้ไวและว่องไว
体力,长跑需要很好的体力。,Long-distance running requires great physical strength.,การวิ่งระยะไกลต้องใช้กำลังกายที่ดี
何,他为何不来开会？,Why didn't he come to the meeting?,ทำไมเขาถึงไม่มาประชุม?
内涵,这首诗内涵丰富。,This poem is rich in meaning.,บทกวีบทนี้มีความหมายลึกซึ้ง
农历,春节是农历新年。,Spring Festival is the lunar new year.,ตรุษจีนคือปีใหม่ตามปฏิทินจันทรคติ
分析,老师帮我们分析问题。,The teacher helps us analyze the problem.,คุณครูช่วยเราวิเคราะห์ปัญหา
单一,他的收入来源单一。,His income comes from a single source.,รายได้ของเขามาจากแหล่งเดียว
品,这家店专卖精品服装。,This store specializes in selling high-quality clothing.,ร้านนี้ขายเสื้อผ้าคุณภาพดีโดยเฉพาะ
增强,运动能增强体质。,Exercise can strengthen physical fitness.,การออกกำลังกายช่วยเสริมสร้างสุขภาพร่างกาย
居然,他居然忘记我的名字。,He unexpectedly forgot my name.,เขาลืมชื่อฉันซะได้เลย
开阔,这里视野非常开阔。,The view here is very open and wide.,วิวที่นี่เปิดโล่งกว้างมาก
推出,公司推出新产品。,The company launched a new product.,บริษัทเปิดตัวสินค้าใหม่
故乡,他很想念故乡。,He misses his hometown very much.,เขาคิดถึงบ้านเกิดมาก
治疗,医生正在治疗病人。,The doctor is treating the patient.,หมอกำลังรักษาคนไข้
热爱,他热爱自己的工作。,He loves his job passionately.,เขารักงานของตัวเองมาก
精美,这个礼盒非常精美。,This gift box is exquisite.,กล่องของขวัญใบนี้สวยประณีตมาก
素,她今天穿了一身素色的裙子。,Today she is wearing a plain-colored dress.,วันนี้เธอใส่ชุดกระโปรงสีเรียบ
象征,白鸽象征和平。,The white dove symbolizes peace.,นกพิราบขาวเป็นสัญลักษณ์ของสันติภาพ
不可避免,失败有时不可避免。,Sometimes failure is unavoidable.,บางครั้งความล้มเหลวก็เลี่ยงไม่ได้
人间,人间处处有温情。,There is warmth everywhere in the human world.,ในโลกมนุษย์มีความอบอุ่นอยู่ทุกหนแห่ง
以下,以下内容请仔细阅读。,Please read the following content carefully.,กรุณาอ่านเนื้อหาต่อไปนี้อย่างละเอียด
优美,她的舞姿非常优美。,Her dance moves are very graceful.,ท่วงท่าการเต้นของเธองดงามมาก
公元,这是公元一世纪。,This is the first century CE.,นี่คือคริสต์ศตวรรษที่หนึ่ง
变换,灯光不断变换颜色。,The lights keep changing colors.,แสงไฟเปลี่ยนสีไปเรื่อยๆ
口,他家有五口人。,There are five people in his family.,บ้านเขามีสมาชิกห้าคน
合理,这个价格很合理。,This price is very reasonable.,ราคานี้สมเหตุสมผลมาก
外界,他很少关注外界。,He rarely pays attention to the outside world.,เขาแทบไม่สนใจโลกภายนอกเลย
天空,天空中飘着白云。,White clouds float in the sky.,บนท้องฟ้ามีเมฆขาวลอยอยู่
实在,这道题实在太难了。,This problem is really too difficult.,ข้อนี้ยากเกินไปจริงๆ
寒,天气渐渐转寒了。,The weather is gradually turning cold.,อากาศค่อยๆ หนาวขึ้น
尝试,我们应该勇于尝试。,We should be brave enough to try.,เราควรกล้าที่จะลองทำดู
常用,这是一个常用词。,This is a commonly used word.,นี่เป็นคำที่ใช้กันบ่อย
必,你必须努力学习。,You must study hard.,เธอต้องตั้งใจเรียนให้หนัก
患,他患了重感冒。,He came down with a bad cold.,เขาเป็นหวัดหนัก
打哈欠,他上课时打哈欠。,He yawned during class.,เขาหาวตอนเรียน
无关,这件事与我无关。,This matter has nothing to do with me.,เรื่องนี้ไม่เกี่ยวกับฉัน
时代,我们生活在信息时代。,We live in the information age.,เราอยู่ในยุคข้อมูลข่าวสาร
显然,显然他说错了。,"Clearly, he made a mistake.",เห็นได้ชัดว่าเขาพูดผิด
有益,运动对健康有益。,Exercise is beneficial to health.,การออกกำลังกายมีประโยชน์ต่อสุขภาพ
有限,我们的时间有限。,Our time is limited.,เวลาของเรามีจำกัด
构成,这些问题构成威胁。,These problems constitute a threat.,ปัญหาเหล่านี้ก่อให้เกิดภัยคุกคาม
梅花,梅花在冬天开放。,Plum blossoms bloom in winter.,ดอกเหมยบานในฤดูหนาว
源,这是问题的根源。,This is the root of the problem.,นี่คือต้นตอของปัญหา
现代,这是一座现代建筑。,This is a modern building.,นี่เป็นอาคารสมัยใหม่
