hanzi,sentence,en
顾,他一心照顾家人。,He devotes himself to caring for his family.
顿,他说话时突然顿了一下。,He suddenly paused while speaking.
颁布,政府颁布了新法律。,The government issued a new law.
预料,结果出乎他的预料。,The result was beyond his expectation.
预期,销量超出了预期。,Sales exceeded expectations.
预约,请提前预约看病。,Please make an appointment before seeing the doctor.
预见,没人能预见未来。,No one can foresee the future.
预计,预计明天会下雨。,It is expected to rain tomorrow.
领,这件衣服领子太紧。,This shirt's collar is too tight.
领袖,他被公认为这场运动的领袖。,He is widely recognized as the leader of this movement.
颇,这个主意颇有意思。,This idea is rather interesting.
频率,他锻炼的频率很高。,He exercises very frequently.
频繁,最近他出差十分频繁。,Recently he has been traveling for work very frequently.
频道,请把电视调到那个频道。,Please switch the TV to that channel.
风光,这里的风光十分秀丽。,The scenery here is very beautiful.
风力,今天的风力比较大。,The wind is quite strong today.
风味,这家饭店很有地方风味。,This restaurant has a lot of local flavor.
风沙,沙漠里风沙很大。,There is a lot of blowing sand in the desert.
风浪,海上突然刮起了风浪。,Rough waves suddenly rose at sea.
风范,他展现出大师风范。,He displayed the manner of a master.
风貌,古城保留了原有风貌。,The old town retains its original character.
风趣,他说话十分风趣。,He speaks with great wit.
风采,她展现出迷人风采。,She displayed a charming grace.
飘,白云在天空中飘。,White clouds drift in the sky.
飞行,飞机正在平稳飞行。,The plane is flying smoothly.
食用,这种野菜不能食用。,This wild vegetable cannot be eaten.
餐桌,全家人围着餐桌吃饭。,The whole family gathered around the dining table to eat.
餐饮,他从事餐饮行业。,He works in the catering industry.
饥饿,孩子们忍受着饥饿。,The children endured hunger.
饭碗,他端起饭碗吃了起来。,He picked up his rice bowl and started eating.
饲养,他在农场饲养奶牛。,He raises cows on the farm.
饶恕,他请求妈妈饶恕他的错误。,He asked his mother to forgive his mistake.
饼,妈妈烤了一张饼。,Mom baked a flatbread.
馒头,早餐我吃了两个馒头。,I ate two steamed buns for breakfast.
首府,拉萨是西藏首府。,Lhasa is the capital of Tibet.
首次,他首次来到北京。,He came to Beijing for the first time.
首都,北京是中国首都。,Beijing is the capital of China.
马路,过马路要小心。,Be careful when crossing the street.
驱动,这辆车靠电力驱动。,This car is driven by electricity.
驱逐,他被公司驱逐出去。,He was expelled from the company.
驾,他不会驾船。,He doesn't know how to sail a boat.
驾照,他刚拿到驾照。,He just got his driver's license.
驾车,请不要酒后驾车。,Please do not drive after drinking.
骏马,草原上奔跑着一群骏马。,A herd of fine horses gallops across the grassland.
骚扰,请不要骚扰邻居。,Please don't disturb the neighbors.
骤然,天气骤然变冷了。,The weather suddenly turned cold.
骨头,狗在啃一根骨头。,The dog is gnawing on a bone.
高于,今年收入高于去年。,This year's income is higher than last year's.
高价,他以高价卖掉了车。,He sold the car at a high price.
高低,两座山的高低不同。,The two mountains differ in height.
高原,他们生活在高原地区。,They live in a plateau region.
高尚,他品德十分高尚。,His character is very noble.
高层,他们住在高层公寓里。,They live in a high-rise apartment.
高山,远处有一座高山。,There is a high mountain in the distance.
高峰,现在正是交通高峰。,It's currently rush hour for traffic.
高手,他是象棋高手。,He is a chess expert.
高昂,这里物价十分高昂。,Prices here are very high.
高档,她穿着高档的服装。,She wears high-end clothing.
高温,南方这几天持续高温。,The south has had continuous high temperatures these past few days.
高贵,她气质十分高贵。,Her temperament is very noble.
高超,他球技非常高超。,His ball skills are excellent.
高速,汽车正在高速上行驶。,The car is driving on the highway.
高雅,她的举止十分高雅。,Her manner is very elegant.
高龄,奶奶已经是高龄老人了。,Grandma is already an elderly person.
鬼,他害怕看鬼电影。,He's afraid of watching ghost movies.
鲜明,这幅画色彩十分鲜明。,This painting's colors are very vivid.
鲜美,这道菜味道鲜美。,This dish tastes fresh and delicious.
鲜艳,她穿着一条鲜艳的裙子。,She is wearing a brightly colored skirt.
鸟巢,树上有一个鸟巢。,There is a bird's nest in the tree.
鸦雀无声,教室里鸦雀无声。,The classroom was dead silent.
鹰,一只鹰在天空盘旋。,An eagle circled in the sky.
麻,农民在地里种植了大片的麻。,Farmers planted a large field of hemp.
麻木,他的双腿感到麻木。,His legs felt numb.
黑夜,黑夜里的星星特别亮。,The stars are especially bright in the dark night.
黑白,这是一张黑白照片。,This is a black-and-white photo.
默契,他们配合十分默契。,They cooperate with great tacit understanding.
默读,请大家默读课文。,Please read the text silently.
默默,他默默地流下眼泪。,He silently shed tears.
鼓,他从小就会打鼓。,He has known how to play the drum since childhood.
鼓舞,这个故事鼓舞了大家。,This story inspired everyone.
鼠标,我的鼠标突然坏了。,My mouse suddenly broke.
鼻涕,他感冒了，一直流鼻涕。,He has a cold and keeps having a runny nose.
齐全,这家超市的商品很齐全。,This supermarket has a full range of goods.
龙舟,端午节大家一起划龙舟。,"On the Dragon Boat Festival, everyone paddles dragon boats together."
