hanzi,sentence,en,th_final
确认,请确认你的邮箱地址。,Please confirm your email address.,กรุณายืนยันที่อยู่อีเมลของคุณ
秘密,这是我们两个人的秘密。,This is a secret between the two of us.,นี่คือความลับของเราสองคน
窗帘,妈妈买了新窗帘。,Mom bought new curtains.,แม่ซื้อผ้าม่านใหม่
签合同,公司今天签合同。,The company is signing a contract today.,วันนี้บริษัทเซ็นสัญญา
纷纷,下课后学生们纷纷离开。,"After class, the students left one after another.",พอเลิกเรียน นักเรียนก็ทยอยกันออกไป
结构,这栋楼的结构很特别。,This building's structure is very special.,โครงสร้างของตึกนี้พิเศษมาก
结论,我们还没得出结论。,We haven't reached a conclusion yet.,เรายังไม่ได้ข้อสรุป
结账,吃完饭我们去结账。,"After eating, we'll go pay the bill.",กินข้าวเสร็จแล้วเราไปเช็คบิลกัน
编辑,她的工作是编辑杂志。,Her job is editing magazines.,งานของเธอคือเป็นบรรณาธิการนิตยสาร
胃,我的胃有点疼。,My stomach hurts a little.,ฉันปวดกระเพาะนิดหน่อย
能干,她是个很能干的员工。,She is a very capable employee.,เธอเป็นพนักงานที่เก่งมาก
舒适,这张床睡起来很舒适。,This bed is very comfortable to sleep in.,เตียงนี้นอนสบายมาก
艰苦,那段日子过得很艰苦。,Those days were very hard.,ช่วงเวลานั้นลำบากมาก
营业,这家商店九点开始营业。,This store starts business at nine.,ร้านนี้เปิดทำการตอนเก้าโมง
营养价值,这种蔬菜营养价值很高。,This vegetable has high nutritional value.,ผักชนิดนี้มีคุณค่าทางโภชนาการสูง
营养成分,请看看包装上的营养成分。,Please look at the nutritional content on the package.,ลองดูส่วนประกอบทางโภชนาการบนบรรจุภัณฑ์สิ
补充,运动后要补充水分。,After exercise you need to replenish fluids.,หลังออกกำลังกายต้องเติมน้ำให้ร่างกาย
表明,这个结果表明他是对的。,This result shows that he is right.,ผลลัพธ์นี้แสดงให้เห็นว่าเขาถูกต้อง
装满,箱子里装满了书。,The box is filled with books.,ในกล่องเต็มไปด้วยหนังสือ
计算,请帮我计算一下总数。,Please help me calculate the total.,ช่วยคำนวณยอดรวมให้หน่อย
设备,这家工厂的设备很先进。,This factory's equipment is very advanced.,อุปกรณ์ของโรงงานนี้ทันสมัยมาก
设计师,他是一位有名的设计师。,He is a famous designer.,เขาเป็นนักออกแบบที่มีชื่อเสียง
话题,我们换个话题聊吧。,Let's change the topic.,เราเปลี่ยนหัวข้อคุยกันเถอะ
说服,我终于说服了爸爸。,I finally persuaded my dad.,ในที่สุดฉันก็โน้มน้าวพ่อได้สำเร็จ
豪华,他们住在一家豪华酒店。,They are staying at a luxurious hotel.,พวกเขาพักอยู่ที่โรงแรมหรูหรา
资料,老师让我们查资料。,The teacher asked us to look up materials.,ครูให้เราไปค้นหาข้อมูล
赞美,大家都赞美这幅画。,Everyone praises this painting.,ทุกคนต่างชื่นชมภาพวาดนี้
赞赏,老板很赞赏他的努力。,The boss really admires his hard work.,เจ้านายยกย่องความพยายามของเขามาก
赶上,我们差点没赶上火车。,We almost didn't catch the train.,เราเกือบขึ้นรถไฟไม่ทัน
跟着,小狗跟着主人走。,The dog follows its owner.,ลูกหมาเดินตามเจ้าของ
身份证,出门要带身份证。,You need to bring your ID when going out.,ออกไปข้างนอกต้องพกบัตรประชาชน
身心健康,运动有助于身心健康。,Exercise helps physical and mental health.,การออกกำลังกายช่วยให้สุขภาพกายและใจดี
躲,他躲在门后面。,He hid behind the door.,เขาหลบอยู่หลังประตู
车库,汽车停在车库里。,The car is parked in the garage.,รถจอดอยู่ในโรงรถ
轻视,我们不能轻视对手。,We can't look down on our opponent.,เราจะดูถูกคู่แข่งไม่ได้
辣椒,这道菜放了很多辣椒。,This dish has a lot of chili in it.,อาหารจานนี้ใส่พริกเยอะมาก
达到,他终于达到了目标。,He finally achieved his goal.,ในที่สุดเขาก็บรรลุเป้าหมาย
这回,这回我们一定会成功。,This time we will definitely succeed.,คราวนี้เราจะต้องสำเร็จแน่นอน
这天,这天天气特别好。,On this day the weather was especially nice.,วันนั้นอากาศดีเป็นพิเศษ
逃跑,小偷看到警察就逃跑了。,The thief ran away when he saw the police.,พอโจรเห็นตำรวจก็วิ่งหนีไป
酒吧,晚上我们去酒吧喝酒。,Tonight we're going to the bar to drink.,คืนนี้เราจะไปดื่มที่บาร์
铁,这把椅子是铁做的。,This chair is made of iron.,เก้าอี้ตัวนี้ทำจากเหล็ก
销量,这款手机销量很高。,This phone's sales volume is very high.,มือถือรุ่นนี้ยอดขายสูงมาก
闻到,我闻到了饭的香味。,I smelled the fragrance of the food.,ฉันได้กลิ่นหอมของอาหาร
陆续,客人们陆续到达了。,The guests arrived one after another.,แขกทยอยกันมาถึง
陌生,这是一个陌生的城市。,This is an unfamiliar city.,นี่เป็นเมืองที่ไม่คุ้นเคย
难度,这次考试难度不小。,The difficulty of this exam is not small.,ความยากของข้อสอบครั้งนี้ไม่น้อยเลย
顿时,听到消息，她顿时哭了。,"Hearing the news, she immediately started crying.",พอได้ยินข่าว เธอก็ร้องไห้ขึ้นมาทันที
预测,专家预测明天会下雨。,Experts predict it will rain tomorrow.,ผู้เชี่ยวชาญคาดการณ์ว่าพรุ่งนี้ฝนจะตก
颗,桌上有一颗糖。,There's a piece of candy on the table.,บนโต๊ะมีลูกอมเม็ดหนึ่ง
风俗,每个地方的风俗不同。,Every place's customs are different.,แต่ละที่มีขนบธรรมเนียมไม่เหมือนกัน
饿死,我快要饿死了。,I'm starving to death.,ฉันจะหิวตายอยู่แล้ว
驾驶,他正在驾驶飞机。,He is piloting the plane.,เขากำลังขับเครื่องบิน
一笔,他赚了一笔钱。,He earned a sum of money.,เขาหาเงินได้ก้อนหนึ่ง
不成,光说不做可不成。,Just talking without doing won't do.,เอาแต่พูดไม่ลงมือทำไม่ได้นะ
不肯,他不肯接受帮助。,He is unwilling to accept help.,เขาไม่ยอมรับความช่วยเหลือ
两地,他们夫妻分居两地。,The couple lives apart in two places.,สามีภรรยาคู่นี้แยกกันอยู่คนละที่
为何,你为何不回答我？,Why don't you answer me?,ทำไมเธอถึงไม่ตอบฉัน?
书房,爸爸正在书房看书。,Dad is reading in the study.,พ่อกำลังอ่านหนังสืออยู่ในห้องหนังสือ
事先,请事先通知我们。,Please notify us in advance.,กรุณาแจ้งให้เราทราบล่วงหน้า
人家,村里只有几户人家。,There are only a few households in the village.,ในหมู่บ้านมีอยู่ไม่กี่หลังคาเรือน
传,这个消息很快就传开了。,This news spread quickly.,ข่าวนี้แพร่กระจายออกไปอย่างรวดเร็ว
传说,这是一个古老的传说。,This is an ancient legend.,นี่คือตำนานเก่าแก่
何时,你何时能回来？,When can you come back?,เธอจะกลับมาได้เมื่อไหร่?
保留,请保留好你的发票。,Please keep your receipt.,กรุณาเก็บใบเสร็จของคุณไว้ให้ดี
借口,他总是找借口迟到。,He always finds excuses to be late.,เขาชอบหาข้ออ้างมาสาย
光线,这个房间光线很好。,This room has good lighting.,ห้องนี้แสงสว่างดี
克,这块蛋糕重两百克。,This piece of cake weighs two hundred grams.,เค้กชิ้นนี้หนักสองร้อยกรัม
再三,妈妈再三提醒我小心。,Mom reminded me over and over to be careful.,แม่เตือนฉันซ้ำแล้วซ้ำเล่าให้ระวัง
写作,他喜欢写作小说。,He likes writing novels.,เขาชอบเขียนนิยาย
冷冻,妈妈把肉放进冰箱冷冻。,Mom put the meat in the fridge to freeze.,แม่เอาเนื้อใส่ตู้เย็นแช่แข็ง
分享,我想和你分享这个好消息。,I want to share this good news with you.,ฉันอยากแบ่งปันข่าวดีนี้กับเธอ
分布,这些学校分布在全国各地。,These schools are distributed all over the country.,โรงเรียนเหล่านี้กระจายอยู่ทั่วประเทศ
制度,这个公司的制度很严格。,This company's system is very strict.,กฎระเบียบของบริษัทนี้เข้มงวดมาก
刺激,辣的食物刺激他的肠胃。,Spicy food irritates his stomach.,อาหารเผ็ดระคายเคืองกระเพาะของเขา
刻,现在是九点一刻。,It's a quarter past nine now.,ตอนนี้เก้าโมงสิบห้านาที
勤奋,他学习非常勤奋。,He studies very diligently.,เขาเรียนหนังสืออย่างขยันขันแข็ง
去掉,请去掉这句话。,Please remove this sentence.,กรุณาตัดประโยคนี้ออก
古时候,古时候人们没有手机。,"In ancient times, people didn't have phones.",สมัยโบราณผู้คนไม่มีโทรศัพท์มือถือ
可口,这道菜非常可口。,This dish is very tasty.,อาหารจานนี้อร่อยมาก
同一,我们上同一所大学。,We attend the same university.,เราเรียนมหาวิทยาลัยเดียวกัน
同类,这些产品属于同类。,These products belong to the same category.,สินค้าเหล่านี้อยู่ในประเภทเดียวกัน
周五,我们周五去看电影。,We're going to watch a movie on Friday.,วันศุกร์เราจะไปดูหนัง
喊道,他喊道有人来了。,He shouted that someone was coming.,เขาตะโกนว่ามีคนมา
围,士兵们围着城堡。,The soldiers surrounded the castle.,เหล่าทหารล้อมรอบปราสาท
固定,请把架子固定好。,Please fix the shelf securely.,กรุณายึดชั้นวางให้แน่น
夜里,他夜里很少睡觉。,He rarely sleeps at night.,เขาไม่ค่อยนอนตอนกลางคืน
大海,他喜欢看大海。,He likes looking at the sea.,เขาชอบมองทะเล
大臣,大臣向皇帝汇报。,The minister reported to the emperor.,เสนาบดีรายงานต่อฮ่องเต้
学历,他的学历很高。,His educational background is very high.,วุฒิการศึกษาของเขาสูงมาก
完整,这份报告很完整。,This report is very complete.,รายงานฉบับนี้สมบูรณ์มาก
宣布,校长宣布了好消息。,The principal announced good news.,ครูใหญ่ประกาศข่าวดี
害,谎言会害了他。,Lies will harm him.,คำโกหกจะทำร้ายเขา
家务,她每天做家务。,She does housework every day.,เธอทำงานบ้านทุกวัน
对手,他是我的对手。,He is my opponent.,เขาเป็นคู่แข่งของฉัน
少年,那个少年很勇敢。,That young boy is very brave.,เด็กหนุ่มคนนั้นกล้าหาญมาก
屋顶,猫坐在屋顶上。,The cat is sitting on the roof.,แมวนั่งอยู่บนหลังคา
差异,两者之间有差异。,There is a difference between the two.,ระหว่างสองสิ่งนี้มีความแตกต่างกัน
并非,这件事并非那么简单。,This matter isn't really that simple.,เรื่องนี้ไม่ได้ง่ายอย่างนั้น
强调,老师强调了安全。,The teacher emphasized safety.,ครูเน้นย้ำเรื่องความปลอดภัย
当初,当初我们不认识。,"At that time, we didn't know each other.",ตอนแรกเราไม่รู้จักกัน
影子,墙上有一个影子。,There is a shadow on the wall.,บนกำแพงมีเงา
思维,他的思维很清晰。,His thinking is very clear.,วิธีคิดของเขาชัดเจนมาก
指点,老师指点了我。,The teacher gave me pointers.,ครูชี้แนะฉัน
接触,我们很少接触。,We rarely have contact.,เราไม่ค่อยได้ติดต่อกัน
描写,作者描写了春天。,The author described spring.,ผู้เขียนบรรยายถึงฤดูใบไม้ผลิ
教育家,他是著名的教育家。,He is a famous educator.,เขาเป็นนักการศึกษาที่มีชื่อเสียง
断,绳子突然断了。,The rope suddenly snapped.,เชือกขาดกะทันหัน
日常生活,手机改变了日常生活。,Phones have changed daily life.,โทรศัพท์มือถือเปลี่ยนชีวิตประจำวันไป
智商,他的智商很高。,His IQ is very high.,ไอคิวของเขาสูงมาก
有所,情况有所改变。,The situation has changed somewhat.,สถานการณ์เปลี่ยนไปบ้าง
机器,工厂里有很多机器。,There are many machines in the factory.,ในโรงงานมีเครื่องจักรมากมาย
树立,我们要树立信心。,We must build up confidence.,เราต้องสร้างความมั่นใจ
概念,这是一个新概念。,This is a new concept.,นี่เป็นแนวคิดใหม่
欺骗,他从不欺骗朋友。,He never deceives his friends.,เขาไม่เคยหลอกลวงเพื่อน
此外,"此外,他还会说法语。","Besides, he can also speak French.",นอกจากนี้ เขายังพูดภาษาฝรั่งเศสได้อีกด้วย
沙漠,沙漠里没有水。,There is no water in the desert.,ในทะเลทรายไม่มีน้ำ
浏览,我喜欢浏览网页。,I like browsing web pages.,ฉันชอบเปิดดูหน้าเว็บ
消失,那只猫突然消失了。,That cat suddenly disappeared.,เจ้าแมวตัวนั้นหายไปกะทันหัน
激烈,比赛非常激烈。,The competition is very intense.,การแข่งขันดุเดือดมาก
点头,他笑着点头。,He smiled and nodded.,เขายิ้มพลางพยักหน้า
熬夜,他经常熬夜工作。,He often stays up late working.,เขาชอบอดหลับอดนอนทำงานบ่อยๆ
独特,她的想法很独特。,Her ideas are very unique.,ความคิดของเธอมีเอกลักษณ์ไม่เหมือนใคร
玉米,农民种了很多玉米。,The farmer grew a lot of corn.,ชาวนาปลูกข้าวโพดไว้เยอะมาก
班主任,我们班主任姓王。,Our head teacher's surname is Wang.,ครูประจำชั้นของเรานามสกุลหวัง
男性,这个职业男性较多。,There are more males in this profession.,อาชีพนี้มีผู้ชายมากกว่า
百货公司,妈妈在百货公司买衣服。,Mom is buying clothes at the department store.,แม่ซื้อเสื้อผ้าที่ห้างสรรพสินค้า
看待,我们应该正确看待失败。,We should regard failure correctly.,เราควรมองความล้มเหลวอย่างถูกต้อง
眼看,眼看就要下雨了。,It's about to rain any moment.,ฝนกำลังจะตกอยู่แล้ว
知名,他是知名的演员。,He is a well-known actor.,เขาเป็นนักแสดงชื่อดัง
空儿,你今天有空儿吗？,Do you have free time today?,วันนี้เธอว่างไหม?
素质,他的素质很高。,His personal character/quality is very high.,เขาเป็นคนมีคุณภาพสูงมาก
经营,他经营一家餐厅。,He runs a restaurant.,เขาบริหารร้านอาหารอยู่แห่งหนึ่ง
维修,师傅正在维修电脑。,The technician is repairing the computer.,ช่างกำลังซ่อมคอมพิวเตอร์
罕见,这种鸟非常罕见。,This kind of bird is very rare.,นกชนิดนี้หายากมาก
罚,老师罚他打扫教室。,The teacher punished him by making him clean the classroom.,ครูลงโทษเขาด้วยการให้ทำความสะอาดห้องเรียน
而已,我只是开玩笑而已。,"I was just joking, that's all.",ฉันแค่ล้อเล่นเท่านั้นเอง
脱离,他想脱离这个组织。,He wants to break away from this organization.,เขาอยากถอนตัวออกจากองค์กรนี้
至于,"至于结果,我不清楚。","As for the result, I'm not sure.",ส่วนเรื่องผลลัพธ์นั้น ฉันก็ไม่แน่ใจ
至今,他至今没有结婚。,He hasn't gotten married to this day.,จนถึงตอนนี้เขาก็ยังไม่แต่งงาน
讲究,他吃饭很讲究。,He is very particular about food.,เขาพิถีพิถันเรื่องกินมาก
设,学校设了新课程。,The school set up a new course.,โรงเรียนเปิดหลักสูตรใหม่
费,别费时间了。,Don't waste time.,อย่าเสียเวลาเลย
路口,请在路口右转。,Please turn right at the intersection.,กรุณาเลี้ยวขวาตรงทางแยก
身材,她的身材很好。,She has a good figure.,เธอหุ่นดีมาก
