hanzi,sentence,en,th_final
拜托,这件事就拜托你了。,"This matter is entrusted to you, please.",เรื่องนี้ก็ฝากเธอด้วยนะ
拜见,他专程去拜见老师。,He made a special trip to pay a formal visit to his teacher.,เขาตั้งใจเดินทางไปคารวะอาจารย์
拜访,明天我要去拜访老师。,Tomorrow I'm going to visit my teacher.,พรุ่งนี้ฉันจะไปเยี่ยมอาจารย์
拟,他正在拟一份计划书。,He is drafting a plan.,เขากำลังร่างแผนงานอยู่
拥抱,他们紧紧地拥抱在一起。,They hugged each other tightly.,พวกเขากอดกันแน่น
拦,警察拦住了那辆车。,The police stopped that car.,ตำรวจสกัดรถคันนั้นไว้
拧,她拧干毛巾擦桌子。,She wrung out the towel to wipe the table.,เธอบิดผ้าให้แห้งแล้วเช็ดโต๊ะ
拨打,请拨打这个电话号码。,Please dial this phone number.,กรุณากดหมายเลขโทรศัพท์นี้
拨通,她终于拨通了电话。,She finally got through on the phone.,ในที่สุดเธอก็โทรติด
拯救,医生拯救了病人的生命。,The doctor saved the patient's life.,หมอช่วยชีวิตคนไข้ไว้ได้
拼搏,运动员为梦想拼搏。,The athlete is fighting hard for his dream.,นักกีฬาสู้อย่างเต็มที่เพื่อความฝัน
拾,他弯腰拾起地上的钱。,He bent down to pick up the money on the ground.,เขาก้มลงเก็บเงินที่ตกอยู่บนพื้น
拿手,做饭是妈妈的拿手好戏。,Cooking is mom's specialty.,ทำอาหารคือของถนัดของแม่
拿走,请把垃圾拿走。,Please take the trash away.,ช่วยเอาขยะออกไปหน่อย
持,他手持一把伞。,He held an umbrella in his hand.,เขาถือร่มไว้ในมือ
持久,这种香味十分持久。,This fragrance is very long-lasting.,กลิ่นหอมนี้อยู่ได้นานมาก
挂号,我去医院挂号看病。,I went to the hospital to register and see a doctor.,ฉันไปโรงพยาบาลลงทะเบียนหาหมอ
指定,会议地点已经指定。,The meeting location has already been designated.,สถานที่ประชุมถูกกำหนดไว้แล้ว
指挥,警察在路口指挥交通。,The police officer directs traffic at the intersection.,ตำรวจคอยอำนวยการจราจรอยู่ที่สี่แยก
指数,今天的股票指数上涨了。,The stock index rose today.,วันนี้ดัชนีหุ้นปรับขึ้น
指标,今年的销售指标很高。,This year's sales target is high.,เป้าหมายยอดขายปีนี้สูงมาก
指着,他指着地图给我们介绍。,He pointed at the map and explained it to us.,เขาชี้ไปที่แผนที่แล้วอธิบายให้เราฟัง
指示,经理下达了明确指示。,The manager issued a clear instruction.,ผู้จัดการออกคำสั่งที่ชัดเจน
指责,他因迟到受到指责。,He was criticized for being late.,เขาถูกตำหนิเพราะมาสาย
挑,他仔细挑了一件衣服。,He carefully picked out a piece of clothing.,เขาเลือกเสื้อผ้าตัวหนึ่งอย่างพิถีพิถัน
挑剔,他对食物很挑剔。,He is very picky about food.,เขาช่างเลือกเรื่องอาหารมาก
挑选,她仔细挑选礼物送朋友。,She carefully chose a gift for her friend.,เธอเลือกของขวัญให้เพื่อนอย่างพิถีพิถัน
挖掘,考古学家挖掘出古墓。,Archaeologists excavated an ancient tomb.,นักโบราณคดีขุดพบสุสานโบราณ
挡,他站在门口挡住了路。,He stood in the doorway blocking the way.,เขายืนขวางทางอยู่ที่ประตู
挣钱,他每天努力挣钱。,He works hard every day to earn money.,เขาทำงานหาเงินอย่างหนักทุกวัน
挥,她挥手向我们告别。,She waved goodbye to us.,เธอโบกมือบอกลาเรา
挨,学生们挨个回答问题。,The students answered the questions one by one.,นักเรียนตอบคำถามทีละคน
振兴,大家齐心振兴家乡经济。,Everyone works together to revitalize the hometown economy.,ทุกคนร่วมใจกันฟื้นฟูเศรษฐกิจบ้านเกิด
振动,手机在口袋里不断振动。,The phone keeps vibrating in the pocket.,มือถือสั่นอยู่ในกระเป๋าไม่หยุด
挽回,他努力挽回她的信任。,He tried hard to win back her trust.,เขาพยายามเรียกความไว้ใจของเธอกลับคืนมา
捂,她害怕地捂住了眼睛。,She covered her eyes in fear.,เธอปิดตาด้วยความกลัว
捆,他把旧报纸捆成一堆。,He tied the old newspapers into a bundle.,เขามัดหนังสือพิมพ์เก่าเป็นมัด
捉,猫在院子里捉老鼠。,The cat is catching mice in the yard.,แมวกำลังจับหนูอยู่ในสนาม
捏,她轻轻捏了捏我的手。,She gently pinched my hand.,เธอบีบมือฉันเบาๆ
捐款,大家纷纷为灾区捐款。,People donated money to the disaster area one after another.,ทุกคนพากันบริจาคเงินให้พื้นที่ประสบภัย
损,台风损坏了很多房屋。,The typhoon damaged many houses.,พายุไต้ฝุ่นทำบ้านเรือนเสียหายไปมาก
换取,他用劳动换取报酬。,He exchanges labor for pay.,เขาใช้แรงงานแลกกับค่าตอบแทน
换言之,换言之他不同意这个计划。,"In other words, he disagrees with this plan.",พูดอีกอย่างก็คือเขาไม่เห็นด้วยกับแผนนี้
捧,她双手捧着一束花。,She holds a bouquet of flowers with both hands.,เธอประคองช่อดอกไม้ไว้ด้วยสองมือ
据悉,据悉比赛已经取消了。,It is reported that the match has been canceled.,ตามที่ทราบมา การแข่งขันถูกยกเลิกไปแล้ว
掀起,这本书掀起了一阵热潮。,This book set off a wave of enthusiasm.,หนังสือเล่มนี้จุดกระแสความนิยมขึ้นมา
授予,学校授予他荣誉学位。,The school conferred an honorary degree on him.,โรงเรียนมอบปริญญากิตติมศักดิ์ให้เขา
掉队,他因为受伤而掉队了。,He fell behind because he got injured.,เขาตกขบวนเพราะได้รับบาดเจ็บ
掌声,全场响起掌声。,Applause broke out throughout the venue.,เสียงปรบมือดังขึ้นทั่วทั้งงาน
掌管,他掌管公司的财务。,He is in charge of the company's finances.,เขาดูแลการเงินของบริษัท
掐,她轻轻掐了他一下。,She gave him a gentle pinch.,เธอหยิกเขาเบาๆ ที
排,大家排好队了。,Everyone lined up properly.,ทุกคนเข้าแถวเรียบร้อยแล้ว
排列,书按顺序排列整齐。,The books are arranged neatly in order.,หนังสือถูกจัดเรียงอย่างเป็นระเบียบตามลำดับ
排除,医生排除了癌症的可能。,The doctor ruled out the possibility of cancer.,หมอตัดความเป็นไปได้ที่จะเป็นมะเร็งออกไป
探,他把头探出窗外。,He stuck his head out the window.,เขาโผล่หัวออกไปนอกหน้าต่าง
探望,周末我去医院探望病人。,On the weekend I visited a patient at the hospital.,สุดสัปดาห์ฉันไปเยี่ยมคนไข้ที่โรงพยาบาล
探测,卫星正在探测这颗行星。,The satellite is probing this planet.,ดาวเทียมกำลังสำรวจดาวเคราะห์ดวงนี้
探索,科学家不断探索太空。,Scientists keep exploring outer space.,นักวิทยาศาสตร์สำรวจอวกาศอย่างไม่หยุดยั้ง
探讨,大家一起探讨这个问题。,Everyone discussed this problem together.,ทุกคนร่วมกันถกปัญหานี้
探险,他们去森林里探险。,They went exploring in the forest.,พวกเขาไปผจญภัยในป่า
接下来,接下来我们去哪里？,Where shall we go next?,ต่อไปเราจะไปไหนกันดี
接听,他正在接听客户的电话。,He is answering a customer's phone call.,เขากำลังรับสายลูกค้าอยู่
接待,公司派人接待客户。,The company sent someone to receive the clients.,บริษัทส่งคนไปต้อนรับลูกค้า
推动,政府努力推动经济发展。,The government is working hard to promote economic development.,รัฐบาลพยายามผลักดันการพัฒนาเศรษฐกิจ
推广,政府大力推广新能源车。,The government is vigorously promoting new-energy cars.,รัฐบาลส่งเสริมรถพลังงานใหม่อย่างเต็มที่
推开,他推开了大门。,He pushed the gate open.,เขาผลักประตูใหญ่ให้เปิดออก
推断,警方推断凶手是熟人。,Police inferred the killer was an acquaintance.,ตำรวจสันนิษฐานว่าคนร้ายเป็นคนรู้จัก
推测,大家推测他明天会来。,Everyone speculates that he will come tomorrow.,ทุกคนคาดเดาว่าพรุ่งนี้เขาจะมา
推行,政府正在推行新政策。,The government is implementing a new policy.,รัฐบาลกำลังนำนโยบายใหม่มาใช้
推辞,他没有推辞这份工作。,He didn't decline this job.,เขาไม่ได้ปฏิเสธงานนี้
推进,双方决定推进合作项目。,Both sides decided to advance the cooperative project.,ทั้งสองฝ่ายตัดสินใจเดินหน้าโครงการความร่วมมือ
推销,他上门推销吸尘器。,He went door to door selling vacuum cleaners.,เขาไปเคาะประตูขายเครื่องดูดฝุ่นตามบ้าน
掩盖,他试图掩盖事情真相。,He tried to cover up the truth of the matter.,เขาพยายามปกปิดความจริงของเรื่องนี้
掩饰,她努力掩饰内心的紧张。,She tried hard to conceal her inner nervousness.,เธอพยายามกลบเกลื่อนความประหม่าในใจ
掰,他把面包掰成两半。,He broke the bread in half.,เขาหักขนมปังออกเป็นสองท่อน
揉,妈妈轻轻揉着我的肩膀。,Mom is gently massaging my shoulders.,แม่นวดไหล่ฉันเบาๆ
描述,请你描述一下事情经过。,Please describe how the incident happened.,ช่วยบรรยายเหตุการณ์ที่เกิดขึ้นหน่อย
提倡,学校提倡节约用水。,The school promotes saving water.,โรงเรียนรณรงค์ให้ประหยัดน้ำ
提到,他提到了这件事。,He mentioned this matter.,เขาพูดถึงเรื่องนี้
提拔,老板决定提拔他当经理。,The boss decided to promote him to manager.,เจ้านายตัดสินใจเลื่อนตำแหน่งเขาเป็นผู้จัดการ
提炼,工厂从矿石中提炼黄金。,The factory extracts gold from ore.,โรงงานสกัดทองคำจากแร่
提示,屏幕上出现了提示信息。,A reminder message appeared on the screen.,มีข้อความแจ้งเตือนขึ้นบนหน้าจอ
提起,别提起那件伤心事了。,Don't bring up that sad matter again.,อย่าพูดถึงเรื่องเศร้านั้นอีกเลย
提问,老师请学生举手提问。,The teacher asked students to raise their hands to ask questions.,คุณครูให้นักเรียนยกมือถามคำถาม
插,请把花插在花瓶里。,Please put the flowers in the vase.,ช่วยปักดอกไม้ลงในแจกัน
插嘴,别人说话时不要插嘴。,Don't interrupt when others are talking.,เวลาคนอื่นพูดอยู่อย่าพูดแทรก
插图,这本书的插图很精美。,The illustrations in this book are exquisite.,ภาพประกอบในหนังสือเล่มนี้สวยงามมาก
握,他紧紧握着我的手。,He held my hand tightly.,เขากำมือฉันไว้แน่น
揣摩,我仔细揣摩他的意思。,I carefully tried to figure out what he meant.,ฉันค่อยๆ ครุ่นคิดว่าเขาหมายความว่าอะไร
揭露,记者揭露了这起丑闻。,The reporter exposed this scandal.,นักข่าวเปิดโปงเรื่องอื้อฉาวนี้
搜寻,警方正在搜寻失踪儿童。,Police are searching for the missing child.,ตำรวจกำลังค้นหาเด็กที่หายตัวไป
搜集,他喜欢搜集老照片。,He likes collecting old photographs.,เขาชอบรวบรวมรูปถ่ายเก่าๆ
搞,别把事情搞得太复杂。,Don't make things too complicated.,อย่าทำเรื่องให้ยุ่งยากเกินไป
搞鬼,你是不是在背后搞鬼？,Are you playing tricks behind my back?,เธอกำลังเล่นตุกติกอยู่ลับหลังใช่ไหม
搬迁,这家工厂即将搬迁。,This factory is about to relocate.,โรงงานแห่งนี้กำลังจะย้ายที่
搭,他们在院子里搭了一个帐篷。,They set up a tent in the yard.,พวกเขากางเต็นท์ในสนาม
搭配,这件衣服颜色搭配得好。,The colors of this outfit are well matched.,เสื้อผ้าชุดนี้จับคู่สีได้เข้ากันดี
携带,乘客不能携带危险物品。,Passengers may not carry dangerous items.,ผู้โดยสารห้ามพกพาสิ่งของอันตราย
摄像机,他用摄像机拍摄婚礼。,He filmed the wedding with a video camera.,เขาใช้กล้องวิดีโอถ่ายงานแต่งงาน
摄影师,他是一名专业摄影师。,He is a professional photographer.,เขาเป็นช่างภาพมืออาชีพ
摆,她把花瓶摆在桌上。,She placed the vase on the table.,เธอวางแจกันไว้บนโต๊ะ
摆动,树枝在风中摆动。,The branches swayed in the wind.,กิ่งไม้แกว่งไกวไปมาในสายลม
摆脱,他终于摆脱了烦恼。,He finally freed himself from worry.,ในที่สุดเขาก็สลัดความกังวลทิ้งไปได้
摇头,老师摇头表示不同意。,The teacher shook her head to disagree.,คุณครูส่ายหัวแสดงว่าไม่เห็นด้วย
摇晃,船在海上摇晃得厉害。,The boat rocked violently at sea.,เรือโคลงเคลงอย่างหนักในทะเล
摇滚,他喜欢听摇滚音乐。,He likes listening to rock music.,เขาชอบฟังเพลงร็อก
摇篮,妈妈轻轻推着摇篮。,Mom is gently rocking the cradle.,แม่ค่อยๆ ไกวเปลอยู่
摔倒,小孩在路上摔倒了。,The child fell down on the road.,เด็กหกล้มบนถนน
摘,孩子们在果园里摘苹果。,The kids are picking apples in the orchard.,เด็กๆ กำลังเก็บแอปเปิลในสวนผลไม้
摩擦,两人因小事产生摩擦。,The two had friction over a small matter.,สองคนเกิดการกระทบกระทั่งกันเพราะเรื่องเล็กน้อย
摸索,他在黑暗中摸索前进。,He groped his way forward in the dark.,เขาคลำทางไปข้างหน้าในความมืด
撒,他随手把种子撒在地里。,He casually scattered seeds on the ground.,เขาหว่านเมล็ดพันธุ์ลงบนพื้นดินอย่างง่ายๆ
撕,他生气地撕掉了信。,He angrily tore up the letter.,เขาฉีกจดหมายทิ้งด้วยความโกรธ
撞击,两辆车发生了撞击。,The two cars collided.,รถสองคันชนกัน
撤,公司决定撤掉这个项目。,The company decided to scrap this project.,บริษัทตัดสินใจยกเลิกโครงการนี้
撰写,她正在撰写一篇论文。,She is writing a research paper.,เธอกำลังเขียนบทความวิจัยอยู่
操纵,他熟练地操纵着飞机。,He skillfully operates the airplane.,เขาบังคับเครื่องบินอย่างชำนาญ
攀,登山者努力向上攀登。,The climber worked hard to climb upward.,นักปีนเขาพยายามปีนขึ้นไปข้างบน
支,大家都支持这个决定。,Everyone supports this decision.,ทุกคนสนับสนุนการตัดสินใจนี้
支付,顾客可以用手机支付。,Customers can pay with their phones.,ลูกค้าจ่ายเงินด้วยมือถือได้
支出,这个月的支出超出预算。,This month's expenses exceeded the budget.,รายจ่ายเดือนนี้เกินงบประมาณ
支票,他开了一张支票。,He wrote a check.,เขาเขียนเช็คหนึ่งใบ
收回,公司决定收回这笔投资。,The company decided to withdraw this investment.,บริษัทตัดสินใจถอนเงินลงทุนก้อนนี้กลับคืน
收看,大家都在收看新闻。,Everyone is watching the news.,ทุกคนกำลังดูข่าวกันอยู่
收藏,他喜欢收藏古董。,He likes collecting antiques.,เขาชอบสะสมของเก่า
收视率,这部电视剧收视率很高。,This TV drama has very high ratings.,ละครเรื่องนี้มีเรตติ้งสูงมาก
收费,这个停车场不收费。,This parking lot doesn't charge a fee.,ที่จอดรถนี้ไม่เก็บค่าบริการ
收集,他喜欢收集邮票。,He likes collecting stamps.,เขาชอบสะสมแสตมป์
改动,这份合同不能随便改动。,This contract cannot be changed casually.,สัญญาฉบับนี้จะแก้ไขตามใจไม่ได้
改编,这部电影改编自小说。,This movie is adapted from a novel.,หนังเรื่องนี้ดัดแปลงมาจากนวนิยาย
改良,这种技术已经过改良。,This technology has already been improved.,เทคโนโลยีนี้ผ่านการปรับปรุงมาแล้ว
改造,政府计划改造老城区。,The government plans to redevelop the old district.,รัฐบาลวางแผนปรับปรุงย่านเมืองเก่า
改革,教育改革势在必行。,Education reform is imperative.,การปฏิรูปการศึกษาเป็นสิ่งที่ต้องทำ
攻,敌军突然发起进攻。,The enemy army suddenly launched an attack.,กองทัพศัตรูจู่ๆ ก็เปิดฉากโจมตี
攻击,敌人突然发起攻击。,The enemy suddenly launched an attack.,ศัตรูจู่ๆ ก็เปิดฉากโจมตี
放大,请把这张照片放大。,Please enlarge this photo.,ช่วยขยายรูปนี้ให้ใหญ่ขึ้นหน่อย
政府,政府发布了新政策。,The government issued a new policy.,รัฐบาลออกนโยบายใหม่
政治,他对政治很感兴趣。,He is very interested in politics.,เขาสนใจการเมืองมาก
