hanzi,sentence,en
区别,这两个词有区别。,There is a difference between these two words.
厉害,这只狗很厉害。,This dog is very fierce.
发生,这里发生了车祸。,A car accident happened here.
周围,学校周围有很多商店。,There are many shops around the school.
当地,我们尝了当地小吃。,We tried the local snacks.
律师,他是一名律师。,He is a lawyer.
收入,他的收入很高。,His income is very high.
来得及,现在出发还来得及。,It's still not too late to leave now.
样子,他看起来很累的样子。,He looks like he's very tired.
目的,他学习的目的是什么？,What is the purpose of his studying?
研究,他在研究这个问题。,He is researching this problem.
禁止,这里禁止吸烟。,Smoking is prohibited here.
脾气,他的脾气很好。,His temperament is very good.
说明,请你说明一下原因。,Please explain the reason.
阳光,今天的阳光很好。,Today's sunshine is very nice.
一部分,这只是一部分原因。,This is only part of the reason.
不过,这不过是个小问题。,This is merely a small problem.
代表,他是公司的代表。,He is the company's representative.
儿童,这是儿童公园。,This is a children's park.
叶子,秋天叶子变黄了。,In autumn the leaves turn yellow.
直接,你可以直接问他。,You can ask him directly.
逐渐,天气逐渐变冷了。,The weather is gradually getting cold.
镜子,她在照镜子。,She is looking in the mirror.
受,他受了很多苦。,He has endured a lot of suffering.
无法,我无法理解这句话。,I am unable to understand this sentence.
湿润,这里的空气很湿润。,The air here is very moist.
肯定,我肯定他会来。,I'm certain he will come.
共同,这是我们共同的目标。,This is our common goal.
准时,他每天准时上班。,He goes to work on time every day.
出生,他出生在北京。,He was born in Beijing.
困,我今天很困。,I am very sleepy today.
国际,这是一个国际机场。,This is an international airport.
安排,老师安排了作业。,The teacher assigned homework.
并且,这个饭馆便宜并且好吃。,This restaurant is cheap and delicious.
打扰,对不起，打扰你一下。,"Sorry, let me bother you for a moment."
扔,请把垃圾扔进垃圾桶。,Please throw the trash into the trash can.
报道,电视台报道了这条新闻。,The TV station reported this news.
文件,请把这份文件发给我。,Please send this document to me.
正常,今天一切都很正常。,Everything is normal today.
理发,我明天要去理发。,I'm going to get a haircut tomorrow.
破,我的衣服破了一个洞。,My clothes have a torn hole.
网站,这个网站的信息很多。,This website has a lot of information.
美丽,这里的风景非常美丽。,The scenery here is very beautiful.
限制,学校限制学生带手机。,The school restricts students from bringing phones.
乱,他的房间总是很乱。,His room is always messy.
人数,今天开会的人数不多。,The number of people at today's meeting isn't large.
任何,任何人都可以参加。,Anyone can participate.
全部,这些问题他全部答对了。,He answered all of these questions correctly.
否则,快点走，否则要迟到了。,"Hurry up, otherwise we'll be late."
复杂,这个问题比较复杂。,This problem is fairly complicated.
来不及,我们来不及吃早饭了。,We don't have time to eat breakfast.
牙膏,牙膏用完了，要再买。,"The toothpaste is used up, need to buy more."
留下,他把手机留下就走了。,He left his phone behind and left.
硕士,她正在读硕士学位。,She is currently pursuing a master's degree.
积极,他工作一直很积极。,He has always been very active at work.
范围,这个问题超出了范围。,This question is beyond the scope.
著名,他是一位著名的医生。,He is a famous doctor.
酸,这个苹果吃起来很酸。,This apple tastes very sour.
香,妈妈做的菜真香。,The dishes mom makes are really fragrant.
厚,这本书很厚，要看很久。,"This book is very thick, it'll take a long time to read."
将,明天他将去北京。,Tomorrow he will go to Beijing.
海洋,海洋里有很多鱼。,There are many fish in the ocean.
而是,他不是老师，而是学生。,"He is not a teacher, but rather a student."
邀请,他邀请我参加生日会。,He invited me to his birthday party.
公里,这里离学校三公里。,It's three kilometers from here to school.
顺序,请按顺序排好队。,Please line up in order.
选,你可以选一个颜色。,You can choose a color.
降低,这家店降低了价格。,This store lowered its prices.
亚洲,中国在亚洲东部。,China is in the eastern part of Asia.
亲戚,春节我们去看亲戚。,During Spring Festival we visit relatives.
