hanzi,sentence,en,th_final
科学,他对科学很感兴趣。,He is very interested in science.,เขาสนใจวิทยาศาสตร์มาก
这份,这份工作很不错。,This job is quite good.,งานนี้ดีทีเดียว
互相,我们应该互相帮助。,We should help each other.,เราควรช่วยเหลือกันและกัน
冬季,冬季天气很冷。,The weather is very cold in winter.,ฤดูหนาวอากาศหนาวมาก
各,各位请安静。,Everyone please be quiet.,ทุกท่านช่วยเงียบหน่อย
海洋馆,周末我们去海洋馆。,We're going to the aquarium this weekend.,สุดสัปดาห์นี้เราจะไปพิพิธภัณฑ์สัตว์น้ำ
喜爱,大家都喜爱这首歌。,Everyone loves this song.,ทุกคนชอบเพลงนี้
金钱,金钱不能买到幸福。,Money can't buy happiness.,เงินซื้อความสุขไม่ได้
高速公路,我们开车走高速公路。,We drove on the expressway.,เราขับรถไปทางด่วน
一切,一切都会好起来的。,Everything will turn out fine.,ทุกอย่างจะดีขึ้นเอง
不停,他不停地说话。,He talks incessantly.,เขาพูดไม่หยุดเลย
专门,这是专门为孩子设计的。,This is specially designed for children.,อันนี้ออกแบบมาเพื่อเด็กโดยเฉพาะ
世纪,这是二十一世纪。,This is the twenty-first century.,นี่คือศตวรรษที่ยี่สิบเอ็ด
严格,老师对我们很严格。,The teacher is very strict with us.,คุณครูเข้มงวดกับเรามาก
判断,你要自己判断对错。,You need to judge right from wrong yourself.,เธอต้องตัดสินถูกผิดด้วยตัวเอง
判断力,他的判断力很强。,His judgment is very strong.,เขามีวิจารณญาณดีมาก
到处,到处都是人。,There are people everywhere.,มีคนเต็มไปหมดทุกที่
可,我很累，可我还要工作。,"I'm tired, but I still have to work.",ฉันเหนื่อยมาก แต่ก็ยังต้องทำงาน
可怜,这只小猫很可怜。,This kitten is very pitiful.,ลูกแมวตัวนี้น่าสงสารมาก
同情心,她很有同情心。,She has a lot of compassion.,เธอเป็นคนมีความเห็นอกเห็นใจมาก
填表格,请先填表格。,Please fill in the form first.,ช่วยกรอกแบบฟอร์มก่อนนะ
成,这件事一定能成。,This matter will definitely work out.,เรื่องนี้ต้องสำเร็จแน่นอน
房租,这个月房租涨了。,The rent went up this month.,เดือนนี้ค่าเช่าบ้านขึ้น
招聘,公司正在招聘新员工。,The company is recruiting new employees.,บริษัทกำลังรับสมัครพนักงานใหม่
掉,钱包掉在地上了。,The wallet fell on the ground.,กระเป๋าเงินตกอยู่บนพื้น
无论,无论多忙，他都会锻炼。,"No matter how busy he is, he still exercises.",ไม่ว่าจะยุ่งแค่ไหน เขาก็ออกกำลังกาย
极其,这道题极其简单。,This problem is extremely simple.,ข้อนี้ง่ายมากๆ เลย
洗衣机,洗衣机坏了。,The washing machine is broken.,เครื่องซักผ้าเสีย
流利,她说汉语很流利。,She speaks Chinese fluently.,เธอพูดภาษาจีนได้คล่องมาก
稍微,请稍微等一下。,Please wait just a little bit.,ช่วยรอสักครู่นะ
篇,我写了一篇文章。,I wrote an article.,ฉันเขียนบทความหนึ่งบท
自然,我们要保护自然。,We must protect nature.,เราต้องปกป้องธรรมชาติ
获得成功,他终于获得成功。,He finally achieved success.,ในที่สุดเขาก็ประสบความสำเร็จ
购买,顾客可以在网上购买。,Customers can purchase online.,ลูกค้าสามารถซื้อสินค้าออนไลน์ได้
赚钱,他努力工作赚钱。,He works hard to earn money.,เขาทำงานหนักเพื่อหาเงิน
躺,他躺在床上休息。,He lay on the bed to rest.,เขานอนพักอยู่บนเตียง
部分,这只是一部分。,This is only a part.,นี่เป็นแค่ส่วนหนึ่งเท่านั้น
随便,你随便坐就行。,Just sit wherever you like.,นั่งตรงไหนก็ได้ตามสบาย
预习,我每天预习课文。,I preview the lesson text every day.,ฉันอ่านบทเรียนล่วงหน้าทุกวัน
饼干,孩子喜欢吃饼干。,Children like to eat biscuits.,เด็กๆ ชอบกินคุกกี้
高级,这是一家高级饭店。,This is a high-end restaurant.,นี่เป็นร้านอาหารระดับหรู
举办,学校举办了运动会。,The school held a sports meet.,โรงเรียนจัดการแข่งขันกีฬา
之前,下班之前给我打电话。,Call me before you get off work.,โทรหาฉันก่อนเลิกงานนะ
出汗,跑步后他出汗了。,He sweated after running.,หลังวิ่งเสร็จเขาเหงื่อออก
反映,这份报告反映了问题。,This report reflects the problem.,รายงานฉบับนี้สะท้อนปัญหา
大部分,大部分学生都喜欢这门课。,Most students like this course.,นักเรียนส่วนใหญ่ชอบวิชานี้
市场,妈妈去市场买菜。,Mom went to the market to buy vegetables.,แม่ไปตลาดซื้อกับข้าว
服务,这家饭店服务很好。,This restaurant's service is very good.,ร้านอาหารร้านนี้บริการดีมาก
本来,我本来打算去旅行。,I originally planned to go traveling.,เดิมทีฉันวางแผนจะไปเที่ยว
正好,这件衣服大小正好。,This piece of clothing fits just right.,เสื้อตัวนี้ขนาดพอดีเลย
浪费时间,别浪费时间了。,Stop wasting time.,อย่าเสียเวลาเลย
留,他留下一封信。,He left behind a letter.,เขาทิ้งจดหมายไว้ฉบับหนึ่ง
盐,汤里放点盐。,Put some salt in the soup.,ใส่เกลือลงในซุปหน่อย
科学技术,科学技术发展很快。,Science and technology develop quickly.,วิทยาศาสตร์และเทคโนโลยีพัฒนาเร็วมาก
笨,我不笨，只是粗心。,"I'm not stupid, just careless.",ฉันไม่ได้โง่ แค่สะเพร่า
美好,祝你有美好的一天。,Wish you a wonderful day.,ขอให้เธอมีวันดีๆ นะ
至少,你至少要休息一下。,You should rest for at least a bit.,อย่างน้อยเธอก็ควรพักสักหน่อย
苦,这个药很苦。,This medicine is very bitter.,ยานี้ขมมาก
邀请信,我收到了一封邀请信。,I received an invitation letter.,ฉันได้รับจดหมายเชิญฉบับหนึ่ง
之后,下课之后我们去吃饭。,After class we'll go eat.,หลังเลิกเรียนเราไปกินข้าวกัน
其,每个人都有其优点。,Everyone has their own strengths.,ทุกคนต่างมีจุดเด่นของตัวเอง
寒假,寒假我要去旅行。,During winter vacation I want to travel.,ปิดเทอมฤดูหนาวฉันจะไปเที่ยว
梦,我做了一个奇怪的梦。,I had a strange dream.,ฉันฝันแปลกๆ ไปหนึ่งเรื่อง
狮子,狮子是森林之王。,The lion is the king of the forest.,สิงโตเป็นราชาแห่งป่า
错误,这个答案是错误的。,This answer is wrong.,คำตอบนี้ผิด
弃,请不要弃我而去。,Please don't abandon me and leave.,อย่าทิ้งฉันไปเลยนะ
车族,越来越多的人加入车族。,More and more people are joining the car-owning group.,มีคนเข้าร่วมกลุ่มคนมีรถมากขึ้นเรื่อยๆ
严格要求,老师严格要求我们按时完成作业。,The teacher strictly requires us to finish homework on time.,คุณครูเข้มงวดกับเรา ให้ทำการบ้านเสร็จตรงเวลา
于,他生于北京。,He was born in Beijing.,เขาเกิดที่ปักกิ่ง
于是,他很累，于是就睡了。,"He was tired, so he went to sleep.",เขาเหนื่อยมาก เลยเข้านอน
五份,请复印五份。,Please make five copies.,ช่วยถ่ายเอกสารห้าชุด
交朋友,我喜欢交朋友。,I like making friends.,ฉันชอบคบเพื่อน
传真机,办公室有一台传真机。,There's a fax machine in the office.,ในออฟฟิศมีเครื่องแฟกซ์อยู่เครื่องหนึ่ง
保护环境,我们应该保护环境。,We should protect the environment.,เราควรปกป้องสิ่งแวดล้อม
修,他在修自行车。,He is fixing the bicycle.,เขากำลังซ่อมจักรยาน
停,车突然停了。,The car suddenly stopped.,รถหยุดกะทันหัน
入口,入口在这边。,The entrance is over here.,ทางเข้าอยู่ทางนี้
农村,我爷爷住在农村。,My grandfather lives in the countryside.,ปู่ของฉันอาศัยอยู่ในชนบท
减轻,多休息能减轻疲劳。,Getting more rest can ease fatigue.,พักผ่อนมากๆ ช่วยลดความเหนื่อยล้าได้
别着急,遇到问题别着急。,Don't worry when you run into a problem.,เจอปัญหาก็อย่าเพิ่งร้อนใจ
吃水果,多吃水果对身体好。,Eating more fruit is good for your health.,กินผลไม้เยอะๆ ดีต่อสุขภาพ
咱们,咱们一起去公园吧。,Let's go to the park together.,พวกเราไปสวนสาธารณะด้วยกันเถอะ
回到,他终于回到家了。,He finally returned home.,ในที่สุดเขาก็กลับถึงบ้าน
地点,请告诉我聚会地点。,Please tell me the location of the party.,ช่วยบอกสถานที่จัดงานปาร์ตี้ให้ฉันหน่อย
寄信,我去邮局寄信。,I'm going to the post office to mail a letter.,ฉันไปส่งจดหมายที่ไปรษณีย์
工具,这是修车的工具。,This is a tool for repairing cars.,นี่เป็นเครื่องมือซ่อมรถ
已,他已回家了。,He has already gone home.,เขากลับบ้านไปแล้ว
弄,你在弄什么？,What are you doing?,เธอกำลังทำอะไรอยู่
弄清楚,我们要弄清楚原因。,We need to figure out the reason.,เราต้องหาสาเหตุให้กระจ่าง
技术,他的技术很好。,His skills are very good.,ทักษะเขาดีมาก
抬,他抬起头看着我。,He lifted his head and looked at me.,เขาเงยหน้าขึ้นมองฉัน
月底,我月底回国。,I'm going back to my country at the end of the month.,สิ้นเดือนฉันจะกลับประเทศ
植物园,周末我们去植物园。,This weekend we're going to the botanical garden.,สุดสัปดาห์นี้เราจะไปสวนพฤกษศาสตร์
深,这条河很深。,This river is very deep.,แม่น้ำสายนี้ลึกมาก
窄,这条路很窄。,This road is very narrow.,ถนนสายนี้แคบมาก
美,这里的风景很美。,The scenery here is very beautiful.,วิวที่นี่สวยมาก
节约用水,大家应该节约用水。,Everyone should conserve water.,ทุกคนควรประหยัดน้ำ
行,他行遍了中国。,He has traveled all over China.,เขาเดินทางไปทั่วประเทศจีน
表格,请填写这张表格。,Please fill out this form.,ช่วยกรอกแบบฟอร์มนี้หน่อย
软,这个枕头很软。,This pillow is very soft.,หมอนใบนี้นุ่มมาก
输赢,比赛的输赢不重要。,Winning or losing the game doesn't matter.,การแพ้ชนะในเกมไม่สำคัญ
这场,这场比赛很精彩。,This match was very exciting.,การแข่งขันครั้งนี้สนุกมาก
逛街,周末我们去逛街。,We're going window-shopping this weekend.,สุดสัปดาห์เราไปเดินเล่นช้อปปิ้งกัน
遇事,遇事要冷静。,"When problems arise, stay calm.",เจอเรื่องอะไรก็ต้องใจเย็น
不了,"这么多菜,我吃不了。","There's so much food, I can't finish it all.",อาหารเยอะขนาดนี้ ฉันกินไม่หมดหรอก
乘客,乘客请排队上车。,Passengers please line up to board.,ผู้โดยสารกรุณาต่อแถวขึ้นรถ
在读,我弟弟在读大学。,My younger brother is currently studying at university.,น้องชายฉันกำลังเรียนมหาวิทยาลัยอยู่
大约,大约五点到家。,I'll get home at around five o'clock.,ประมาณห้าโมงถึงบ้าน
定,我们定好时间吧。,Let's set a time.,เรามานัดเวลากันเถอะ
家人,我很想念家人。,I miss my family very much.,ฉันคิดถึงครอบครัวมาก
建议,我建议早点出发。,I suggest leaving early.,ฉันแนะนำว่าออกเดินทางเร็วหน่อยดีกว่า
爱情故事,这是一个爱情故事。,This is a love story.,นี่เป็นเรื่องราวความรัก
看着,他看着我笑了。,He looked at me and smiled.,เขามองฉันแล้วยิ้ม
科学家,他是有名的科学家。,He is a famous scientist.,เขาเป็นนักวิทยาศาสตร์ที่มีชื่อเสียง
聚会,今晚有一个聚会。,There's a party tonight.,คืนนี้มีงานปาร์ตี้
自备,请大家自备雨伞。,Please bring your own umbrella.,ขอให้ทุกคนเตรียมร่มมาเอง
运动员,他是一名运动员。,He is an athlete.,เขาเป็นนักกีฬาคนหนึ่ง
遇到困难,我们遇到困难了。,We've run into difficulties.,เราเจออุปสรรคแล้ว
不可,这件事不可拖延。,This matter cannot be delayed.,เรื่องนี้จะเลื่อนออกไปไม่ได้
做法,这种做法不对。,This way of doing it is wrong.,วิธีทำแบบนี้ไม่ถูก
写错,我把名字写错了。,I wrote the name wrong.,ฉันเขียนชื่อผิด
女人,那个女人是老师。,That woman is a teacher.,ผู้หญิงคนนั้นเป็นครู
按,请按这个按钮。,Please press this button.,ช่วยกดปุ่มนี้หน่อย
灯,请关灯睡觉吧。,Please turn off the light and go to sleep.,ปิดไฟแล้วนอนเถอะ
老虎,动物园里有老虎。,There are tigers at the zoo.,ในสวนสัตว์มีเสือ
艺术节,学校举办艺术节。,The school is holding an arts festival.,โรงเรียนจัดงานเทศกาลศิลปะ
责任感,他很有责任感。,He has a strong sense of responsibility.,เขาเป็นคนมีความรับผิดชอบสูง
购物袋,请自带购物袋。,Please bring your own shopping bag.,ช่วยเอาถุงช้อปปิ้งมาเองนะ
够,钱不够买这个。,The money isn't enough to buy this.,เงินไม่พอซื้ออันนี้
富,这个国家很富。,This country is very wealthy.,ประเทศนี้ร่ำรวยมาก
丽江,我们去丽江旅游。,We're traveling to Lijiang.,เราไปเที่ยวลี่เจียง
