hanzi,sentence,en,th_final
增大,压力使风险增大。,The pressure increases the risk.,ความกดดันทำให้ความเสี่ยงเพิ่มมากขึ้น
增添,这盏灯增添了不少情调。,This lamp added quite a bit of ambiance.,โคมไฟดวงนี้เพิ่มบรรยากาศขึ้นมาไม่น้อย
增进,旅行能增进彼此感情。,Traveling can strengthen mutual affection.,การเที่ยวช่วยเพิ่มพูนความรู้สึกดีๆ ต่อกัน
墨水,钢笔里没有墨水了。,The fountain pen has run out of ink.,ในปากกาหมึกซึมหมึกหมดแล้ว
壁画,墙上画着古老的壁画。,An ancient mural is painted on the wall.,บนกำแพงมีภาพจิตรกรรมฝาผนังเก่าแก่วาดอยู่
壮观,日出的景象十分壮观。,The sunrise is a spectacular sight.,ภาพพระอาทิตย์ขึ้นงดงามตระการตามาก
声明,公司发表了一份声明。,The company issued a statement.,บริษัทออกแถลงการณ์ฉบับหนึ่ง
声望,这位医生声望很高。,This doctor has a very high reputation.,หมอคนนี้มีชื่อเสียงสูงมาก
声誉,这家公司很注重声誉。,This company values its reputation highly.,บริษัทนี้ให้ความสำคัญกับชื่อเสียงมาก
壳,鸡蛋壳很容易碎。,Eggshells break very easily.,เปลือกไข่แตกง่ายมาก
处在,公司正处在困难时期。,The company is currently in a difficult period.,บริษัทกำลังอยู่ในช่วงเวลาที่ยากลำบาก
备受,这项政策备受关注。,This policy has received a great deal of attention.,นโยบายนี้ได้รับความสนใจอย่างมาก
复活,春天万物复活。,All things come back to life in spring.,ในฤดูใบไม้ผลิสรรพสิ่งกลับมีชีวิตอีกครั้ง
外交,两国建立外交关系。,The two countries established diplomatic relations.,สองประเทศสถาปนาความสัมพันธ์ทางการทูต
外婆,外婆做的饭菜真香。,The food my grandma makes is delicious.,อาหารที่ยายทำอร่อยจริงๆ
外形,这辆车的外形很时尚。,This car has a very stylish shape.,รูปทรงภายนอกของรถคันนี้ทันสมัยมาก
外衣,他脱下厚厚的外衣。,He took off his thick outer coat.,เขาถอดเสื้อคลุมหนาๆ ออก
外表,别只看外表判断一个人。,Don't judge a person just by their appearance.,อย่าตัดสินคนแค่จากรูปลักษณ์ภายนอก
外观,这栋楼的外观很独特。,This building's exterior looks very unique.,รูปลักษณ์ภายนอกของตึกนี้มีเอกลักษณ์มาก
外貌,不要只看一个人的外貌。,Don't judge a person only by their appearance.,อย่าดูคนแค่หน้าตาภายนอก
外部,问题来自外部环境。,The problem comes from the external environment.,ปัญหามาจากสภาพแวดล้อมภายนอก
多云,明天天气多云转晴。,Tomorrow will be cloudy turning to clear.,พรุ่งนี้อากาศมีเมฆมากแล้วจะแจ่มใส
多余,这些话完全是多余的。,Those words were completely unnecessary.,คำพูดพวกนี้เกินความจำเป็นทั้งนั้น
多元,这个城市文化十分多元。,This city's culture is very diverse.,วัฒนธรรมของเมืองนี้หลากหลายมาก
多功能,这是一款多功能手机。,This is a multifunctional phone.,นี่คือมือถืออเนกประสงค์
多样,这里的文化多样。,The culture here is diverse.,วัฒนธรรมที่นี่มีความหลากหลาย
夜,昨夜下了一场大雪。,It snowed heavily last night.,เมื่อคืนหิมะตกหนัก
夜班,他今晚要上夜班。,He has to work the night shift tonight.,คืนนี้เขาต้องเข้ากะกลางคืน
大于,十大于九是常识。,That ten is greater than nine is common sense.,สิบมากกว่าเก้าเป็นเรื่องสามัญสำนึก
大众,这首歌深受大众喜爱。,This song is deeply loved by the public.,เพลงนี้เป็นที่ชื่นชอบของคนทั่วไป
大体上,计划大体上已经完成。,The plan is basically complete overall.,โดยรวมแล้วแผนเสร็จเรียบร้อยแล้ว
大厦,这座大厦有五十层。,This building has fifty floors.,ตึกใหญ่หลังนี้มีห้าสิบชั้น
大吃一惊,消息让大家大吃一惊。,The news left everyone utterly astonished.,ข่าวนี้ทำให้ทุกคนตกใจมาก
大名鼎鼎,他是大名鼎鼎的作家。,He is a renowned writer.,เขาเป็นนักเขียนที่โด่งดังมาก
大多,学生大多很努力。,Most students work hard.,นักเรียนส่วนใหญ่ขยันมาก
大大,效率大大提高了。,Efficiency has been greatly improved.,ประสิทธิภาพเพิ่มขึ้นอย่างมาก
大夫,大夫给他开了药。,The doctor prescribed medicine for him.,หมอสั่งยาให้เขา
大意,请说说文章大意。,Please describe the main idea of the article.,ช่วยเล่าใจความสำคัญของบทความหน่อย
大批,工厂进口了大批原料。,The factory imported a large batch of raw materials.,โรงงานนำเข้าวัตถุดิบจำนวนมาก
大方,她出手非常大方。,She is extremely generous with her spending.,เธอใช้จ่ายอย่างใจกว้างมาก
大楼,这栋大楼有三十层。,This building has thirty floors.,ตึกหลังนี้มีสามสิบชั้น
大片,窗外是大片的稻田。,Outside the window is a vast expanse of rice fields.,นอกหน้าต่างเป็นทุ่งนาผืนกว้าง
大胆,他提出了一个大胆的计划。,He proposed a bold plan.,เขาเสนอแผนที่กล้าหาญ
大致,我大致了解了情况。,I roughly understood the situation.,ฉันเข้าใจสถานการณ์คร่าวๆ แล้ว
大街,大街上车水马龙。,The main street was bustling with traffic.,บนถนนใหญ่รถราขวักไขว่
大规模,工厂进行了大规模改造。,The factory underwent large-scale renovation.,โรงงานปรับปรุงครั้งใหญ่
大象,动物园里有一头大象。,There is an elephant at the zoo.,ในสวนสัตว์มีช้างหนึ่งตัว
大赛,他赢得了这次大赛。,He won this grand competition.,เขาชนะการแข่งขันครั้งใหญ่นี้
大门,他推开学校大门。,He pushed open the school's front gate.,เขาผลักประตูใหญ่ของโรงเรียนเปิดออก
天上,天上有很多星星。,There are many stars in the sky.,บนท้องฟ้ามีดาวเยอะแยะ
天分,她在音乐上很有天分。,She has great talent in music.,เธอมีพรสวรรค์ด้านดนตรีมาก
天地,年轻人应该闯出一片天地。,Young people should carve out their own world.,คนหนุ่มสาวควรออกไปบุกเบิกโลกของตัวเอง
天堂,这里简直就是天堂。,This place is simply paradise.,ที่นี่ราวกับสวรรค์เลย
天性,好奇是孩子的天性。,Curiosity is a child's innate nature.,ความอยากรู้อยากเห็นเป็นธรรมชาติของเด็ก
天文,他对天文很感兴趣。,He is very interested in astronomy.,เขาสนใจดาราศาสตร์มาก
天桥,行人从天桥上过马路。,Pedestrians cross the road via the overpass.,คนเดินเท้าข้ามถนนผ่านสะพานลอย
天然气,这栋楼使用天然气取暖。,This building uses natural gas for heating.,ตึกนี้ใช้ก๊าซธรรมชาติทำความอบอุ่น
天真,别再那么天真了。,Don't be so naive anymore.,อย่าไร้เดียงสาแบบนั้นอีกเลย
天赋,她在音乐上很有天赋。,She has great talent in music.,เธอมีพรสวรรค์ด้านดนตรีมาก
太阳能,这栋房子靠太阳能供电。,This house is powered by solar energy.,บ้านหลังนี้ใช้พลังงานแสงอาทิตย์ผลิตไฟฟ้า
夫妇,这对夫妇结婚十年了。,This couple has been married for ten years.,คู่สามีภรรยาคู่นี้แต่งงานกันมาสิบปีแล้ว
失业,疫情导致大量人失业。,The pandemic caused a large number of people to lose their jobs.,โรคระบาดทำให้คนตกงานจำนวนมาก
失传,这项手艺几乎失传了。,This craft has almost died out.,งานฝีมือนี้เกือบจะสูญหายไปแล้ว
失利,球队在决赛中失利。,The team suffered defeat in the final.,ทีมพ่ายแพ้ในรอบชิงชนะเลิศ
失控,汽车突然失控撞墙。,The car suddenly went out of control and hit the wall.,รถเสียการควบคุมกะทันหันแล้วชนกำแพง
失落,考试没考好，他很失落。,He felt down after doing poorly on the exam.,สอบได้ไม่ดี เขาเลยรู้สึกผิดหวังหดหู่
失误,这次失误代价很大。,This mistake came at a great cost.,ความผิดพลาดครั้งนี้ราคาแพงมาก
头晕,她突然感到头晕。,She suddenly felt dizzy.,จู่ๆ เธอก็รู้สึกเวียนหัว
头顶,小鸟落在他的头顶上。,A little bird landed on top of his head.,นกน้อยเกาะอยู่บนหัวของเขา
夸,老师夸他进步很快。,The teacher praised him for progressing quickly.,คุณครูชมเขาว่าพัฒนาเร็ว
夸大,请不要夸大事实。,Please don't exaggerate the facts.,กรุณาอย่าพูดเกินความจริง
夸张,他说话有点夸张。,He exaggerates a bit when he talks.,เขาพูดจาเว่อร์ไปหน่อย
夹,她用夹子夹住头发。,She used a clip to hold her hair.,เธอใช้กิ๊บหนีบผม
夺,选手奋力夺得冠军。,The athlete fought hard to seize the championship.,นักกีฬาสู้สุดใจคว้าแชมป์มาได้
奇特,这座建筑造型奇特。,This building has a peculiar shape.,อาคารหลังนี้มีรูปทรงแปลกตา
奉献,他为教育事业默默奉献。,He silently devoted himself to education.,เขาอุทิศตนให้กับงานการศึกษาอย่างเงียบๆ
奋力,他奋力游向岸边。,He swam toward the shore with all his might.,เขาว่ายเข้าหาฝั่งอย่างสุดกำลัง
奋斗,他一直为梦想奋斗。,He has always striven for his dream.,เขาต่อสู้เพื่อความฝันมาตลอด
奏效,这个方法终于奏效了。,This method finally worked.,วิธีนี้ในที่สุดก็ได้ผล
契机,这是转型的契机。,This is an opportunity for transformation.,นี่คือจังหวะสำคัญของการเปลี่ยนแปลง
奔,他奔向远方的家乡。,He rushed toward his distant hometown.,เขาวิ่งมุ่งหน้าสู่บ้านเกิดที่อยู่แสนไกล
奖励,老师奖励了优秀的学生。,The teacher rewarded the outstanding students.,คุณครูให้รางวัลนักเรียนที่เก่ง
奖品,冠军可以得到奖品。,The champion gets a prize.,ผู้ชนะจะได้รับของรางวัล
奖项,她获得了最佳奖项。,She won the top award.,เธอได้รับรางวัลยอดเยี่ยม
奠定,这次会议奠定了合作基础。,This meeting laid the foundation for cooperation.,การประชุมครั้งนี้วางรากฐานของความร่วมมือ
奢侈,出国旅游曾是奢侈的事。,Traveling abroad used to be a luxury.,การไปเที่ยวต่างประเทศเคยเป็นเรื่องหรูหรา
奥运会,中国将举办下一届奥运会。,China will host the next Olympic Games.,จีนจะเป็นเจ้าภาพจัดโอลิมปิกครั้งต่อไป
奶,早上喝一杯牛奶。,Drink a glass of milk in the morning.,ตอนเช้าดื่มนมหนึ่งแก้ว
好事,帮助别人是好事。,Helping others is a good thing.,การช่วยเหลือคนอื่นเป็นเรื่องดี
好人,他一直是个好人。,He has always been a good person.,เขาเป็นคนดีมาตลอด
好似,夜空好似一幅画。,The night sky seems like a painting.,ท้องฟ้ายามค่ำคืนราวกับภาพวาด
好坏,这件事的好坏很难说。,It's hard to say whether this is good or bad.,เรื่องนี้จะดีหรือร้ายบอกยาก
好学,这个孩子从小就好学。,This child has been eager to learn since childhood.,เด็กคนนี้ใฝ่เรียนมาตั้งแต่เล็ก
好心人,一位好心人帮了我们。,A kind-hearted person helped us.,คนใจดีคนหนึ่งช่วยเหลือเรา
好意,我们感谢你的好意。,We appreciate your kind intention.,เราขอบคุณสำหรับน้ำใจของคุณ
好感,他对她很有好感。,He has a favorable impression of her.,เขารู้สึกดีกับเธอมาก
好比,时间好比流水一去不返。,"Time is like flowing water, never to return.",เวลาเปรียบเหมือนสายน้ำที่ไหลไปไม่กลับมา
好转,他的病情正在好转。,His condition is improving.,อาการป่วยของเขากำลังดีขึ้น
好运,祝你考试有好运。,Wishing you good luck on the exam.,ขอให้โชคดีในการสอบนะ
如今,如今生活方便多了。,Nowadays life is much more convenient.,เดี๋ยวนี้ชีวิตสะดวกขึ้นเยอะ
如同,时间如同流水一样。,Time is like flowing water.,เวลาเหมือนกับสายน้ำ
如愿以偿,他终于如愿以偿考上了大学。,He finally got his wish and was admitted to university.,ในที่สุดเขาก็สมหวังสอบเข้ามหาวิทยาลัยได้
妇女,今天是国际妇女节。,Today is International Women's Day.,วันนี้เป็นวันสตรีสากล
妙,这个主意真是妙极了。,This idea is truly wonderful.,ไอเดียนี้เยี่ยมยอดจริงๆ
妨碍,噪音妨碍了大家休息。,The noise disturbed everyone's rest.,เสียงดังรบกวนการพักผ่อนของทุกคน
姑娘,那个姑娘长得很漂亮。,That girl is very pretty.,หญิงสาวคนนั้นหน้าตาสวยมาก
姓氏,请问您的姓氏是什么？,"Excuse me, what is your family name?",ขอถามหน่อย นามสกุลของคุณคืออะไร?
姿态,她以谦虚的姿态回答问题。,She answered the question with a humble attitude.,เธอตอบคำถามด้วยท่าทีถ่อมตน
威信,老师在班里很有威信。,The teacher has great authority in the class.,คุณครูมีบารมีในห้องเรียนมาก
娶,他打算明年娶她为妻。,He plans to marry her next year.,เขาวางแผนจะแต่งเธอเป็นภรรยาปีหน้า
嫌,他嫌房间太小了。,He complains that the room is too small.,เขารังเกียจว่าห้องเล็กเกินไป
嫩,这块牛肉很嫩。,This piece of beef is very tender.,เนื้อวัวชิ้นนี้นุ่มมาก
子女,他很关心子女。,He cares a lot about his children.,เขาใส่ใจลูกๆ มาก
孕育,大地孕育着新的生命。,The earth nurtures new life.,ผืนแผ่นดินฟูมฟักชีวิตใหม่
字体,这种字体看起来很清晰。,This typeface looks very clear.,ฟอนต์แบบนี้ดูชัดเจนมาก
字迹,他的字迹十分工整。,His handwriting is very neat.,ลายมือของเขาเป็นระเบียบมาก
存放,行李可以存放在这里。,Luggage can be stored here.,กระเป๋าเดินทางฝากเก็บไว้ที่นี่ได้
存款,他把存款都取出来了。,He withdrew all of his savings.,เขาถอนเงินฝากออกมาทั้งหมด
季度,公司每个季度都开会。,The company holds a meeting every quarter.,บริษัทประชุมทุกไตรมาส
孤独,老人一个人生活很孤独。,The old man lives alone and feels lonely.,คนแก่อยู่คนเดียวเหงามาก
孤立,他在班上感到很孤立。,He feels very isolated in class.,เขารู้สึกโดดเดี่ยวมากในห้องเรียน
学术,这是一篇学术论文。,This is an academic paper.,นี่คือบทความวิชาการ
学科,数学是一门基础学科。,Mathematics is a foundational subject.,คณิตศาสตร์เป็นวิชาพื้นฐาน
学艺,他年轻时拜师学艺。,"In his youth, he apprenticed himself to learn a craft.",ตอนหนุ่มเขาฝากตัวเป็นศิษย์เรียนวิชา
学说,他提出了一种新学说。,He proposed a new theory.,เขาเสนอทฤษฎีใหม่
孵化,母鸡正在孵化鸡蛋。,The hen is incubating the eggs.,แม่ไก่กำลังฟักไข่
宁可,我宁可走路也不坐车。,I would rather walk than take a car.,ฉันยอมเดินดีกว่านั่งรถ
宁愿,我宁愿走路也不坐车。,I would rather walk than take a car.,ฉันยอมเดินดีกว่านั่งรถ
宁静,乡村的夜晚十分宁静。,The countryside night is very tranquil.,ค่ำคืนในชนบทเงียบสงบมาก
宇宙,宇宙非常广阔无边。,The universe is vast and boundless.,จักรวาลกว้างใหญ่ไพศาลไร้ขอบเขต
宇航员,他从小梦想成为宇航员。,Since childhood he has dreamed of becoming an astronaut.,เขาฝันอยากเป็นนักบินอวกาศมาตั้งแต่เด็ก
守,士兵日夜守着大门。,Soldiers guard the gate day and night.,ทหารเฝ้าประตูทั้งวันทั้งคืน
安检,请先通过安检。,Please go through security check first.,กรุณาผ่านจุดตรวจความปลอดภัยก่อน
安逸,退休后生活很安逸。,Life after retirement is comfortable and easy.,ชีวิตหลังเกษียณสุขสบาย
完好,这些文物保存完好。,These cultural relics are well preserved.,โบราณวัตถุเหล่านี้ถูกเก็บรักษาไว้อย่างสมบูรณ์
宏伟,这座宫殿十分宏伟。,This palace is very grand.,พระราชวังแห่งนี้ยิ่งใหญ่อลังการมาก
宏观,政府从宏观角度调控经济。,The government regulates the economy from a macro perspective.,รัฐบาลควบคุมเศรษฐกิจจากมุมมองมหภาค
宗教,每个国家都有不同宗教。,Every country has different religions.,ทุกประเทศมีศาสนาที่แตกต่างกัน
官,他年轻时就当上了官。,He became an official when he was young.,เขาได้เป็นข้าราชการตั้งแต่ยังหนุ่ม
定义,请给这个词下定义。,Please give a definition for this word.,ช่วยให้คำนิยามของคำนี้หน่อย
