hanzi,sentence,en,th_final
缩小,差距正在逐渐缩小。,The gap is gradually narrowing.,ช่องว่างกำลังค่อยๆ แคบลง
缩短,新技术缩短了生产周期。,The new technology shortened the production cycle.,เทคโนโลยีใหม่ช่วยย่นระยะเวลาการผลิต
缴纳,请按时缴纳学费。,Please pay tuition on time.,กรุณาชำระค่าเทอมให้ตรงเวลา
网,渔夫撒下了网。,The fisherman cast the net.,ชาวประมงเหวี่ยงแหออกไป
网友,他和网友约好见面。,He arranged to meet an online friend.,เขานัดเจอกับเพื่อนออนไลน์
网址,请输入正确网址。,Please enter the correct web address.,กรุณากรอกที่อยู่เว็บให้ถูกต้อง
网页,这个网页打不开。,This web page won't open.,หน้าเว็บนี้เปิดไม่ได้
罗,他四处搜罗资料。,He gathers materials from everywhere.,เขาเที่ยวรวบรวมข้อมูลจากทุกที่
罚款,他因违章被罚款了。,He was fined for violating the rules.,เขาโดนปรับเพราะทำผิดกฎ
罢了,这只是个玩笑罢了。,"This is just a joke, that's all.",ก็แค่เรื่องล้อเล่นเท่านั้นเอง
罪犯,警察抓住了罪犯。,The police caught the criminal.,ตำรวจจับตัวคนร้ายได้
罪魁祸首,他就是这次事故的罪魁祸首。,He is the chief culprit of this accident.,เขานี่แหละคือต้นเหตุของอุบัติเหตุครั้งนี้
置,他把书桌置于窗边。,He placed the desk by the window.,เขาวางโต๊ะหนังสือไว้ริมหน้าต่าง
美味,这道菜非常美味。,This dish is very delicious.,อาหารจานนี้อร่อยมาก
美女,大家都夸她是美女。,Everyone praises her as a beauty.,ใครๆ ก็ชมว่าเธอเป็นสาวสวย
美容,她每周都去做美容护理。,She goes for beauty treatments every week.,เธอไปทำทรีตเมนต์ความงามทุกสัปดาห์
美德,诚实是一种美德。,Honesty is a virtue.,ความซื่อสัตย์เป็นคุณธรรมอย่างหนึ่ง
美景,这里的美景令人陶醉。,The beautiful scenery here is intoxicating.,วิวสวยๆ ที่นี่ทำให้หลงใหล
美满,他们家庭生活美满。,Their family life is happy and complete.,ชีวิตครอบครัวของพวกเขามีความสุขสมบูรณ์
美观,这件家具十分美观。,This piece of furniture is very good-looking.,เฟอร์นิเจอร์ชิ้นนี้สวยงามมาก
群,一群孩子在公园玩耍。,A group of children are playing in the park.,เด็กๆ กลุ่มหนึ่งกำลังเล่นอยู่ในสวน
群体,老人是需要关心的群体。,The elderly are a group that needs care.,ผู้สูงอายุเป็นกลุ่มคนที่ต้องการการดูแลเอาใจใส่
翻,请把这一页翻过去。,Please turn this page over.,ช่วยพลิกหน้านี้ไปหน่อย
翻天覆地,家乡发生了翻天覆地的变化。,Sweeping changes happened to my hometown.,บ้านเกิดของฉันเปลี่ยนไปแบบพลิกหน้ามือเป็นหลังมือ
老化,这台机器已经老化了。,This machine has already become outdated.,เครื่องนี้เก่าและเสื่อมสภาพไปแล้ว
老头儿,那个老头儿很和蔼。,That old man is very kind.,ตาแก่คนนั้นใจดีมาก
老实,他是个老实的人。,He is an honest person.,เขาเป็นคนซื่อ
老百姓,政策要惠及老百姓。,The policy should benefit ordinary people.,นโยบายควรเป็นประโยชน์ต่อประชาชนทั่วไป
考核,员工每年接受考核。,Employees undergo assessment every year.,พนักงานต้องเข้ารับการประเมินทุกปี
考量,这个决定经过了慎重考量。,This decision was made after careful consideration.,การตัดสินใจนี้ผ่านการพิจารณาอย่างรอบคอบ
考验,这次困难是一次考验。,This difficulty is a test.,ความยากลำบากครั้งนี้เป็นบททดสอบ
耍,别耍小聪明骗老师。,Don't play tricks to fool the teacher.,อย่าเล่นเล่ห์หลอกครูนะ
耐,这种材料很耐用。,This material is very durable.,วัสดุชนิดนี้ทนทานมาก
耐人寻味,这句话耐人寻味。,This sentence is thought-provoking.,ประโยคนี้ชวนให้ขบคิด
耗,这个项目耗费了不少钱。,This project consumed a lot of money.,โครงการนี้ใช้เงินไปไม่น้อย
耗费,这项工程耗费巨资。,This project consumed huge funds.,โครงการนี้สิ้นเปลืองเงินทุนมหาศาล
耳机,他戴上了耳机。,He put on his headphones.,เขาสวมหูฟัง
耳目一新,新的设计让人耳目一新。,The new design gives people a refreshing feeling.,ดีไซน์ใหม่ให้ความรู้สึกสดชื่นแปลกใหม่
耽搁,这件事不能再耽搁了。,This matter cannot be delayed any longer.,เรื่องนี้ปล่อยให้ล่าช้าไปกว่านี้ไม่ได้แล้ว
职位,他晋升到了新职位。,He was promoted to a new position.,เขาได้เลื่อนขึ้นสู่ตำแหน่งใหม่
职工,工厂职工都放假了。,The factory workers are all on vacation.,พนักงานโรงงานหยุดพักกันหมดแล้ว
职责,保护环境是每个人的职责。,Protecting the environment is everyone's responsibility.,การปกป้องสิ่งแวดล้อมเป็นหน้าที่ของทุกคน
联合国,他在联合国工作。,He works at the United Nations.,เขาทำงานอยู่ที่สหประชาชาติ
聘用,公司决定聘用他。,The company decided to hire him.,บริษัทตัดสินใจจ้างเขา
聚集,人群聚集在广场上。,A crowd gathered in the square.,ฝูงชนมารวมตัวกันที่ลานกว้าง
股票,他最近在研究股票。,He's been studying stocks lately.,ช่วงนี้เขากำลังศึกษาเรื่องหุ้น
肢体,演员用肢体表达情感。,The actor expresses emotion through body movement.,นักแสดงถ่ายทอดอารมณ์ผ่านการเคลื่อนไหวร่างกาย
肥,这块地土壤很肥。,This land's soil is very fertile.,ดินผืนนี้อุดมสมบูรณ์มาก
肥料,农民正在施肥料。,The farmer is applying fertilizer.,ชาวนากำลังใส่ปุ๋ย
肥胖,肥胖影响身体健康。,Obesity affects physical health.,ความอ้วนส่งผลต่อสุขภาพร่างกาย
肩,他把包背在肩上。,He carried the bag on his shoulder.,เขาสะพายกระเป๋าไว้บนบ่า
肩膀,医生检查了他的肩膀。,The doctor examined his shoulder.,หมอตรวจไหล่ของเขา
胃口,今天我胃口不好。,I don't have much appetite today.,วันนี้ฉันไม่ค่อยเจริญอาหาร
胆子,他胆子很小怕黑。,He has little courage and is afraid of the dark.,เขาไม่ค่อยกล้าและกลัวความมืด
胆怯,面对困难他从不胆怯。,He is never timid in the face of difficulty.,เมื่อเจอความยากลำบาก เขาไม่เคยขลาดกลัวเลย
背诵,请背诵这首古诗。,Please recite this ancient poem.,ช่วยท่องบทกวีโบราณบทนี้หน่อย
胎,这是她的第一胎。,This is her first pregnancy.,นี่เป็นท้องแรกของเธอ
胖子,他从小就是个胖子。,He has been a chubby person since childhood.,เขาเป็นคนอ้วนมาตั้งแต่เด็ก
胜,我们队最终获胜了。,Our team finally won.,ในที่สุดทีมเราก็ชนะ
胜任,他完全胜任这份工作。,He is fully qualified for this job.,เขามีความสามารถทำงานนี้ได้อย่างเต็มที่
胶片,老相机用的是胶片。,The old camera uses film.,กล้องเก่าใช้ฟิล์ม
胸部,他感到胸部疼痛。,He felt pain in his chest.,เขารู้สึกเจ็บที่หน้าอก
能否,我不知道能否成功。,I don't know whether it will succeed.,ฉันไม่รู้ว่าจะสำเร็จได้ไหม
能量,太阳释放巨大能量。,The sun releases enormous energy.,ดวงอาทิตย์ปล่อยพลังงานมหาศาล
脂肪,运动可以减少脂肪。,Exercise can reduce fat.,การออกกำลังกายช่วยลดไขมันได้
脆,这块饼干很脆。,This cookie is very crispy.,คุกกี้ชิ้นนี้กรอบมาก
脆弱,玻璃的材质十分脆弱。,Glass is a very fragile material.,แก้วเป็นวัสดุที่เปราะบางมาก
脑子,他脑子转得很快。,His mind works very fast.,หัวของเขาแล่นเร็วมาก
脑海,这件事浮现在脑海。,This matter surfaced in my mind.,เรื่องนี้ผุดขึ้นมาในหัว
脑筋,这道题很费脑筋。,This problem really taxes the brain.,โจทย์ข้อนี้ต้องใช้สมองมาก
脑袋,他挠了挠脑袋。,He scratched his head.,เขาเกาหัว
脚步,她听见楼梯上传来脚步声。,She heard footsteps coming from the stairs.,เธอได้ยินเสียงฝีเท้าดังมาจากบันได
脱,进屋前请脱鞋。,Please take off your shoes before entering.,กรุณาถอดรองเท้าก่อนเข้าบ้าน
脱口而出,他脱口而出说了实话。,He blurted out the truth.,เขาหลุดปากพูดความจริงออกมา
脱身,他想尽办法从麻烦中脱身。,He tried every way to extricate himself from the trouble.,เขาพยายามทุกวิถีทางเพื่อปลีกตัวออกจากปัญหา
腐蚀,铁容易被雨水腐蚀。,Iron easily corrodes from rainwater.,เหล็กถูกน้ำฝนกัดกร่อนได้ง่าย
腐败,政府严厉打击腐败。,The government cracks down harshly on corruption.,รัฐบาลปราบปรามการทุจริตอย่างเข้มงวด
腰,他弯腰捡起钥匙。,He bent down to pick up the key.,เขาก้มเอวลงเก็บกุญแจ
腹部,他腹部感到疼痛。,He felt pain in his abdomen.,เขารู้สึกปวดที่ช่องท้อง
膜,手机屏幕上贴着一层膜。,A film is applied on the phone screen.,หน้าจอมือถือติดฟิล์มไว้ชั้นหนึ่ง
膨胀,气球受热会膨胀。,Balloons expand when heated.,ลูกโป่งจะพองตัวเมื่อโดนความร้อน
自主,学生可以自主选课。,Students can choose courses independently.,นักเรียนสามารถเลือกวิชาเรียนได้ด้วยตัวเอง
自从,自从毕业后他很忙。,He's been busy since graduating.,ตั้งแต่เรียนจบมาเขาก็ยุ่งมาก
自以为是,他总是自以为是。,He always thinks he's right.,เขาชอบคิดว่าตัวเองถูกอยู่เสมอ
自信心,这次成功增强了他的自信心。,This success boosted his self-confidence.,ความสำเร็จครั้งนี้ช่วยเพิ่มความมั่นใจในตัวเองให้เขา
自助,这是一家自助餐厅。,This is a self-service restaurant.,ที่นี่เป็นร้านอาหารแบบบริการตัวเอง
自卫,他学会了自卫技巧。,He learned self-defense skills.,เขาเรียนรู้ทักษะการป้องกันตัว
自发,大家自发组织了活动。,Everyone spontaneously organized the event.,ทุกคนรวมตัวกันจัดกิจกรรมขึ้นเอง
自学,他靠自学考上了大学。,He got into university through self-study.,เขาสอบเข้ามหาวิทยาลัยได้ด้วยการเรียนด้วยตัวเอง
自愿,他自愿参加了志愿活动。,He voluntarily joined the volunteer activity.,เขาสมัครใจเข้าร่วมกิจกรรมอาสา
自杀,他企图自杀未遂。,He attempted suicide but failed.,เขาพยายามฆ่าตัวตายแต่ไม่สำเร็จ
自然界,自然界的规律很奇妙。,The laws of nature are marvelous.,กฎของธรรมชาติช่างน่าอัศจรรย์
自然而然,时间久了，感情自然而然就变深了。,"As time passes, feelings naturally deepen.",พอเวลาผ่านไปนานๆ ความรู้สึกก็ลึกซึ้งขึ้นเองตามธรรมชาติ
自由自在,小鸟自由自在地飞翔。,The bird flies freely and joyfully.,นกน้อยบินไปอย่างอิสระเสรี
自私,他这样做太自私了。,It's too selfish of him to do that.,เขาทำแบบนี้เห็นแก่ตัวเกินไป
自立,他很小就学会自立。,He learned to be self-reliant at a young age.,เขาเรียนรู้ที่จะพึ่งพาตัวเองตั้งแต่ยังเล็ก
自豪,父母为他感到自豪。,His parents are proud of him.,พ่อแม่รู้สึกภูมิใจในตัวเขา
至关重要,健康至关重要。,Health is of vital importance.,สุขภาพเป็นสิ่งที่สำคัญอย่างยิ่ง
致,事故是疲劳驾驶所致。,The accident was caused by fatigued driving.,อุบัติเหตุเกิดจากการขับรถขณะเหนื่อยล้า
致使,大雨致使道路被淹。,The heavy rain caused the road to flood.,ฝนตกหนักทำให้ถนนถูกน้ำท่วม
致力于,他致力于环境保护工作。,He is dedicated to environmental protection work.,เขาทุ่มเทให้กับงานอนุรักษ์สิ่งแวดล้อม
致富,村民靠种茶致富了。,The villagers grew rich by growing tea.,ชาวบ้านร่ำรวยขึ้นจากการปลูกชา
舌头,他不小心咬到了舌头。,He accidentally bit his tongue.,เขาเผลอกัดลิ้นตัวเอง
航行,轮船正在海上航行。,The ship is sailing on the sea.,เรือกำลังแล่นอยู่กลางทะเล
航运,这座城市航运业发达。,This city has a well-developed shipping industry.,เมืองนี้มีอุตสาหกรรมการขนส่งทางเรือที่เจริญมาก
舱,乘客都进了船舱。,The passengers all entered the cabin.,ผู้โดยสารเข้าไปในห้องโดยสารของเรือกันหมดแล้ว
船舶,港口停靠许多船舶。,Many ships dock at the port.,มีเรือหลายลำจอดเทียบท่าอยู่ที่ท่าเรือ
艘,港口停着一艘大船。,A large ship is docked at the port.,มีเรือใหญ่ลำหนึ่งจอดอยู่ที่ท่าเรือ
良性,这次改革是良性的。,This reform is beneficial.,การปฏิรูปครั้งนี้เป็นไปในทางที่ดี
艰辛,创业的过程十分艰辛。,Starting a business is extremely arduous.,เส้นทางการเริ่มต้นธุรกิจนั้นยากลำบากมาก
艳丽,花朵颜色十分艳丽。,The flowers are very brightly colored.,สีของดอกไม้สดใสฉูดฉาดมาก
艺人,他是有名的艺人。,He is a well-known entertainer.,เขาเป็นศิลปินที่มีชื่อเสียง
节假日,节假日商场人特别多。,There are especially many people at the mall on public holidays.,ช่วงวันหยุดเทศกาล ห้างสรรพสินค้าคนเยอะเป็นพิเศษ
节奏,这首歌的节奏很快。,This song has a fast rhythm.,เพลงนี้จังหวะเร็วมาก
节气,立春是一个节气。,Start of Spring is a solar term.,ลี่ชุนเป็นหนึ่งในสารทตามปฏิทินจีน
节省,我们应该节省用水。,We should conserve water.,เราควรประหยัดน้ำ
芝麻,这个饼上撒了芝麻。,This pancake is sprinkled with sesame.,ขนมแป้งชิ้นนี้โรยงาไว้ด้วย
芬芳,花园里花朵芬芳迷人。,The flowers in the garden are fragrant and charming.,ดอกไม้ในสวนหอมกรุ่นน่าหลงใหล
芭蕾,她从小学习芭蕾舞。,She has studied ballet since childhood.,เธอเรียนบัลเล่ต์มาตั้งแต่เด็ก
花样,这道菜的花样很多。,This dish comes in many varieties.,อาหารจานนี้มีลูกเล่นหลากหลาย
花瓣,风吹落了花瓣。,The wind blew the petals off.,ลมพัดกลีบดอกไม้ร่วงหล่น
花纹,这块布料上印着精美的花纹。,This fabric is printed with an exquisite pattern.,ผ้าผืนนี้พิมพ์ลวดลายสวยงามประณีต
花费,这次旅行花费不少。,This trip cost quite a lot.,ทริปนี้ใช้เงินไปไม่น้อย
苗,农民种下了树苗。,The farmer planted saplings.,ชาวนาปลูกต้นกล้าลงไป
苗条,她的身材很苗条。,She has a slim figure.,รูปร่างของเธอเพรียวบาง
苦恼,这个问题让他很苦恼。,This problem troubles him greatly.,ปัญหานี้ทำให้เขากลุ้มใจมาก
苦难,他经历了很多苦难。,He has experienced much suffering.,เขาผ่านความทุกข์ยากมามากมาย
英雄,他是大家心中的英雄。,He is a hero in everyone's heart.,เขาคือฮีโร่ในใจของทุกคน
茂密,山上长满茂密的树林。,The mountain is covered with dense forest.,บนภูเขาปกคลุมไปด้วยป่าไม้หนาทึบ
茶叶,这罐茶叶很香。,This tin of tea leaves smells great.,ใบชากระปุกนี้หอมมาก
草坪,孩子们在草坪上玩耍。,The children play on the lawn.,เด็กๆ เล่นกันอยู่บนสนามหญ้า
荒凉,这片沙漠十分荒凉。,This desert is very desolate.,ทะเลทรายผืนนี้เวิ้งว้างมาก
荒诞,这个说法太荒诞了。,This claim is too absurd.,คำกล่าวอ้างนี้เหลวไหลเกินไป
荣幸,认识你我感到荣幸。,I feel honored to know you.,ฉันรู้สึกเป็นเกียรติที่ได้รู้จักคุณ
荣誉,他为国家赢得了荣誉。,He won honor for his country.,เขาสร้างเกียรติยศให้กับประเทศ
药方,医生开了一张药方。,The doctor wrote a prescription.,หมอเขียนใบสั่งยาให้
药物,他每天按时服用药物。,He takes medicine on schedule every day.,เขากินยาตรงเวลาทุกวัน
获取,学生通过学习获取知识。,Students gain knowledge through study.,นักเรียนได้รับความรู้จากการเรียน
获奖,这部电影成功获奖。,This movie successfully won an award.,หนังเรื่องนี้คว้ารางวัลมาได้สำเร็จ
菜市场,妈妈去菜市场买菜。,Mom went to the market to buy vegetables.,แม่ไปตลาดสดซื้อผัก
萎缩,经济增长明显萎缩。,Economic growth has clearly shrunk.,การเติบโตทางเศรษฐกิจหดตัวลงอย่างเห็นได้ชัด
营造,学校努力营造学习氛围。,The school works hard to create a learning atmosphere.,โรงเรียนพยายามสร้างบรรยากาศการเรียนรู้
落,树叶慢慢落下。,The leaves slowly fall down.,ใบไม้ค่อยๆ ร่วงหล่นลงมา
落后,他的成绩渐渐落后了。,His grades gradually fell behind.,ผลการเรียนของเขาค่อยๆ ตามหลังคนอื่น
蓝图,他描绘了未来蓝图。,He painted a blueprint for the future.,เขาวาดพิมพ์เขียวแห่งอนาคตเอาไว้
蔓延,火势迅速向四周蔓延。,The fire rapidly spread in all directions.,ไฟลุกลามไปรอบทิศอย่างรวดเร็ว
蕴藏,这片土地蕴藏着宝藏。,This land holds a treasure within it.,ผืนดินแห่งนี้มีขุมทรัพย์ซ่อนอยู่
薪水,他每月准时领薪水。,He receives his salary on time every month.,เขารับเงินเดือนตรงเวลาทุกเดือน
藏,他把礼物藏了起来。,He hid the gift away.,เขาซ่อนของขวัญเอาไว้
藏身,他躲进树林藏身。,He hid himself in the woods.,เขาหลบเข้าไปซ่อนตัวในป่า
