hanzi,sentence,en,th_final
不必,你不必担心。,You don't need to worry.,เธอไม่ต้องเป็นห่วงหรอก
不怎么,我对足球不怎么感兴趣。,I'm not particularly interested in soccer.,ฉันไม่ค่อยสนใจฟุตบอลเท่าไร
不怎么样,这部电影拍得不怎么样。,This movie wasn't very well made.,หนังเรื่องนี้ถ่ายทำออกมาได้งั้นๆ
不慎,他一时不慎摔伤了腿。,He carelessly fell and hurt his leg.,เขาเผลอไม่ระวังเลยหกล้มขาเจ็บ
不懈,他不懈努力终于成功。,He worked tirelessly and finally succeeded.,เขาพยายามอย่างไม่ลดละจนสำเร็จในที่สุด
不料,不料半路突然下起雨来。,Unexpectedly,ไม่คาดคิดว่ากลางทางจู่ๆ ฝนจะตกลงมา
不时,他不时抬头看窗外。,He glanced out the window from time to time.,เขาเงยหน้ามองนอกหน้าต่างเป็นระยะๆ
不易,这件事不易解决。,This matter is not easy to resolve.,เรื่องนี้แก้ไม่ง่ายเลย
不景气,最近经济十分不景气。,The economy has been quite sluggish recently.,ช่วงนี้เศรษฐกิจซบเซาอย่างหนัก
不服,他对判决表示不服。,He expressed disagreement with the verdict.,เขาแสดงท่าทีไม่ยอมรับคำตัดสิน
不服气,输了比赛他仍然不服气。,Even after losing the match,ถึงจะแพ้การแข่งขัน เขาก็ยังไม่ยอมรับอยู่ดี
不止,参加的人不止十个。,More than ten people took part.,คนที่เข้าร่วมไม่ใช่แค่สิบคน
不然,快点出发，不然要迟到了。,Hurry up and leave,รีบไปเถอะ ไม่งั้นจะสายแล้ว
不用说,不用说，大家都知道答案。,Needless to say,ไม่ต้องพูดก็รู้ ทุกคนรู้คำตอบดีอยู่แล้ว
不相上下,两支球队的实力不相上下。,The two teams are evenly matched in strength.,ทั้งสองทีมฝีมือสูสีไม่แพ้กัน
不禁,她不禁笑了起来。,She couldn't help laughing.,เธออดหัวเราะออกมาไม่ได้
不算,这个价格不算贵。,This price isn't really expensive.,ราคานี้ไม่ถือว่าแพง
不约而同,大家不约而同地鼓起掌来。,Everyone spontaneously burst into applause at the same time.,ทุกคนปรบมือขึ้นพร้อมกันโดยไม่ได้นัดหมาย
不能不,面对困难他不能不努力。,"Facing difficulties, he had no choice but to work hard.",พอเจออุปสรรค เขาก็ต้องพยายามอย่างเลี่ยงไม่ได้
不至于,事情还不至于那么糟糕。,Things aren't quite that bad yet.,เรื่องยังไม่ถึงกับเลวร้ายขนาดนั้น
不起眼,这家小店很不起眼。,This little shop is quite unremarkable.,ร้านเล็กๆ ร้านนี้ดูธรรมดาไม่สะดุดตาเลย
不适,他今天感到身体不适。,He feels unwell today.,วันนี้เขารู้สึกไม่สบายตัว
不顾,他不顾危险跳入水中救人。,Disregarding the danger,เขาไม่คำนึงถึงอันตราย กระโดดลงน้ำไปช่วยคน
与众不同,她的穿着风格与众不同。,Her style of dress stands out from the crowd.,สไตล์การแต่งตัวของเธอไม่เหมือนใคร
与其,与其抱怨，不如努力改变。,Rather than complain,แทนที่จะเอาแต่บ่น สู้พยายามเปลี่ยนแปลงจะดีกว่า
与否,成功与否取决于努力。,Whether one succeeds or not depends on effort.,จะสำเร็จหรือไม่ขึ้นอยู่กับความพยายาม
与日俱增,他的名气与日俱增。,His fame grows with each passing day.,ชื่อเสียงของเขานับวันยิ่งเพิ่มขึ้น
丑,这只小狗长得真丑。,This puppy looks really ugly.,ลูกหมาตัวนี้หน้าตาน่าเกลียดจริงๆ
丑闻,这家公司爆出丑闻。,This company was hit by a scandal.,บริษัทนี้มีข่าวอื้อฉาวโผล่ออกมา
专人,公司派专人负责此事。,The company assigned a dedicated person to handle this matter.,บริษัทส่งเจ้าหน้าที่เฉพาะมารับผิดชอบเรื่องนี้
专注,她学习时非常专注。,She is very focused when studying.,เวลาเรียนเธอมีสมาธิจดจ่อมาก
专长,编程是他的专长。,Programming is his specialty.,การเขียนโปรแกรมคือความถนัดพิเศษของเขา
世代,这门手艺世代相传。,This craft has been passed down for generations.,งานฝีมือนี้สืบทอดกันมารุ่นสู่รุ่น
世故,他为人处事十分世故。,He is very worldly in how he handles things.,เขาเป็นคนเจนโลกในการวางตัวและการเข้าสังคมมาก
世界杯,他们在看世界杯。,They are watching the World Cup.,พวกเขากำลังดูฟุตบอลโลกกันอยู่
业余,他业余时间喜欢画画。,In his spare time,ยามว่างนอกเวลางานเขาชอบวาดรูป
业务,公司业务发展很快。,The company's business is growing fast.,กิจการของบริษัทเติบโตเร็วมาก
业绩,他今年的业绩十分突出。,His performance this year has been outstanding.,ผลงานปีนี้ของเขาโดดเด่นมาก
丛林,探险队深入丛林寻找宝藏。,The expedition team went deep into the jungle to search for treasure.,คณะสำรวจบุกลึกเข้าไปในป่าดงดิบเพื่อค้นหาสมบัติ
东北,他来自中国东北。,He is from northeast China.,เขามาจากภาคตะวันออกเฉียงเหนือของจีน
东南,台风正向东南移动。,The typhoon is moving toward the southeast.,ไต้ฝุ่นกำลังเคลื่อนตัวไปทางทิศตะวันออกเฉียงใต้
东方,太阳从东方升起。,The sun rises in the east.,ดวงอาทิตย์ขึ้นทางทิศตะวันออก
东部,我们住在东部地区。,We live in the eastern region.,เราอาศัยอยู่ในเขตภาคตะวันออก
丝,蜘蛛吐出一根细丝。,The spider spun out a fine thread.,แมงมุมพ่นเส้นใยบางๆ ออกมาเส้นหนึ่ง
丝毫,他丝毫没有察觉危险。,He didn't notice the danger in the slightest.,เขาไม่ทันสังเกตอันตรายแม้แต่น้อย
丝绸,这条围巾是丝绸做的。,This scarf is made of silk.,ผ้าพันคอผืนนี้ทำจากผ้าไหม
丢失,他不小心丢失了钱包。,He accidentally lost his wallet.,เขาทำกระเป๋าเงินหายโดยไม่ตั้งใจ
丢掉,请把这些垃圾丢掉。,Please throw away this trash.,ช่วยเอาขยะพวกนี้ไปทิ้งหน่อย
丢脸,考试不及格让他丢脸。,Failing the exam made him lose face.,การสอบตกทำให้เขาเสียหน้า
严厉,老师严厉地批评了他。,The teacher criticized him severely.,ครูดุว่าเขาอย่างเข้มงวดรุนแรง
严密,这个计划安排得十分严密。,This plan was arranged very tightly and carefully.,แผนนี้ถูกวางไว้อย่างรัดกุมมาก
丧失,事故使他丧失了记忆。,The accident caused him to lose his memory.,อุบัติเหตุทำให้เขาสูญเสียความทรงจำ
个儿,他个儿真高。,He's really tall.,เขาตัวสูงจริงๆ
个性,她的个性很独特。,Her personality is very unique.,บุคลิกเฉพาะตัวของเธอโดดเด่นมาก
中介,我们通过中介租房。,We rented the apartment through an agent.,เราเช่าบ้านผ่านนายหน้า
中医,他相信中医能治病。,He believes Chinese medicine can cure illness.,เขาเชื่อว่าแพทย์แผนจีนรักษาโรคได้
中华,中华文化源远流长。,"Chinese culture has a long, deep history.",วัฒนธรรมจีนสืบทอดยาวนานมีรากลึก
中华民族,中华民族历史悠久。,The Chinese nation has a long history.,ชนชาติจีนมีประวัติศาสตร์อันยาวนาน
中外,这本书吸引了中外读者。,This book has attracted readers both in China and abroad.,หนังสือเล่มนี้ดึงดูดผู้อ่านทั้งชาวจีนและชาวต่างชาติ
中奖,他买彩票中奖了。,He bought a lottery ticket and won a prize.,เขาซื้อลอตเตอรี่แล้วถูกรางวัล
中断,会议因停电而中断。,The meeting was interrupted by a power outage.,การประชุมหยุดชะงักเพราะไฟดับ
中期,项目已进入中期阶段。,The project has entered its middle stage.,โครงการเข้าสู่ช่วงกลางแล้ว
中药,他每天坚持喝中药。,He drinks traditional Chinese medicine every day without fail.,เขาดื่มยาจีนทุกวันไม่เคยขาด
中部,这座城市在中部地区。,This city is in the central region.,เมืองนี้ตั้งอยู่ในเขตภาคกลาง
中餐,他更喜欢吃中餐。,He prefers eating Chinese food.,เขาชอบกินอาหารจีนมากกว่า
丰厚,这份工作待遇十分丰厚。,This job offers very generous compensation.,งานนี้ให้ผลตอบแทนงดงามมาก
丰富多彩,大学生活丰富多彩。,College life is rich and colorful.,ชีวิตในมหาวิทยาลัยมีสีสันหลากหลาย
丰收,今年农民迎来丰收。,Farmers had a bumper harvest this year.,ปีนี้ชาวนาเก็บเกี่ยวได้ผลผลิตอุดมสมบูรณ์
丰满,秋天到了，稻穗丰满。,Autumn has arrived,ฤดูใบไม้ร่วงมาถึงแล้ว รวงข้าวเต่งอิ่ม
串,她把珠子串成项链。,She strung the beads into a necklace.,เธอร้อยลูกปัดเป็นสร้อยคอ
临,我们临窗而坐聊天。,We sat facing the window and chatted.,เรานั่งคุยกันตรงริมหน้าต่าง
丸,医生给他开了几丸药。,The doctor prescribed him a few pills.,หมอจ่ายยาลูกกลอนให้เขาไปหลายเม็ด
为期,培训为期三个月。,The training lasts three months.,การอบรมมีกำหนดสามเดือน
为止,比赛到今天为止结束。,The competition ends as of today.,การแข่งขันสิ้นสุดลงนับถึงวันนี้
为此,为此他专门道了歉。,For this reason he specially apologized.,ด้วยเหตุนี้เขาจึงขอโทษเป็นพิเศษ
为难,别再为难他了。,Stop putting him in a bind.,อย่าทำให้เขาลำบากใจอีกเลย
主,谁是这片土地的主？,Who is the owner of this land?,ใครเป็นเจ้าของที่ดินผืนนี้?
主人公,小说的主人公很勇敢。,The novel's protagonist is very brave.,ตัวเอกของนิยายเรื่องนี้กล้าหาญมาก
主导,科技正主导着经济发展。,Technology is now dominating economic development.,เทคโนโลยีกำลังมีบทบาทนำในการพัฒนาเศรษฐกิจ
主张,他主张早点出发。,He advocates leaving early.,เขาเห็นควรให้ออกเดินทางแต่เช้า
主流,环保已成为社会主流。,Environmental protection has become mainstream in society.,การรักษ์สิ่งแวดล้อมกลายเป็นกระแสหลักของสังคมไปแล้ว
主演,她主演了这部电影。,She starred in this movie.,เธอแสดงนำในหนังเรื่องนี้
主管,他是这个部门的主管。,He is the head of this department.,เขาเป็นหัวหน้าแผนกนี้
主观,你的看法太主观了。,Your opinion is too subjective.,ความคิดเห็นของเธอเป็นอัตวิสัยเกินไป
主角,她在这部电影里演主角。,She plays the lead role in this movie.,ในหนังเรื่องนี้เธอรับบทเป็นตัวเอก
主食,米饭是中国人的主食。,Rice is the staple food of Chinese people.,ข้าวสวยเป็นอาหารหลักของคนจีน
举世闻名,长城举世闻名。,The Great Wall is world-famous.,กำแพงเมืองจีนมีชื่อเสียงไปทั่วโลก
举动,他的举动引起了怀疑。,His behavior aroused suspicion.,พฤติการณ์ของเขาทำให้คนเริ่มสงสัย
举手,有问题请举手提问。,"If you have a question, please raise your hand.",หากมีคำถามให้ยกมือขึ้นถาม
乃至,全班乃至全校都知道了。,"The whole class, and even the whole school, found out.",ทั้งชั้นเรียนกระทั่งทั้งโรงเรียนต่างก็รู้กันหมด
义务,纳税是公民的义务。,Paying taxes is a citizen's duty.,การเสียภาษีเป็นหน้าที่ของพลเมือง
之下,在老师帮助之下他进步了。,"Under the teacher's help, he improved.",ภายใต้การช่วยเหลือของครู เขาพัฒนาขึ้น
之中,他在人群之中。,He is among the crowd.,เขาอยู่ท่ามกลางฝูงชน
之内,请在三天之内回复。,Please reply within three days.,ช่วยตอบกลับภายในสามวัน
之类,他喜欢篮球、足球之类的运动。,He likes sports like basketball,เขาชอบกีฬาจำพวกบาสเกตบอล ฟุตบอล อะไรทำนองนั้น
乐器,钢琴是常见的乐器。,The piano is a common musical instrument.,เปียโนเป็นเครื่องดนตรีที่พบเห็นได้ทั่วไป
乐意,我很乐意帮助你。,I am very willing to help you.,ฉันยินดีช่วยเธอมาก
乖,这只小狗特别乖。,This little dog is very well-behaved.,ลูกหมาตัวนี้เชื่อฟังมากเป็นพิเศษ
乘,他每天乘公交上班。,He takes the bus to work every day.,เขานั่งรถเมล์ไปทำงานทุกวัน
乘车,请大家排队乘车。,Please everyone line up to board the vehicle.,ขอให้ทุกคนเข้าแถวขึ้นรถ
也就是说,也就是说他不同意。,"In other words, he disagrees.",พูดอีกอย่างก็คือเขาไม่เห็นด้วย
乡,他决定回乡种地。,He decided to return to the countryside to farm.,เขาตัดสินใจกลับบ้านเกิดไปทำไร่ทำนา
乡村,他退休后搬到乡村生活。,After retiring,หลังเกษียณเขาย้ายไปใช้ชีวิตในชนบท
书桌,他坐在书桌前写作业。,He sat at the desk doing homework.,เขานั่งทำการบ้านอยู่ที่โต๊ะเขียนหนังสือ
书籍,图书馆里书籍很丰富。,The library has a rich collection of books.,ในห้องสมุดมีหนังสือหลากหลายมากมาย
予以,学校将予以奖励。,The school will give a reward.,ทางโรงเรียนจะมอบรางวัลให้
争,兄弟俩为了玩具争起来。,The brothers started fighting over the toy.,สองพี่น้องแย่งของเล่นกันขึ้นมา
争先恐后,大家争先恐后地报名。,Everyone rushed to sign up first.,ทุกคนแย่งกันสมัครกลัวจะช้ากว่าคนอื่น
争分夺秒,医生们争分夺秒地抢救。,Doctors raced against time to save him.,เหล่าหมอชิงทุกวินาทีเร่งช่วยชีวิตคนไข้
争吵,兄弟俩因小事争吵起来。,The two brothers started quarreling over a trivial matter.,สองพี่น้องทะเลาะกันเพราะเรื่องเล็กน้อย
争夺,两队激烈争夺冠军。,The two teams fiercely contested the title.,สองทีมแย่งชิงตำแหน่งแชมป์กันอย่างดุเดือด
争执,他们为小事争执起来。,They started arguing over a small matter.,พวกเขาโต้เถียงกันเพราะเรื่องเล็กน้อย
争气,他发誓一定要争气。,He vowed he would prove himself.,เขาสาบานว่าจะต้องพิสูจน์ตัวเองให้ได้
争议,这项政策引发了争议。,This policy sparked controversy.,นโยบายนี้จุดชนวนข้อถกเถียง
争论,他们为此争论不休。,They argued endlessly about this.,พวกเขาถกเถียงกันเรื่องนี้ไม่รู้จบ
事实上,事实上他并不知道。,"In fact, he didn't know.",ที่จริงแล้วเขาไม่รู้เรื่องเลย
事故,路口发生了交通事故。,A traffic accident occurred at the intersection.,เกิดอุบัติเหตุทางถนนขึ้นที่สี่แยก
事迹,他的英雄事迹广为流传。,His heroic deeds are widely known.,วีรกรรมของเขาเลื่องลือกันแพร่หลาย
云,天空飘着几朵白云。,A few white clouds drift across the sky.,บนท้องฟ้ามีเมฆขาวลอยอยู่ไม่กี่ก้อน
互信,双方应建立长期互信。,Both sides should build long-term mutual trust.,ทั้งสองฝ่ายควรสร้างความไว้ใจซึ่งกันและกันในระยะยาว
互补,他们的性格正好互补。,Their personalities complement each other perfectly.,นิสัยของพวกเขาเติมเต็มกันได้พอดี
五,教室里坐着五个学生。,Five students sit in the classroom.,ในห้องเรียนมีนักเรียนนั่งอยู่ห้าคน
五花八门,展会上的商品五花八门。,The goods at the exhibition were of every conceivable kind.,สินค้าในงานมีสารพัดชนิดหลากหลาย
井,村口有一口古老的井。,There is an old well at the village entrance.,ตรงปากทางเข้าหมู่บ้านมีบ่อน้ำเก่าแก่อยู่บ่อหนึ่ง
交换,我们交换了礼物。,We exchanged gifts.,เราแลกเปลี่ยนของขวัญกัน
交界,这里是两省的交界处。,This is the border between two provinces.,ที่นี่เป็นเขตรอยต่อของสองมณฑล
亦,他会说英语，亦懂法语。,"He speaks English, and also knows French.",เขาพูดภาษาอังกฤษได้ ทั้งยังเข้าใจภาษาฝรั่งเศสด้วย
产业,旅游产业发展迅速。,The tourism industry is developing rapidly.,อุตสาหกรรมท่องเที่ยวเติบโตอย่างรวดเร็ว
产地,请注明产品产地。,Please indicate the product's place of origin.,ช่วยระบุแหล่งผลิตของสินค้าด้วย
产物,这是时代发展的产物。,This is a product of the development of the times.,นี่คือผลผลิตจากการพัฒนาของยุคสมัย
产量,今年小麦产量很高。,This year's wheat output is very high.,ปีนี้ปริมาณผลผลิตข้าวสาลีสูงมาก
享有,这里享有很高的声誉。,This place enjoys a very high reputation.,ที่นี่มีชื่อเสียงเป็นที่ยกย่องอย่างสูง
亲,他亲手做了这份礼物。,He made this gift with his own hands.,เขาลงมือทำของขวัญชิ้นนี้ด้วยมือตัวเอง
亲切,老师对学生非常亲切。,The teacher is very kind to the students.,ครูเป็นกันเองและอบอุ่นกับนักเรียนมาก
亲密,他们俩关系很亲密。,The two of them have a close relationship.,ทั้งสองคนมีความสัมพันธ์ที่สนิทสนมกันมาก
亲爱,亲爱的朋友你好吗。,"Dear friend, how are you?",เพื่อนรัก สบายดีไหม?
亲眼,我亲眼看到了那件事。,I saw that happen with my own eyes.,ฉันเห็นเหตุการณ์นั้นกับตาตัวเอง
亲近,孩子和奶奶特别亲近。,The child is especially close to grandma.,เด็กคนนี้สนิทกับคุณย่าเป็นพิเศษ
人事,她在人事部工作。,She works in the human resources department.,เธอทำงานอยู่ในฝ่ายบุคคล
人力,这项工程需要大量人力。,This project requires a large amount of manpower.,โครงการนี้ต้องใช้กำลังคนจำนวนมาก
人口,这座城市人口众多。,This city has a large population.,เมืองนี้มีประชากรจำนวนมาก
人士,许多知名人士出席了。,Many well-known figures attended.,บุคคลผู้มีชื่อเสียงจำนวนมากมาร่วมงาน
人工,这是一片人工湖。,This is an artificial lake.,นี่เป็นทะเลสาบที่มนุษย์สร้างขึ้น
人性,这部小说深刻揭示了人性。,This novel deeply reveals human nature.,นิยายเรื่องนี้เผยธรรมชาติของมนุษย์อย่างลึกซึ้ง
人手,工地上现在缺人手。,The construction site is short of manpower right now.,ตอนนี้ไซต์ก่อสร้างขาดแรงคนอยู่
人格,诚实是一种人格魅力。,Honesty is a kind of personal charm.,ความซื่อสัตย์เป็นเสน่ห์อย่างหนึ่งของบุคลิกภาพ
人民,政府应该为人民服务。,The government should serve the people.,รัฐบาลควรรับใช้ประชาชน
人群,广场上挤满了人群。,The square was packed with crowds.,ที่ลานกว้างแน่นขนัดไปด้วยฝูงชน
人选,公司还没确定人选。,The company hasn't decided on a candidate yet.,บริษัทยังไม่ได้เลือกตัวบุคคลที่เหมาะสม
人造,这颗是人造卫星。,This is a man-made satellite.,ดวงนี้เป็นดาวเทียมที่มนุษย์สร้างขึ้น
仅仅,这仅仅是开始。,This is only the beginning.,นี่เป็นเพียงแค่จุดเริ่มต้นเท่านั้น
今日,今日事今日毕。,Finish today's work today.,เรื่องของวันนี้ทำให้เสร็จในวันนี้
仍旧,多年过去，他仍旧住在这里。,Many years have passed,หลายปีผ่านไป เขาก็ยังคงอยู่ที่นี่เหมือนเดิม
从中,他从中得到了不少启发。,He gained a lot of inspiration from it.,เขาได้แรงบันดาลใจจากเรื่องนั้นไม่น้อย
从早到晚,她从早到晚忙个不停。,She's busy nonstop from morning till night.,เธอยุ่งไม่หยุดตั้งแต่เช้าจรดค่ำ
从未,他从未去过北京。,He has never been to Beijing.,เขาไม่เคยไปปักกิ่งเลยสักครั้ง
仓库,货物都存放在仓库里。,The goods are all stored in the warehouse.,สินค้าทั้งหมดถูกเก็บไว้ในโกดัง
付,我来付这顿饭的钱。,I'll pay for this meal.,มื้อนี้ฉันจ่ายเอง
付款,请在网上付款。,Please pay online.,ช่วยชำระเงินผ่านทางออนไลน์
代,他代父亲出席。,He attended on his father's behalf.,เขาไปร่วมงานแทนพ่อ
以便,请提前预约以便安排。,Please book in advance so we can arrange things.,ช่วยจองล่วงหน้าเพื่อให้จัดเตรียมได้สะดวก
以免,请带伞以免淋雨。,Bring an umbrella to avoid getting rained on.,เอาร่มไปด้วยเพื่อไม่ให้เปียกฝน
以内,请在十分钟以内完成。,Please finish within ten minutes.,ช่วยทำให้เสร็จภายในสิบนาที
