hanzi,sentence,en
激励,老师激励学生努力。,The teacher encourages students to work hard.
灵感,音乐给了他灵感。,Music gave him inspiration.
照射,阳光照射大地。,Sunlight shines on the earth.
照样,他照样每天跑步。,He runs every day as usual.
物美价廉,这些商品物美价廉。,These goods are good quality and cheap.
甚,这消息甚好。,This news is very good.
的确,他的确很聪明。,He is indeed very smart.
睡不着,我今晚睡不着觉。,I can't fall asleep tonight.
神话,这个神话很有名。,This legend is very famous.
称做,他被称做专家。,He is called an expert.
等于,三加二等于五。,Three plus two equals five.
精华,这是全书的精华。,This is the essence of the whole book.
终究,他终究会明白。,He will understand in the end.
置于,请把书置于桌上。,Please place the book on the table.
联合,两国决定联合起来。,The two countries decided to join together.
自古以来,自古以来人们敬天。,"Since ancient times, people have revered heaven."
融洽,他们关系很融洽。,Their relationship is very harmonious.
袭,士兵袭击敌营。,The soldiers attacked the enemy camp.
观念,他的观念很传统。,His ideas are very traditional.
视,老师视学生如子女。,The teacher regards students as her own children.
认同,我认同这个观点。,I agree with this viewpoint.
贡献,他为国家做贡献。,He makes contributions to the country.
转折,这是人生的转折点。,This is a turning point in life.
遮挡,大树遮挡了阳光。,The big tree blocks the sunlight.
部门,他在销售部门工作。,He works in the sales department.
长久,友谊需要长久维持。,Friendship needs long-term maintenance.
阻碍,大雨阻碍了交通。,The heavy rain obstructed traffic.
首,他首次获得冠军。,He won the championship for the first time.
不便,交通不便很麻烦。,Inconvenient transportation is troublesome.
世界各地,游客来自世界各地。,Tourists come from all over the world.
两者,两者都很重要。,Both of them are important.
主题,这幅画主题鲜明。,This painting has a clear theme.
介于,温度介于零度和十度之间。,The temperature is between zero and ten degrees.
代价,成功需要付出代价。,Success requires paying a price.
优势,他有明显的优势。,He has an obvious advantage.
传递,他传递了这个消息。,He passed on this message.
体会,我体会到生活的美。,I came to appreciate the beauty of life.
例,请举一个例子。,Please give an example.
倍,这个比那个大三倍。,This one is three times bigger than that one.
借助,他借助工具完成了任务。,He completed the task with the help of tools.
充实,他的生活很充实。,His life is very fulfilling.
全国,全国人民庆祝节日。,People across the whole nation celebrate the festival.
再次,他再次获得冠军。,He won the championship again.
创意,这个广告很有创意。,This advertisement is very creative.
创新,公司鼓励员工创新。,The company encourages employees to innovate.
制成,这些布料制成了衣服。,This fabric was made into clothes.
加以,问题需要加以解决。,The problem needs to be addressed.
区,这是安静的住宅区。,This is a quiet residential area.
占有,他占有很多资源。,He possesses a lot of resources.
发达,这个城市很发达。,This city is very developed.
启示,这件事给我启示。,This matter gave me an insight.
呈,他呈上一份报告。,He submitted a report.
呼吸,深呼吸让人放松。,Deep breathing helps people relax.
喜,他喜静不喜动。,He prefers being quiet to being active.
在乎,我不在乎结果。,I don't care about the result.
在意,他很在意别人的看法。,He cares a lot about other people's opinions.
坚定,她的信念非常坚定。,Her belief is very firm.
处境,他的处境非常危险。,His situation is very dangerous.
夜晚,夜晚的星空很美。,The night sky is beautiful.
好处,运动对身体有好处。,Exercise has benefits for the body.
客户,这位客户很满意服务。,This customer is very satisfied with the service.
宴席,今晚的宴席十分丰盛。,Tonight's banquet is very sumptuous.
宽容,老师对学生很宽容。,The teacher is very tolerant of the students.
寺庙,这座寺庙历史悠久。,This temple has a long history.
尽,教室在楼道尽头。,The classroom is at the very end of the corridor.
巨大,这座建筑非常巨大。,This building is extremely huge.
平衡,她努力保持身体平衡。,She works hard to keep her body balanced.
建造,工人正在建造大桥。,Workers are building a bridge.
引导,老师引导学生思考。,The teacher guides students to think.
强者,只有强者才能生存。,Only the strong can survive.
心跳,运动后他心跳加快。,"After exercising, his heartbeat sped up."
必定,努力必定会有回报。,Hard work is bound to be rewarded.
恰到好处,她的回答恰到好处。,Her answer was just right.
情,他们之间充满真情。,There is genuine feeling between them.
想象力,这个孩子想象力丰富。,This child has a rich imagination.
意味着,成功意味着不断努力。,Success means constant effort.
技能,他学会了新技能。,He learned a new skill.
拜,他们去寺庙拜佛。,They went to the temple to worship Buddha.
提升,他工作努力获得提升。,He worked hard and got promoted.
整个,整个城市都很安静。,The whole city is very quiet.
料,这块布料非常柔软。,This fabric is very soft.
权力,总统拥有很大权力。,The president has great power.
林,他们在树林里散步。,They are walking in the woods.
果实,秋天树上结满果实。,In autumn the trees are full of fruit.
活力,年轻人充满活力。,Young people are full of vitality.
浮,树叶浮在水面上。,The leaf floats on the water's surface.
状,这个盒子形状很奇怪。,This box's shape is very strange.
犹如,她的笑容犹如阳光。,Her smile is like sunshine.
珍贵,这是一件珍贵的礼物。,This is a precious gift.
用途,这个工具用途广泛。,This tool has wide applications.
男子,那个男子很有礼貌。,That man is very polite.
眨眼,他对我眨眼示意。,He blinked at me as a signal.
紧,这条裤子太紧了。,These pants are too tight.
终日,他终日忙于工作。,He is busy with work all day long.
继承,他继承了父亲的财产。,He inherited his father's property.
综合,这是一份综合报告。,This is a comprehensive report.
观赏,游客喜欢观赏风景。,Tourists like to enjoy the scenery.
规划,政府正在规划新区。,The government is planning a new district.
规矩,做事要守规矩。,One should follow the rules when doing things.
触摸,请勿触摸展品。,Please do not touch the exhibits.
