hanzi,sentence,en
信息,这是一个重要信息。,This is an important piece of information.
停止,雨终于停止了。,The rain finally stopped.
光,屋子里没有光。,There is no light in the room.
关注,大家都很关注这件事。,Everyone is paying close attention to this matter.
出错,他工作时出错了。,He made a mistake while working.
前方,前方有一家商店。,There is a shop ahead.
十分满意,老师对结果十分满意。,The teacher is very satisfied with the result.
半价,这些衣服现在半价。,These clothes are half price now.
卫生间,卫生间在楼下。,The bathroom is downstairs.
变暖,天气开始变暖了。,The weather is starting to warm up.
另一方面,另一方面，他很努力。,"On the other hand, he works very hard."
只不过,这只不过是个玩笑。,This is merely a joke.
只好,下雨了，我只好回家。,"It started raining, so I had no choice but to go home."
叫做,这种鸟叫做喜鹊。,This kind of bird is called a magpie.
台,他买了一台电脑。,He bought a computer.
吃糖,小孩子喜欢吃糖。,Children like to eat candy.
各种,商店里有各种水果。,The store has all kinds of fruit.
唱歌跳舞,他们喜欢唱歌跳舞。,They like singing and dancing.
圆,这个盘子是圆的。,This plate is round.
填,请填一下这张表格。,Please fill in this form.
增加收入,新工作能增加收入。,The new job can increase income.
处,附近有一处公园。,There is a park nearby.
大学毕业,他今年大学毕业。,He graduates from university this year.
大雨,外面下着大雨。,It's raining heavily outside.
学到,我在这里学到很多。,I have learned a lot here.
安全感,家给我安全感。,Home gives me a sense of security.
客厅,客厅里有一张沙发。,There is a sofa in the living room.
家具店,我们去家具店买桌子。,We're going to the furniture store to buy a table.
小孩,那个小孩在哭。,That child is crying.
尝,你尝尝这个菜。,Try tasting this dish.
干什么,你在干什么呢？,What are you doing?
年前,三年前我来北京。,I came to Beijing three years ago.
年底,我们年底放假。,We have vacation at the end of the year.
应聘,他去公司应聘工作。,He went to the company to apply for a job.
度,我们在海边度周末。,We're spending the weekend at the beach.
开心,今天我很开心。,I am very happy today.
很穷,他家以前很穷。,His family used to be very poor.
很脏,这条街很脏。,This street is very dirty.
得不到,他得不到那份工作。,He can't get that job.
心情愉快,今天她心情愉快。,She is in a cheerful mood today.
怎么回事,这到底是怎么回事？,What on earth is going on?
急,这件事很急。,This matter is urgent.
感,他深有所感。,He felt deeply moved.
感谢您,感谢您的帮助。,Thank you for your help.
成千上万,成千上万的人来看。,Thousands upon thousands of people came to see it.
戴眼镜,他喜欢戴眼镜。,He likes wearing glasses.
拉近,聊天能拉近距离。,Chatting can draw people closer.
招聘会,学校举办了招聘会。,The school held a job fair.
提前结束,会议提前结束了。,The meeting ended early.
擦破,他擦破了手臂。,He scraped open his arm.
放寒假,学校下周放寒假。,The school starts winter vacation next week.
放松,周末在家放松一下。,Relax at home over the weekend.
敢于,我们要敢于尝试。,We must dare to try.
敲,外面有人在敲门。,Someone is knocking on the door outside.
无,他无话可说。,He has nothing to say.
既然,既然你来了，就坐吧。,"Since you're here, sit down."
易懂,这本书简单易懂。,This book is simple and easy to understand.
昨晚,昨晚我没睡好。,I didn't sleep well last night.
暑假,暑假我要去旅游。,I'm going to travel during summer vacation.
最终,他最终成功了。,He finally succeeded.
来到,我们来到了北京。,We arrived in Beijing.
棵,门口有一棵树。,There is a tree by the doorway.
步行,我每天步行上班。,I walk to work every day.
死,那只小猫死了。,That kitten died.
海水,海水又蓝又干净。,The seawater is blue and clean.
灯不亮,客厅的灯不亮了。,The living room light won't turn on.
理发店,我要去理发店剪发。,I'm going to the barbershop to get a haircut.
生活态度,他的生活态度很好。,His attitude toward life is very good.
申请材料,请准备申请材料。,Please prepare the application materials.
盒子,桌子上有一个盒子。,There is a box on the table.
相互,我们要相互帮助。,We should help each other.
省,坐公交能省钱。,Taking the bus can save money.
看不到,太远了，看不到。,"It's too far, I can't see it."
真让人,这个消息真让人高兴。,This news really makes people happy.
短信,他给我发了短信。,He sent me a text message.
短时间,短时间内学不会。,You can't learn it in a short time.
祝贺,我祝贺你毕业。,I congratulate you on graduating.
空,这个杯子是空的。,This cup is empty.
管理者,他是公司的管理者。,He is the manager of the company.
约,我约了朋友吃饭。,I made plans to have dinner with a friend.
线,这条线太长了。,This thread is too long.
聊天,我们在聊天。,We are chatting.
自,他来自北京。,He is from Beijing.
节约用电,我们应该节约用电。,We should save electricity.
表示祝贺,大家表示祝贺。,Everyone expressed their congratulations.
表达出来,把想法表达出来。,Express your ideas.
要是,要是下雨，我们就不去。,"If it rains, we won't go."
课前预习,他每天课前预习。,He previews the lesson before class every day.
身体健康,祝你身体健康。,I wish you good health.
轻,这个包很轻。,This bag is very light.
这方面,这方面我不太懂。,I don't know much about this.
进食,病人开始进食了。,The patient has started eating again.
迷路,我们在山里迷路了。,We got lost in the mountains.
重,这个箱子很重。,This box is very heavy.
