hanzi,sentence,en,th_final
碎,玻璃杯摔碎了。,The glass cup shattered when it fell.,แก้วน้ำตกแตกกระจาย
品牌,这是有名的品牌。,This is a famous brand.,นี่เป็นแบรนด์ที่มีชื่อเสียง
喊,他大声喊了一声。,He shouted loudly.,เขาตะโกนเสียงดัง
围棋,爷爷喜欢下围棋。,Grandpa likes playing Go.,ปู่ชอบเล่นหมากล้อม
强壮,他身体很强壮。,He is physically strong.,ร่างกายเขาแข็งแรงมาก
扫,她每天扫地。,She sweeps the floor every day.,เธอกวาดพื้นทุกวัน
有氧,游泳是有氧运动。,Swimming is aerobic exercise.,ว่ายน้ำเป็นการออกกำลังกายแบบแอโรบิก
海豚,海豚非常聪明。,Dolphins are very intelligent.,โลมาฉลาดมาก
玉米粒,盘子里有玉米粒。,There are corn kernels on the plate.,ในจานมีเมล็ดข้าวโพด
破洞,裤子上有破洞。,There's a hole in the pants.,กางเกงมีรูขาด
硬盘,电脑硬盘坏了。,The computer's hard disk is broken.,ฮาร์ดดิสก์ของคอมพิวเตอร์เสีย
酒杯,桌上放着酒杯。,There's a wine cup on the table.,บนโต๊ะมีแก้วไวน์วางอยู่
上涨,房价一直上涨。,Housing prices keep rising.,ราคาบ้านสูงขึ้นเรื่อยๆ
不如,今天不如昨天热。,Today isn't as hot as yesterday.,วันนี้ไม่ร้อนเท่าเมื่อวาน
佩服,我很佩服他。,I really admire him.,ฉันชื่นชมเขามาก
修改,他修改了文章。,He revised the article.,เขาแก้ไขบทความ
健身,她每天去健身。,She goes to work out every day.,เธอไปออกกำลังกายทุกวัน
利于,运动利于健康。,Exercise is beneficial to health.,การออกกำลังกายเป็นผลดีต่อสุขภาพ
制定,公司制定了计划。,The company drew up a plan.,บริษัทวางแผนไว้แล้ว
卧室,他的卧室很干净。,His bedroom is very clean.,ห้องนอนของเขาสะอาดมาก
好奇,孩子对世界很好奇。,Children are curious about the world.,เด็กๆ อยากรู้อยากเห็นเกี่ยวกับโลก
威胁,他威胁要离开。,He threatened to leave.,เขาขู่ว่าจะจากไป
婚礼,婚礼办得很热闹。,The wedding was very lively.,งานแต่งงานจัดได้คึกคักมาก
悲观,他对未来很悲观。,He is pessimistic about the future.,เขามองอนาคตในแง่ร้าย
批准,计划被批准了。,The plan was approved.,แผนได้รับอนุมัติแล้ว
无奈,他很无奈地笑了。,He smiled helplessly.,เขายิ้มอย่างจนใจ
确定,这件事还不确定。,This matter isn't certain yet.,เรื่องนี้ยังไม่แน่นอน
缓解,运动可以缓解压力。,Exercise can relieve stress.,การออกกำลังกายช่วยคลายความเครียดได้
谦虚,他为人很谦虚。,He is a modest person.,เขาเป็นคนถ่อมตัว
贷款,他向银行贷款。,He took out a loan from the bank.,เขากู้เงินจากธนาคาร
赞成,大家都赞成这个主意。,Everyone approves of this idea.,ทุกคนเห็นด้วยกับความคิดนี้
过敏,我对花粉过敏。,I'm allergic to pollen.,ฉันแพ้เกสรดอกไม้
面临,公司面临困难。,The company is facing difficulties.,บริษัทกำลังเผชิญกับความยากลำบาก
一道,我们一道去吧。,Let's go together.,ไปด้วยกันเถอะ
世上,世上有很多好人。,There are many good people in the world.,ในโลกนี้มีคนดีอยู่มากมาย
中心,公园在城市中心。,The park is in the city center.,สวนสาธารณะอยู่ใจกลางเมือง
临时,他临时改变计划。,He changed his plan at the last minute.,เขาเปลี่ยนแผนกะทันหัน
付出,他付出了很多努力。,He put in a lot of effort.,เขาทุ่มเทความพยายามไปมาก
促进,运动促进健康。,Exercise promotes health.,การออกกำลังกายส่งเสริมสุขภาพ
冒险,他喜欢冒险。,He likes to take risks.,เขาชอบเสี่ยงภัย
创造,他创造了奇迹。,He created a miracle.,เขาสร้างปาฏิหาริย์
包括,价格包括早餐。,The price includes breakfast.,ราคานี้รวมอาหารเช้าด้วย
否定,他否定了这个说法。,He denied this claim.,เขาปฏิเสธคำกล่าวอ้างนี้
命运,他相信命运。,He believes in fate.,เขาเชื่อในโชคชะตา
和谐,家庭关系很和谐。,The family relationship is harmonious.,ความสัมพันธ์ในครอบครัวกลมเกลียวกันดี
因而,他很努力，因而成功了。,"He worked hard, and therefore succeeded.",เขาขยันมาก จึงประสบความสำเร็จ
声,他喊了一声。,He gave a shout.,เขาร้องขึ้นมาหนึ่งเสียง
处于,公司处于困难时期。,The company is in a difficult period.,บริษัทกำลังอยู่ในช่วงยากลำบาก
字幕,这部电影有字幕。,This movie has subtitles.,หนังเรื่องนี้มีคำบรรยาย
工作效率,他工作效率很高。,His work efficiency is very high.,ประสิทธิภาพการทำงานของเขาสูงมาก
年纪,你多大年纪了？,How old are you?,เธออายุเท่าไหร่แล้ว?
开发,公司开发新产品。,The company develops new products.,บริษัทพัฒนาสินค้าใหม่
录取,他被大学录取了。,He was admitted to university.,เขาสอบติดมหาวิทยาลัย
忍不住,她忍不住笑了。,She couldn't help laughing.,เธออดหัวเราะไม่ได้
愿望,他实现了愿望。,He fulfilled his wish.,เขาทำให้ความปรารถนาเป็นจริง
承担,他承担了责任。,He took on the responsibility.,เขาแบกรับความรับผิดชอบไว้
抓,猫抓住了老鼠。,The cat caught the mouse.,แมวจับหนูได้
有利于,运动有利于健康。,Exercise is beneficial to health.,การออกกำลังกายมีประโยชน์ต่อสุขภาพ
样式,这件衣服的样式很好看。,This dress's style looks very nice.,แบบของเสื้อผ้าชุดนี้ดูสวยมาก
比喻,他把时间比喻成金钱。,He compares time to money.,เขาเปรียบเวลาเหมือนเงินทอง
流传,这个故事流传了很多年。,This story has circulated for many years.,เรื่องนี้เล่าสืบต่อกันมาหลายปี
病人,医生正在照顾病人。,The doctor is taking care of the patient.,หมอกำลังดูแลคนไข้
相对,今天天气相对暖和。,Today's weather is relatively warm.,วันนี้อากาศค่อนข้างอบอุ่น
突出,他的成绩非常突出。,His grades are very outstanding.,ผลการเรียนของเขาโดดเด่นมาก
绘画,她喜欢绘画和音乐。,She likes drawing and music.,เธอชอบวาดรูปและดนตรี
良好,他有良好的学习习惯。,He has good study habits.,เขามีนิสัยการเรียนที่ดี
若,"若明天下雨,我们就不去。","If it rains tomorrow, we won't go.",ถ้าพรุ่งนี้ฝนตก เราก็จะไม่ไป
表面,湖水表面很平静。,The lake's surface is very calm.,ผิวน้ำในทะเลสาบสงบนิ่งมาก
训练,教练每天训练运动员。,The coach trains the athletes every day.,โค้ชฝึกซ้อมนักกีฬาทุกวัน
达,山顶高达三千米。,The mountain peak reaches as high as three thousand meters.,ยอดเขาสูงถึงสามพันเมตร
随时,你随时可以给我打电话。,You can call me at any time.,เธอโทรหาฉันเมื่อไหร่ก็ได้
集中,请大家集中注意力。,Please everyone concentrate your attention.,ขอให้ทุกคนตั้งสมาธิให้ดี
靠,他靠墙站着休息。,He leans against the wall to rest.,เขายืนพิงกำแพงพักผ่อน
不解,大家对他的决定很不解。,Everyone is puzzled by his decision.,ทุกคนงุนงงกับการตัดสินใจของเขา
举,他高高举起双手。,He raised both hands high.,เขายกมือทั้งสองข้างขึ้นสูง
事业,她的事业发展得很好。,Her career is developing very well.,หน้าที่การงานของเธอก้าวหน้าไปได้ดีมาก
传来,远处传来一阵歌声。,A burst of singing came from the distance.,มีเสียงเพลงลอยมาจากที่ไกลๆ
发明,爱迪生发明了电灯。,Edison invented the light bulb.,เอดิสันประดิษฐ์หลอดไฟ
合同,双方已经签了合同。,Both parties have signed the contract.,ทั้งสองฝ่ายเซ็นสัญญากันแล้ว
大声,他大声地喊了一声。,He shouted loudly.,เขาตะโกนออกมาดังๆ
想像,我很难想像那个场景。,I find it hard to imagine that scene.,ฉันจินตนาการภาพเหตุการณ์นั้นได้ยากมาก
打翻,小猫打翻了水杯。,The kitten knocked over the water cup.,ลูกแมวทำแก้วน้ำคว่ำ
收获,农民正在收获小麦。,Farmers are harvesting wheat.,ชาวนากำลังเก็บเกี่ยวข้าวสาลี
教训,妈妈狠狠教训了他一顿。,Mom gave him a stern talking-to.,แม่สั่งสอนเขาอย่างหนักเลย
时期,这是国家发展的重要时期。,This is an important period for national development.,นี่เป็นช่วงเวลาสำคัญของการพัฒนาประเทศ
派,公司派他去北京出差。,The company sent him to Beijing on a business trip.,บริษัทส่งเขาไปทำงานที่ปักกิ่ง
状况,他的身体状况不太好。,His physical condition isn't very good.,สภาพร่างกายของเขาไม่ค่อยดี
生产,这家工厂生产汽车。,This factory manufactures cars.,โรงงานนี้ผลิตรถยนต์
皇帝,古代皇帝住在皇宫里。,Ancient emperors lived in the palace.,จักรพรรดิในสมัยโบราณอาศัยอยู่ในพระราชวัง
真理,科学家一直在寻找真理。,Scientists are always seeking truth.,นักวิทยาศาสตร์ค้นหาความจริงมาโดยตลอด
第一位,健康永远是第一位的。,Health always comes first.,สุขภาพต้องมาเป็นอันดับหนึ่งเสมอ
设计,她设计了一件新衣服。,She designed a new dress.,เธอออกแบบชุดใหม่ขึ้นมา
伙伴,他们是多年的好伙伴。,They have been good companions for many years.,พวกเขาเป็นเพื่อนคู่หูที่ดีต่อกันมาหลายปี
偶然,我偶然遇见了老朋友。,I ran into an old friend by chance.,ฉันบังเอิญเจอเพื่อนเก่า
天下,这种美食天下闻名。,This delicacy is famous throughout the world.,อาหารเลิศรสนี้มีชื่อเสียงไปทั่วโลก
女士,这位女士是我的老师。,This lady is my teacher.,สุภาพสตรีท่านนี้เป็นครูของฉัน
寻找,他在森林里寻找蘑菇。,He is looking for mushrooms in the forest.,เขากำลังตามหาเห็ดอยู่ในป่า
日子,今天是个好日子。,Today is a good day.,วันนี้เป็นวันที่ดี
比例,男女比例大概是一比一。,The male-to-female ratio is about one to one.,อัตราส่วนชายหญิงประมาณหนึ่งต่อหนึ่ง
池塘,池塘里有很多鱼。,There are many fish in the pond.,ในบ่อน้ำมีปลาเยอะมาก
草原,草原上开满了野花。,The grassland is full of blooming wildflowers.,บนทุ่งหญ้าเต็มไปด้วยดอกไม้ป่าบานสะพรั่ง
迅速,他迅速跑向公交车。,He rapidly ran towards the bus.,เขารีบวิ่งไปที่รถเมล์อย่างรวดเร็ว
再生能源,太阳能是一种再生能源。,Solar power is a kind of renewable energy.,พลังงานแสงอาทิตย์เป็นพลังงานหมุนเวียนชนิดหนึ่ง
冰灯,公园里摆满了冰灯。,The park is filled with ice lanterns.,ในสวนสาธารณะเต็มไปด้วยโคมไฟน้ำแข็ง
剑,他手里拿着一把剑。,He is holding a sword in his hand.,เขาถือดาบอยู่ในมือ
夏眠,有些动物会夏眠避暑。,Some animals aestivate to escape the summer heat.,สัตว์บางชนิดจำศีลหน้าร้อนเพื่อหนีความร้อน
失忆,他车祸后突然失忆了。,He suddenly lost his memory after the car accident.,หลังจากอุบัติเหตุรถชน เขาก็สูญเสียความทรงจำไปกะทันหัน
挖,工人正在挖一条沟。,Workers are digging a ditch.,คนงานกำลังขุดร่องน้ำ
捕,渔民出海捕鱼。,Fishermen go out to sea to catch fish.,ชาวประมงออกทะเลไปจับปลา
烧开,请把水烧开再喝。,Please boil the water before drinking it.,ต้มน้ำให้เดือดก่อนดื่มนะ
盘,妈妈端来一盘水果。,Mom brought over a plate of fruit.,แม่ยกผลไม้มาให้หนึ่งจาน
练武,他每天早上练武。,He practices martial arts every morning.,เขาฝึกศิลปะการต่อสู้ทุกเช้า
赛龙舟,端午节大家赛龙舟。,"During the Dragon Boat Festival, everyone races dragon boats.",ช่วงเทศกาลเรือมังกร ทุกคนจะแข่งเรือมังกรกัน
选择性,他吃东西很有选择性。,He is very selective about what he eats.,เขาเป็นคนเลือกกินมาก
专心,上课时请专心听讲。,Please pay close attention in class.,เวลาเรียนขอให้ตั้งใจฟังนะ
争取,我们要争取更好的成绩。,We must strive for better results.,เราต้องมุ่งมั่นเพื่อให้ได้ผลลัพธ์ที่ดีกว่านี้
人员,工作人员正在忙碌。,The staff members are busy working.,เจ้าหน้าที่กำลังง่วนอยู่กับงาน
从此,从此他再也没回来。,"From then on, he never came back.",ตั้งแต่นั้นมาเขาก็ไม่กลับมาอีกเลย
令,这个消息令大家高兴。,This news made everyone happy.,ข่าวนี้ทำให้ทุกคนดีใจ
以及,桌上有苹果以及香蕉。,There are apples and bananas on the table.,บนโต๊ะมีทั้งแอปเปิลและกล้วย
假如,假如明天不下雨就好了。,It would be great if it doesn't rain tomorrow.,ถ้าพรุ่งนี้ฝนไม่ตกก็คงดี
克服,他努力克服了困难。,He worked hard to overcome the difficulty.,เขาพยายามฟันฝ่าเอาชนะอุปสรรค
出席,校长出席了这次会议。,The principal attended this meeting.,ผู้อำนวยการเข้าร่วมการประชุมครั้งนี้
制作,她自己制作蛋糕。,She makes cakes herself.,เธอทำเค้กเอง
刻苦,他学习非常刻苦。,He studies very hard.,เขาตั้งใจเรียนอย่างหนัก
力量,团结就是力量。,Unity is strength.,ความสามัคคีคือพลัง
包裹,她把礼物包裹好了。,She wrapped up the gift.,เธอห่อของขวัญเรียบร้อยแล้ว
双方,双方同意签订合同。,Both parties agreed to sign the contract.,ทั้งสองฝ่ายตกลงเซ็นสัญญากัน
发挥,他在比赛中发挥得很好。,He performed very well in the competition.,เขาแสดงฝีมือได้ดีมากในการแข่งขัน
合作,我们一起合作完成项目。,We cooperate together to complete the project.,เราร่วมมือกันทำโปรเจกต์จนเสร็จ
商业,这条街全是商业活动。,This street is full of commercial activity.,ถนนสายนี้เต็มไปด้วยกิจกรรมทางการค้า
嗓子,他唱歌把嗓子喊哑了。,He shouted his throat hoarse from singing.,เขาร้องเพลงจนเสียงแหบ
基本,这是最基本的常识。,This is the most basic common sense.,นี่คือความรู้พื้นฐานที่สุด
大加,老师对他大加表扬。,The teacher praised him greatly.,ครูชื่นชมเขาอย่างมากมาย
安装,他刚安装了新软件。,He just installed new software.,เขาเพิ่งติดตั้งซอฟต์แวร์ใหม่
导演,这部电影的导演很有名。,The director of this movie is very famous.,ผู้กำกับหนังเรื่องนี้มีชื่อเสียงมาก
工厂,爸爸在工厂上班。,Dad works at a factory.,พ่อทำงานที่โรงงาน
工程师,他是一名优秀的工程师。,He is an excellent engineer.,เขาเป็นวิศวกรที่เก่งมาก
干脆,他说话很干脆。,He speaks very directly and to the point.,เขาพูดจาตรงไปตรงมาชัดเจน
幻想,孩子常常幻想未来。,Children often fantasize about the future.,เด็กๆ มักเพ้อฝันถึงอนาคต
应用,这项技术已经应用在生活中。,This technology has already been applied in daily life.,เทคโนโลยีนี้นำมาใช้ในชีวิตประจำวันแล้ว
开幕式,开幕式在晚上八点开始。,The opening ceremony starts at eight in the evening.,พิธีเปิดเริ่มตอนสองทุ่ม
忽视,我们不能忽视这个问题。,We cannot neglect this problem.,เราจะมองข้ามปัญหานี้ไม่ได้
情景,那个情景让我很感动。,That scene moved me deeply.,ภาพเหตุการณ์นั้นทำให้ฉันประทับใจมาก
慌张,他听到消息后很慌张。,He became flustered after hearing the news.,พอได้ยินข่าว เขาก็ลนลานมาก
投资,他决定投资这家公司。,He decided to invest in this company.,เขาตัดสินใจลงทุนในบริษัทนี้
担任,她担任这个部门的经理。,She serves as the manager of this department.,เธอรับตำแหน่งเป็นผู้จัดการแผนกนี้
拥挤,地铁里非常拥挤。,The subway is very crowded.,ในรถไฟใต้ดินคนแออัดมาก
明确,老师给了明确的答案。,The teacher gave a clear answer.,ครูให้คำตอบที่ชัดเจน
更加,他现在更加努力了。,He is now working even harder.,ตอนนี้เขายิ่งขยันมากขึ้นกว่าเดิม
未必,贵的东西未必好。,Expensive things aren't necessarily good.,ของแพงไม่จำเป็นต้องดีเสมอไป
模糊,他的记忆变得模糊了。,His memory has become vague.,ความทรงจำของเขาเริ่มเลือนราง
消化,晚饭后散步有助于消化。,Taking a walk after dinner helps digestion.,การเดินเล่นหลังอาหารเย็นช่วยย่อยอาหาร
灰心,失败了也不要灰心。,Don't lose heart even if you fail.,ถึงจะล้มเหลวก็อย่าเพิ่งท้อใจ
特意,她特意为我做了蛋糕。,She specially made a cake for me.,เธอตั้งใจทำเค้กให้ฉันเป็นพิเศษ
玩具,孩子在玩具店里很开心。,The child is very happy in the toy store.,เด็กๆ มีความสุขมากในร้านของเล่น
现象,这是一种常见的现象。,This is a common phenomenon.,นี่เป็นปรากฏการณ์ที่พบได้ทั่วไป
男女,现在男女都可以工作。,Nowadays both men and women can work.,เดี๋ยวนี้ทั้งผู้ชายและผู้หญิงต่างก็ทำงานได้
