hanzi,sentence,en
车夫,车夫拉着车前进。,The coachman pulled the cart forward.
酸葡萄,这只是他的酸葡萄心理。,This is just his sour-grapes mentality.
铁树开花,这件事像铁树开花。,This matter is as rare as an iron tree blooming.
队员,每个队员都很努力。,Every team member works hard.
雨季,现在是雨季。,It is the rainy season now.
一口气,他一口气跑完了。,"He finished running in one breath, without stopping."
一所,这是一所大学。,This is a university.
一顿,我们吃了一顿饭。,We ate a meal.
下个月,我下个月回国。,I will return to my country next month.
不利于,熬夜不利于健康。,Staying up late is bad for health.
不耐烦,他等得很不耐烦。,He was very impatient waiting.
不足,睡眠不足影响健康。,Insufficient sleep affects health.
丢弃,他把旧衣服丢弃了。,He discarded his old clothes.
主持,她主持今晚的晚会。,She is hosting tonight's party.
之所以,他之所以迟到是因为堵车。,The reason he was late is because of traffic.
乐于助人,他一直乐于助人。,He has always been willing to help others.
乐趣,读书给他带来乐趣。,Reading brings him pleasure.
了不起,你的想法真了不起。,Your idea is truly amazing.
事实,这是一个事实。,This is a fact.
二人,他们二人一起去旅行。,The two of them went traveling together.
交往,他们交往已经三年了。,They have been together for three years.
交谈,我们愉快地交谈了很久。,We chatted happily for a long time.
从容,她遇事总是很从容。,She always stays calm when facing things.
优惠,这件衣服有优惠价格。,This piece of clothing has a discounted price.
会计,她在公司做会计。,She works as an accountant at the company.
例子,老师举了一个例子。,The teacher gave an example.
俱乐部,他是这个俱乐部的会员。,He is a member of this club.
光盘,这张光盘坏了。,This CD is broken.
全都,同学们全都到齐了。,The classmates have all arrived.
公元前,这座城建于公元前三百年。,This city was built in 300 BCE.
冠军,他获得了比赛冠军。,He won the championship of the competition.
决赛,我们的球队进入了决赛。,Our team advanced to the finals.
凡是,凡是学生都要参加考试。,Every student must take the exam.
分为,这本书分为三部分。,This book is divided into three parts.
分别,我们在车站分别了。,We parted ways at the station.
勇于,我们要勇于面对困难。,We must be brave enough to face difficulties.
包含,价格里包含服务费。,The price includes the service fee.
千年,这棵树已有千年历史。,This tree already has a thousand years of history.
却是,他很努力成绩却是不好。,"He works hard, but his grades are nevertheless not good."
原则,他做事很讲原则。,He does things according to principle.
原本,我原本打算明天走。,I originally planned to leave tomorrow.
参考,你可以参考这本书。,You can refer to this book.
友情,他们的友情很深厚。,Their friendship is very deep.
反复,他反复检查了作业。,He checked his homework repeatedly.
反正,反正明天不上班。,"Anyway, I'm not working tomorrow."
发票,请给我开一张发票。,Please give me a receipt.
古老,这是一座古老的城市。,This is an ancient city.
含有,这种水果含有维生素。,This kind of fruit contains vitamins.
听取,领导听取了大家的意见。,The leader listened to everyone's opinions.
吵架,他们俩又吵架了。,The two of them quarreled again.
吹,外面风吹得很大。,Outside the wind is blowing hard.
呆,他站在那里显得很呆。,He stood there looking foolish.
命,医生救了他的命。,The doctor saved his life.
咨询,你可以咨询医生。,You can consult a doctor.
哪怕,哪怕下雨我也要去。,"Even if it rains, I will still go."
唯一,他是我唯一的朋友。,He is my only friend.
商品,这家店商品很便宜。,The goods in this shop are very cheap.
地位,他在公司地位很高。,He holds a high position in the company.
夏令营,孩子们参加了夏令营。,The children attended a summer camp.
夸奖,老师夸奖了她的作文。,The teacher praised her essay.
始于,这个传统始于古代。,This tradition began in ancient times.
孝顺,他对父母很孝顺。,He is very filial to his parents.
学问,他是个很有学问的人。,He is a very learned person.
客观,请你客观地看问题。,Please look at the problem objectively.
宴会厅,婚礼在宴会厅举行。,The wedding was held in the ballroom.
宿舍,我住在学校宿舍。,I live in the school dormitory.
尊敬,学生们都尊敬老师。,The students all respect the teacher.
展览,博物馆正在展览古画。,The museum is exhibiting ancient paintings.
