hanzi,sentence,en
好运,祝你考试有好运。,Wishing you good luck on the exam.
如今,如今生活方便多了。,Nowadays life is much more convenient.
如同,时间如同流水一样。,Time is like flowing water.
如愿以偿,他终于如愿以偿考上了大学。,He finally got his wish and was admitted to university.
妇女,今天是国际妇女节。,Today is International Women's Day.
妙,这个主意真是妙极了。,This idea is truly wonderful.
妨碍,噪音妨碍了大家休息。,The noise disturbed everyone's rest.
姑娘,那个姑娘长得很漂亮。,That girl is very pretty.
姓氏,请问您的姓氏是什么？,"Excuse me, what is your family name?"
姿态,她以谦虚的姿态回答问题。,She answered the question with a humble attitude.
威信,老师在班里很有威信。,The teacher has great authority in the class.
娶,他打算明年娶她为妻。,He plans to marry her next year.
嫌,他嫌房间太小了。,He complains that the room is too small.
嫩,这块牛肉很嫩。,This piece of beef is very tender.
子女,他很关心子女。,He cares a lot about his children.
孕育,大地孕育着新的生命。,The earth nurtures new life.
字体,这种字体看起来很清晰。,This typeface looks very clear.
字迹,他的字迹十分工整。,His handwriting is very neat.
存放,行李可以存放在这里。,Luggage can be stored here.
存款,他把存款都取出来了。,He withdrew all of his savings.
季度,公司每个季度都开会。,The company holds a meeting every quarter.
孤独,老人一个人生活很孤独。,The old man lives alone and feels lonely.
孤立,他在班上感到很孤立。,He feels very isolated in class.
学术,这是一篇学术论文。,This is an academic paper.
学科,数学是一门基础学科。,Mathematics is a foundational subject.
学艺,他年轻时拜师学艺。,"In his youth, he apprenticed himself to learn a craft."
学说,他提出了一种新学说。,He proposed a new theory.
孵化,母鸡正在孵化鸡蛋。,The hen is incubating the eggs.
宁可,我宁可走路也不坐车。,I would rather walk than take a car.
宁愿,我宁愿走路也不坐车。,I would rather walk than take a car.
宁静,乡村的夜晚十分宁静。,The countryside night is very tranquil.
宇宙,宇宙非常广阔无边。,The universe is vast and boundless.
宇航员,他从小梦想成为宇航员。,Since childhood he has dreamed of becoming an astronaut.
守,士兵日夜守着大门。,Soldiers guard the gate day and night.
安检,请先通过安检。,Please go through security check first.
安逸,退休后生活很安逸。,Life after retirement is comfortable and easy.
完好,这些文物保存完好。,These cultural relics are well preserved.
宏伟,这座宫殿十分宏伟。,This palace is very grand.
宏观,政府从宏观角度调控经济。,The government regulates the economy from a macro perspective.
宗教,每个国家都有不同宗教。,Every country has different religions.
官,他年轻时就当上了官。,He became an official when he was young.
定义,请给这个词下定义。,Please give a definition for this word.
