hanzi,sentence,en,th_final
文人,古代文人喜欢写诗。,Ancient scholars loved writing poetry.,ปราชญ์ในสมัยโบราณชอบแต่งบทกวี
文献,他查阅了很多文献。,He consulted a lot of reference materials.,เขาค้นคว้าเอกสารอ้างอิงมามากมาย
斗,两只公鸡在斗架。,The two roosters are fighting.,ไก่ตัวผู้สองตัวกำลังตีกัน
断定,医生断定他得了感冒。,The doctor concluded that he had a cold.,หมอสรุปว่าเขาเป็นหวัด
断断续续,雨断断续续下了一天。,It rained on and off all day.,ฝนตกๆ หยุดๆ อยู่ทั้งวัน
断裂,这根绳子突然断裂了。,This rope suddenly snapped.,เชือกเส้นนี้ขาดออกจากกันกะทันหัน
新人,公司来了新人。,A newcomer joined the company.,มีคนใหม่เข้ามาที่บริษัท
新型,公司推出了新型手机。,The company launched a new type of phone.,บริษัทเปิดตัวโทรศัพท์แบบใหม่
新房,他们搬进了新房。,They moved into their new house.,พวกเขาย้ายเข้าบ้านใหม่แล้ว
新款,这是今年的新款手机。,This is this year's new model phone.,นี่คือโทรศัพท์รุ่นใหม่ของปีนี้
新生,新生们正在报到。,The new students are registering.,นักศึกษาใหม่กำลังมารายงานตัว
新陈代谢,运动能加快新陈代谢。,Exercise can speed up metabolism.,การออกกำลังกายช่วยเร่งการเผาผลาญของร่างกาย
方,你知道正确的方向吗？,Do you know the correct direction?,คุณรู้ทิศทางที่ถูกต้องไหม
方向盘,司机紧握着方向盘。,The driver gripped the steering wheel tightly.,คนขับกำพวงมาลัยไว้แน่น
施行,新法律下个月起施行。,The new law will be put into practice next month.,กฎหมายใหม่จะเริ่มบังคับใช้เดือนหน้า
旁,他坐在我的旁边。,He sat down beside me.,เขานั่งอยู่ข้างๆ ฉัน
旅客,机场里挤满了旅客。,The airport was packed with travelers.,สนามบินเต็มไปด้วยผู้โดยสาร
旅程,这次旅程让我难忘。,This journey was unforgettable for me.,การเดินทางครั้งนี้ทำให้ฉันประทับใจไม่รู้ลืม
旅行社,我们通过旅行社订票。,We booked tickets through a travel agency.,เราจองตั๋วผ่านบริษัททัวร์
旋律,这首歌的旋律很动听。,This song's melody is very pleasant.,ทำนองของเพลงนี้ไพเราะมาก
旗帜,广场上飘扬着旗帜。,Flags flutter in the square.,ธงโบกสะบัดอยู่กลางลานกว้าง
无不,大家听了无不感动。,Everyone who heard it was moved.,ทุกคนที่ได้ฟังต่างก็ซาบซึ้งใจไปตามๆ กัน
无偿,他无偿捐献了骨髓。,He donated bone marrow free of charge.,เขาบริจาคไขกระดูกโดยไม่คิดเงิน
无关紧要,这件小事无关紧要。,This small matter is insignificant.,เรื่องเล็กน้อยนี้ไม่สำคัญอะไร
无形,压力是一种无形的负担。,Pressure is an invisible burden.,ความเครียดเป็นภาระที่มองไม่เห็น
无形中,他无形中影响了我们。,He influenced us imperceptibly.,เขาส่งผลต่อเราโดยไม่รู้ตัว
无忧无虑,孩子们过着无忧无虑的生活。,The children live a carefree life.,เด็กๆ ใช้ชีวิตอย่างไร้กังวล
无恶不作,这个坏人无恶不作。,This bad person will stop at nothing evil.,คนชั่วคนนี้ทำเลวได้ทุกอย่าง
无意,我无意伤害你的感情。,I didn't mean to hurt your feelings.,ฉันไม่ได้ตั้งใจจะทำร้ายความรู้สึกของเธอ
无所作为,他整天无所作为。,He achieves nothing all day long.,เขาเอาแต่อยู่ไปวันๆ ไม่ทำอะไรเป็นชิ้นเป็นอัน
无所谓,他对结果无所谓。,He doesn't care about the result.,เขาไม่แคร์ผลลัพธ์เลย
无比,这里的风景无比美丽。,The scenery here is incomparably beautiful.,ทิวทัศน์ที่นี่สวยงามอย่างหาที่เปรียบไม่ได้
无疑,这无疑是个好消息。,This is undoubtedly good news.,นี่เป็นข่าวดีอย่างไม่ต้องสงสัย
无知,他的话显得很无知。,His words sound very ignorant.,คำพูดของเขาฟังดูไม่มีความรู้เอาเสียเลย
无私,她无私地帮助大家。,She selflessly helps everyone.,เธอช่วยเหลือทุกคนอย่างไม่เห็นแก่ตัว
无穷,大海蕴藏着无穷的力量。,The sea holds endless power.,ท้องทะเลซ่อนพลังอันไม่มีที่สิ้นสุดเอาไว้
无线,家里安装了无线网络。,Wireless internet was installed at home.,ที่บ้านติดตั้งเครือข่ายไร้สายไว้
无能,他因无能被解雇了。,He was fired for incompetence.,เขาถูกไล่ออกเพราะไร้ความสามารถ
无能为力,面对失败他无能为力。,Faced with failure he was powerless.,เมื่อเจอความล้มเหลวเขาก็ทำอะไรไม่ได้เลย
无足轻重,这个职位无足轻重。,This position is insignificant.,ตำแหน่งนี้ไม่ได้มีบทบาทสำคัญอะไรเลย
无限,宇宙的可能性近乎无限。,The universe's possibilities are nearly unlimited.,ความเป็นไปได้ของจักรวาลแทบจะไร้ขีดจำกัด
日前,日前他刚回国。,He just returned home the other day.,เมื่อไม่กี่วันก่อนเขาเพิ่งกลับประเทศ
日后,日后我们再见面。,We'll meet again someday.,ไว้วันหลังเราค่อยเจอกันใหม่
日夜,工人们日夜赶工。,The workers rushed the job day and night.,คนงานเร่งงานกันทั้งวันทั้งคืน
日常,这是我们的日常工作。,This is our daily work.,นี่คืองานประจำวันของเรา
日期,请确认出发日期。,Please confirm the departure date.,กรุณายืนยันวันที่ออกเดินทาง
日益,城市交通日益拥堵。,Urban traffic is getting more congested day by day.,การจราจรในเมืองติดขัดมากขึ้นทุกวัน
日程,会议日程已经安排好了。,The meeting schedule has already been arranged.,กำหนดการประชุมจัดเรียบร้อยแล้ว
旨在,这项政策旨在减少污染。,This policy is aimed at reducing pollution.,นโยบายนี้มีเป้าหมายเพื่อลดมลพิษ
早就,我早就想去旅行了。,I've long wanted to go traveling.,ฉันอยากไปเที่ยวมาตั้งนานแล้ว
早年,他早年在国外生活过。,In his early years he lived abroad.,เมื่อก่อนตอนหนุ่มๆ เขาเคยใช้ชีวิตอยู่ต่างประเทศ
早日,祝你早日康复。,I wish you a speedy recovery.,ขอให้หายป่วยไวๆ นะ
早晚,他早晚会明白真相。,He will understand the truth sooner or later.,ไม่ช้าก็เร็วเขาต้องเข้าใจความจริง
早晨,我每天早晨去跑步。,I go running every morning.,ฉันไปวิ่งทุกเช้า
早餐,我每天七点吃早餐。,I eat breakfast at seven every day.,ฉันกินอาหารเช้าตอนเจ็ดโมงทุกวัน
早饭,他每天都吃早饭。,He eats breakfast every day.,เขากินข้าวเช้าทุกวัน
旱,今年夏天发生了大旱。,There was a severe drought this summer.,หน้าร้อนปีนี้เกิดภัยแล้งครั้งใหญ่
时常,他时常去图书馆看书。,He often goes to the library to read.,เขาไปอ่านหนังสือที่ห้องสมุดอยู่บ่อยๆ
时时,他时时想起故乡。,He often thinks of his hometown.,เขานึกถึงบ้านเกิดอยู่เสมอ
时机,现在不是投资的好时机。,Now is not a good time to invest.,ตอนนี้ไม่ใช่จังหวะที่ดีในการลงทุน
时段,这个时段很拥挤。,This time period is very crowded.,ช่วงเวลานี้คนเยอะมาก
时空,这部电影探讨了时空穿梭的奥秘。,This movie explores the mystery of time travel.,หนังเรื่องนี้พูดถึงความลี้ลับของการเดินทางข้ามเวลาและมิติ
时节,清明时节雨水较多。,There's more rain during the Qingming season.,ช่วงเทศกาลเช็งเม้งมักมีฝนตกค่อนข้างมาก
时装,她喜欢看时装杂志。,She likes reading fashion magazines.,เธอชอบอ่านนิตยสารแฟชั่น
昂贵,这件外套价格昂贵。,This coat is very expensive.,เสื้อโค้ตตัวนี้ราคาแพงมาก
昆虫,花园里生活着很多种昆虫。,Many kinds of insects live in the garden.,ในสวนมีแมลงอาศัยอยู่หลายชนิด
明亮,教室里灯光很明亮。,The classroom lights are very bright.,แสงไฟในห้องเรียนสว่างมาก
明日,明日天气将会转晴。,Tomorrow's weather will turn clear.,พรุ่งนี้อากาศจะเปลี่ยนเป็นแจ่มใส
明星,她是一位电影明星。,She is a movie star.,เธอเป็นดาราภาพยนตร์
明智,这是一个明智的选择。,This is a wise choice.,นี่เป็นทางเลือกที่ชาญฉลาด
昏迷,他因车祸陷入昏迷。,He fell into a coma from the car accident.,เขาหมดสติเพราะอุบัติเหตุรถชน
是非,他从不参与是非。,He never gets involved in disputes.,เขาไม่เคยเข้าไปยุ่งกับเรื่องผิดถูกวุ่นวาย
昼夜,工厂昼夜不停地生产。,The factory produces around the clock.,โรงงานเดินเครื่องผลิตไม่หยุดทั้งกลางวันและกลางคืน
显出,他脸上显出担心的表情。,His face showed a worried expression.,ใบหน้าของเขาแสดงสีหน้ากังวลออกมา
显眼,这个广告牌很显眼。,This billboard is very eye-catching.,ป้ายโฆษณานี้สะดุดตามาก
显而易见,结果显而易见。,The result is obvious.,ผลลัพธ์เห็นได้ชัดอยู่แล้ว
显著,治疗效果十分显著。,The treatment's effect is very notable.,ผลการรักษาดีขึ้นอย่างเห็นได้ชัด
晒,妈妈把衣服拿去晒。,Mom took the clothes out to dry in the sun.,แม่เอาเสื้อผ้าไปตากแดด
晕,她突然感到有点晕。,She suddenly felt a bit dizzy.,จู่ๆ เธอก็รู้สึกเวียนหัวนิดหน่อย
晕倒,她在路上突然晕倒了。,She suddenly fainted on the road.,เธอเป็นลมล้มลงกลางถนนกะทันหัน
晚报,爸爸每天都看晚报。,Dad reads the evening paper every day.,พ่ออ่านหนังสือพิมพ์ตอนเย็นทุกวัน
晚期,他被诊断为癌症晚期。,He was diagnosed with late-stage cancer.,เขาถูกวินิจฉัยว่าเป็นมะเร็งระยะสุดท้าย
晚点,飞机晚点了两小时。,The flight was delayed by two hours.,เครื่องบินดีเลย์ไปสองชั่วโมง
普及,智能手机已经普及了。,Smartphones have already become widespread.,สมาร์ทโฟนแพร่หลายไปทั่วแล้ว
普通人,他只是个普通人。,He is just an ordinary person.,เขาก็แค่คนธรรมดาคนหนึ่ง
景区,这个景区门票很贵。,The tickets for this scenic area are expensive.,ค่าเข้าแหล่งท่องเที่ยวนี้แพงมาก
景点,这座城市有很多景点。,This city has many tourist attractions.,เมืองนี้มีสถานที่ท่องเที่ยวเยอะมาก
景观,公园的景观十分优美。,The park's scenery is very beautiful.,ทิวทัศน์ของสวนสาธารณะสวยงามมาก
晶莹,露珠晶莹剔透。,The dewdrop is sparkling and clear.,หยดน้ำค้างใสแวววาว
智能,这款手机很智能。,This phone is very smart.,โทรศัพท์รุ่นนี้ฉลาดมาก
暂,请大家暂时安静。,"Please be quiet for now, everyone.",ขอให้ทุกคนเงียบไว้ชั่วคราวก่อน
暂停,比赛因下雨暂停了。,The match was suspended because of rain.,การแข่งขันถูกพักชั่วคราวเพราะฝนตก
暑期,暑期他去打工挣钱。,During summer vacation he worked a part-time job to earn money.,ช่วงปิดเทอมหน้าร้อนเขาไปทำงานหาเงิน
暖,春天的阳光很暖。,The spring sunshine is very warm.,แสงแดดในฤดูใบไม้ผลิอบอุ่นมาก
暗示,他的话暗示了一些问题。,His words hinted at some problems.,คำพูดของเขาบอกเป็นนัยถึงปัญหาบางอย่าง
暴雨,昨晚下了一场暴雨。,There was a rainstorm last night.,เมื่อคืนฝนตกหนักมาก
暴露,这个错误暴露了问题。,This mistake exposed the problem.,ความผิดพลาดนี้เผยให้เห็นปัญหา
暴风雨,一场暴风雨即将来临。,A rainstorm is about to arrive.,พายุฝนกำลังจะมาถึง
曲折,这条山路十分曲折。,This mountain road is very winding.,ทางภูเขาเส้นนี้คดเคี้ยวมาก
更新,手机系统需要更新。,The phone system needs an update.,ระบบโทรศัพท์ต้องอัปเดต
曾经,我曾经去过北京。,I have been to Beijing before.,ฉันเคยไปปักกิ่งมาก่อน
替代,机器无法完全替代人。,Machines cannot fully replace humans.,เครื่องจักรไม่สามารถแทนที่คนได้อย่างสมบูรณ์
替换,请替换损坏的零件。,Please replace the damaged part.,กรุณาเปลี่ยนอะไหล่ที่เสียหายออก
月份,现在是什么月份？,What month is it now?,ตอนนี้เดือนอะไรแล้ว
月初,房租要在月初交。,Rent must be paid at the start of the month.,ค่าเช่าบ้านต้องจ่ายตอนต้นเดือน
月球,人类登上了月球。,Humans landed on the moon.,มนุษย์ได้ขึ้นไปเหยียบดวงจันทร์แล้ว
有利,这个决定对我们有利。,This decision is beneficial for us.,การตัดสินใจนี้เป็นประโยชน์ต่อเรา
有力,他的发言非常有力。,His speech was very powerful.,คำพูดของเขาหนักแน่นมาก
有望,这个项目有望成功。,This project is expected to succeed.,โครงการนี้มีความหวังว่าจะสำเร็จ
有毒,这种蘑菇有毒不能吃。,This kind of mushroom is poisonous and inedible.,เห็ดชนิดนี้มีพิษกินไม่ได้
有的是,这里有的是时间。,There's plenty of time here.,ที่นี่มีเวลาเหลือเฟือ
服从,士兵必须服从命令。,Soldiers must obey orders.,ทหารต้องปฏิบัติตามคำสั่ง
服饰,这家店卖传统服饰。,This shop sells traditional clothing.,ร้านนี้ขายเครื่องแต่งกายแบบดั้งเดิม
朝代,唐朝是一个繁荣的朝代。,The Tang dynasty was a prosperous era.,ราชวงศ์ถังเป็นราชวงศ์ที่รุ่งเรือง
朝气蓬勃,年轻人朝气蓬勃。,Young people are full of youthful energy.,คนหนุ่มสาวเต็มไปด้วยพลังและความสดใส
期待,大家都期待假期到来。,Everyone looks forward to the vacation.,ทุกคนต่างเฝ้ารอวันหยุดมาถึง
期望,父母对他期望很高。,His parents have high expectations of him.,พ่อแม่คาดหวังกับเขาสูงมาก
期限,这份合同有期限。,This contract has a time limit.,สัญญาฉบับนี้มีกำหนดระยะเวลา
木匠,他的父亲是一位木匠。,His father is a carpenter.,พ่อของเขาเป็นช่างไม้
木材,这栋房子用了很多木材。,This house used a lot of wood.,บ้านหลังนี้ใช้ไม้เยอะมาก
木板,工人在钉木板。,The worker is nailing a wooden board.,คนงานกำลังตอกแผ่นไม้
末,这是本世纪末的重大事件。,This is a major event at the end of this century.,นี่เป็นเหตุการณ์สำคัญในช่วงปลายศตวรรษนี้
本事,他真有本事解决这个难题。,He really has the ability to solve this hard problem.,เขามีความสามารถจริงๆ ที่แก้ปัญหายากๆ นี้ได้
本人,这封信是他本人写的。,This letter was written by him personally.,จดหมายฉบับนี้เขาเขียนเองกับมือ
朴实,他的衣着十分朴实。,His clothing is very plain and simple.,การแต่งตัวของเขาเรียบง่ายมาก
朴素,她的穿着很朴素。,Her clothing is very simple.,เธอแต่งกายอย่างเรียบง่ายไม่หรูหรา
朵,她买了一朵花。,She bought a flower.,เธอซื้อดอกไม้มาหนึ่งดอก
机智,他机智地解决了难题。,He cleverly solved the difficult problem.,เขาแก้ปัญหายากได้อย่างมีไหวพริบ
机灵,这只小狗非常机灵。,This little dog is very clever.,ลูกสุนัขตัวนี้ฉลาดแสนรู้มาก
机遇,这是难得的发展机遇。,This is a rare opportunity for development.,นี่เป็นโอกาสในการพัฒนาที่หาได้ยาก
杀,士兵不能随意杀人。,Soldiers must not kill people at will.,ทหารจะฆ่าคนตามอำเภอใจไม่ได้
杀手,电影里的杀手很冷酷。,The killer in the movie is very cold-blooded.,มือสังหารในหนังเย็นชามาก
权威,他是这个领域的权威。,He is an authority in this field.,เขาถือเป็นผู้เชี่ยวชาญระดับผู้นำในวงการนี้
杆,旗杆上挂着国旗。,A national flag hangs on the flagpole.,บนเสาธงมีธงชาติแขวนอยู่
村,他出生在一个小村。,He was born in a small village.,เขาเกิดในหมู่บ้านเล็กๆ
村庄,这个村庄风景很美。,This village has beautiful scenery.,หมู่บ้านแห่งนี้ทิวทัศน์สวยงามมาก
杜绝,学校要杜绝浪费现象。,The school must put an end to wastefulness.,โรงเรียนต้องกำจัดพฤติกรรมสิ้นเปลืองให้หมดสิ้น
束,她送了我一束鲜花。,She gave me a bunch of fresh flowers.,เธอให้ช่อดอกไม้สดฉันหนึ่งช่อ
束缚,传统观念束缚着她。,Traditional ideas held her back.,ความคิดเก่าๆ คอยพันธนาการเธอเอาไว้
来临,春天的脚步已经来临。,Spring has already arrived.,ย่างก้าวของฤดูใบไม้ผลิมาถึงแล้ว
来信,我收到了朋友的来信。,I received a letter from my friend.,ฉันได้รับจดหมายจากเพื่อน
来往,两家一直有来往。,The two families have always kept in touch.,สองครอบครัวไปมาหาสู่กันมาโดยตลอด
来源于,这个故事来源于真实事件。,This story originates from a true event.,เรื่องนี้มีที่มาจากเหตุการณ์จริง
杰出,他是一位杰出的科学家。,He is an outstanding scientist.,เขาเป็นนักวิทยาศาสตร์ที่โดดเด่น
松,他终于松了一口气。,He finally breathed a sigh of relief.,ในที่สุดเขาก็ถอนหายใจโล่งอก
极为,这件事极为重要。,This matter is extremely important.,เรื่องนี้สำคัญอย่างยิ่ง
极力,他极力反对这个方案。,He strongly opposed this plan.,เขาคัดค้านแผนนี้อย่างสุดกำลัง
极度,他现在感到极度疲惫。,He feels extremely exhausted right now.,ตอนนี้เขารู้สึกเหนื่อยล้าอย่างที่สุด
极端,他的想法太极端了。,His idea is too extreme.,ความคิดของเขาสุดโต่งเกินไป
极限,他挑战了自己的极限。,He challenged his own limits.,เขาท้าทายขีดจำกัดของตัวเอง
构思,作者花了两年构思这本书。,The author spent two years conceiving this book.,ผู้เขียนใช้เวลาสองปีในการคิดโครงเรื่องหนังสือเล่มนี้
构想,他提出了一个新构想。,He proposed a new concept.,เขาเสนอแนวคิดใหม่
构造,这座建筑的构造非常复杂。,This building's structure is very complex.,โครงสร้างของอาคารหลังนี้ซับซ้อนมาก
果园,秋天果园里挂满了苹果。,In autumn the orchard is full of apples.,ในฤดูใบไม้ร่วงสวนผลไม้เต็มไปด้วยแอปเปิล
果断,领导做事非常果断。,The leader is very decisive in handling matters.,หัวหน้าทำงานเด็ดขาดมาก
果然,他果然来了。,"Sure enough, he came.",เขามาจริงๆ ด้วย
枪,警察举起了枪。,The police officer raised his gun.,ตำรวจยกปืนขึ้น
架,书架上摆满了新书。,The bookshelf is filled with new books.,บนชั้นวางหนังสือเต็มไปด้วยหนังสือใหม่
柔软,这条毛毯摸起来很柔软。,This blanket feels very soft to the touch.,ผ้าห่มผืนนี้จับดูแล้วนุ่มมาก
柜台,顾客在柜台前排队。,Customers are lining up in front of the counter.,ลูกค้าต่อแถวอยู่หน้าเคาน์เตอร์
柜子,衣服放在柜子里。,The clothes are in the cupboard.,เสื้อผ้าอยู่ในตู้
查找,他在网上查找资料。,He searched for materials online.,เขาค้นหาข้อมูลบนอินเทอร์เน็ต
查明,警方正在查明真相。,Police are investigating to find out the truth.,ตำรวจกำลังสืบหาความจริง
柱子,大厅中央立着柱子。,A pillar stands in the center of the hall.,ตรงกลางห้องโถงมีเสาตั้งอยู่
标,请标出重点。,Please mark the key points.,กรุณาทำเครื่องหมายจุดสำคัญไว้
标志,这座塔是城市的标志。,This tower is a landmark of the city.,หอคอยนี้เป็นสัญลักษณ์ของเมือง
栏目,这个电视栏目很受欢迎。,This TV program segment is very popular.,รายการโทรทัศน์ช่วงนี้ได้รับความนิยมมาก
树叶,秋天树叶都黄了。,"In autumn, the leaves all turn yellow.",พอถึงฤดูใบไม้ร่วงใบไม้ก็เปลี่ยนเป็นสีเหลืองหมด
树木,公园里种满了树木。,The park is full of trees.,ในสวนสาธารณะปลูกต้นไม้ไว้เต็มไปหมด
树林,孩子们在树林里玩。,The children are playing in the woods.,เด็กๆ เล่นกันอยู่ในป่า
株,院子里种着一株梅花。,A plum tree is planted in the yard.,ในสนามปลูกต้นเหมยไว้หนึ่งต้น
核对,请仔细核对数据。,Please carefully verify the data.,กรุณาตรวจสอบข้อมูลอย่างละเอียด
根基,良好的根基很重要。,A solid foundation is very important.,รากฐานที่ดีสำคัญมาก
