hanzi,sentence,en
远近闻名,这家餐厅远近闻名。,This restaurant is famous far and wide.
远远,他远远超过了对手。,He far surpassed his opponent.
违反,他违反了公司规定。,He violated the company's rules.
违背,这样做违背了规则。,Doing this goes against the rules.
连接,这座桥连接两座城市。,This bridge connects two cities.
连续剧,她每天追看连续剧。,She watches TV series every day.
迫使,疫情迫使公司转型。,The pandemic forced the company to transform.
迫害,他曾遭受政治迫害。,He once suffered political persecution.
迷,他对篮球十分着迷。,He is very obsessed with basketball.
迷人,这里的风景十分迷人。,The scenery here is very charming.
迷恋,他深深迷恋着音乐。,He is deeply infatuated with music.
迷惑,这个谜题让人十分迷惑。,This puzzle leaves people utterly confused.
迷惑不解,这个问题让他迷惑不解。,This question left him utterly puzzled.
追赶,猎狗在追赶兔子。,The hunting dog is chasing the rabbit.
追踪,警方正在追踪嫌犯。,Police are tracking the suspect.
追逐,孩子们互相追逐。,The children chased each other.
追问,记者追问事情细节。,The reporter pressed for details of the matter.
退,他向后退了一步。,He took a step back.
退役,他今年正式退役了。,He officially retired this year.
退票,他决定去窗口退票。,He decided to go to the window to return the ticket.
送行,朋友们来车站送行。,Friends came to the station to see him off.
适宜,这里气候十分适宜。,The climate here is very suitable.
适量,运动时要注意适量。,You should exercise in moderation.
逃,他吓得转身就逃。,He was so scared he turned and fled.
逃走,小偷趁乱逃走了。,The thief fled amid the chaos.
选手,各国选手齐聚一堂。,Athletes from all countries gathered together.
选拔,学校正在选拔队员。,The school is selecting team members.
选用,这次装修选用了环保材料。,This renovation used eco-friendly materials.
选项,这道题有四个选项。,This question has four options.
透彻,老师讲解得非常透彻。,The teacher explained it very thoroughly.
透过,阳光透过窗户照进来。,Sunlight shines in through the window.
逐年,公司利润逐年增长。,The company's profits grow year after year.
途中,他在旅途中丢了钱包。,He lost his wallet during the journey.
途径,我们要找到解决问题的途径。,We need to find a way to solve the problem.
逗,他喜欢逗小孩子笑。,He likes to make children laugh.
通信,他们经常通信联系。,They often keep in touch by mail.
通用,英语是国际通用语言。,English is a commonly used international language.
通行,这条路禁止通行。,This road is closed to traffic.
通话,我和她通话了很久。,I talked with her on the phone for a long time.
通风,房间需要经常通风。,The room needs to be ventilated often.
造价,这栋楼造价很高。,The construction cost of this building is high.
造型,她的发型造型很特别。,Her hairstyle design is very unique.
造就,努力造就了他的成功。,Hard work brought about his success.
逻辑,他说话很有逻辑。,He speaks very logically.
逼,别逼他做决定。,Don't force him to make a decision.
逼真,这幅画画得非常逼真。,This painting looks extremely lifelike.
逼迫,他被逼迫签了合同。,He was forced to sign the contract.
遇,我们在路上偶遇。,We ran into each other by chance on the road.
遇上,我在路上遇上了老友。,I ran into an old friend on the road.
遍布,咖啡店遍布这座城市。,Coffee shops are found all over this city.
遏制,政府努力遏制通胀。,The government works hard to curb inflation.
道具,演员准备好了道具。,The actor got the props ready.
遗址,考古学家发现了古代遗址。,Archaeologists discovered ancient ruins.
遥远,他们来自遥远的国家。,They come from a distant country.
遭受,这座城市遭受了地震。,This city suffered an earthquake.
遭遇,旅途中他遭遇了大雨。,He encountered heavy rain during his trip.
遵守,大家都要遵守规则。,Everyone must follow the rules.
遵循,我们必须遵循规则。,We must abide by the rules.
遵照,大家遵照老师的要求做作业。,Everyone did their homework according to the teacher's instructions.
避,他躲避在树下避雨。,He hid under a tree to avoid the rain.
避暑,一家人去山里避暑。,The family went to the mountains to escape the heat.
邪恶,故事里的巫婆很邪恶。,The witch in the story is very evil.
邮箱,请查看你的邮箱。,Please check your mailbox.
郊外,周末我们去郊外野餐。,We're going to the outskirts for a picnic this weekend.
部位,请注意受伤部位。,Please pay attention to the injured area.
部队,他的哥哥在部队服役。,His older brother serves in the military.
鄙视,他遭到众人鄙视。,He was despised by everyone.
配,这个颜色配那件衣服。,This color matches that piece of clothing.
配合,大家要互相配合工作。,Everyone should cooperate with each other at work.
配备,教室配备了空调。,The classroom is equipped with air conditioning.
配音,这部动画由专业演员配音。,This animation is dubbed by professional actors.
酒店,我们订了一间酒店。,We booked a hotel room.
酒楼,我们在酒楼吃了一顿饭。,We had a meal at the restaurant.
酒水,婚礼上的酒水很丰富。,There was a wide variety of drinks at the wedding.
酒精,医生用酒精给伤口消毒。,The doctor disinfected the wound with alcohol.
酗酒,他因酗酒伤了身体。,He damaged his health through heavy drinking.
酝酿,公司正在酝酿新计划。,The company is brewing a new plan.
酱油,做菜时要加一点酱油。,Add a bit of soy sauce when cooking.
酸甜苦辣,人生充满酸甜苦辣。,Life is full of ups and downs.
酿造,这种酒是传统方法酿造的。,This wine is brewed using a traditional method.
醉,他喝多了已经醉了。,He drank too much and is already drunk.
醒来,他早上六点醒来。,He woke up at six in the morning.
醒目,招牌颜色十分醒目。,The sign's color is very eye-catching.
采,农民正在采茶叶。,The farmer is picking tea leaves.
采纳,经理采纳了他的建议。,The manager adopted his suggestion.
采集,科学家在采集样本。,The scientist is collecting samples.
释放,警方释放了那名嫌疑人。,The police released that suspect.
里程碑,这是公司发展的里程碑。,This is a milestone in the company's development.
里边,箱子里边放着礼物。,There's a gift inside the box.
重复,请不要重复问题。,Please don't repeat the question.
重大,这是一个重大的决定。,This is a major decision.
重心,公司把工作重心转移了。,The company shifted its focus of work.
野外,周末我们去野外露营。,We're going camping in the wild this weekend.
野生,这是一种野生动物。,This is a wild animal.
金,她戴着一枚金戒指。,She wears a gold ring.
金子,这枚戒指是用金子打的。,This ring is made of gold.
金属,这个盒子是金属做的。,This box is made of metal.
金牌,她赢得了这次比赛的金牌。,She won the gold medal in this competition.
金融,他在金融公司工作。,He works at a finance company.
鉴于,鉴于天气不好，比赛取消。,"Given the bad weather, the match was cancelled."
鉴别,专家帮忙鉴别古董真假。,The expert helped tell whether the antique was genuine.
针,护士给我打了一针。,The nurse gave me an injection.
钉,他用锤子钉钉子。,He uses a hammer to hammer in a nail.
钙,牛奶含有丰富的钙。,Milk contains rich calcium.
钟,教堂的钟敲响了十二下。,The church bell rang twelve times.
钩,墙上挂着一个钩子。,There is a hook hanging on the wall.
