hanzi,sentence,en
绣,奶奶擅长绣花。,Grandma is good at embroidery.
继,儿子继父业开了工厂。,The son carried on his father's business and opened a factory.
续,服务员给我们续了一壶茶。,The waiter refilled our pot of tea.
维护,我们要维护公共秩序。,We must maintain public order.
维持,他努力维持家庭生活。,He works hard to maintain the family's livelihood.
绽放,樱花在春天绽放。,Cherry blossoms bloom in spring.
绿地,小区新增一片绿地。,The neighborhood added a green area.
缓,老人走路的步伐很缓。,The old man's walking pace is slow.
缓和,两人的关系逐渐缓和。,The relationship between the two gradually eased.
缓慢,老人走路速度缓慢。,The old man walks slowly.
编写,他负责编写教材。,He is responsible for compiling the textbook.
缘故,因为天气的缘故延期了。,It was postponed due to the weather.
缩小,差距正在逐渐缩小。,The gap is gradually narrowing.
缩短,新技术缩短了生产周期。,The new technology shortened the production cycle.
缴纳,请按时缴纳学费。,Please pay tuition on time.
网,渔夫撒下了网。,The fisherman cast the net.
网友,他和网友约好见面。,He arranged to meet an online friend.
网址,请输入正确网址。,Please enter the correct web address.
网页,这个网页打不开。,This web page won't open.
罗,他四处搜罗资料。,He gathers materials from everywhere.
罚款,他因违章被罚款了。,He was fined for violating the rules.
罢了,这只是个玩笑罢了。,"This is just a joke, that's all."
罪犯,警察抓住了罪犯。,The police caught the criminal.
罪魁祸首,他就是这次事故的罪魁祸首。,He is the chief culprit of this accident.
置,他把书桌置于窗边。,He placed the desk by the window.
美味,这道菜非常美味。,This dish is very delicious.
美女,大家都夸她是美女。,Everyone praises her as a beauty.
美容,她每周都去做美容护理。,She goes for beauty treatments every week.
美德,诚实是一种美德。,Honesty is a virtue.
美景,这里的美景令人陶醉。,The beautiful scenery here is intoxicating.
美满,他们家庭生活美满。,Their family life is happy and complete.
美观,这件家具十分美观。,This piece of furniture is very good-looking.
群,一群孩子在公园玩耍。,A group of children are playing in the park.
群体,老人是需要关心的群体。,The elderly are a group that needs care.
翻,请把这一页翻过去。,Please turn this page over.
翻天覆地,家乡发生了翻天覆地的变化。,Sweeping changes happened to my hometown.
老化,这台机器已经老化了。,This machine has already become outdated.
老头儿,那个老头儿很和蔼。,That old man is very kind.
老实,他是个老实的人。,He is an honest person.
老百姓,政策要惠及老百姓。,The policy should benefit ordinary people.
考核,员工每年接受考核。,Employees undergo assessment every year.
考量,这个决定经过了慎重考量。,This decision was made after careful consideration.
考验,这次困难是一次考验。,This difficulty is a test.
耍,别耍小聪明骗老师。,Don't play tricks to fool the teacher.
耐,这种材料很耐用。,This material is very durable.
耐人寻味,这句话耐人寻味。,This sentence is thought-provoking.
耗,这个项目耗费了不少钱。,This project consumed a lot of money.
耗费,这项工程耗费巨资。,This project consumed huge funds.
耳机,他戴上了耳机。,He put on his headphones.
耳目一新,新的设计让人耳目一新。,The new design gives people a refreshing feeling.
耽搁,这件事不能再耽搁了。,This matter cannot be delayed any longer.
职位,他晋升到了新职位。,He was promoted to a new position.
职工,工厂职工都放假了。,The factory workers are all on vacation.
职责,保护环境是每个人的职责。,Protecting the environment is everyone's responsibility.
联合国,他在联合国工作。,He works at the United Nations.
聘用,公司决定聘用他。,The company decided to hire him.
聚集,人群聚集在广场上。,A crowd gathered in the square.
股票,他最近在研究股票。,He's been studying stocks lately.
肢体,演员用肢体表达情感。,The actor expresses emotion through body movement.
肥,这块地土壤很肥。,This land's soil is very fertile.
肥料,农民正在施肥料。,The farmer is applying fertilizer.
肥胖,肥胖影响身体健康。,Obesity affects physical health.
肩,他把包背在肩上。,He carried the bag on his shoulder.
肩膀,医生检查了他的肩膀。,The doctor examined his shoulder.
胃口,今天我胃口不好。,I don't have much appetite today.
胆子,他胆子很小怕黑。,He has little courage and is afraid of the dark.
胆怯,面对困难他从不胆怯。,He is never timid in the face of difficulty.
背诵,请背诵这首古诗。,Please recite this ancient poem.
胎,这是她的第一胎。,This is her first pregnancy.
胖子,他从小就是个胖子。,He has been a chubby person since childhood.
胜,我们队最终获胜了。,Our team finally won.
胜任,他完全胜任这份工作。,He is fully qualified for this job.
胶片,老相机用的是胶片。,The old camera uses film.
胸部,他感到胸部疼痛。,He felt pain in his chest.
能否,我不知道能否成功。,I don't know whether it will succeed.
能量,太阳释放巨大能量。,The sun releases enormous energy.
脂肪,运动可以减少脂肪。,Exercise can reduce fat.
脆,这块饼干很脆。,This cookie is very crispy.
脆弱,玻璃的材质十分脆弱。,Glass is a very fragile material.
脑子,他脑子转得很快。,His mind works very fast.
脑海,这件事浮现在脑海。,This matter surfaced in my mind.
脑筋,这道题很费脑筋。,This problem really taxes the brain.
脑袋,他挠了挠脑袋。,He scratched his head.
脚步,她听见楼梯上传来脚步声。,She heard footsteps coming from the stairs.
脱,进屋前请脱鞋。,Please take off your shoes before entering.
脱口而出,他脱口而出说了实话。,He blurted out the truth.
脱身,他想尽办法从麻烦中脱身。,He tried every way to extricate himself from the trouble.
腐蚀,铁容易被雨水腐蚀。,Iron easily corrodes from rainwater.
腐败,政府严厉打击腐败。,The government cracks down harshly on corruption.
腰,他弯腰捡起钥匙。,He bent down to pick up the key.
腹部,他腹部感到疼痛。,He felt pain in his abdomen.
膜,手机屏幕上贴着一层膜。,A film is applied on the phone screen.
膨胀,气球受热会膨胀。,Balloons expand when heated.
自主,学生可以自主选课。,Students can choose courses independently.
自从,自从毕业后他很忙。,He's been busy since graduating.
自以为是,他总是自以为是。,He always thinks he's right.
自信心,这次成功增强了他的自信心。,This success boosted his self-confidence.
自助,这是一家自助餐厅。,This is a self-service restaurant.
自卫,他学会了自卫技巧。,He learned self-defense skills.
自发,大家自发组织了活动。,Everyone spontaneously organized the event.
自学,他靠自学考上了大学。,He got into university through self-study.
自愿,他自愿参加了志愿活动。,He voluntarily joined the volunteer activity.
自杀,他企图自杀未遂。,He attempted suicide but failed.
自然界,自然界的规律很奇妙。,The laws of nature are marvelous.
自然而然,时间久了，感情自然而然就变深了。,"As time passes, feelings naturally deepen."
自由自在,小鸟自由自在地飞翔。,The bird flies freely and joyfully.
自私,他这样做太自私了。,It's too selfish of him to do that.
自立,他很小就学会自立。,He learned to be self-reliant at a young age.
自豪,父母为他感到自豪。,His parents are proud of him.
至关重要,健康至关重要。,Health is of vital importance.
致,事故是疲劳驾驶所致。,The accident was caused by fatigued driving.
致使,大雨致使道路被淹。,The heavy rain caused the road to flood.
致力于,他致力于环境保护工作。,He is dedicated to environmental protection work.
致富,村民靠种茶致富了。,The villagers grew rich by growing tea.
舌头,他不小心咬到了舌头。,He accidentally bit his tongue.
航行,轮船正在海上航行。,The ship is sailing on the sea.
航运,这座城市航运业发达。,This city has a well-developed shipping industry.
舱,乘客都进了船舱。,The passengers all entered the cabin.
船舶,港口停靠许多船舶。,Many ships dock at the port.
艘,港口停着一艘大船。,A large ship is docked at the port.
良性,这次改革是良性的。,This reform is beneficial.
艰辛,创业的过程十分艰辛。,Starting a business is extremely arduous.
艳丽,花朵颜色十分艳丽。,The flowers are very brightly colored.
艺人,他是有名的艺人。,He is a well-known entertainer.
节假日,节假日商场人特别多。,There are especially many people at the mall on public holidays.
节奏,这首歌的节奏很快。,This song has a fast rhythm.
节气,立春是一个节气。,Start of Spring is a solar term.
节省,我们应该节省用水。,We should conserve water.
芝麻,这个饼上撒了芝麻。,This pancake is sprinkled with sesame.
芬芳,花园里花朵芬芳迷人。,The flowers in the garden are fragrant and charming.
芭蕾,她从小学习芭蕾舞。,She has studied ballet since childhood.
花样,这道菜的花样很多。,This dish comes in many varieties.
花瓣,风吹落了花瓣。,The wind blew the petals off.
花纹,这块布料上印着精美的花纹。,This fabric is printed with an exquisite pattern.
花费,这次旅行花费不少。,This trip cost quite a lot.
苗,农民种下了树苗。,The farmer planted saplings.
苗条,她的身材很苗条。,She has a slim figure.
苦恼,这个问题让他很苦恼。,This problem troubles him greatly.
苦难,他经历了很多苦难。,He has experienced much suffering.
英雄,他是大家心中的英雄。,He is a hero in everyone's heart.
茂密,山上长满茂密的树林。,The mountain is covered with dense forest.
茶叶,这罐茶叶很香。,This tin of tea leaves smells great.
草坪,孩子们在草坪上玩耍。,The children play on the lawn.
荒凉,这片沙漠十分荒凉。,This desert is very desolate.
荒诞,这个说法太荒诞了。,This claim is too absurd.
荣幸,认识你我感到荣幸。,I feel honored to know you.
荣誉,他为国家赢得了荣誉。,He won honor for his country.
药方,医生开了一张药方。,The doctor wrote a prescription.
药物,他每天按时服用药物。,He takes medicine on schedule every day.
获取,学生通过学习获取知识。,Students gain knowledge through study.
获奖,这部电影成功获奖。,This movie successfully won an award.
菜市场,妈妈去菜市场买菜。,Mom went to the market to buy vegetables.
萎缩,经济增长明显萎缩。,Economic growth has clearly shrunk.
营造,学校努力营造学习氛围。,The school works hard to create a learning atmosphere.
落,树叶慢慢落下。,The leaves slowly fall down.
落后,他的成绩渐渐落后了。,His grades gradually fell behind.
蓝图,他描绘了未来蓝图。,He painted a blueprint for the future.
蔓延,火势迅速向四周蔓延。,The fire rapidly spread in all directions.
蕴藏,这片土地蕴藏着宝藏。,This land holds a treasure within it.
薪水,他每月准时领薪水。,He receives his salary on time every month.
藏,他把礼物藏了起来。,He hid the gift away.
藏身,他躲进树林藏身。,He hid himself in the woods.
