hanzi,sentence,en
一方面,"一方面他想学习,一方面他想玩。","On one hand he wants to study, on the other he wants to play."
一步步,他一步步走向成功。,He walked step by step toward success.
一段,我们认识一段时间了。,We've known each other for a period of time.
一群,公园里有一群孩子。,There's a group of children in the park.
三分之一,他吃了蛋糕的三分之一。,He ate one third of the cake.
上台,歌手上台开始唱歌。,The singer went on stage and started singing.
不光,"不光是我,大家都同意。","Not only me, everyone agrees."
不再,他不再相信谎言了。,He no longer believes lies.
不敢,他不敢一个人睡觉。,He doesn't dare sleep alone.
不行,这样做不行。,Doing it this way won't work.
两棵,院子里种着两棵树。,Two trees are planted in the yard.
两瓶,他买了两瓶水。,He bought two bottles of water.
两种,这里有两种颜色。,There are two colors here.
中秋节,中秋节我们一起赏月。,On Mid-Autumn Festival we watch the moon together.
之一,他是最好的学生之一。,He is one of the best students.
书包,他背着书包上学。,He carries his schoolbag to school.
买不到,这里买不到新鲜水果。,You can't buy fresh fruit here.
互联网,现在人人都用互联网。,Nowadays everyone uses the Internet.
交通不便,这个村子交通不便。,This village has inconvenient transportation.
亲戚家,周末我们去亲戚家。,We're going to a relative's house this weekend.
人民币,请用人民币付款。,Please pay in Renminbi.
今天上午,今天上午我去医院了。,I went to the hospital this morning.
他俩,他俩是好朋友。,The two of them are good friends.
代替,谁都不能代替你。,No one can replace you.
传真,请把文件传真给我。,Please fax the document to me.
住院,他因为生病住院了。,He was hospitalized because he was sick.
保暖,冬天要注意保暖。,You should keep warm in winter.
信箱,邮件放在信箱里。,The mail is in the mailbox.
修好,师傅把车修好了。,The mechanic fixed the car.
修理,他会修理自行车。,He knows how to repair bicycles.
倒,大树被风吹倒了。,The big tree was blown down by the wind.
做成,这件事终于做成了。,This matter was finally accomplished.
做起,我们从小事做起。,We start by doing small things.
停电,昨晚突然停电了。,There was a sudden power outage last night.
儿童节,儿童节孩子们很开心。,The children are very happy on Children's Day.
入口处,请在入口处排队。,Please line up at the entrance.
公共,请爱护公共设施。,Please take care of public facilities.
共同努力,大家共同努力完成任务。,Everyone worked together to complete the task.
关不上,这扇门关不上了。,This door won't close.
养家,他努力工作养家。,He works hard to support his family.
内容丰富,这本书内容丰富。,This book is rich in content.
冷空气,冷空气就要来了。,A cold air mass is coming.
凉,今天天气很凉。,The weather is quite cool today.
几份,请复印几份文件。,Please copy a few documents.
几分钟,请等我几分钟。,Please wait for me a few minutes.
刀子,用刀子切苹果。,Cut the apple with a knife.
别忘了,别忘了带雨伞。,Don't forget to bring an umbrella.
别生气,你别生气了。,Don't be angry.
前去,他前去参加会议。,He went there to attend the meeting.
剩下,剩下的钱不多了。,There isn't much money left.
办好,他把手续办好了。,He got the paperwork taken care of.
功,他为国家立了功。,He achieved merit for the country.
包子,我喜欢吃包子。,I like eating baozi.
北边,学校在北边。,The school is to the north.
卖房,他打算卖房。,He plans to sell the house.
南下,他决定南下工作。,He decided to go south for work.
卡,鱼刺卡在喉咙里。,A fish bone got stuck in his throat.
卡里,卡里没钱了。,There's no money on the card.
原,这依然是原计划。,This is still the original plan.
反,他把衣服穿反了。,He put his clothes on backwards.
发光,星星在发光。,The stars are shining.
发到,把邮件发到我的邮箱。,Send the email to my mailbox.
发工资,公司今天发工资。,The company pays wages today.
发短信,我给他发短信。,I sent him a text message.
变绿,树叶都变绿了。,The leaves have all turned green.
另,这是另一个问题。,This is another problem.
右手,他用右手写字。,He writes with his right hand.
吃晚饭,我们一起吃晚饭。,We eat dinner together.
各有特点,这些产品各有特点。,These products each have their own features.
各种各样,商店里有各种各样的水果。,The store has all sorts of fruit.
同,我和她同岁。,I am the same age as her.
同龄人,他喜欢和同龄人玩。,He likes playing with his peers.
吵醒,噪音把我吵醒了。,The noise woke me up.
响声,外面传来响声。,A noise came from outside.
图片,这张图片很漂亮。,This picture is very pretty.
圆圆的,月亮圆圆的。,The moon is perfectly round.
坏习惯,抽烟是坏习惯。,Smoking is a bad habit.
坚持下去,我们要坚持下去。,We must keep pressing on.
堵,路被车堵住了。,The road was blocked by cars.
墙上,墙上挂着照片。,Photos are hanging on the wall.
外国,他来自外国。,He is from a foreign country.
外地,很多人来自外地。,Many people come from other parts of the country.
外边,外边下雨了。,It's raining outside.
多个,他去过多个国家。,He has been to many countries.
多场,他参加了多场比赛。,He took part in many matches.
多种,这里有多种水果。,There are many kinds of fruit here.
多长时间,去那里要多长时间？,How long does it take to get there?
大房子,他们住在大房子里。,They live in a big house.
大河,村边有一条大河。,There's a big river by the village.
大笑,他哈哈大笑。,He laughed heartily.
大自然,我们要保护大自然。,We must protect nature.
大衣,他穿着一件大衣。,He is wearing an overcoat.
大量,他喝了大量的水。,He drank a large amount of water.
天晴,雨后天晴了。,The sky cleared up after the rain.
太冷,今天太冷了。,It's too cold today.
太慢,这个网速太慢。,This internet speed is too slow.
太紧张,他考试太紧张。,He's too nervous about the exam.
太贵,这件衣服太贵了。,This piece of clothing is too expensive.
失败者,没人愿意做失败者。,No one wants to be a loser.
奖学金,她获得了奖学金。,She won a scholarship.
好书,这是一本好书。,This is a good book.
如,生活如一场旅行。,Life is like a journey.
姓李,我的老师姓李。,My teacher's surname is Li.
字数,这篇作文字数不够。,This essay doesn't have enough characters.
存,他去银行存钱。,He goes to the bank to deposit money.
学期,这个学期很忙。,This semester is very busy.
室内,室内不能吸烟。,Smoking is not allowed indoors.
宽,这条路很宽。,This road is very wide.
寒冷,冬天非常寒冷。,Winter is extremely cold.
对话,他们用中文对话。,They converse in Chinese.
小吃,夜市有很多小吃。,There are many snacks at the night market.
尝尝,你尝尝这道菜。,Try this dish.
就算,就算下雨，我也要去。,"Even if it rains, I still want to go."
工具书,词典是一种工具书。,A dictionary is a kind of reference book.
常见,感冒是常见的病。,A cold is a common illness.
干杯,为友谊干杯！,Cheers to friendship!
并不一定,有钱并不一定快乐。,Having money doesn't necessarily mean happiness.
弄乱,他把房间弄乱了。,He messed up the room.
弄错,他把名字弄错了。,He got the name wrong.
当地人,当地人很热情。,Local people are very friendly.
往前走,请你一直往前走。,Please keep walking forward.
很窄,这条路很窄。,This road is very narrow.
快要,火车快要到了。,The train is about to arrive.
感人,这个故事很感人。,This story is very touching.
成群,鸟儿成群飞过。,Birds flew past in groups.
戴帽子,他喜欢戴帽子。,He likes wearing a hat.
手忙脚乱,他考试时手忙脚乱。,He was flustered during the exam.
扔进,他把垃圾扔进垃圾桶。,He threw the trash into the trash can.
报纸杂志,书店里有报纸杂志。,The bookstore has newspapers and magazines.
抬头,他抬头看着天空。,He raised his head and looked at the sky.
抽,他从口袋里抽出一张纸。,He pulled a piece of paper out of his pocket.
提前完成,他提前完成了任务。,He finished the task ahead of schedule.
收,我收到了一份礼物。,I received a gift.
改掉,他改掉了迟到的坏习惯。,He corrected his bad habit of being late.
改改,这篇文章你再改改吧。,Please revise this article a bit more.
放下,请把手机放下吧。,Please put down your phone.
放假,下星期我们放假了。,We'll be on holiday next week.
教师,我妈妈是一名教师。,My mother is a teacher.
数,请写出这个数。,Please write down this number.
无处不在,危险无处不在。,Danger is everywhere.
是否,我不知道他是否来。,I don't know whether he's coming.
景色,这里的景色很美。,The scenery here is very beautiful.
暗,天渐渐暗了下来。,The sky gradually grew dark.
替,我可以替你去。,I can go in your place.
有着,这座城市有着悠久的历史。,This city has a long history.
有钱,他家很有钱。,His family is very wealthy.
校园,校园里种满了树。,The campus is full of trees.
森林公园,我们去森林公园散步。,We went for a walk in the forest park.
楼层,这栋楼一共有十个楼层。,This building has ten floors in total.
正确认识,我们要正确认识问题。,We need to correctly understand the problem.
