hanzi,sentence,en,th_final
辩解,他不停地为自己辩解。,He kept justifying himself.,เขาแก้ตัวให้ตัวเองไม่หยุด
辩论,双方展开激烈辩论。,Both sides engaged in a fierce debate.,สองฝ่ายโต้วาทีกันอย่างดุเดือด
边界,两国边界十分漫长。,The border between the two countries is very long.,พรมแดนของสองประเทศยาวมาก
边缘,他站在悬崖边缘。,He stood at the edge of the cliff.,เขายืนอยู่ริมขอบหน้าผา
达成,双方终于达成协议。,Both sides finally reached an agreement.,ในที่สุดสองฝ่ายก็บรรลุข้อตกลง
迄今为止,迄今为止一切顺利。,"So far, everything has gone smoothly.",จนถึงตอนนี้ทุกอย่างราบรื่นดี
过不去,他总跟自己过不去。,He is always hard on himself.,เขาชอบทำให้ตัวเองลำบากอยู่เรื่อย
过分,他的要求实在有点过分。,His request is really a bit excessive.,ข้อเรียกร้องของเขามันเกินไปจริงๆ
过半,工程进度已经过半。,The project progress is already over halfway.,ความคืบหน้าของงานเกินครึ่งแล้ว
过后,雨过后天空放晴。,"After the rain, the sky cleared up.",หลังฝนหยุด ท้องฟ้าก็แจ่มใส
过失,这是他工作上的过失。,This is a fault in his work.,นี่คือความผิดพลาดในงานของเขา
过头,玩笑开得有点过头。,The joke went a bit too far.,เล่นมุกเกินเลยไปหน่อย
过奖,您真是过奖了。,You're really flattering me.,คุณชมเกินไปแล้วล่ะ
过度,过度使用手机对眼睛不好。,Excessive phone use is bad for the eyes.,การใช้มือถือมากเกินไปไม่ดีต่อสายตา
过往,他不愿提起过往的事。,He doesn't want to bring up past events.,เขาไม่อยากพูดถึงเรื่องในอดีต
过时,这种手机已经过时了。,This kind of phone is already out of date.,มือถือแบบนี้ตกรุ่นไปแล้ว
过滤,这台机器可以过滤空气。,This machine can filter the air.,เครื่องนี้กรองอากาศได้
过瘾,这场比赛看得过瘾。,This match was thrilling to watch.,การแข่งขันนัดนี้ดูแล้วมันสุดๆ
过硬,他的技术十分过硬。,His skills are truly solid.,ฝีมือของเขาแน่นมาก
过错,这不是你的过错。,This is not your fault.,นี่ไม่ใช่ความผิดของเธอ
迈,他迈出了第一步。,He took the first step.,เขาก้าวเท้าออกไปก้าวแรก
迎,全家人出门迎接远方的客人。,The whole family went out to welcome the guest from afar.,ทั้งครอบครัวออกมาต้อนรับแขกจากแดนไกล
迎合,商家迎合顾客口味。,Merchants cater to customers' tastes.,ร้านค้าเอาใจรสนิยมของลูกค้า
迎接,大家去机场迎接他。,Everyone went to the airport to welcome him.,ทุกคนไปต้อนรับเขาที่สนามบิน
迎来,城市迎来了新春。,The city welcomed the new spring.,เมืองต้อนรับฤดูใบไม้ผลิที่มาถึง
运作,公司运作十分正常。,The company operates quite normally.,บริษัทดำเนินงานเป็นปกติดี
运动会,学校举办了运动会。,The school held a sports meet.,โรงเรียนจัดงานกีฬาสี
运行,这台机器已经运行了十年。,This machine has been running for ten years.,เครื่องนี้ทำงานมาสิบปีแล้ว
运输,货物正在运输途中。,The goods are in transit.,สินค้ากำลังอยู่ระหว่างขนส่ง
近代,这是近代著名建筑。,This is a famous modern-era building.,นี่คืออาคารชื่อดังยุคใหม่
近年来,近年来物价上涨很快。,"In recent years, prices have risen quickly.",ช่วงไม่กี่ปีมานี้ราคาข้าวของขึ้นเร็วมาก
近期,近期天气变化很大。,The weather has changed a lot recently.,ช่วงนี้อากาศเปลี่ยนแปลงมาก
近来,近来天气变化很大。,The weather has changed a lot recently.,ระยะหลังมานี้อากาศเปลี่ยนแปลงมาก
近视,他从小患有近视。,He has been nearsighted since childhood.,เขาสายตาสั้นมาตั้งแต่เด็ก
返回,飞机将于晚上返回。,The plane will return in the evening.,เครื่องบินจะเดินทางกลับตอนเย็น
这就是说,这就是说他不能来了。,"In other words, he can't come.",นั่นก็หมายความว่าเขามาไม่ได้แล้ว
进出,大门方便进出。,The gate is convenient for going in and out.,ประตูใหญ่เข้าออกสะดวก
进口,这些水果都是进口的。,These fruits are all imported.,ผลไม้พวกนี้เป็นของนำเข้าทั้งนั้น
进展,项目进展十分顺利。,The project is progressing very smoothly.,โครงการคืบหน้าไปได้อย่างราบรื่น
进度,工程进度比较顺利。,The project's progress is going smoothly.,ความคืบหน้าของงานค่อนข้างราบรื่น
进攻,球队在下半场发起了猛烈进攻。,The team launched a fierce attack in the second half.,ทีมบุกอย่างหนักในครึ่งหลัง
进来,请问我可以进来吗？,Excuse me may I come in?,ขอโทษนะ ฉันเข้าไปได้ไหม?
进而,先打好基础，进而提高水平。,"First build a solid foundation, and then raise your level.",วางพื้นฐานให้ดีก่อน แล้วจึงค่อยยกระดับความสามารถ
远处,远处传来悠扬的歌声。,A melodious song came from a distant place.,มีเสียงเพลงไพเราะลอยมาจากที่ไกลๆ
远近闻名,这家餐厅远近闻名。,This restaurant is famous far and wide.,ร้านอาหารนี้มีชื่อเสียงเลื่องลือไปทั่ว
远远,他远远超过了对手。,He far surpassed his opponent.,เขาเหนือกว่าคู่แข่งอยู่มาก
违反,他违反了公司规定。,He violated the company's rules.,เขาละเมิดกฎของบริษัท
违背,这样做违背了规则。,Doing this goes against the rules.,การทำแบบนี้ขัดกับกฎ
连接,这座桥连接两座城市。,This bridge connects two cities.,สะพานนี้เชื่อมสองเมืองเข้าด้วยกัน
连续剧,她每天追看连续剧。,She watches TV series every day.,เธอตามดูละครทุกวัน
迫使,疫情迫使公司转型。,The pandemic forced the company to transform.,โรคระบาดบีบให้บริษัทต้องปรับเปลี่ยน
迫害,他曾遭受政治迫害。,He once suffered political persecution.,เขาเคยถูกกดขี่ข่มเหงทางการเมือง
迷,他对篮球十分着迷。,He is very obsessed with basketball.,เขาคลั่งไคล้บาสเกตบอลมาก
迷人,这里的风景十分迷人。,The scenery here is very charming.,วิวที่นี่สวยน่าหลงใหลมาก
迷恋,他深深迷恋着音乐。,He is deeply infatuated with music.,เขาหลงใหลในเสียงดนตรีอย่างลึกซึ้ง
迷惑,这个谜题让人十分迷惑。,This puzzle leaves people utterly confused.,ปริศนานี้ทำให้คนงงงวยมาก
迷惑不解,这个问题让他迷惑不解。,This question left him utterly puzzled.,คำถามนี้ทำให้เขางงจนคิดไม่ตก
追赶,猎狗在追赶兔子。,The hunting dog is chasing the rabbit.,สุนัขล่าเนื้อกำลังไล่ตามกระต่าย
追踪,警方正在追踪嫌犯。,Police are tracking the suspect.,ตำรวจกำลังติดตามผู้ต้องสงสัย
追逐,孩子们互相追逐。,The children chased each other.,เด็กๆ วิ่งไล่กันไปมา
追问,记者追问事情细节。,The reporter pressed for details of the matter.,นักข่าวซักถามรายละเอียดของเรื่อง
退,他向后退了一步。,He took a step back.,เขาถอยหลังไปหนึ่งก้าว
退役,他今年正式退役了。,He officially retired this year.,ปีนี้เขาอำลาวงการอย่างเป็นทางการแล้ว
退票,他决定去窗口退票。,He decided to go to the window to return the ticket.,เขาตัดสินใจไปคืนตั๋วที่ช่องขายตั๋ว
送行,朋友们来车站送行。,Friends came to the station to see him off.,เพื่อนๆ มาส่งเขาที่สถานี
适宜,这里气候十分适宜。,The climate here is very suitable.,ภูมิอากาศที่นี่เหมาะสมมาก
适量,运动时要注意适量。,You should exercise in moderation.,เวลาออกกำลังกายต้องระวังให้พอเหมาะ
逃,他吓得转身就逃。,He was so scared he turned and fled.,เขาตกใจจนหันหลังวิ่งหนี
逃走,小偷趁乱逃走了。,The thief fled amid the chaos.,ขโมยฉวยโอกาสตอนชุลมุนหนีไป
选手,各国选手齐聚一堂。,Athletes from all countries gathered together.,นักกีฬาจากนานาประเทศมารวมตัวกัน
选拔,学校正在选拔队员。,The school is selecting team members.,โรงเรียนกำลังคัดเลือกนักกีฬาเข้าทีม
选用,这次装修选用了环保材料。,This renovation used eco-friendly materials.,การรีโนเวตครั้งนี้เลือกใช้วัสดุที่เป็นมิตรกับสิ่งแวดล้อม
选项,这道题有四个选项。,This question has four options.,ข้อนี้มีสี่ตัวเลือก
透彻,老师讲解得非常透彻。,The teacher explained it very thoroughly.,คุณครูอธิบายได้อย่างละเอียดถี่ถ้วน
透过,阳光透过窗户照进来。,Sunlight shines in through the window.,แสงแดดส่องผ่านหน้าต่างเข้ามา
逐年,公司利润逐年增长。,The company's profits grow year after year.,กำไรของบริษัทเพิ่มขึ้นทุกปี
途中,他在旅途中丢了钱包。,He lost his wallet during the journey.,เขาทำกระเป๋าเงินหายระหว่างการเดินทาง
途径,我们要找到解决问题的途径。,We need to find a way to solve the problem.,เราต้องหาหนทางแก้ปัญหาให้ได้
逗,他喜欢逗小孩子笑。,He likes to make children laugh.,เขาชอบหยอกให้เด็กๆ หัวเราะ
通信,他们经常通信联系。,They often keep in touch by mail.,พวกเขาติดต่อกันทางจดหมายอยู่บ่อยๆ
通用,英语是国际通用语言。,English is a commonly used international language.,ภาษาอังกฤษเป็นภาษาที่ใช้กันทั่วไปในระดับสากล
通行,这条路禁止通行。,This road is closed to traffic.,ถนนเส้นนี้ห้ามสัญจร
通话,我和她通话了很久。,I talked with her on the phone for a long time.,ฉันคุยโทรศัพท์กับเธอนานมาก
通风,房间需要经常通风。,The room needs to be ventilated often.,ห้องต้องระบายอากาศบ่อยๆ
造价,这栋楼造价很高。,The construction cost of this building is high.,อาคารหลังนี้มีต้นทุนก่อสร้างสูงมาก
造型,她的发型造型很特别。,Her hairstyle design is very unique.,ทรงผมของเธอออกแบบได้แปลกไม่เหมือนใคร
造就,努力造就了他的成功。,Hard work brought about his success.,ความพยายามหล่อหลอมให้เขาประสบความสำเร็จ
逻辑,他说话很有逻辑。,He speaks very logically.,เขาพูดจามีเหตุผลเป็นตรรกะมาก
逼,别逼他做决定。,Don't force him to make a decision.,อย่าบังคับให้เขาตัดสินใจ
逼真,这幅画画得非常逼真。,This painting looks extremely lifelike.,ภาพนี้วาดได้เหมือนจริงมาก
逼迫,他被逼迫签了合同。,He was forced to sign the contract.,เขาถูกบังคับให้เซ็นสัญญา
遇,我们在路上偶遇。,We ran into each other by chance on the road.,เราบังเอิญเจอกันบนถนน
遇上,我在路上遇上了老友。,I ran into an old friend on the road.,ฉันบังเอิญเจอเพื่อนเก่าบนถนน
遍布,咖啡店遍布这座城市。,Coffee shops are found all over this city.,ร้านกาแฟมีอยู่ทั่วทั้งเมืองนี้
遏制,政府努力遏制通胀。,The government works hard to curb inflation.,รัฐบาลพยายามยับยั้งเงินเฟ้อ
道具,演员准备好了道具。,The actor got the props ready.,นักแสดงเตรียมอุปกรณ์ประกอบฉากไว้พร้อมแล้ว
遗址,考古学家发现了古代遗址。,Archaeologists discovered ancient ruins.,นักโบราณคดีค้นพบซากโบราณสถาน
遥远,他们来自遥远的国家。,They come from a distant country.,พวกเขามาจากประเทศที่อยู่ห่างไกล
遭受,这座城市遭受了地震。,This city suffered an earthquake.,เมืองนี้ประสบเหตุแผ่นดินไหว
遭遇,旅途中他遭遇了大雨。,He encountered heavy rain during his trip.,ระหว่างเดินทางเขาเจอกับฝนตกหนัก
遵守,大家都要遵守规则。,Everyone must follow the rules.,ทุกคนต้องปฏิบัติตามกฎ
遵循,我们必须遵循规则。,We must abide by the rules.,เราต้องยึดถือปฏิบัติตามกฎ
遵照,大家遵照老师的要求做作业。,Everyone did their homework according to the teacher's instructions.,ทุกคนทำการบ้านตามที่คุณครูสั่ง
避,他躲避在树下避雨。,He hid under a tree to avoid the rain.,เขาหลบอยู่ใต้ต้นไม้เพื่อหลบฝน
避暑,一家人去山里避暑。,The family went to the mountains to escape the heat.,ครอบครัวไปหลบร้อนบนภูเขา
邪恶,故事里的巫婆很邪恶。,The witch in the story is very evil.,แม่มดในนิทานชั่วร้ายมาก
邮箱,请查看你的邮箱。,Please check your mailbox.,ช่วยเช็กกล่องอีเมลของคุณด้วย
郊外,周末我们去郊外野餐。,We're going to the outskirts for a picnic this weekend.,สุดสัปดาห์นี้เราจะไปปิกนิกที่ชานเมือง
部位,请注意受伤部位。,Please pay attention to the injured area.,ช่วยระวังบริเวณที่บาดเจ็บด้วย
部队,他的哥哥在部队服役。,His older brother serves in the military.,พี่ชายของเขารับราชการอยู่ในกองทัพ
鄙视,他遭到众人鄙视。,He was despised by everyone.,เขาถูกทุกคนดูถูกเหยียดหยาม
配,这个颜色配那件衣服。,This color matches that piece of clothing.,สีนี้เข้ากับเสื้อตัวนั้น
配合,大家要互相配合工作。,Everyone should cooperate with each other at work.,ทุกคนต้องร่วมมือกันในการทำงาน
配备,教室配备了空调。,The classroom is equipped with air conditioning.,ห้องเรียนติดตั้งเครื่องปรับอากาศไว้พร้อม
配音,这部动画由专业演员配音。,This animation is dubbed by professional actors.,การ์ตูนเรื่องนี้พากย์เสียงโดยนักพากย์มืออาชีพ
酒店,我们订了一间酒店。,We booked a hotel room.,เราจองโรงแรมไว้หนึ่งห้อง
酒楼,我们在酒楼吃了一顿饭。,We had a meal at the restaurant.,เรากินข้าวกันหนึ่งมื้อที่ภัตตาคาร
酒水,婚礼上的酒水很丰富。,There was a wide variety of drinks at the wedding.,เครื่องดื่มในงานแต่งงานมีให้เลือกหลากหลาย
酒精,医生用酒精给伤口消毒。,The doctor disinfected the wound with alcohol.,หมอใช้แอลกอฮอล์ฆ่าเชื้อที่แผล
酗酒,他因酗酒伤了身体。,He damaged his health through heavy drinking.,เขาทำร้ายสุขภาพตัวเองเพราะดื่มเหล้าหนัก
酝酿,公司正在酝酿新计划。,The company is brewing a new plan.,บริษัทกำลังบ่มเพาะแผนการใหม่อยู่
酱油,做菜时要加一点酱油。,Add a bit of soy sauce when cooking.,เวลาทำอาหารต้องใส่ซีอิ๊วนิดหน่อย
酸甜苦辣,人生充满酸甜苦辣。,Life is full of ups and downs.,ชีวิตเต็มไปด้วยรสชาติเปรี้ยวหวานขมเผ็ด
酿造,这种酒是传统方法酿造的。,This wine is brewed using a traditional method.,เหล้าชนิดนี้หมักด้วยวิธีดั้งเดิม
醉,他喝多了已经醉了。,He drank too much and is already drunk.,เขาดื่มมากเกินไปจนเมาแล้ว
醒来,他早上六点醒来。,He woke up at six in the morning.,เขาตื่นนอนตอนหกโมงเช้า
醒目,招牌颜色十分醒目。,The sign's color is very eye-catching.,สีของป้ายสะดุดตามาก
采,农民正在采茶叶。,The farmer is picking tea leaves.,ชาวนากำลังเก็บใบชา
采纳,经理采纳了他的建议。,The manager adopted his suggestion.,ผู้จัดการรับข้อเสนอแนะของเขาไปใช้
采集,科学家在采集样本。,The scientist is collecting samples.,นักวิทยาศาสตร์กำลังเก็บตัวอย่าง
释放,警方释放了那名嫌疑人。,The police released that suspect.,ตำรวจปล่อยตัวผู้ต้องสงสัยคนนั้น
里程碑,这是公司发展的里程碑。,This is a milestone in the company's development.,นี่คือหมุดหมายสำคัญในการเติบโตของบริษัท
里边,箱子里边放着礼物。,There's a gift inside the box.,ข้างในกล่องมีของขวัญวางอยู่
重复,请不要重复问题。,Please don't repeat the question.,ช่วยอย่าถามซ้ำ
重大,这是一个重大的决定。,This is a major decision.,นี่เป็นการตัดสินใจครั้งสำคัญ
重心,公司把工作重心转移了。,The company shifted its focus of work.,บริษัทเปลี่ยนจุดเน้นของงานไปแล้ว
野外,周末我们去野外露营。,We're going camping in the wild this weekend.,สุดสัปดาห์นี้เราจะไปตั้งแคมป์กลางป่า
野生,这是一种野生动物。,This is a wild animal.,นี่คือสัตว์ป่าชนิดหนึ่ง
金,她戴着一枚金戒指。,She wears a gold ring.,เธอสวมแหวนทองวงหนึ่ง
金子,这枚戒指是用金子打的。,This ring is made of gold.,แหวนวงนี้ทำจากทอง
金属,这个盒子是金属做的。,This box is made of metal.,กล่องนี้ทำจากโลหะ
金牌,她赢得了这次比赛的金牌。,She won the gold medal in this competition.,เธอคว้าเหรียญทองจากการแข่งขันครั้งนี้
金融,他在金融公司工作。,He works at a finance company.,เขาทำงานที่บริษัทการเงิน
鉴于,鉴于天气不好，比赛取消。,"Given the bad weather, the match was cancelled.",เนื่องจากอากาศไม่ดี การแข่งขันจึงถูกยกเลิก
鉴别,专家帮忙鉴别古董真假。,The expert helped tell whether the antique was genuine.,ผู้เชี่ยวชาญช่วยพิสูจน์ว่าของเก่าเป็นของแท้หรือปลอม
针,护士给我打了一针。,The nurse gave me an injection.,พยาบาลฉีดยาให้ฉันเข็มหนึ่ง
钉,他用锤子钉钉子。,He uses a hammer to hammer in a nail.,เขาใช้ค้อนตอกตะปู
钙,牛奶含有丰富的钙。,Milk contains rich calcium.,นมมีแคลเซียมอุดมสมบูรณ์
钟,教堂的钟敲响了十二下。,The church bell rang twelve times.,ระฆังโบสถ์ตีดังสิบสองครั้ง
钩,墙上挂着一个钩子。,There is a hook hanging on the wall.,มีตะขอแขวนอยู่บนกำแพง
