hanzi,sentence,en,th_final
并,我同意并支持这个计划。,I agree with and support this plan.,ฉันเห็นด้วยและสนับสนุนแผนนี้
紧张,考试前我很紧张。,I was very nervous before the exam.,ก่อนสอบฉันประหม่ามาก
谈,我们谈了很久。,We talked for a long time.,เราคุยกันนานมาก
性格,他的性格很开朗。,His personality is very cheerful.,นิสัยของเขาร่าเริงแจ่มใสมาก
社会,这是一个社会问题。,This is a social problem.,นี่เป็นปัญหาสังคม
父母,我父母都很健康。,My parents are both healthy.,พ่อแม่ของฉันสุขภาพแข็งแรงดีทั้งคู่
复印,请帮我复印文件。,Please help me photocopy the document.,ช่วยถ่ายเอกสารให้ฉันหน่อย
耐心,老师对学生很耐心。,The teacher is very patient with the students.,คุณครูใจเย็นกับนักเรียนมาก
重视,公司很重视质量。,The company attaches great importance to quality.,บริษัทให้ความสำคัญกับคุณภาพมาก
鼓励,老师鼓励我们努力。,The teacher encourages us to work hard.,คุณครูคอยให้กำลังใจให้เราขยัน
密码,请输入你的密码。,Please enter your password.,กรุณากรอกรหัสผ่านของคุณ
拒绝,他拒绝了我的请求。,He refused my request.,เขาปฏิเสธคำขอของฉัน
语言,汉语是一种语言。,Chinese is a language.,ภาษาจีนเป็นภาษาหนึ่ง
十分,我十分喜欢这里。,I like it here very much.,ฉันชอบที่นี่มากๆ
适应,他很快适应了新工作。,He quickly adapted to the new job.,เขาปรับตัวเข้ากับงานใหม่ได้เร็วมาก
能力,他有很强的能力。,He has strong ability.,เขามีความสามารถสูงมาก
材料,这些材料很有用。,These materials are very useful.,วัสดุเหล่านี้มีประโยชน์มาก
看法,你对这件事有什么看法？,What's your view on this matter?,คุณมีความคิดเห็นยังไงกับเรื่องนี้?
通过,他通过了考试。,He passed the exam.,เขาสอบผ่านแล้ว
顾客,这家店的顾客很多。,This shop has a lot of customers.,ร้านนี้มีลูกค้าเยอะมาก
理想,他的理想是当医生。,His dream is to become a doctor.,ความฝันของเขาคือการเป็นหมอ
年龄,请问你的年龄是多少？,May I ask how old you are?,ขอถามหน่อยว่าคุณอายุเท่าไหร่?
乒乓球,我喜欢打乒乓球。,I like playing table tennis.,ฉันชอบเล่นปิงปอง
打乒乓球,他每天打乒乓球。,He plays table tennis every day.,เขาเล่นปิงปองทุกวัน
浪漫,这个晚上很浪漫。,This evening is very romantic.,คืนนี้โรแมนติกมาก
京剧,爷爷喜欢看京剧。,Grandpa likes watching Beijing opera.,คุณปู่ชอบดูงิ้วปักกิ่ง
经济,这个国家经济发展快。,This country's economy is developing fast.,เศรษฐกิจของประเทศนี้พัฒนาเร็ว
质量,这个产品质量很好。,The quality of this product is very good.,สินค้าชิ้นนี้คุณภาพดีมาก
地球,地球是我们的家。,Earth is our home.,โลกคือบ้านของเรา
加油,他去加油站给车加油。,He went to the gas station to fill up the car.,เขาไปเติมน้ำมันรถที่ปั๊ม
发给,老师把作业发给学生。,The teacher handed out the homework to the students.,คุณครูแจกการบ้านให้นักเรียน
打开,请打开窗户。,Please open the window.,ช่วยเปิดหน้าต่างหน่อย
友谊,我们的友谊很深。,Our friendship is deep.,มิตรภาพของเราลึกซึ้งมาก
标准,这是最新的标准。,This is the latest standard.,นี่คือมาตรฐานล่าสุด
警察,警察正在抓小偷。,The police are catching a thief.,ตำรวจกำลังจับขโมย
后悔,他后悔没听妈妈的话。,He regrets not listening to his mom.,เขาเสียใจที่ไม่ฟังคำแม่
支持,我们都支持你的决定。,We all support your decision.,พวกเราทุกคนสนับสนุนการตัดสินใจของคุณ
收拾,请收拾一下房间。,Please tidy up the room.,ช่วยเก็บกวาดห้องหน่อย
丢,我把钥匙丢了。,I lost my keys.,ฉันทำกุญแจหาย
情况,现在的情况很复杂。,The current situation is very complicated.,สถานการณ์ตอนนี้ซับซ้อนมาก
使用,请正确使用这个工具。,Please use this tool correctly.,ช่วยใช้เครื่องมือนี้ให้ถูกต้อง
引起,这个消息引起了大家注意。,This news drew everyone's attention.,ข่าวนี้เรียกความสนใจจากทุกคน
成熟,这个西瓜已经成熟了。,This watermelon is already ripe.,แตงโมลูกนี้สุกแล้ว
按时,请按时完成作业。,Please finish the homework on time.,ช่วยทำการบ้านให้เสร็จตรงเวลา
感情,他们之间的感情很深。,Their feelings for each other run deep.,ความผูกพันระหว่างพวกเขาลึกซึ้งมาก
教育,父母应该教育孩子。,Parents should educate their children.,พ่อแม่ควรอบรมสั่งสอนลูก
正确,你的答案完全正确。,Your answer is completely correct.,คำตอบของคุณถูกต้องทั้งหมด
今天下午,今天下午我要去医院。,This afternoon I need to go to the hospital.,บ่ายนี้ฉันต้องไปโรงพยาบาล
去一趟,我得去一趟银行。,I need to make a trip to the bank.,ฉันต้องไปธนาคารสักรอบ
油,这道菜用了很多油。,This dish uses a lot of oil.,อาหารจานนี้ใช้น้ำมันเยอะมาก
电视广告,这个电视广告很有意思。,This TV commercial is quite interesting.,โฆษณาทีวีอันนี้น่าสนใจมาก
吃惊,这个消息让我很吃惊。,This news really shocked me.,ข่าวนี้ทำให้ฉันตกใจมาก
失望,考试结果让他很失望。,The exam result disappointed him.,ผลสอบทำให้เขาผิดหวังมาก
总结,老师总结了这节课。,The teacher summed up this lesson.,คุณครูสรุปบทเรียนคาบนี้
完全,我完全同意你的看法。,I completely agree with your view.,ฉันเห็นด้วยกับความคิดเห็นของคุณอย่างเต็มที่
经历,他经历了很多困难。,He has gone through many difficulties.,เขาผ่านความยากลำบากมามากมาย
计划,我们的旅行计划变了。,Our travel plan has changed.,แผนเที่ยวของเราเปลี่ยนไปแล้ว
误会,你误会我的意思了。,You misunderstood what I meant.,คุณเข้าใจความหมายของฉันผิดแล้ว
份,请给我一份报纸。,Please give me a copy of the newspaper.,ขอหนังสือพิมพ์ให้ฉันหนึ่งฉบับ
意见,大家对这个计划有意见。,Everyone has opinions about this plan.,ทุกคนมีความคิดเห็นต่อแผนนี้
流行,这首歌现在很流行。,This song is very popular now.,เพลงนี้กำลังฮิตมากตอนนี้
缺少,这个房间缺少阳光。,This room lacks sunlight.,ห้องนี้ขาดแสงแดด
观众,观众都很喜欢这场表演。,The audience loved this performance.,ผู้ชมชอบการแสดงนี้กันมาก
赢,我们队今天赢了比赛。,Our team won the game today.,วันนี้ทีมเราชนะการแข่งขัน
吸引,这个故事吸引了很多人。,This story attracted many people.,เรื่องนี้ดึงดูดคนมากมาย
过程,学习是一个漫长的过程。,Learning is a long process.,การเรียนรู้เป็นกระบวนการที่ยาวนาน
适合,这件衣服很适合你。,This piece of clothing suits you well.,เสื้อตัวนี้เหมาะกับคุณมาก
植物,她每天都给植物浇水。,She waters the plants every day.,เธอรดน้ำต้นไม้ทุกวัน
最高,这是全班最高的学生。,This is the tallest student in the class.,นี่คือนักเรียนที่สูงที่สุดในห้อง
礼貌,对人要有礼貌。,One should be polite to others.,ต้องมีมารยาทกับคนอื่น
轻松,周末我想轻松一下。,I want to relax a bit this weekend.,สุดสัปดาห์นี้ฉันอยากพักผ่อนสบายๆ สักหน่อย
导游,我们的导游很热情。,Our tour guide is very warm and friendly.,ไกด์ของเราอัธยาศัยดีมาก
粗心,他做题总是很粗心。,He is always careless when doing problems.,เขาทำโจทย์สะเพร่าตลอดเลย
道歉,他向老师道歉了。,He apologized to the teacher.,เขาขอโทษคุณครูแล้ว
养成,她养成了早起的习惯。,She has cultivated the habit of getting up early.,เธอฝึกจนติดนิสัยตื่นเช้า
教授,这位教授很有名。,This professor is very famous.,ศาสตราจารย์ท่านนี้มีชื่อเสียงมาก
不仅,他不仅聪明还很努力。,He is not only smart but also hardworking.,เขาไม่เพียงแต่ฉลาด แต่ยังขยันอีกด้วย
主动,他主动帮我拿行李。,He took the initiative to help me carry the luggage.,เขาเสนอตัวช่วยฉันถือกระเป๋าเอง
安全,过马路要注意安全。,Be mindful of safety when crossing the street.,ข้ามถนนต้องระวังความปลอดภัย
打折,这家商店正在打折。,This store is having a discount sale.,ร้านนี้กำลังลดราคา
演员,她是一位有名的演员。,She is a famous actress.,เธอเป็นนักแสดงที่มีชื่อเสียง
熟悉,我对这个城市很熟悉。,I am very familiar with this city.,ฉันคุ้นเคยกับเมืองนี้ดี
得到,他得到了老师的表扬。,He got praised by the teacher.,เขาได้รับคำชมจากคุณครู
讨厌,我很讨厌下雨天。,I really dislike rainy days.,ฉันเกลียดวันฝนตกมาก
小说,我最近在看一本小说。,I've been reading a novel recently.,ช่วงนี้ฉันกำลังอ่านนิยายอยู่เล่มหนึ่ง
知识,读书能增加知识。,Reading can increase knowledge.,การอ่านหนังสือช่วยเพิ่มความรู้
出发,我们明天早上出发。,We are setting off tomorrow morning.,เราจะออกเดินทางพรุ่งนี้เช้า
热闹,春节的时候街上很热闹。,During Spring Festival the streets are very lively.,ช่วงตรุษจีนบนถนนคึกคักมาก
友好,这里的人都很友好。,The people here are all very friendly.,คนที่นี่เป็นมิตรกันทุกคน
信心,我对这次考试有信心。,I have confidence in this exam.,ฉันมั่นใจกับการสอบครั้งนี้
提供,学校提供免费午餐。,The school provides free lunch.,โรงเรียนจัดอาหารกลางวันฟรีให้
永远,我们永远是好朋友。,We will be friends forever.,เราจะเป็นเพื่อนที่ดีกันตลอดไป
沙发,猫在沙发上睡觉。,The cat is sleeping on the sofa.,แมวนอนหลับอยู่บนโซฟา
规定,学校规定不能迟到。,The school stipulates that being late is not allowed.,โรงเรียนกำหนดว่าห้ามมาสาย
讨论,我们正在讨论这个问题。,We are discussing this problem.,เรากำลังถกเรื่องนี้กันอยู่
值,这本书值一百块。,This book is worth a hundred yuan.,หนังสือเล่มนี้มีค่าตั้งร้อยหยวน
勇敢,这个孩子非常勇敢。,This child is very brave.,เด็กคนนี้กล้าหาญมาก
感觉,我感觉今天很累。,I feel very tired today.,ฉันรู้สึกว่าวันนี้เหนื่อยมาก
杂志,她喜欢看时尚杂志。,She likes reading fashion magazines.,เธอชอบอ่านนิตยสารแฟชั่น
答案,这道题的答案是错的。,The answer to this question is wrong.,คำตอบของข้อนี้ผิด
精彩,这场比赛非常精彩。,This match was very wonderful.,การแข่งขันครั้งนี้สุดยอดมาก
提前,我们提前到了机场。,We arrived at the airport ahead of schedule.,เราไปถึงสนามบินก่อนเวลา
理解,我完全理解你的感受。,I completely understand your feelings.,ฉันเข้าใจความรู้สึกของคุณดี
内容,这本书的内容很丰富。,This book's content is very rich.,เนื้อหาของหนังสือเล่มนี้เข้มข้นมาก
父亲,我父亲是一名医生。,My father is a doctor.,พ่อของฉันเป็นหมอ
心情,今天我的心情很好。,My mood is very good today.,วันนี้อารมณ์ฉันดีมาก
森林,森林里有很多动物。,There are many animals in the forest.,ในป่ามีสัตว์เยอะมาก
民族,中国有五十六个民族。,China has fifty-six ethnic groups.,จีนมีชนชาติห้าสิบหกกลุ่ม
加班,他今晚要加班。,He has to work overtime tonight.,คืนนี้เขาต้องทำงานล่วงเวลา
得意,他考了第一名很得意。,He got first place and is very pleased with himself.,เขาสอบได้ที่หนึ่งเลยภูมิใจในตัวเองมาก
感动,这个故事让我很感动。,This story moved me deeply.,เรื่องนี้ทำให้ฉันซาบซึ้งใจมาก
抽烟,医生说抽烟不好。,The doctor says smoking is bad.,หมอบอกว่าการสูบบุหรี่ไม่ดี
积累,学习需要慢慢积累。,Learning requires gradual accumulation.,การเรียนรู้ต้องค่อยๆ สะสม
关键,努力是成功的关键。,Hard work is the key to success.,ความพยายามคือกุญแจสู่ความสำเร็จ
约会,我今晚有一个约会。,I have a date tonight.,คืนนี้ฉันมีนัดเดต
职业,老师是个好职业。,Teacher is a good profession.,ครูเป็นอาชีพที่ดี
记者,他是一名新闻记者。,He is a news reporter.,เขาเป็นนักข่าว
钥匙,我忘了带家里的钥匙。,I forgot to bring the house key.,ฉันลืมเอากุญแจบ้านมา
咸,这个汤有点儿咸。,This soup is a bit salty.,ซุปถ้วยนี้เค็มไปนิดหน่อย
困难,这个问题很困难。,This problem is very difficult.,ปัญหานี้ยากมาก
提醒,请提醒我明天开会。,Please remind me about tomorrow's meeting.,ช่วยเตือนฉันเรื่องประชุมพรุ่งนี้ด้วย
作者,这本书的作者很有名。,The author of this book is very famous.,ผู้เขียนหนังสือเล่มนี้มีชื่อเสียงมาก
准确,请给出准确的时间。,Please give the exact time.,ช่วยบอกเวลาที่แน่นอนหน่อย
反对,大家都反对这个计划。,Everyone opposes this plan.,ทุกคนคัดค้านแผนนี้
座位,这是我的座位。,This is my seat.,นี่คือที่นั่งของฉัน
效果,这个方法效果很好。,This method has a good effect.,วิธีนี้ได้ผลดีมาก
联系,请常常和我联系。,Please keep in touch with me often.,ติดต่อฉันบ่อยๆ นะ
航班,我们的航班晚点了。,Our flight is delayed.,เที่ยวบินของเราล่าช้า
保护,我们应该保护环境。,We should protect the environment.,เราควรปกป้องสิ่งแวดล้อม
空气,今天的空气很新鲜。,Today's air is very fresh.,อากาศวันนี้สดชื่นมาก
成为,他长大后成为了医生。,"After he grew up, he became a doctor.",พอโตขึ้นเขาก็กลายเป็นหมอ
考虑,这件事我需要好好考虑。,I need to think this matter over carefully.,เรื่องนี้ฉันต้องคิดพิจารณาให้ดี
想法,我的想法和你不一样。,My way of thinking is different from yours.,ความคิดของฉันไม่เหมือนกับคุณ
指,他用手指着地图。,He pointed at the map with his finger.,เขาใช้นิ้วชี้ไปที่แผนที่
免费,这里的水是免费的。,The water here is free.,น้ำที่นี่ฟรี
弹钢琴,妹妹每天弹钢琴。,My little sister plays the piano every day.,น้องสาวเล่นเปียโนทุกวัน
无聊,这个电影很无聊。,This movie is very boring.,หนังเรื่องนี้น่าเบื่อมาก
诚实,他是一个诚实的人。,He is an honest person.,เขาเป็นคนซื่อสัตย์
兴奋,孩子们都很兴奋。,The children were all very excited.,เด็กๆ ตื่นเต้นกันมาก
即使,即使下雨，我也要去。,"Even if it rains, I still want to go.",ถึงแม้ฝนจะตก ฉันก็จะไป
气候,这里气候很温暖。,The climate here is very warm.,ภูมิอากาศที่นี่อบอุ่นมาก
尤其,我喜欢水果，尤其是苹果。,"I like fruit, especially apples.",ฉันชอบผลไม้ โดยเฉพาะแอปเปิล
受到,他受到大家的欢迎。,He is welcomed by everyone.,เขาเป็นที่ต้อนรับของทุกคน
态度,她的态度很友好。,Her attitude is very friendly.,ท่าทีของเธอเป็นมิตรมาก
爱情,这是一个爱情故事。,This is a love story.,นี่คือเรื่องราวความรัก
管理,他负责管理这家公司。,He is in charge of managing this company.,เขารับผิดชอบบริหารบริษัทนี้
不够,这些钱不够买车票。,This money isn't enough to buy a train ticket.,เงินเท่านี้ไม่พอซื้อตั๋วรถ
回忆,这张照片让我回忆过去。,This photo makes me recall the past.,รูปนี้ทำให้ฉันหวนนึกถึงอดีต
因此,他病了，因此没去上班。,"He was sick, so he didn't go to work.",เขาป่วย เลยไม่ได้ไปทำงาน
竞争,这个行业竞争很激烈。,Competition in this industry is fierce.,การแข่งขันในวงการนี้ดุเดือดมาก
节约,我们应该节约用水。,We should conserve water.,เราควรประหยัดน้ำ
