hanzi,sentence,en
安慰,朋友安慰了伤心的她。,Her friend comforted her when she was sad.
规模,这家公司规模很大。,This company is large in scale.
记录,老师记录了学生的成绩。,The teacher recorded the students' grades.
善于,她善于解决问题。,She is good at solving problems.
挑战,他喜欢挑战自己。,He likes to challenge himself.
画线,请在重点下面画线。,Please draw a line under the key points.
轻易,他不轻易相信别人。,He doesn't easily trust others.
主人,主人热情地欢迎客人。,The host warmly welcomed the guests.
愤怒,他听到消息非常愤怒。,He was very angry when he heard the news.
成就,他为自己的成就骄傲。,He is proud of his accomplishments.
同伴,他和同伴一起旅行。,He traveled together with his companion.
地震,昨晚发生了一次地震。,An earthquake happened last night.
沙子,孩子们在沙子里玩耍。,The children played in the sand.
资源,水是宝贵的资源。,Water is a precious resource.
醋,妈妈做菜放了一点醋。,Mom added a bit of vinegar when cooking.
括,请把重点括起来。,Please bracket the key points.
物体,那个物体从天上掉下来。,That object fell from the sky.
琴声,远处传来悠扬的琴声。,From afar came the melodious sound of a zither.
辣酱,他喜欢吃饭时加辣酱。,He likes to add chili paste when eating.
犹豫,她犹豫了很久才决定。,She hesitated for a long time before deciding.
称赞,老师称赞了他的作文。,The teacher praised his essay.
追求,他一直追求自己的梦想。,He has always pursued his dream.
博物馆,我们周末去了博物馆。,We went to the museum on the weekend.
反应,他对这个消息反应很快。,He reacted quickly to the news.
根本,这是问题的根本原因。,This is the fundamental cause of the problem.
秘书,秘书帮经理安排会议。,The secretary arranged the meeting for the manager.
订,我们订了两张机票。,We booked two plane tickets.
谨慎,开车的时候要谨慎。,You should be cautious while driving.
进步,他的汉语进步很快。,His Chinese is progressing quickly.
依然,他依然每天早起。,He still gets up early every day.
失眠,他昨晚失眠了。,He suffered from insomnia last night.
导致,压力过大导致失眠。,Too much stress leads to insomnia.
满足,这个答案满足了他的好奇心。,This answer satisfied his curiosity.
观察,科学家认真观察星星。,The scientist carefully observed the stars.
角度,换个角度看问题。,Look at the problem from a different angle.
造成,大雨造成了交通堵塞。,The heavy rain caused a traffic jam.
道理,他说的话很有道理。,What he said makes a lot of sense.
从而,他努力学习，从而进步很快。,"He studied hard, and thereby made rapid progress."
作品,这是他最好的作品。,This is his best work.
坚强,她是一个坚强的女孩。,She is a strong girl.
状态,他今天的状态很好。,His condition is very good today.
生长,植物需要阳光生长。,Plants need sunlight to grow.
题目,这道题目很难。,This question is very difficult.
农民,农民在地里种菜。,The farmer plants vegetables in the field.
幸运,我今天感觉很幸运。,I feel very lucky today.
抱怨,他总是抱怨工作太累。,He always complains that work is too tiring.
胆小,这只小狗很胆小。,This puppy is very timid.
追,猫在后面追老鼠。,The cat is chasing the mouse behind it.
冻豆腐,火锅里放了冻豆腐。,Frozen tofu was put into the hot pot.
国画,她喜欢学习国画。,She likes to learn traditional Chinese painting.
财主,村里有一个财主。,There was a rich man in the village.
金币,他捡到了一枚金币。,He picked up a gold coin.
放风筝,春天大家喜欢放风筝。,In spring everyone likes to fly kites.
模特,她是一名时装模特。,She is a fashion model.
漏斗,他用漏斗倒油。,He used a funnel to pour the oil.
狼,森林里有一只狼。,There is a wolf in the forest.
猎狗,猎人带着猎狗打猎。,The hunter went hunting with his hunting dog.
私人,这是他的私人财产。,This is his private property.
纸质,我更喜欢纸质书。,I prefer paper books.
织,奶奶在织毛衣。,Grandma is knitting a sweater.
花瓶,桌子上放着花瓶。,There is a vase on the table.
蜡烛,生日蛋糕上有蜡烛。,There are candles on the birthday cake.
鲨鱼,海里有一条鲨鱼。,There is a shark in the sea.
鸡,农场里养了很多鸡。,The farm raises many chickens.
调整,他调整了自己的计划。,He adjusted his plan.
采访,记者采访了那位演员。,The reporter interviewed that actor.
一片,窗外是一片绿色。,Outside the window is a stretch of green.
位于,学校位于市中心。,The school is located in the city center.
作为,他工作认真，很有作为。,He works conscientiously and has accomplished a lot.
入,请大家依次入场。,"Please enter the venue in order, everyone."
完美,这次演出非常完美。,This performance was very perfect.
成长,孩子每天都在成长。,The child is growing every day.
掌握,他掌握了三种语言。,He has mastered three languages.
服装,这家店卖服装。,This shop sells clothing.
珍惜,我们要珍惜时间。,We should treasure our time.
目前,目前他还没回来。,"At present, he hasn't come back yet."
相处,我们相处得很好。,We get along very well.
营养,这种食物很有营养。,This food is very nutritious.
采取,政府采取了新措施。,The government adopted new measures.
面积,这个房间面积很大。,This room has a large area.
一旦,你一旦决定就别改。,"Once you decide, don't change it."
事物,世界上的事物都在变化。,Things in the world are always changing.
到达,火车到达北京了。,The train has arrived in Beijing.
强,这个队伍非常强。,This team is very strong.
微笑,她对我微笑。,She smiled at me.
明显,变化非常明显。,The change is very obvious.
未来,未来会更好。,The future will be better.
立刻,他立刻就走了。,He left immediately.
精力,他每天精力充沛。,He is full of energy every day.
责备,妈妈责备了他。,Mom blamed him.
软件,这个软件很好用。,This software is easy to use.
通常,我通常七点起床。,I usually get up at seven.
预订,我们预订了房间。,We booked a room.
专家,他是教育专家。,He is an education expert.
似乎,他似乎很累。,He seems very tired.
功能,这个手机功能很多。,This phone has many functions.
数据,请检查这些数据。,Please check this data.
气氛,教室里气氛很好。,The atmosphere in the classroom is great.
消费,现在的人喜欢网上消费。,People nowadays like to spend money online.
灵活,他的想法很灵活。,His thinking is very flexible.
刀,他用刀切菜。,He cuts vegetables with a knife.
彻底,他彻底打扫了房间。,He thoroughly cleaned the room.
温暖,今天天气很温暖。,The weather is warm today.
痛苦,失去朋友很痛苦。,Losing a friend is painful.
行动,我们必须马上行动。,We must act immediately.
失恋,他最近失恋了。,He recently went through a breakup.
弹琴,妹妹在房间弹琴。,My sister is playing an instrument in her room.
种子,农民种下种子。,The farmer planted seeds.
网络,这里的网络很快。,The internet here is fast.
小岛,他们住在一个小岛上。,They live on a small island.
川菜,我喜欢吃川菜。,I like to eat Sichuan cuisine.
广告位,这个网站有广告位。,This website has ad space.
撒谎,你不要对我撒谎。,Don't lie to me.
楼上,他住在楼上。,He lives upstairs.
潜水,他喜欢去潜水。,He likes to go diving.
百万富翁,他成了百万富翁。,He became a millionaire.
篮筐,球投进了篮筐。,The ball went into the basket.
老总,老总今天不在。,The boss is not in today.
财商,他的财商很高。,His financial savvy is high.
风筝,孩子们在放风筝。,The children are flying a kite.
黑猩猩,动物园里有黑猩猩。,There are chimpanzees in the zoo.
下载,我下载了这个软件。,I downloaded this software.
人物,他是历史人物。,He is a historical figure.
勇气,他没有勇气说话。,He didn't have the courage to speak.
待遇,这份工作待遇不错。,This job has good pay and benefits.
改善,生活条件改善了。,Living conditions have improved.
方案,我们需要一个方案。,We need a plan.
深刻,这本书让我印象深刻。,This book left a deep impression on me.
热心,她是个热心人。,She is a warm-hearted person.
虚心,他虚心接受意见。,He humbly accepts opinions.
走进,他走进教室。,He walked into the classroom.
逃避,他总是逃避问题。,He always avoids problems.
阻止,警察阻止了他们。,The police stopped them.
下降,气温开始下降。,The temperature started to drop.
中旬,他六月中旬回来。,He is coming back in mid-June.
从前,从前这里是农田。,This place used to be farmland.
危害,吸烟危害健康。,Smoking harms your health.
培养,老师培养学生的兴趣。,Teachers cultivate students' interest.
始终,他始终没有放弃。,"He never gave up, from start to finish."
委屈,她觉得很委屈。,She felt wronged.
恢复,他身体恢复了。,He has recovered physically.
推荐,老师推荐了这本书。,The teacher recommended this book.
显,这件衣服显瘦。,This piece of clothing makes you look slimmer.
疲劳,长时间开车会疲劳。,Driving for a long time causes fatigue.
相似,这两个词意思相似。,These two words have similar meanings.
破坏,台风破坏了房屋。,The typhoon damaged the houses.
