hanzi,sentence,en
工具,这是修车的工具。,This is a tool for repairing cars.
已,他已回家了。,He has already gone home.
弄,你在弄什么？,What are you doing?
弄清楚,我们要弄清楚原因。,We need to figure out the reason.
技术,他的技术很好。,His skills are very good.
抬,他抬起头看着我。,He lifted his head and looked at me.
月底,我月底回国。,I'm going back to my country at the end of the month.
植物园,周末我们去植物园。,This weekend we're going to the botanical garden.
深,这条河很深。,This river is very deep.
窄,这条路很窄。,This road is very narrow.
美,这里的风景很美。,The scenery here is very beautiful.
节约用水,大家应该节约用水。,Everyone should conserve water.
行,他行遍了中国。,He has traveled all over China.
表格,请填写这张表格。,Please fill out this form.
软,这个枕头很软。,This pillow is very soft.
输赢,比赛的输赢不重要。,Winning or losing the game doesn't matter.
这场,这场比赛很精彩。,This match was very exciting.
逛街,周末我们去逛街。,We're going window-shopping this weekend.
遇事,遇事要冷静。,"When problems arise, stay calm."
不了,"这么多菜,我吃不了。","There's so much food, I can't finish it all."
乘客,乘客请排队上车。,Passengers please line up to board.
在读,我弟弟在读大学。,My younger brother is currently studying at university.
大约,大约五点到家。,I'll get home at around five o'clock.
定,我们定好时间吧。,Let's set a time.
家人,我很想念家人。,I miss my family very much.
建议,我建议早点出发。,I suggest leaving early.
爱情故事,这是一个爱情故事。,This is a love story.
看着,他看着我笑了。,He looked at me and smiled.
科学家,他是有名的科学家。,He is a famous scientist.
聚会,今晚有一个聚会。,There's a party tonight.
自备,请大家自备雨伞。,Please bring your own umbrella.
运动员,他是一名运动员。,He is an athlete.
遇到困难,我们遇到困难了。,We've run into difficulties.
不可,这件事不可拖延。,This matter cannot be delayed.
做法,这种做法不对。,This way of doing it is wrong.
写错,我把名字写错了。,I wrote the name wrong.
女人,那个女人是老师。,That woman is a teacher.
按,请按这个按钮。,Please press this button.
灯,请关灯睡觉吧。,Please turn off the light and go to sleep.
老虎,动物园里有老虎。,There are tigers at the zoo.
艺术节,学校举办艺术节。,The school is holding an arts festival.
责任感,他很有责任感。,He has a strong sense of responsibility.
购物袋,请自带购物袋。,Please bring your own shopping bag.
够,钱不够买这个。,The money isn't enough to buy this.
富,这个国家很富。,This country is very wealthy.
丽江,我们去丽江旅游。,We're traveling to Lijiang.
