hanzi,sentence,en
并非,这件事并非那么简单。,This matter isn't really that simple.
强调,老师强调了安全。,The teacher emphasized safety.
当初,当初我们不认识。,"At that time, we didn't know each other."
影子,墙上有一个影子。,There is a shadow on the wall.
思维,他的思维很清晰。,His thinking is very clear.
指点,老师指点了我。,The teacher gave me pointers.
接触,我们很少接触。,We rarely have contact.
描写,作者描写了春天。,The author described spring.
教育家,他是著名的教育家。,He is a famous educator.
断,绳子突然断了。,The rope suddenly snapped.
日常生活,手机改变了日常生活。,Phones have changed daily life.
智商,他的智商很高。,His IQ is very high.
有所,情况有所改变。,The situation has changed somewhat.
机器,工厂里有很多机器。,There are many machines in the factory.
树立,我们要树立信心。,We must build up confidence.
概念,这是一个新概念。,This is a new concept.
欺骗,他从不欺骗朋友。,He never deceives his friends.
此外,"此外,他还会说法语。","Besides, he can also speak French."
沙漠,沙漠里没有水。,There is no water in the desert.
浏览,我喜欢浏览网页。,I like browsing web pages.
消失,那只猫突然消失了。,That cat suddenly disappeared.
激烈,比赛非常激烈。,The competition is very intense.
点头,他笑着点头。,He smiled and nodded.
熬夜,他经常熬夜工作。,He often stays up late working.
独特,她的想法很独特。,Her ideas are very unique.
玉米,农民种了很多玉米。,The farmer grew a lot of corn.
班主任,我们班主任姓王。,Our head teacher's surname is Wang.
男性,这个职业男性较多。,There are more males in this profession.
百货公司,妈妈在百货公司买衣服。,Mom is buying clothes at the department store.
看待,我们应该正确看待失败。,We should regard failure correctly.
眼看,眼看就要下雨了。,It's about to rain any moment.
知名,他是知名的演员。,He is a well-known actor.
空儿,你今天有空儿吗？,Do you have free time today?
素质,他的素质很高。,His personal character/quality is very high.
经营,他经营一家餐厅。,He runs a restaurant.
维修,师傅正在维修电脑。,The technician is repairing the computer.
罕见,这种鸟非常罕见。,This kind of bird is very rare.
罚,老师罚他打扫教室。,The teacher punished him by making him clean the classroom.
而已,我只是开玩笑而已。,"I was just joking, that's all."
脱离,他想脱离这个组织。,He wants to break away from this organization.
至于,"至于结果,我不清楚。","As for the result, I'm not sure."
至今,他至今没有结婚。,He hasn't gotten married to this day.
讲究,他吃饭很讲究。,He is very particular about food.
设,学校设了新课程。,The school set up a new course.
费,别费时间了。,Don't waste time.
路口,请在路口右转。,Please turn right at the intersection.
身材,她的身材很好。,She has a good figure.
