hanzi,sentence,en
不算,这个价格不算贵。,This price isn't really expensive.
不约而同,大家不约而同地鼓起掌来。,Everyone spontaneously burst into applause at the same time.
不能不,面对困难他不能不努力。,"Facing difficulties, he had no choice but to work hard."
不至于,事情还不至于那么糟糕。,Things aren't quite that bad yet.
不起眼,这家小店很不起眼。,This little shop is quite unremarkable.
不适,他今天感到身体不适。,He feels unwell today.
不顾,他不顾危险跳入水中救人。,Disregarding the danger
与众不同,她的穿着风格与众不同。,Her style of dress stands out from the crowd.
与其,与其抱怨，不如努力改变。,Rather than complain
与否,成功与否取决于努力。,Whether one succeeds or not depends on effort.
与日俱增,他的名气与日俱增。,His fame grows with each passing day.
丑,这只小狗长得真丑。,This puppy looks really ugly.
丑闻,这家公司爆出丑闻。,This company was hit by a scandal.
专人,公司派专人负责此事。,The company assigned a dedicated person to handle this matter.
专注,她学习时非常专注。,She is very focused when studying.
专长,编程是他的专长。,Programming is his specialty.
世代,这门手艺世代相传。,This craft has been passed down for generations.
世故,他为人处事十分世故。,He is very worldly in how he handles things.
世界杯,他们在看世界杯。,They are watching the World Cup.
业余,他业余时间喜欢画画。,In his spare time
业务,公司业务发展很快。,The company's business is growing fast.
业绩,他今年的业绩十分突出。,His performance this year has been outstanding.
丛林,探险队深入丛林寻找宝藏。,The expedition team went deep into the jungle to search for treasure.
东北,他来自中国东北。,He is from northeast China.
东南,台风正向东南移动。,The typhoon is moving toward the southeast.
东方,太阳从东方升起。,The sun rises in the east.
东部,我们住在东部地区。,We live in the eastern region.
丝,蜘蛛吐出一根细丝。,The spider spun out a fine thread.
丝毫,他丝毫没有察觉危险。,He didn't notice the danger in the slightest.
丝绸,这条围巾是丝绸做的。,This scarf is made of silk.
丢失,他不小心丢失了钱包。,He accidentally lost his wallet.
丢掉,请把这些垃圾丢掉。,Please throw away this trash.
丢脸,考试不及格让他丢脸。,Failing the exam made him lose face.
严厉,老师严厉地批评了他。,The teacher criticized him severely.
严密,这个计划安排得十分严密。,This plan was arranged very tightly and carefully.
丧失,事故使他丧失了记忆。,The accident caused him to lose his memory.
个儿,他个儿真高。,He's really tall.
个性,她的个性很独特。,Her personality is very unique.
中介,我们通过中介租房。,We rented the apartment through an agent.
中医,他相信中医能治病。,He believes Chinese medicine can cure illness.
中华,中华文化源远流长。,"Chinese culture has a long, deep history."
中华民族,中华民族历史悠久。,The Chinese nation has a long history.
中外,这本书吸引了中外读者。,This book has attracted readers both in China and abroad.
中奖,他买彩票中奖了。,He bought a lottery ticket and won a prize.
中断,会议因停电而中断。,The meeting was interrupted by a power outage.
中期,项目已进入中期阶段。,The project has entered its middle stage.
中药,他每天坚持喝中药。,He drinks traditional Chinese medicine every day without fail.
中部,这座城市在中部地区。,This city is in the central region.
中餐,他更喜欢吃中餐。,He prefers eating Chinese food.
丰厚,这份工作待遇十分丰厚。,This job offers very generous compensation.
丰富多彩,大学生活丰富多彩。,College life is rich and colorful.
丰收,今年农民迎来丰收。,Farmers had a bumper harvest this year.
丰满,秋天到了，稻穗丰满。,Autumn has arrived
串,她把珠子串成项链。,She strung the beads into a necklace.
临,我们临窗而坐聊天。,We sat facing the window and chatted.
丸,医生给他开了几丸药。,The doctor prescribed him a few pills.
为期,培训为期三个月。,The training lasts three months.
为止,比赛到今天为止结束。,The competition ends as of today.
为此,为此他专门道了歉。,For this reason he specially apologized.
为难,别再为难他了。,Stop putting him in a bind.
主,谁是这片土地的主？,Who is the owner of this land?
主人公,小说的主人公很勇敢。,The novel's protagonist is very brave.
主导,科技正主导着经济发展。,Technology is now dominating economic development.
主张,他主张早点出发。,He advocates leaving early.
主流,环保已成为社会主流。,Environmental protection has become mainstream in society.
主演,她主演了这部电影。,She starred in this movie.
主管,他是这个部门的主管。,He is the head of this department.
主观,你的看法太主观了。,Your opinion is too subjective.
主角,她在这部电影里演主角。,She plays the lead role in this movie.
主食,米饭是中国人的主食。,Rice is the staple food of Chinese people.
举世闻名,长城举世闻名。,The Great Wall is world-famous.
举动,他的举动引起了怀疑。,His behavior aroused suspicion.
举手,有问题请举手提问。,"If you have a question, please raise your hand."
乃至,全班乃至全校都知道了。,"The whole class, and even the whole school, found out."
义务,纳税是公民的义务。,Paying taxes is a citizen's duty.
之下,在老师帮助之下他进步了。,"Under the teacher's help, he improved."
之中,他在人群之中。,He is among the crowd.
之内,请在三天之内回复。,Please reply within three days.
之类,他喜欢篮球、足球之类的运动。,He likes sports like basketball
乐器,钢琴是常见的乐器。,The piano is a common musical instrument.
乐意,我很乐意帮助你。,I am very willing to help you.
乖,这只小狗特别乖。,This little dog is very well-behaved.
乘,他每天乘公交上班。,He takes the bus to work every day.
乘车,请大家排队乘车。,Please everyone line up to board the vehicle.
也就是说,也就是说他不同意。,"In other words, he disagrees."
乡,他决定回乡种地。,He decided to return to the countryside to farm.
乡村,他退休后搬到乡村生活。,After retiring
书桌,他坐在书桌前写作业。,He sat at the desk doing homework.
书籍,图书馆里书籍很丰富。,The library has a rich collection of books.
予以,学校将予以奖励。,The school will give a reward.
争,兄弟俩为了玩具争起来。,The brothers started fighting over the toy.
争先恐后,大家争先恐后地报名。,Everyone rushed to sign up first.
争分夺秒,医生们争分夺秒地抢救。,Doctors raced against time to save him.
争吵,兄弟俩因小事争吵起来。,The two brothers started quarreling over a trivial matter.
争夺,两队激烈争夺冠军。,The two teams fiercely contested the title.
争执,他们为小事争执起来。,They started arguing over a small matter.
争气,他发誓一定要争气。,He vowed he would prove himself.
争议,这项政策引发了争议。,This policy sparked controversy.
争论,他们为此争论不休。,They argued endlessly about this.
事实上,事实上他并不知道。,"In fact, he didn't know."
事故,路口发生了交通事故。,A traffic accident occurred at the intersection.
事迹,他的英雄事迹广为流传。,His heroic deeds are widely known.
云,天空飘着几朵白云。,A few white clouds drift across the sky.
互信,双方应建立长期互信。,Both sides should build long-term mutual trust.
互补,他们的性格正好互补。,Their personalities complement each other perfectly.
五,教室里坐着五个学生。,Five students sit in the classroom.
五花八门,展会上的商品五花八门。,The goods at the exhibition were of every conceivable kind.
井,村口有一口古老的井。,There is an old well at the village entrance.
交换,我们交换了礼物。,We exchanged gifts.
交界,这里是两省的交界处。,This is the border between two provinces.
亦,他会说英语，亦懂法语。,"He speaks English, and also knows French."
产业,旅游产业发展迅速。,The tourism industry is developing rapidly.
产地,请注明产品产地。,Please indicate the product's place of origin.
产物,这是时代发展的产物。,This is a product of the development of the times.
产量,今年小麦产量很高。,This year's wheat output is very high.
享有,这里享有很高的声誉。,This place enjoys a very high reputation.
亲,他亲手做了这份礼物。,He made this gift with his own hands.
亲切,老师对学生非常亲切。,The teacher is very kind to the students.
亲密,他们俩关系很亲密。,The two of them have a close relationship.
亲爱,亲爱的朋友你好吗。,"Dear friend, how are you?"
亲眼,我亲眼看到了那件事。,I saw that happen with my own eyes.
亲近,孩子和奶奶特别亲近。,The child is especially close to grandma.
人事,她在人事部工作。,She works in the human resources department.
人力,这项工程需要大量人力。,This project requires a large amount of manpower.
人口,这座城市人口众多。,This city has a large population.
人士,许多知名人士出席了。,Many well-known figures attended.
人工,这是一片人工湖。,This is an artificial lake.
人性,这部小说深刻揭示了人性。,This novel deeply reveals human nature.
人手,工地上现在缺人手。,The construction site is short of manpower right now.
人格,诚实是一种人格魅力。,Honesty is a kind of personal charm.
人民,政府应该为人民服务。,The government should serve the people.
人群,广场上挤满了人群。,The square was packed with crowds.
人选,公司还没确定人选。,The company hasn't decided on a candidate yet.
人造,这颗是人造卫星。,This is a man-made satellite.
仅仅,这仅仅是开始。,This is only the beginning.
今日,今日事今日毕。,Finish today's work today.
仍旧,多年过去，他仍旧住在这里。,Many years have passed
从中,他从中得到了不少启发。,He gained a lot of inspiration from it.
从早到晚,她从早到晚忙个不停。,She's busy nonstop from morning till night.
从未,他从未去过北京。,He has never been to Beijing.
仓库,货物都存放在仓库里。,The goods are all stored in the warehouse.
付,我来付这顿饭的钱。,I'll pay for this meal.
付款,请在网上付款。,Please pay online.
代,他代父亲出席。,He attended on his father's behalf.
以便,请提前预约以便安排。,Please book in advance so we can arrange things.
以免,请带伞以免淋雨。,Bring an umbrella to avoid getting rained on.
以内,请在十分钟以内完成。,Please finish within ten minutes.
