hanzi,sentence,en
水域,这片水域禁止游泳。,Swimming is prohibited in this body of water.
水手,他年轻时当过水手。,He was a sailor when he was young.
水面,树叶漂浮在水面上。,Leaves float on the surface of the water.
永不,我们永不放弃。,We will never give up.
永久,他们许下了永久的诺言。,They made an everlasting promise.
求,他求我帮他一个忙。,He asked me for a favor.
求助,他向朋友求助。,He asked a friend for help.
求婚,他向她求婚了。,He proposed to her.
求救,他大声呼喊求救。,He shouted loudly for help.
求职,他正在网上求职。,He is job hunting online.
汇合,两条河流在此汇合。,The two rivers converge here.
汗,他跑得满头是汗。,He ran until his head was covered in sweat.
汗水,他的额头上满是汗水。,His forehead was covered in sweat.
江,长江是中国最长的河流。,The Yangtze is the longest river in China.
汹涌,海浪汹涌，十分危险。,The waves surge violently and are very dangerous.
汽油,汽车没油了要加汽油。,"The car is out of fuel, needs gasoline."
沉思,他坐在窗前沉思。,"He sat by the window, deep in thought."
沉甸甸,这个包裹沉甸甸的。,This package is quite heavy.
沉着,遇到危险要保持沉着。,"When facing danger, stay calm."
沉重,他的心情十分沉重。,His mood was very heavy.
沉闷,会议的气氛十分沉闷。,The atmosphere of the meeting was very oppressive.
沉默,他一直保持沉默。,He kept silent the whole time.
沙滩,孩子们在沙滩上玩耍。,The children are playing on the beach.
沟,路边有一条水沟。,There is a ditch by the roadside.
没意思,这部电影真没意思。,This movie is really boring.
没收,老师没收了他的手机。,The teacher confiscated his phone.
没用,这个工具一点没用。,This tool is completely useless.
沮丧,考试失利让他很沮丧。,Doing poorly on the exam made him feel dejected.
河流,这条河流很长。,This river is very long.
沸腾,锅里的水已经沸腾了。,The water in the pot is already boiling.
治,地方官员负责治理此地。,Local officials are responsible for governing this area.
治愈,这种病可以完全治愈。,This disease can be completely cured.
治理,政府正在治理污染。,The government is tackling pollution.
沾,他的衣服沾了油漆。,His clothes got stained with paint.
沿,我们沿着河边散步。,We walked along the riverside.
沿途,沿途的风景十分美丽。,The scenery along the way is very beautiful.
泉,山上有一眼清泉。,There is a clear spring on the mountain.
法规,公司必须遵守法规。,The company must comply with regulations.
法院,他明天要去法院。,He has to go to court tomorrow.
泡,他的脚上起了一个泡。,He got a blister on his foot.
泡沫,杯子里冒出许多泡沫。,Lots of foam rose up in the cup.
波澜,他的话激起了波澜。,His words stirred up quite a commotion.
泥,他的鞋上沾满了泥。,His shoes were covered in mud.
泥土,他的鞋子沾满了泥土。,His shoes were covered in mud.
注,大家都很关注此事。,Everyone is paying close attention to this matter.
注册,新生需要在网上注册。,New students need to register online.
注定,这段感情注定失败。,This relationship was destined to fail.
注视,他静静地注视着远方。,He gazed quietly into the distance.
泪,她忍不住流下了泪。,She couldn't help shedding tears.
泻,洪水从山上倾泻而下。,The floodwater poured down from the mountain.
泼,小心别把水泼出来。,Be careful not to spill the water.
津津有味,他吃得津津有味。,He is eating with great relish.
活儿,今天的活儿还没干完。,Today's work isn't finished yet.
活跃,她在班里表现很活跃。,She is very active in class.
派出,公司派出代表参加会议。,The company sent a representative to the meeting.
流,河水缓缓向东流去。,The river flows slowly toward the east.
流动,河水缓缓流动。,The river flows slowly.
流向,河水流向大海。,The river flows towards the sea.
流域,长江流域雨水充沛。,The Yangtze River basin has abundant rainfall.
流失,过度砍伐导致水土流失。,Excessive logging caused soil erosion.
流水,门前有一条流水。,There is a stream of flowing water in front of the door.
流泪,她感动得流泪了。,She was moved to tears.
流畅,他的英语说得很流畅。,He speaks English very fluently.
流程,请按照流程办理手续。,Please handle the procedure according to the process.
流血,他的伤口一直流血。,His wound keeps bleeding.
流通,这种货币在市场上流通。,This currency circulates in the market.
浅,这条小河水很浅。,This small river is shallow.
测定,科学家测定了岩石的年龄。,Scientists determined the age of the rock.
测试,明天要进行一次测试。,There will be a test tomorrow.
测量,工人正在测量土地。,Workers are surveying the land.
浑身,他跑完步后浑身都是汗。,After running
浓,妈妈煮的汤味道很浓。,The soup mom cooked has a strong flavor.
浓缩,这瓶果汁是浓缩的。,This bottle of juice is concentrated.
浓郁,咖啡的香味十分浓郁。,The coffee's aroma is very rich.
浪,海边的浪很大。,The waves at the seaside are big.
浮力,木头在水中受到浮力。,Wood experiences buoyancy in water.
海关,他在海关被检查了行李。,His luggage was checked at customs.
海拔,这座山的海拔很高。,This mountain's elevation is very high.
海浪,海浪拍打着礁石。,The sea waves crash against the rocks.
海绵,她用海绵擦洗桌子。,She used a sponge to wipe the table.
海面,海面上漂着一艘船。,A ship floats on the sea surface.
涂,她在脸上涂了防晒霜。,She applied sunscreen on her face.
消,他的怒气渐渐消了。,His anger gradually subsided.
消灭,士兵们决心消灭敌人。,The soldiers were determined to wipe out the enemy.
消防,消防员及时赶到现场。,The firefighters arrived at the scene in time.
涉及,这个问题涉及很多方面。,This issue involves many aspects.
涌,人群涌向了出口。,The crowd rushed toward the exit.
涨,最近物价一直在涨。,Prices have been rising recently.
淘,妈妈正在淘米做饭。,Mom is rinsing rice to cook.
淘气,这个孩子特别淘气。,This child is especially naughty.
淘汰,他在比赛中被淘汰了。,He was eliminated in the competition.
淡,这杯茶味道太淡了。,This cup of tea tastes too weak.
深入,他深入研究这个课题。,He studied this topic in depth.
深入人心,这个观念已经深入人心。,This idea has already won people's hearts.
深厚,他们感情深厚。,Their feelings for each other run deep.
深夜,他工作到深夜才睡。,He worked until late at night before sleeping.
深度,这篇文章缺乏思考的深度。,This article lacks depth of thought.
深思,这个问题值得深思。,This question is worth pondering deeply.
深远,这项决定影响深远。,This decision has far-reaching effects.
混乱,会场秩序一片混乱。,The venue was in complete chaos.
混合,把两种颜色混合起来。,Mix the two colors together.
混淆,这两个概念很容易被混淆。,These two concepts are easily confused.
添,请给我添点米饭。,Please add a bit more rice for me.
添加,这道菜可以添加一些盐。,You can add a bit of salt to this dish.
清明,清明节人们扫墓祭祖。,"On Qingming Festival, people sweep tombs and honor ancestors."
清晨,他习惯清晨跑步。,He is used to running in the early morning.
清晰,照片拍得非常清晰。,The photo was taken very clearly.
清洁,请保持环境清洁。,Please keep the environment clean.
清洗,他仔细清洗了蔬菜。,He carefully washed the vegetables.
清理,请帮忙清理房间。,Please help clean up the room.
清醒,喝了咖啡他变得清醒。,"After drinking coffee, he became more alert."
清除,工人清除了路上的积雪。,Workers cleared the snow from the road.
