hanzi,sentence,en
讲述,他向我们讲述了往事。,He recounted the past events to us.
论证,他用数据论证了观点。,He used data to prove his point.
讽刺,这幅漫画充满讽刺。,This cartoon is full of satire.
设想,谁也没有设想过这样的结果。,No one had imagined such a result.
设施,公园设施十分齐全。,The park's facilities are very complete.
设置,公司设置了新部门。,The company set up a new department.
证件,请出示您的证件。,Please show your ID.
证据,警方找到了证据。,The police found evidence.
评,老师认真评了每一篇作文。,The teacher carefully graded every essay.
评估,专家评估了风险。,Experts assessed the risk.
评委,评委给这首歌打了高分。,The judges gave this song a high score.
评论,网友纷纷发表评论。,Netizens posted comments one after another.
识,我们应该增长见识。,We should broaden our knowledge.
识别,系统能自动识别人脸。,The system can automatically recognize faces.
识字,这个孩子已经会识字。,This child can already read.
试图,他试图打开那扇门。,He tried to open that door.
试用,你可以先试用产品。,You can try the product first.
诗人,他是一位著名诗人。,He is a famous poet.
诚心诚意,他诚心诚意地道歉。,He apologized earnestly and sincerely.
诚恳,他态度非常诚恳。,His attitude is very sincere.
话筒,他拿起话筒开始唱歌。,He picked up the microphone and started singing.
话语,他的话语充满力量。,His words were full of power.
语气,她说话语气很温柔。,She speaks in a gentle tone.
语音,请发一条语音消息。,Please send a voice message.
误,他误了今天的火车。,He missed today's train.
误解,请不要误解我的意思。,Please don't misunderstand what I mean.
诱人,这道菜的香味很诱人。,This dish's aroma is very enticing.
诱惑,他抵挡不住美食诱惑。,He couldn't resist the temptation of good food.
说不定,他说不定今天会来。,"He might come today, who knows."
说谎,他从不对父母说谎。,He never lies to his parents.
说道,他慢慢地说道原因。,He slowly stated the reason.
请教,我想向您请教问题。,I would like to ask you for advice.
请求,他向老师提出请求。,He made a request to the teacher.
课堂,课堂上大家认真听讲。,Everyone listens attentively in class.
课程,这学期课程安排很满。,This semester's course schedule is very full.
课题,这是一个重要研究课题。,This is an important research topic.
调皮,这个孩子非常调皮。,This child is very naughty.
调研,团队去农村调研。,The team went to the countryside for research.
调解,法官帮他们调解纠纷。,The judge helped mediate their dispute.
谅解,希望你能谅解我的难处。,I hope you can understand my difficulties.
谈到,他谈到了未来计划。,He talked about future plans.
谈论,大家在谈论这个新闻。,Everyone is discussing this news.
谈起,他常常谈起童年。,He often talks about his childhood.
谋生,他靠捕鱼谋生。,He makes a living by fishing.
谣言,网上流传着一个谣言。,A rumor is circulating online.
豁达,她性格十分豁达。,Her personality is very open-minded.
豆浆,早餐我喝了豆浆。,I drank soy milk for breakfast.
豆腐,他喜欢吃麻婆豆腐。,He likes eating mapo tofu.
负,他要为这件事负责。,He must take responsibility for this matter.
负责人,他是这个项目的负责人。,He is the person in charge of this project.
负面,这条新闻带来负面影响。,This news brought a negative impact.
财产,这是他的私人财产。,This is his private property.
财力,公司财力十分雄厚。,The company's financial resources are very strong.
责怪,妈妈没有责怪我。,Mom didn't blame me.
败,那支球队又败了。,That team lost again.
账,他仔细算了一笔账。,He carefully calculated the bill.
账户,请把钱转到我的账户。,Please transfer the money to my account.
货物,仓库里堆满了货物。,The warehouse is piled with goods.
质地,这块布料质地柔软。,The texture of this fabric is soft.
质疑,有人质疑这个结论。,Some people question this conclusion.
贩卖,小贩在街头贩卖水果。,The vendor sells fruit on the street.
贪,做人不能太贪钱财。,One should not be too greedy for money.
贫困,这个地区十分贫困。,This region is very poor.
贫穷,这个村子曾经很贫穷。,This village used to be very poor.
购,他在网上购物。,He shops online.
贯彻,公司认真贯彻新规定。,The company earnestly implements the new rules.
贯通,这条铁路全线贯通。,This railway is now fully connected.
贴切,这个比喻非常贴切。,This metaphor is very apt.
贴近,这部电影贴近现实生活。,This film is close to real life.
贵宾,酒店为贵宾准备了专属房间。,The hotel prepared an exclusive room for the honored guests.
贸易,两国发展贸易关系。,The two countries develop trade relations.
费用,这次旅行费用不高。,This trip's cost isn't high.
贿赂,官员因受贿赂被捕。,The official was arrested for taking bribes.
资本,他投入了大量资本。,He invested a large amount of capital.
赋予,法律赋予公民权利。,The law grants citizens rights.
赔偿,公司同意赔偿损失。,The company agreed to compensate for the loss.
赛场,选手们走进赛场。,The athletes walked into the arena.
赛跑,孩子们在操场赛跑。,The children are racing on the playground.
赞助,企业赞助了这场比赛。,A company sponsored this competition.
赞叹,大家都赞叹这幅画。,Everyone admired this painting.
赞叹不已,大家对此赞叹不已。,Everyone was full of praise for it.
赞同,我完全赞同你的看法。,I completely agree with your view.
赞扬,老师赞扬了他的努力。,The teacher praised his effort.
赫然,名单上赫然写着他的名字。,His name was startlingly listed on the roster.
走廊,他站在走廊里等她。,He stood in the corridor waiting for her.
走近,他慢慢走近那扇门。,He slowly approached that door.
赶,他跑步去赶公交车。,He ran to catch the bus.
赶不上,他差点赶不上火车。,He almost missed the train.
赶到,医生很快赶到现场。,The doctor quickly arrived at the scene.
赶忙,他听到消息赶忙回家。,"Hearing the news, he hurried home."
赶快,你赶快去上学吧。,Hurry up and go to school.
赶紧,快下雨了赶紧回家吧。,"It's about to rain, let's hurry home."
起初,起初大家都不理解他。,At first nobody understood him.
起步,公司刚刚起步。,The company has just started out.
起源,这个传统起源于古代。,This tradition originates from ancient times.
起点,比赛从广场起点开始。,The race starts from the square starting point.
起码,起码要准备三天。,"At the very least, you need to prepare for three days."
趁,他趁机会溜走了。,He took the opportunity to slip away.
趁早,有事就趁早去办。,"If there's something to do, go do it early."
趁机,他趁机提出了要求。,He seized the chance to make a request.
超,他的速度超快。,His speed is extremely fast.
超出,费用超出了预算。,The cost exceeded the budget.
超标,这里噪音已经超标。,The noise here already exceeds the limit.
超级,他是个超级英雄迷。,He's a huge fan of superheroes.
超越,他终于超越了对手。,He finally surpassed his opponent.
超车,不要随意超车。,Don't overtake carelessly.
超速,他因为超速被罚款。,He was fined for speeding.
越发,天气越发寒冷了。,The weather has become increasingly cold.
趋势,这是未来的发展趋势。,This is the future development trend.
趟,我去超市走了一趟。,I made a trip to the supermarket.
趣味,这本书充满趣味。,This book is full of fun.
足,他准备食物很充足。,He prepared plenty of food.
跌,他不小心跌倒了。,He accidentally fell down.
跑道,运动员绕着跑道跑步。,The athlete runs around the track.
距,学校距我家不远。,The school is not far from my home.
跟前,孩子跑到妈妈跟前。,The child ran up to his mother.
跨,他一步跨过了小溪。,He stepped across the stream in one stride.
跨越,大桥跨越整条大河。,The bridge spans the entire river.
