hanzi,sentence,en
指挥,警察在路口指挥交通。,The police officer directs traffic at the intersection.
指数,今天的股票指数上涨了。,The stock index rose today.
指标,今年的销售指标很高。,This year's sales target is high.
指着,他指着地图给我们介绍。,He pointed at the map and explained it to us.
指示,经理下达了明确指示。,The manager issued a clear instruction.
指责,他因迟到受到指责。,He was criticized for being late.
挑,他仔细挑了一件衣服。,He carefully picked out a piece of clothing.
挑剔,他对食物很挑剔。,He is very picky about food.
挑选,她仔细挑选礼物送朋友。,She carefully chose a gift for her friend.
挖掘,考古学家挖掘出古墓。,Archaeologists excavated an ancient tomb.
挡,他站在门口挡住了路。,He stood in the doorway blocking the way.
挣钱,他每天努力挣钱。,He works hard every day to earn money.
挥,她挥手向我们告别。,She waved goodbye to us.
挨,学生们挨个回答问题。,The students answered the questions one by one.
振兴,大家齐心振兴家乡经济。,Everyone works together to revitalize the hometown economy.
振动,手机在口袋里不断振动。,The phone keeps vibrating in the pocket.
挽回,他努力挽回她的信任。,He tried hard to win back her trust.
捂,她害怕地捂住了眼睛。,She covered her eyes in fear.
捆,他把旧报纸捆成一堆。,He tied the old newspapers into a bundle.
捉,猫在院子里捉老鼠。,The cat is catching mice in the yard.
捏,她轻轻捏了捏我的手。,She gently pinched my hand.
捐款,大家纷纷为灾区捐款。,People donated money to the disaster area one after another.
损,台风损坏了很多房屋。,The typhoon damaged many houses.
换取,他用劳动换取报酬。,He exchanges labor for pay.
换言之,换言之他不同意这个计划。,"In other words, he disagrees with this plan."
捧,她双手捧着一束花。,She holds a bouquet of flowers with both hands.
据悉,据悉比赛已经取消了。,It is reported that the match has been canceled.
掀起,这本书掀起了一阵热潮。,This book set off a wave of enthusiasm.
授予,学校授予他荣誉学位。,The school conferred an honorary degree on him.
掉队,他因为受伤而掉队了。,He fell behind because he got injured.
掌声,全场响起掌声。,Applause broke out throughout the venue.
掌管,他掌管公司的财务。,He is in charge of the company's finances.
掐,她轻轻掐了他一下。,She gave him a gentle pinch.
排,大家排好队了。,Everyone lined up properly.
排列,书按顺序排列整齐。,The books are arranged neatly in order.
排除,医生排除了癌症的可能。,The doctor ruled out the possibility of cancer.
探,他把头探出窗外。,He stuck his head out the window.
探望,周末我去医院探望病人。,On the weekend I visited a patient at the hospital.
探测,卫星正在探测这颗行星。,The satellite is probing this planet.
探索,科学家不断探索太空。,Scientists keep exploring outer space.
探讨,大家一起探讨这个问题。,Everyone discussed this problem together.
探险,他们去森林里探险。,They went exploring in the forest.
接下来,接下来我们去哪里？,Where shall we go next?
接听,他正在接听客户的电话。,He is answering a customer's phone call.
接待,公司派人接待客户。,The company sent someone to receive the clients.
推动,政府努力推动经济发展。,The government is working hard to promote economic development.
推广,政府大力推广新能源车。,The government is vigorously promoting new-energy cars.
推开,他推开了大门。,He pushed the gate open.
推断,警方推断凶手是熟人。,Police inferred the killer was an acquaintance.
推测,大家推测他明天会来。,Everyone speculates that he will come tomorrow.
推行,政府正在推行新政策。,The government is implementing a new policy.
推辞,他没有推辞这份工作。,He didn't decline this job.
推进,双方决定推进合作项目。,Both sides decided to advance the cooperative project.
推销,他上门推销吸尘器。,He went door to door selling vacuum cleaners.
掩盖,他试图掩盖事情真相。,He tried to cover up the truth of the matter.
掩饰,她努力掩饰内心的紧张。,She tried hard to conceal her inner nervousness.
掰,他把面包掰成两半。,He broke the bread in half.
揉,妈妈轻轻揉着我的肩膀。,Mom is gently massaging my shoulders.
描述,请你描述一下事情经过。,Please describe how the incident happened.
提倡,学校提倡节约用水。,The school promotes saving water.
提到,他提到了这件事。,He mentioned this matter.
提拔,老板决定提拔他当经理。,The boss decided to promote him to manager.
提炼,工厂从矿石中提炼黄金。,The factory extracts gold from ore.
提示,屏幕上出现了提示信息。,A reminder message appeared on the screen.
提起,别提起那件伤心事了。,Don't bring up that sad matter again.
提问,老师请学生举手提问。,The teacher asked students to raise their hands to ask questions.
插,请把花插在花瓶里。,Please put the flowers in the vase.
插嘴,别人说话时不要插嘴。,Don't interrupt when others are talking.
插图,这本书的插图很精美。,The illustrations in this book are exquisite.
握,他紧紧握着我的手。,He held my hand tightly.
揣摩,我仔细揣摩他的意思。,I carefully tried to figure out what he meant.
揭露,记者揭露了这起丑闻。,The reporter exposed this scandal.
搜寻,警方正在搜寻失踪儿童。,Police are searching for the missing child.
搜集,他喜欢搜集老照片。,He likes collecting old photographs.
搞,别把事情搞得太复杂。,Don't make things too complicated.
搞鬼,你是不是在背后搞鬼？,Are you playing tricks behind my back?
搬迁,这家工厂即将搬迁。,This factory is about to relocate.
搭,他们在院子里搭了一个帐篷。,They set up a tent in the yard.
搭配,这件衣服颜色搭配得好。,The colors of this outfit are well matched.
携带,乘客不能携带危险物品。,Passengers may not carry dangerous items.
摄像机,他用摄像机拍摄婚礼。,He filmed the wedding with a video camera.
摄影师,他是一名专业摄影师。,He is a professional photographer.
摆,她把花瓶摆在桌上。,She placed the vase on the table.
摆动,树枝在风中摆动。,The branches swayed in the wind.
摆脱,他终于摆脱了烦恼。,He finally freed himself from worry.
摇头,老师摇头表示不同意。,The teacher shook her head to disagree.
摇晃,船在海上摇晃得厉害。,The boat rocked violently at sea.
摇滚,他喜欢听摇滚音乐。,He likes listening to rock music.
摇篮,妈妈轻轻推着摇篮。,Mom is gently rocking the cradle.
摔倒,小孩在路上摔倒了。,The child fell down on the road.
摘,孩子们在果园里摘苹果。,The kids are picking apples in the orchard.
摩擦,两人因小事产生摩擦。,The two had friction over a small matter.
摸索,他在黑暗中摸索前进。,He groped his way forward in the dark.
撒,他随手把种子撒在地里。,He casually scattered seeds on the ground.
撕,他生气地撕掉了信。,He angrily tore up the letter.
撞击,两辆车发生了撞击。,The two cars collided.
撤,公司决定撤掉这个项目。,The company decided to scrap this project.
撰写,她正在撰写一篇论文。,She is writing a research paper.
操纵,他熟练地操纵着飞机。,He skillfully operates the airplane.
攀,登山者努力向上攀登。,The climber worked hard to climb upward.
支,大家都支持这个决定。,Everyone supports this decision.
支付,顾客可以用手机支付。,Customers can pay with their phones.
支出,这个月的支出超出预算。,This month's expenses exceeded the budget.
支票,他开了一张支票。,He wrote a check.
收回,公司决定收回这笔投资。,The company decided to withdraw this investment.
收看,大家都在收看新闻。,Everyone is watching the news.
收藏,他喜欢收藏古董。,He likes collecting antiques.
收视率,这部电视剧收视率很高。,This TV drama has very high ratings.
收费,这个停车场不收费。,This parking lot doesn't charge a fee.
收集,他喜欢收集邮票。,He likes collecting stamps.
改动,这份合同不能随便改动。,This contract cannot be changed casually.
改编,这部电影改编自小说。,This movie is adapted from a novel.
改良,这种技术已经过改良。,This technology has already been improved.
改造,政府计划改造老城区。,The government plans to redevelop the old district.
改革,教育改革势在必行。,Education reform is imperative.
攻,敌军突然发起进攻。,The enemy army suddenly launched an attack.
攻击,敌人突然发起攻击。,The enemy suddenly launched an attack.
放大,请把这张照片放大。,Please enlarge this photo.
政府,政府发布了新政策。,The government issued a new policy.
政治,他对政治很感兴趣。,He is very interested in politics.
