hanzi,sentence,en,th_final
强制,学校强制要求穿校服。,The school mandates wearing uniforms.,โรงเรียนบังคับให้ใส่ชุดนักเรียน
强劲,这台发动机动力强劲。,This engine has powerful strength.,เครื่องยนต์ตัวนี้มีกำลังทรงพลัง
强化,我们需要强化训练。,We need to intensify our training.,เราต้องฝึกให้เข้มข้นขึ้น
归,他终于回归故乡。,He finally returned to his hometown.,ในที่สุดเขาก็ได้กลับคืนสู่บ้านเกิด
归根到底,归根到底还是钱的问题。,"In the final analysis, it is still a matter of money.",สุดท้ายแล้วก็เป็นเรื่องเงินอยู่ดี
归纳,老师帮我们归纳重点。,The teacher helped us summarize the key points.,ครูช่วยเราสรุปประเด็นสำคัญ
归还,请把借的书按时归还。,Please return the borrowed book on time.,กรุณาคืนหนังสือที่ยืมไปให้ตรงเวลา
当下,他当下就答应了请求。,He agreed to the request right then.,เขาตอบตกลงคำขอทันทีตอนนั้นเลย
当中,他站在人群当中。,He stood among the crowd.,เขายืนอยู่ท่ามกลางฝูงชน
当代,他是当代著名的作家。,He is a famous contemporary writer.,เขาเป็นนักเขียนชื่อดังร่วมสมัย
当场,小偷被当场抓住了。,The thief was caught on the spot.,ขโมยโดนจับได้คาที่เลย
当天,我们当天就出发了。,We set off that very day.,เราออกเดินทางในวันนั้นเลย
当年,他常常回忆当年的往事。,He often recalls the events of those years.,เขามักนึกถึงเรื่องราวในสมัยนั้น
当成,大家把他当成了自己人。,Everyone regarded him as one of their own.,ทุกคนถือว่าเขาเป็นพวกเดียวกัน
录,请把会议内容录下来。,Please record the content of the meeting.,กรุณาบันทึกเนื้อหาการประชุมไว้
录制,这首歌是昨天录制的。,This song was recorded yesterday.,เพลงนี้อัดเมื่อวานนี้
录音,老师让我们听一段录音。,The teacher had us listen to a recording.,ครูให้เราฟังเสียงที่อัดไว้ท่อนหนึ่ง
录音机,他买了一台旧录音机。,He bought an old tape recorder.,เขาซื้อเครื่องอัดเสียงเก่ามาเครื่องหนึ่ง
形态,这种植物形态奇特。,This plant has a peculiar shape.,พืชชนิดนี้มีรูปทรงแปลกประหลาด
彩票,他中了一张彩票大奖。,He won a big lottery ticket prize.,เขาถูกรางวัลใหญ่จากลอตเตอรี่
彩色,他画了一幅彩色的画。,He painted a colorful picture.,เขาวาดภาพระบายสีภาพหนึ่ง
影星,这位影星非常受欢迎。,This film star is very popular.,ดาราหนังคนนี้ได้รับความนิยมมาก
影片,这部影片很受欢迎。,This film is very popular.,ภาพยนตร์เรื่องนี้ได้รับความนิยมมาก
彼此,大家应该彼此帮助。,Everyone should help each other.,ทุกคนควรช่วยเหลือกันและกัน
往事,他常常想起童年往事。,He often recalls childhood memories.,เขามักนึกถึงเรื่องราวในวัยเด็ก
往后,往后你要多加小心。,From now on you must be more careful.,ต่อจากนี้เธอต้องระวังตัวให้มากขึ้น
往来,两国之间往来密切。,The two countries have close dealings with each other.,สองประเทศไปมาหาสู่กันอย่างใกล้ชิด
征,他决定踏上征途。,He decided to set out on his journey.,เขาตัดสินใจก้าวออกสู่เส้นทางการเดินทางไกล
征服,登山者征服了这座高峰。,The climbers conquered this high peak.,นักปีนเขาพิชิตยอดเขาสูงลูกนี้ได้สำเร็จ
征求,公司正在征求员工意见。,The company is seeking employees' opinions.,บริษัทกำลังขอความคิดเห็นจากพนักงาน
征集,公司正在征集新方案。,The company is collecting new proposals.,บริษัทกำลังเปิดรับข้อเสนอใหม่ๆ
待,他打算在这里多待几天。,He plans to stay here a few more days.,เขาตั้งใจจะอยู่ที่นี่อีกสองสามวัน
很难说,结果还很难说。,The outcome is still hard to say.,ผลลัพธ์ยังพูดยากอยู่
徐徐,晚风徐徐吹进窗户。,The evening breeze blows slowly through the window.,ลมยามค่ำพัดเอื่อยๆ เข้ามาทางหน้าต่าง
得以,问题终于得以解决。,The problem was finally able to be resolved.,สุดท้ายปัญหาก็แก้ไขได้สำเร็จ
得分,他在比赛中连续得分。,He scored points repeatedly in the game.,เขาทำแต้มได้ติดต่อกันในการแข่งขัน
得知,他得知了这个好消息。,He learned this good news.,เขาได้รู้ข่าวดีนี้
循序渐进,学习应该循序渐进。,Learning should proceed step by step.,การเรียนควรค่อยเป็นค่อยไปทีละขั้น
循环,血液在体内循环。,Blood circulates within the body.,เลือดไหลเวียนอยู่ในร่างกาย
微不足道,这点困难微不足道。,This bit of difficulty is negligible.,ความยากลำบากแค่นี้เล็กน้อยจนไม่ต้องพูดถึง
微妙,两人关系变得微妙起来。,The relationship between the two became subtle.,ความสัมพันธ์ของสองคนเริ่มละเอียดอ่อนขึ้น
心事,她好像有什么心事。,She seems to have something on her mind.,เธอดูเหมือนมีเรื่องกังวลใจอะไรบางอย่าง
心声,这首歌唱出了我的心声。,This song expresses my innermost feelings.,เพลงนี้ร้องแทนความในใจของฉัน
心思,他猜不透她的心思。,He couldn't figure out what she was thinking.,เขาเดาความคิดในใจของเธอไม่ออก
心愿,他终于实现了心愿。,He finally fulfilled his cherished wish.,ในที่สุดเขาก็ทำความปรารถนาให้เป็นจริงได้
心爱,这是他最心爱的礼物。,This is his most beloved gift.,นี่คือของขวัญชิ้นที่เขารักที่สุด
心疼,妈妈看着我很心疼。,Mom looked at me with heartfelt concern.,แม่มองฉันแล้วรู้สึกสงสารเป็นห่วง
心目,他在我心目中很伟大。,In my mind he is truly great.,ในใจของฉัน เขายิ่งใหญ่มาก
心胸,他的心胸十分宽广。,He has a very broad-minded heart.,จิตใจของเขากว้างขวางมาก
心脏病,爷爷患有严重的心脏病。,Grandpa suffers from serious heart disease.,คุณปู่เป็นโรคหัวใจขั้นรุนแรง
心酸,听完故事，大家都感到心酸。,"After hearing the story, everyone felt sad.",ฟังเรื่องราวจบ ทุกคนก็รู้สึกเศร้าใจ
心里,她心里一直想着家人。,She has been thinking of her family in her heart.,ในใจเธอคิดถึงครอบครัวมาตลอด
心里话,他终于说出了心里话。,He finally spoke his true feelings.,ในที่สุดเขาก็พูดความในใจออกมา
必不可少,水是生活必不可少的。,Water is indispensable to life.,น้ำเป็นสิ่งที่ขาดไม่ได้ในการดำรงชีวิต
必将,这个计划必将成功。,This plan will inevitably succeed.,แผนนี้จะต้องสำเร็จอย่างแน่นอน
必然,失败是成功的必然过程。,Failure is an inevitable part of success.,ความล้มเหลวเป็นขั้นตอนที่หลีกเลี่ยงไม่ได้ของความสำเร็จ
必要,没有必要为此担心。,There is no need to worry about this.,ไม่จำเป็นต้องกังวลเรื่องนี้
忍受,她默默忍受着痛苦。,She silently endures the pain.,เธอทนความเจ็บปวดอย่างเงียบๆ
忘掉,他很快就忘掉了。,He quickly forgot about it.,เขาลืมมันไปอย่างรวดเร็ว
忙碌,他每天都很忙碌。,He is busy every day.,เขายุ่งอยู่ทุกวัน
忠实,他是一位忠实的读者。,He is a loyal reader.,เขาเป็นผู้อ่านที่ซื่อสัตย์
忧虑,她对未来感到忧虑。,She feels anxious about the future.,เธอรู้สึกกังวลเกี่ยวกับอนาคต
忧郁,他最近情绪十分忧郁。,He has been feeling very depressed lately.,ช่วงนี้อารมณ์ของเขาหม่นหมองมาก
快递,我的快递今天到了。,My package arrived today.,พัสดุของฉันมาถึงวันนี้
快速,他快速跑了过去。,He ran over quickly.,เขาวิ่งไปอย่างรวดเร็ว
快餐,中午我们简单吃点快餐。,At noon we simply had some fast food.,ตอนเที่ยงเรากินอาหารจานด่วนง่ายๆ
念念不忘,他对故乡念念不忘。,He can never forget his hometown.,เขาคิดถึงบ้านเกิดไม่เคยลืมเลือน
忽然,天忽然下起雨来。,Suddenly it started to rain.,จู่ๆ ฝนก็ตกลงมา
怀念,我很怀念童年的生活。,I fondly miss my childhood life.,ฉันคิดถึงชีวิตในวัยเด็กมาก
怀抱,母亲把孩子搂进怀抱。,The mother pulled the child into her embrace.,แม่โอบลูกเข้าสู่อ้อมกอด
怀着,她怀着喜悦回到家乡。,She returned to her hometown filled with joy.,เธอกลับบ้านเกิดด้วยความยินดี
思念,她十分思念远方的家人。,She deeply misses her family far away.,เธอคิดถึงครอบครัวที่อยู่แสนไกลมาก
思索,他坐在窗前静静思索。,He sat by the window pondering quietly.,เขานั่งครุ่นคิดอย่างเงียบๆ อยู่หน้าต่าง
怠慢,请不要怠慢了客人。,Please don't neglect the guests.,กรุณาอย่าละเลยแขก
急于,他急于知道考试结果。,He was eager to know the exam results.,เขาร้อนใจอยากรู้ผลสอบ
急忙,他急忙跑出教室。,He hurried out of the classroom.,เขารีบวิ่งออกจากห้องเรียน
急性,医生说这是急性肠胃炎。,The doctor said it is acute gastroenteritis.,หมอบอกว่านี่คือลำไส้อักเสบเฉียบพลัน
急需,灾区急需大量物资。,The disaster area urgently needs a large amount of supplies.,พื้นที่ประสบภัยต้องการสิ่งของจำนวนมากอย่างเร่งด่วน
性价比,这款手机性价比很高。,This phone has a very good cost-performance ratio.,มือถือรุ่นนี้คุ้มค่าคุ้มราคามาก
性命,医生救了他的性命。,The doctor saved his life.,หมอช่วยชีวิตเขาไว้
性能,这辆车的性能十分出色。,This car's performance is outstanding.,สมรรถนะของรถคันนี้ยอดเยี่ยมมาก
性质,这两件事性质不同。,These two matters are different in nature.,สองเรื่องนี้มีลักษณะแตกต่างกัน
怨言,他从来没有过怨言。,He has never had any complaints.,เขาไม่เคยบ่นสักคำ
怪,这件事真奇怪。,This matter is really strange.,เรื่องนี้แปลกจริงๆ
怪异,他的行为十分怪异。,His behavior is very strange.,พฤติกรรมของเขาแปลกประหลาดมาก
总裁,他是这家公司的总裁。,He is the CEO of this company.,เขาเป็นประธานบริหารของบริษัทนี้
恋爱,他们已经恋爱三年了。,They have been in love for three years.,พวกเขาคบกันเป็นแฟนมาสามปีแล้ว
恍然大悟,听他解释后，我恍然大悟。,"After his explanation, I suddenly understood.",พอฟังเขาอธิบาย ฉันก็ถึงบางอ้อทันที
恐怖,这部电影十分恐怖。,This movie is very frightening.,หนังเรื่องนี้น่ากลัวมาก
恐慌,消息引发了市场恐慌。,The news triggered panic in the market.,ข่าวนี้ทำให้ตลาดตื่นตระหนก
恐龙,博物馆展出了恐龙化石。,The museum is exhibiting dinosaur fossils.,พิพิธภัณฑ์จัดแสดงฟอสซิลไดโนเสาร์
恭维,他不喜欢别人恭维自己。,He doesn't like others flattering him.,เขาไม่ชอบให้คนอื่นมาเยินยอตัวเอง
息息相关,健康与饮食息息相关。,Health is closely related to diet.,สุขภาพเกี่ยวข้องอย่างใกล้ชิดกับการกิน
恰巧,我出门时恰巧遇见了她。,I happened to run into her when I went out.,ตอนฉันออกไปข้างนอกก็บังเอิญเจอเธอพอดี
恰恰,这恰恰是我想要的答案。,This is exactly the answer I wanted.,นี่แหละคือคำตอบที่ฉันต้องการพอดี
恳求,他恳求老师再给一次机会。,He begged the teacher for one more chance.,เขาอ้อนวอนขอให้ครูให้โอกาสอีกครั้ง
恶劣,今天天气非常恶劣。,The weather is very bad today.,วันนี้อากาศเลวร้ายมาก
恶化,病情忽然开始恶化。,The condition suddenly began to worsen.,อาการป่วยจู่ๆ ก็เริ่มทรุดหนักลง
悠久,中国有着悠久的历史。,China has a long history.,จีนมีประวัติศาสตร์อันยาวนาน
悠闲,老人们过着悠闲的生活。,The elderly live a leisurely life.,เหล่าผู้สูงอายุใช้ชีวิตอย่างสบายๆ
悬,墙上悬着一幅古画。,An ancient painting hangs on the wall.,บนกำแพงแขวนภาพวาดโบราณอยู่ภาพหนึ่ง
悲剧,这是一场人生的悲剧。,This is a tragedy of life.,นี่คือโศกนาฏกรรมของชีวิต
悲哀,这个结局让人悲哀。,This ending makes people feel sorrowful.,ตอนจบแบบนี้ทำให้คนรู้สึกเศร้าโศก
悲痛,全家都感到十分悲痛。,The whole family felt deeply grieved.,ทั้งครอบครัวรู้สึกเศร้าโศกเสียใจอย่างมาก
情不自禁,看到美景他情不自禁地笑了。,"Seeing the beautiful scene, he couldn't help but smile.",พอเห็นวิวสวยๆ เขาก็อดยิ้มไม่ได้
情侣,公园里坐着不少情侣。,Quite a few couples are sitting in the park.,ในสวนสาธารณะมีคู่รักนั่งอยู่หลายคู่
情愿,他情愿加班也不愿迟到。,He would rather work overtime than be late.,เขายอมทำงานล่วงเวลาดีกว่ามาสาย
惊,这个消息让大家很惊讶。,This news startled everyone.,ข่าวนี้ทำให้ทุกคนตกใจ
惊人,这个消息真是惊人。,This news is truly astonishing.,ข่าวนี้น่าตกใจจริงๆ
惊叹,大家都为美景惊叹。,Everyone marveled at the beautiful scenery.,ทุกคนต่างอุทานชื่นชมวิวที่สวยงาม
惊喜,生日礼物给了她一个惊喜。,The birthday gift gave her a pleasant surprise.,ของขวัญวันเกิดสร้างความประหลาดใจดีๆ ให้เธอ
惊奇,孩子们惊奇地看着魔术。,The children watched the magic trick in amazement.,เด็กๆ มองมายากลด้วยความพิศวง
惊慌,火灾发生时大家很惊慌。,Everyone panicked when the fire broke out.,ตอนเกิดไฟไหม้ทุกคนตื่นตกใจกันมาก
惊慌失措,他吓得惊慌失措。,He was scared out of his wits.,เขาตกใจจนทำอะไรไม่ถูก
惊醒,一声巨响把我惊醒了。,A loud noise startled me awake.,เสียงดังสนั่นทำให้ฉันสะดุ้งตื่น
惩罚,犯错就应该受到惩罚。,"If you make a mistake, you should be punished.",ทำผิดก็ควรถูกลงโทษ
惯,他已经习惯了早起。,He has already gotten used to getting up early.,เขาชินกับการตื่นเช้าแล้ว
惯性,汽车靠惯性继续前进。,The car continues moving forward due to inertia.,รถเคลื่อนที่ต่อไปด้วยแรงเฉื่อย
想不到,真想不到你会来。,I really didn't expect you to come.,ไม่นึกเลยว่าเธอจะมา
想念,我非常想念家乡的味道。,I miss the taste of my hometown very much.,ฉันคิดถึงรสชาติของบ้านเกิดมาก
想方设法,他想方设法解决难题。,He tried every possible way to solve the problem.,เขาพยายามหาทุกวิถีทางเพื่อแก้ปัญหายากๆ
愁眉苦脸,他整天愁眉苦脸的。,He looks gloomy all day long.,เขาทำหน้าเศร้าหมองทั้งวัน
愈合,他的伤口正在愈合。,His wound is healing.,แผลของเขากำลังสมานตัว
意向,公司表达了合作意向。,The company expressed its intention to cooperate.,บริษัทแสดงความตั้งใจที่จะร่วมมือ
意想不到,结果让人意想不到。,The result was completely unexpected.,ผลลัพธ์คาดไม่ถึงเลย
意愿,请尊重孩子自己的意愿。,Please respect the child's own wishes.,กรุณาเคารพความต้องการของเด็กเอง
愚蠢,这个决定实在愚蠢。,This decision is really foolish.,การตัดสินใจนี้โง่เขลาจริงๆ
感叹,大家都感叹时间过得快。,Everyone sighed at how fast time passes.,ทุกคนต่างอุทานว่าเวลาผ่านไปเร็วเหลือเกิน
感性,她做事比较感性。,She tends to act on emotion.,เธอทำอะไรค่อนข้างใช้อารมณ์
感恩,我们应该学会感恩。,We should learn to be grateful.,เราควรเรียนรู้ที่จะสำนึกในบุญคุณ
感想,说说你的读后感想。,Tell me your thoughts after reading.,เล่าความรู้สึกหลังอ่านของเธอให้ฟังหน่อย
感慨,老人感慨地说起往事。,The old man spoke with deep feeling about the past.,ชายชราเล่าถึงอดีตด้วยความรู้สึกสะเทือนใจ
感染,伤口不小心感染了。,The wound got infected by accident.,แผลติดเชื้อโดยไม่ระวัง
感触,这部电影让我很有感触。,This movie left me with deep feelings.,หนังเรื่องนี้ทำให้ฉันรู้สึกสะเทือนใจมาก
愣,他听完愣住了。,He froze after hearing it.,เขาฟังจบแล้วก็ตะลึงไป
慌乱,她慌乱地找着钥匙。,She searched frantically for her keys.,เธอวุ่นวายหากุญแจอย่างลนลาน
慢性,他患有慢性咳嗽的毛病。,He suffers from a chronic cough.,เขาเป็นโรคไอเรื้อรัง
慷慨,他对朋友非常慷慨。,He is very generous to his friends.,เขาใจกว้างกับเพื่อนมาก
戏曲,奶奶特别喜欢看戏曲。,Grandma especially loves watching Chinese opera.,คุณย่าชอบดูงิ้วเป็นพิเศษ
成人,这部电影只限成人观看。,This movie is for adult viewing only.,หนังเรื่องนี้จำกัดเฉพาะผู้ใหญ่ดูเท่านั้น
成型,这批产品还没有成型。,This batch of products has not yet taken shape.,สินค้าล็อตนี้ยังไม่ขึ้นรูปเป็นรูปเป็นร่าง
成年,他已经成年可以工作了。,He is already an adult and can work.,เขาโตเป็นผู้ใหญ่แล้วสามารถทำงานได้
成效,这项改革已初见成效。,This reform has already begun to show results.,การปฏิรูปนี้เริ่มเห็นผลแล้ว
成本,这个项目成本很高。,This project's cost is very high.,โครงการนี้ต้นทุนสูงมาก
成果,这是大家努力的成果。,This is the result of everyone's hard work.,นี่คือผลงานจากความพยายามของทุกคน
或许,或许明天会下雨。,Perhaps it will rain tomorrow.,บางทีพรุ่งนี้อาจจะฝนตก
战争,没有人喜欢战争。,No one likes war.,ไม่มีใครชอบสงคราม
战场,士兵们奔赴战场。,The soldiers rushed to the battlefield.,เหล่าทหารมุ่งหน้าสู่สนามรบ
战斗,士兵们英勇地战斗着。,The soldiers fought bravely.,เหล่าทหารต่อสู้อย่างกล้าหาญ
截止,报名将于明天截止。,Registration will close tomorrow.,การรับสมัครจะปิดรับในวันพรุ่งนี้
戳,他不小心戳破了气球。,He accidentally poked the balloon and burst it.,เขาเผลอทิ่มลูกโป่งจนแตก
户,这个村子只有几十户人家。,This village has only a few dozen households.,หมู่บ้านนี้มีแค่ไม่กี่สิบหลังคาเรือน
房价,这个城市的房价很高。,House prices in this city are very high.,ราคาบ้านในเมืองนี้สูงมาก
房地产,叔叔从事房地产工作。,My uncle works in real estate.,คุณอาทำงานด้านอสังหาริมทรัพย์
所在,请告诉我车站的所在。,Please tell me where the station is located.,กรุณาบอกที่ตั้งของสถานีให้ฉันหน่อย
扁,这个盒子被压扁了。,This box got crushed flat.,กล่องใบนี้ถูกกดจนแบน
扇,她拿起扇子扇了扇风。,She picked up a fan and fanned herself.,เธอหยิบพัดขึ้นมาโบกพัดลม
扇子,奶奶手里拿着一把扇子。,Grandma is holding a fan in her hand.,คุณย่าถือพัดอยู่ในมือหนึ่งด้าม
手势,他用手势告诉我方向。,He used a gesture to tell me the direction.,เขาใช้ท่ามือบอกทิศทางให้ฉัน
手套,冬天我戴上手套出门。,I put on gloves before going out in winter.,หน้าหนาวฉันใส่ถุงมือออกไปข้างนอก
手工,这些饼干是手工做的。,These cookies are handmade.,คุกกี้พวกนี้ทำด้วยมือ
手帕,她用手帕擦干眼泪。,She wiped away her tears with a handkerchief.,เธอใช้ผ้าเช็ดหน้าซับน้ำตา
手术,他明天要做手术。,He will have surgery tomorrow.,พรุ่งนี้เขาต้องผ่าตัด
手续,办护照手续很麻烦。,Processing a passport is troublesome.,ขั้นตอนการทำพาสปอร์ตยุ่งยากมาก
手臂,医生检查了他的手臂。,The doctor examined his arm.,หมอตรวจแขนของเขา
才华,她的才华令人佩服。,Her talent is admirable.,พรสวรรค์ของเธอน่าชื่นชม
扎,小心别被针扎到手。,Be careful not to prick your hand with the needle.,ระวังอย่าให้เข็มทิ่มมือ
扎根,这种植物容易扎根生长。,This kind of plant takes root and grows easily.,พืชชนิดนี้หยั่งรากเติบโตได้ง่าย
扑,小猫扑向了那只蝴蝶。,The kitten pounced at the butterfly.,ลูกแมวกระโจนเข้าใส่ผีเสื้อตัวนั้น
打交道,他经常跟外国人打交道。,He often deals with foreigners.,เขาติดต่อคบหากับชาวต่างชาติบ่อยๆ
打仗,士兵们勇敢地打仗。,The soldiers fought bravely.,เหล่าทหารสู้รบอย่างกล้าหาญ
打倒,人民打倒了暴君。,The people overthrew the tyrant.,ประชาชนโค่นล้มทรราช
打击,失败给了他很大打击。,The failure was a huge blow to him.,ความล้มเหลวสร้างความกระทบกระเทือนครั้งใหญ่ให้เขา
打动,这个故事打动了我。,This story moved me.,เรื่องราวนี้ทำให้ฉันประทับใจ
打印机,打印机没墨了。,The printer is out of ink.,เครื่องพิมพ์หมึกหมดแล้ว
打听,他向路人打听方向。,He asked a passerby for directions.,เขาสอบถามทิศทางจากคนที่เดินผ่าน
打工,她假期在餐厅打工。,She works part-time at a restaurant during vacation.,ช่วงปิดเทอมเธอทำงานพิเศษที่ร้านอาหาร
打招呼,他向我打招呼。,He greeted me.,เขาทักทายฉัน
打断,请不要打断我说话。,Please don't interrupt me while I'm talking.,กรุณาอย่าขัดจังหวะตอนฉันพูด
打架,他们在操场上打架了。,They got into a fight on the playground.,พวกเขาชกต่อยกันที่สนาม
